case_number,date_reported,date_occurred,time_occurred,location,time_reported,incident,university
P-14-0210,2020-02-21,2014-02-14,18:00,SIKES HALL PARKING LOT               C             Not Cleared,11:24,23F PETIT LARCENY,Clemson University
P-14-0211,2020-02-21,2013-12-23,08:00,FRAN HANSEN DISCOVERY CENTER         C             Cleared by Arrest,16:23,23D GRAND LARCENY,Clemson University
P-14-0213,2020-02-21,2014-02-21,17:50,DOUG KINGSMORE BASEBALL STADIUM      C             Not Cleared,17:58,991 INFORMATION ONLY,Clemson University
P-14-0214,2020-02-21,2014-02-21,21:43,6D1 MANNING HALL                     C             Not Cleared,21:43,991 INFORMATION ONLY,Clemson University
P-14-0215,2020-02-22,2014-02-22,01:56,SC HIGHWAY 93 & CALHOUN DRIVE        C             Cleared by Arrest,01:56,90D DRIVING UNDER THE INFLUENCE,Clemson University
P-14-0216,2020-02-23,2014-02-23,00:12,CALHOUN DRIVE & HIGHWAY 93           C             Cleared by Arrest,00:12,90G POSSESSION OF BEER BY PERSON UNDER 21 YEARS OLD,Clemson University
P-14-0217,2020-02-23,2014-02-23,18:30,P & A BUILDING                       U             Not Cleared,20:31,23D PETIT LARCENY,Clemson University
P-14-0218,2020-02-24,2014-02-21,19:30,CENTENNIAL BLVD                      C             Not Cleared,03:58,991 INFORMATION ONLY,Clemson University
P-14-0219,2020-02-24,2014-01-23,19:00,CENTENNIAL BLVD                      C             Not Cleared,08:49,999 LOST PROPERTY,Clemson University
P-14-0220,2020-02-24,2014-02-24,13:04,MCMILLAN ROAD                        C             Not Cleared,13:04,998 ASSISTING ANOTHER AGENCY,Clemson University
P-14-0221,2020-02-24,2014-02-21,22:35,HOLTZENDORF HALL                     C             Not Cleared,14:08,290 MALICOUS INJURY TO REAL PROPERTY,Clemson University
P-14-0222,2020-02-24,2014-02-18,12:00,CENTENNIAL BLVD                             C             Not Cleared,14:26,999 LOST PROPERTY,Clemson University
P-14-0223,2020-02-24,2014-02-24,12:10,CENTENNIAL BLVD                             C             Not Cleared,18:40,999 LOST PROPERTY,Clemson University
P-14-0226,2020-02-25,2014-02-24,23:45,308 A DUNUVAN (PARKING)                     A             Not Cleared,07:30,23F AUTO BREAKING,Clemson University
P-14-0227,2020-02-25,2014-02-25,09:40,9B4 BYRNES HALL                             C             Not Cleared,16:51,753 UNLAWFUL USE OF TELEPHONE,Clemson University
P-14-0228,2020-02-25,2014-02-25,17:00,BRADLEY HALL PARKING LOT                    C             Not Cleared,20:37,240 PETIT LARCENY,Clemson University
P-14-0229,2020-02-26,2014-02-25,11:00,FIKE RECREATION HALL                       C             Not Cleared,10:48,999 LOST PROPERTY,Clemson University
P-14-0230,2020-02-26,2014-02-25,18:30,PERIMETER ROAD                              C             Not Cleared,12:18,994 PERSONAL INJURY,Clemson University
P-14-0231,2020-02-26,2014-02-26,10:55,SIKES HALL PARKING LOT                      C             Not Cleared,19:22,240 PETIT LARCENY,Clemson University
P-14-0232,2020-02-26,2014-02-26,21:00,TILLMAN HALL                                C             Not Cleared,21:02,991 INFORMATION ONLY,Clemson University
P-14-0233,2020-02-26,2014-02-26,22:30,DONALDSON HALL THIRD FLOOR COMMONS AREA     C             Cleared by Arrest,22:30,90G POSSESSION OF BEER BY PERSON UNDER 21 YEARS OLD,Clemson University
P-14-0234,2020-02-27,2014-02-27,02:22,PERIMETER ROAD & MCMILLAN ROAD              C             Cleared by Arrest,02:22,90D DRIVING UNDER THE INFLUENCE 950 DRIVING UNDER SUSPENSION,Clemson University
P-14-0236,2020-02-26,2014-02-26,10:30,REDFERN HEALTH CENTER                       C             Not Cleared,11:53,991   INFORMATION ONLY,Clemson University
P-14-0238,2020-02-27,2014-02-26,20:00,HARCOMBE CANTEEN                            A             Not Cleared,15:30,220 BURGLARY,Clemson University
P-14-0239,2020-02-27,2014-02-27,19:16,C-2 PARKING LOT                             C             Not Cleared,19:23,991 INFORMATION ONLY,Clemson University
P-14-0240,2020-02-28,2014-02-27,23:10,300 GEER HALL                               C             Cleared by Arrest,23:10,90G POSSESSION OF LIQUOR BY PERSON UNDER 21,Clemson University
P-14-0241,2020-02-28,2014-02-28,00:22,404 SANDERS HALL                          C             Exceptional Clearance,00:22,35B POSSESSION OF DRUG PARAPHERNALIA,Clemson University
P-14-0242,2020-02-28,2014-02-28,00:59,216 SANDERS HALL                          C             Cleared by Arrest,00:59,90G POSSESSION OF BEER BY PERSON UNDER 21 YEARS OLD,Clemson University
P-14-0243,2020-02-28,2014-02-28,02:07,SC HIGHWAY 93 & NEWMAN ROAD               C             Cleared by Arrest,02:07,90D DRIVING UNDER THE INFLUENCE,Clemson University
P-14-0245,2020-02-28,2014-02-28,12:23,P & A BUILDING                            C             Not Cleared,12:25,998 ASSISTING ANOTHER AGENCY,Clemson University
P-14-0247,2020-02-28,2014-02-28,18:00,102A THORNHILL VILLAGE                    C             Not Cleared,18:04,991 INFORMATION ONLY,Clemson University
P-14-0248,2020-02-28,2014-02-28,22:02,507 CLEMSON HOUSE                         C             Not Cleared,22:02,991 INFORMATION ONLY,Clemson University
P-14-0249,2020-03-01,2014-03-01,00:09,907 JOHNSTONE HALL                        C             Cleared by Arrest,00:09,35B POSSESSION OF DRUG PARAPHERNALIA 90G POSSESSION OF ALCOHOL BY PERSON UNDER 21 YEARS OLD 90N RESISTING ARREST WHILE ASSAULTING A POLICE OFFICER 90Z INTERFERENCE WITH OFFICER SERVING PROCESS,Clemson University
P-14-0251,2020-03-01,2014-03-01,15:01,317 OLD GREENVILLE HIGHWAY                C             Not Cleared,15:01,998 ASSISTING ANOTHER AGENCY,Clemson University
P-14-0254,2020-03-02,2014-03-02,11:54,CHERRY ROAD                               C             Cleared by Arrest,11:54,950 DRIVING UNDER SUSPENSION,Clemson University
P-14-0255,2020-03-02,2014-03-02,17:37,JERVEY MEADOWS                            C             Cleared by Arrest,17:37,90G POSSESSION OF BEER BY PERSON UNDER 21 YEARS OLD,Clemson University
P-14-0257,2020-03-02,2014-02-23,17:00,CENTENNIAL BLVD                           U             Not Cleared,22:52,13C ASSAULT,Clemson University
P-14-0258,2020-03-03,2014-03-03,00:14,DANIEL DRIVE & LEE STREET                 C             Cleared by Arrest,00:14,90E PUBLIC DISORDERLY CONDUCT,Clemson University
P-14-0259,2020-03-03,2014-02-28,15:30,309 BARRE (HOUSING WAREHOUSE) STREET      C             Cleared by Arrest,08:05,23H GRAND LARCENY/PETIT LARCENY,Clemson University
P-14-0260,2020-03-03,2014-03-03,09:00,REDFERN HEALTH CENTER                     C             Not Cleared,09:27,991 INFORMATION ONLY,Clemson University
P-14-0261,2020-03-03,2014-03-03,10:30,EDGAR BROWN STUDENT UNION                C             Not Cleared,11:19,991   INFORMATION ONLY,Clemson University
P-14-0262,2020-03-04,2014-03-04,08:52,TILLMAN HALL                             C             Exceptional Clearance,08:55,290 MALICIOUS INJURY TO REAL PROPERTY,Clemson University
P-14-0263,2020-03-04,2014-03-04,09:12,REDFERN HEALTH CENTER                    C             Cleared by Arrest,12:09,290 MALICIOUS INJURY TO REAL PROPERTY,Clemson University
P-14-0264,2020-03-04,2014-03-04,20:30,LITTLEJOHN COLISEUM PARKING AREA         C             Cleared by Arrest,20:30,90J TRESPASS AFTER NOTICE,Clemson University
P-14-0265,2020-03-04,2014-03-04,22:23,STRODE TOWER                             C             Not Cleared,22:24,991 INFORMATION ONLY,Clemson University
P-14-0266,2020-03-04,2014-03-04,22:46,SC HIGHWAY 93 & COLLEGE AVENUE           C             Cleared by Arrest,22:46,90E PUBLIC DISORDERLY CONDUCT,Clemson University
P-14-0268,2020-03-05,2014-02-19,16:30,DOUG KINGSMORE STADIUM                   C             Cleared by Arrest,14:06,36C INDECENT EXPOSURE,Clemson University
P-14-0270,2020-03-05,2014-03-05,15:45,HARDIN HALL 2ND FLOOR                    C             Not Cleared,17:53,999 LOST PROPERTY,Clemson University
P-14-0272,2020-03-07,2014-03-07,01:12,JOHNSTONE HALL 7TH FLOOR BATHROOM        C             Cleared by Arrest,01:14,90E PUBLIC DISORDERLY CONDUCT,Clemson University
P-14-0275,2020-03-08,2014-03-08,00:50,310 CLEMSON HOUSE                        C             Cleared by Arrest,00:53,90G POSSESSION OF ALCOHOL BY PERSON UNDER 21,Clemson University
P-14-0276,2020-03-08,2014-03-08,01:42,SC HIGHWAY 93 & NEWMAN ROAD              C             Cleared by Arrest,01:42,90D DRIVING UNDER THE INFLUENCE,Clemson University
P-14-0278,2020-03-08,2014-03-08,16:06,MELL HALL                                C             Cleared by Arrest,16:12,90E PUBLIC DISORDERLY CONDUCT,Clemson University
P-14-0279,2020-03-08,2014-03-08,23:06,NORTH PALMETTO BLVD & CLEMSON HOUSE      C             Cleared by Arrest,23:06,90E PUBLIC DISORDERLY CONDUCT,Clemson University
P-14-0280,2020-03-08,2014-03-08,23:26,JOHNSTONE HALL 9TH FLOOR                 C             Cleared by Arrest,23:28,90E PUBLIC DISORDERLY CONDUCT,Clemson University
P-14-0281,2020-03-09,2014-03-09,00:58,SIKES HALL                               C             Not Cleared,00:58,991 INFORMATION ONLY,Clemson University
P-14-0282,2020-03-09,2014-03-09,01:22,10C6 LEVER HALL                               C             Not Cleared,01:26,991 INFORMATION ONLY,Clemson University
P-14-0283,2020-03-09,2014-03-09,01:36,NORTH PALMETTO BLVD & CLEMSON HOUSE           C             Cleared by Arrest,01:36,90E PUBLIC DISORDERLY CONDUCT,Clemson University
P-14-0284,2020-03-08,2014-03-08,20:11,4D6 MAULDIN HALL                              C             Not Cleared,20:11,991 INFORMATION ONLY,Clemson University
P-14-0285,2020-03-10,2014-03-10,16:30,116B THORNHILL VILLAGE                        C             Exceptional Clearance,17:54,13B ASSAULT AND BATTERY,Clemson University
P-14-0286,2020-03-11,2014-03-11,14:25,N13F CALHOUN COURTS                           C             Not Cleared,14:26,991 INFORMATION ONLY,Clemson University
P-14-0291,2020-03-12,2014-03-12,22:10,DANIEL DRIVE & LEE STREET                     C             Not Cleared,22:10,23H PETIT LARCENY,Clemson University
P-14-0292,2020-03-12,2014-03-12,22:05,219 COPE HALL                                 C             Not Cleared,22:07,35B POSSESSION OF DRUG PARAPHERNALIA,Clemson University
P-14-0293,2020-03-13,2014-03-13,08:00,LIGHTSEY BRIDGE BUILDING II PARKING AREA      C             Cleared by Arrest,15:55,240 PETIT LARCENY,Clemson University
P-14-0294,2020-03-13,2014-03-13,14:30,308A THORNHILL VILLAGE                        C             Not Cleared,15:18,991 INFORMATION ONLY,Clemson University
P-14-0295,2020-03-13,2014-03-13,23:33,SC HIGHWAY 93 & PERIMETER ROAD                C             Cleared by Arrest,23:33,90D DRIVING UNDER THE INFLUENCE,Clemson University
P-14-0296,2020-03-14,2014-03-14,12:00,STEAM PLANT                                   A             Not Cleared,12:02,23H PETIT LARCENY,Clemson University
P-14-0297,2020-03-14,2014-03-14,20:20,CHERRY ROAD & PARKWAY DRIVE                   C             Cleared by Arrest,20:20,35A SIMPLE POSSESSION OF MARIJUANA 35B POSSESSION OF DRUG PARAPHERNALIA 90D DRIVING UNDER THE INFLUENCE 90G TRANSPORTATION OF LIQUOR W/BROKEN SEAL,Clemson University
P-14-0298,2020-03-15,2014-03-15,01:20,HIGHWAY 76 & NATIONAL GUARD ARMORY            C             Exceptional Clearance,01:33,13B ASSAULT & BATTERY,Clemson University
P-14-0299,2020-03-16,2014-03-16,06:28,C-11 PARKING LOT                              C             Cleared by Arrest,06:28,950 DRIVING UNDER SUSPENSION,Clemson University
P-14-0300,2020-03-16,2014-03-16,08:30,204-B STADIUM SUITES                 C             Not Cleared,12:13,991 INFORMATION ONLY,Clemson University
P-14-0301,2020-03-18,2014-03-18,00:08,NEWMAN ROAD & MORRISON ROAD          C             Cleared by Arrest,00:08,35A SIMPLE POSSESSION OF MARIJUANA 950   DRIVING UNDER SUSPENSION,Clemson University
P-14-0303,2020-03-20,2014-03-20,14:30,ACADEMIC SUCCESS BUILDING            C             Not Cleared,16:40,991 INFORMATION ONLY,Clemson University
P-14-0304,2020-03-21,2014-03-21,01:24,105A THORNHILL VILLAGE               C             Exceptional Clearance,02:03,35A SIMPLE POSSESSION OF MARIJUANA 35B POSSESSION OF DRUG PARAPHERNALIA,Clemson University
P-14-0306,2020-03-22,2014-03-22,02:04,SC HIGHWAY 93 & NEWMAN ROAD          C             Cleared by Arrest,02:04,90D DRIVING UNDER THE INFLUENCE,Clemson University
P-14-0307,2020-03-22,2014-03-22,19:25,DOUG KINGSMORE BASEBALL STADIUM      C             Not Cleared,19:25,991 INFORMATION ONLY,Clemson University
P-14-0308,2020-03-22,2014-03-22,20:16,MADREN CENTER                        C             Not Cleared,20:47,991 INFORMATION ONLY,Clemson University
P-14-0310,2020-03-23,2014-03-23,10:45,JERVEY MEADOWS                       C             Not Cleared,14:28,290 MALICIOUS INJURY TO PERSONAL PROPERTY,Clemson University
P-14-0311,2020-03-23,2014-03-23,15:00,B107 BARRE HALL                      C             Not Cleared,20:52,23D PETIT LARCENY,Clemson University
P-14-0312,2020-03-23,2014-03-15,07:00,LIGHTSEY BRIDGE PARKING AREA         C             Cleared by Arrest,20:48,240 PETIT LARCENY,Clemson University
P-14-0316,2020-03-24,2014-03-24,15:30,HARCOMBE DINING HALL                 C             Not Cleared,16:31,23D PETIT LARCENY,Clemson University
P-14-0317,2020-03-24,2014-03-24,20:42,CENTENNIAL BLVD.                     C             Not Cleared,20:42,991 INFORMATION ONLY,Clemson University
P-14-0318,2020-03-25,2014-03-25,03:43,72H LIGHTSEY BRIDGE                  C             Not Cleared,03:47,991 INFORMATION ONLY,Clemson University
P-14-0320,2020-03-25,2014-03-25,17:30,306 ORANGE CT                        C             Not Cleared,17:46,991 INFORMATION ONLY,Clemson University
P-14-0321,2020-03-25,2014-03-25,20:33,200 SANDERS HALL                     C             Not Cleared,20:33,991 INFORMATION ONLY,Clemson University
P-14-0322,2020-03-26,2014-03-26,00:00,6B1 LIGHTSEY BRIDGE                  C             Not Cleared,00:00,991 INFORMATION ONLY,Clemson University
P-14-0323,2020-03-26,2014-03-26,00:17,8B5 LEVER HALL                       C             Not Cleared,00:18,991 INFORMATION ONLY,Clemson University
P-14-0326,2020-03-26,2014-03-26,22:31,102 SANDERS HALL                     C             Not Cleared,22:31,35B POSSESSION OF DRUG PARAPHERNALIA,Clemson University
P-14-0327,2020-03-27,2014-03-26,23:30,1200 TIGER BLVD                      C             Not Cleared,02:22,998 ASSISTING ANOTHER AGENCY,Clemson University
P-14-0329,2020-03-27,2014-03-27,15:00,BARNES AND NOBLE BOOKSTORE           C             Not Cleared,15:23,23D PETIT LARCENY,Clemson University
P-14-0331,2020-03-27,2014-03-27,20:10,JOE'S PLACE - MADREN CENTER          C             Cleared by Arrest,20:10,90G SALE OF BEER TO PERSON UNDER 21,Clemson University
P-14-0332,2020-03-27,2014-03-27,22:51,412 YOUNG HALL                       C             Cleared by Arrest,22:51,90G POSSESSION OF LIQUOR BY PERSON UNDER 21,Clemson University
P-14-0333,2020-03-28,2014-03-28,11:50,211 THORNHILL VILLAGE                C             Not Cleared,11:54,991 INFORMATION ONLY,Clemson University
P-14-0334,2020-03-28,2014-03-28,15:30,LITTLEJOHN HOUSE                     C             Not Cleared,15:38,23D PETIT LARCENY,Clemson University
P-14-0335,2020-03-28,2014-03-28,15:41,LEVER HALL LOBBY                     C             Not Cleared,15:44,991 INFORMATION ONLY,Clemson University
P-14-0336,2020-03-28,2014-03-28,12:00,COOPER LIBRARY                       C             Exceptional Clearance,03:40,90Z HARASSMENT / STALKING,Clemson University
P-14-0337,2020-03-28,2014-03-28,22:43,316B NORRIS HALL                     C             Cleared by Arrest,22:43,90G POSSESSION OF LIQUOR BY PERSON UNDER 21 YEARS OLD,Clemson University
P-14-0338,2020-03-29,2013-03-10,08:00,CENTENNIAL BLVD                      C             Exceptional Clearance,13:58,753 UNLAWFUL USE OF TELEPHONE,Clemson University
P-14-0339,2020-03-29,2014-03-29,22:35,114 HOLMES HALL                      C             Not Cleared,23:06,991 INFORMATION ONLY,Clemson University
P-14-0340,2020-03-30,2014-03-30,00:57,SC HIGHWAY 93 & WILLIAMSON ROAD      C             Cleared by Arrest,00:57,950 DRIVING UNDER SUSPENSION,Clemson University
P-14-0343,2020-03-31,2014-03-31,12:00,WENDY'S @ BRYAN CIRCLE                 A             Not Cleared,13:40,23D PETIT LARCENY,Clemson University
P-14-0345,2020-03-31,2014-03-27,23:30,GREEK QUAD MOTORCYCLE PARKING LOT      C             Cleared by Arrest,17:18,240 PETIT LARCENY,Clemson University
P-14-0346,2020-03-31,2014-03-31,20:49,400 SANDERS HALL                       C             Not Cleared,20:49,991 INFORMATION ONLY,Clemson University
P-14-0347,2020-03-31,2014-03-31,21:20,102A THORNHILL VILLAGE                 C             Cleared by Arrest,21:20,13B CRIMINAL DOMESTIC VIOLENCE,Clemson University
P-14-0349,2020-04-01,2014-04-01,00:08,BRYAN CIRCLE                           C             Not Cleared,00:08,991 INFORMATION ONLY,Clemson University
P-14-0350,2020-04-01,2013-12-01,12:00,FIKE RECREATION HALL                   C             Not Cleared,10:25,991 INFORMATION ONLY,Clemson University
P-14-0351,2020-04-01,2014-04-01,04:00,COOPER LIBRARY                         C             Not Cleared,10:38,999 LOST PROPERTY (LOCATED),Clemson University
P-14-0353,2020-04-01,2014-04-01,13:55,REDFERN HEALTH CENTER                  C             Not Cleared,13:57,991 INFORMATION ONLY,Clemson University
P-14-0354,2020-04-01,2014-03-30,00:24,SANDERS HALL                           A             Not Cleared,14:31,23D FINANCIAL TRANSACTION CARD THEFT 26B FINANCIAL TRANSACTION CARD FRAUD,Clemson University
P-14-0355,2020-04-01,2014-04-01,17:00,CENTENNIAL BLVD                        C             Not Cleared,17:00,991 INFORMATION ONLY,Clemson University
P-14-0356,2020-04-01,2014-04-01,22:30,418 CLEMSON HOUSE                      C             Cleared by Arrest,22:30,35A SIMPLE POSSESSION OF MARIJUANA 90G POSSESSION OF BEER BY PERSON UNDER 21 YEARS OLD,Clemson University
