Report Number,Date Reported (Reported on),Date  Occurred (Incident From),Incident Type
16-1538,4/14/16,4/12/16,Theft
16-1534,4/14/16,4/12/16,
16-1534,4/18/16,4/18/16,Supplement
16-1528,4/14/16,4/14/16,Theft
16-1527,4/14/16,4/14/16,Theft
16-1525,4/13/16,4/13/16,Traffic Crash-Property Damage
16-1524,4/13/16,4/13/16,Disorderly Conduct
16-1517,4/13/16,4/13/16,Ill Aided
16-1516,4/13/16,4/13/16,Assist Other Agency
16-1514,4/13/16,4/13/16,Theft
16-1514,4/13/16,4/13/16,Supplement
16-1513,4/13/16,4/13/16,Criminal Simulation
16-1511,4/13/16,4/12/16,Traffic Crash-Injury
16-1509,4/13/16,4/13/16,Traffic Crash-Property Damage
16-1507,4/13/16,4/13/16,OVI
16-1506,4/12/16,4/12/16,Administrative Information
16-1506,5/30/16,4/12/16,Supplement
16-1505,4/13/16,4/13/16,Disorderly Conduct
16-1504,4/12/16,4/12/16,Robbery
16-1502,4/12/16,4/12/16,Traffic Crash-Property Damage-Hit Skip
16-1501,4/12/16,4/12/16,Disorderly Conduct
16-1498,4/12/16,4/12/16,Theft
16-1497,4/12/16,4/12/16,Theft
16-1496,4/12/16,4/12/16,Traffic Crash-Property Damage
16-1495,4/14/16,4/14/16,Supplement
16-1495,4/12/16,4/12/16,Aggravated Menacing
16-1494,4/12/16,4/12/16,Traffic Crash-Property Damage
16-1493,4/12/16,2/11/16,Theft
16-1492,4/12/16,4/11/16,Theft
16-1491,4/12/16,4/11/16,Theft
16-1487,4/11/16,4/11/16,Possession Of Drugs
16-1485,4/11/16,4/9/16,Theft (From Auto)
16-1484,4/11/16,4/11/16,Ill Aided
16-1483,4/11/16,4/11/16,Theft
16-1483,4/12/16,4/12/16,Supplement
16-1480,4/11/16,4/10/16,Theft
16-1479,4/11/16,4/8/16,Criminal Mischief
16-1474,4/11/16,4/11/16,Criminal Trespass
16-1473,4/10/16,4/10/16,Assist Other Agency
16-1472,4/10/16,4/10/16,Criminal Trespass
16-1471,4/10/16,4/10/16,Administrative Information
16-1469,4/10/16,4/10/16,Possession Of Drugs
16-1467,4/10/16,4/10/16,Assist Other Agency
16-1466,4/10/16,4/10/16,Ill Aided
16-1465,4/10/16,4/10/16,Assist Other Agency
16-1464,4/10/16,4/10/16,Possession Of Drugs
16-1463,4/10/16,4/10/16,Assist Other Agency
16-1460,4/10/16,4/10/16,Disorderly Conduct
16-1458,4/10/16,4/10/16,Possession Of Drugs
16-1455,4/10/16,4/10/16,Offenses Involving Underage Persons
16-1454,4/10/16,4/10/16,Administrative Information
16-1449,4/9/16,4/9/16,Ill Aided
16-1447,4/9/16,4/9/16,Theft
16-1446,4/9/16,4/9/16,Assist Other Agency
16-1444,4/9/16,4/9/16,Disorderly Conduct
16-1442,4/9/16,4/9/16,Possession Of Drugs
16-1439,4/8/16,4/8/16,Possessing Drug Abuse Instruments
16-1439,7/25/16,7/25/16,Supplement
16-1436,4/8/16,4/8/16,Theft
16-1435,4/8/16,4/8/16,Theft
16-1434,4/8/16,4/8/16,Theft
16-1433,4/8/16,4/7/16,Theft
16-1432,4/8/16,4/8/16,Ill Aided
16-1431,4/8/16,4/8/16,Theft
16-1429,4/8/16,4/8/16,Ill Aided
16-1428,4/8/16,4/8/16,Theft
16-1427,4/8/16,2/12/16,Theft
16-1424,4/8/16,4/5/16,Deception to Obtain Dangerous Drug
16-1422,4/8/16,4/8/16,Disorderly Conduct
16-1421,4/8/16,4/8/16,Traffic Crash-Property Damage
16-1419,4/7/16,4/8/16,Identity Fraud
16-1418,4/7/16,4/7/16,Obstructing Official Business
16-1416,4/7/16,11/1/15,
16-1415,4/7/16,4/7/16,Ill Aided
16-1414,4/7/16,4/7/16,Drug Paraphernalia
16-1413,4/7/16,4/7/16,Theft
16-1412,4/7/16,4/7/16,Administrative Information
16-1411,4/7/16,4/7/16,Ill Aided
16-1410,4/7/16,4/7/16,Aggressive Panhandling
16-1407,4/6/16,4/6/16,Drug Paraphernalia
16-1406,4/6/16,4/6/16,Disorderly Conduct
16-1405,4/6/16,4/6/16,Traffic Crash-Property Damage-Hit Skip
16-1404,4/6/16,4/5/16,Theft
16-1403,4/6/16,4/6/16,Traffic Crash-Property Damage-Hit Skip
16-1401,4/6/16,4/6/16,Administrative Information
16-1399,4/6/16,4/6/16,Drug Paraphernalia
16-1398,4/6/16,9/22/15,Rape
16-1398,4/6/16,9/22/15,Rape
16-1397,4/6/16,4/2/16,Theft
16-1395,4/6/16,4/6/16,Criminal Trespass
16-1394,4/6/16,4/6/16,Criminal Trespass
16-1393,4/6/16,4/6/16,Administrative Information
16-1392,4/6/16,4/6/16,Administrative Information
16-1390,4/6/16,4/6/16,OVI
16-1387,4/5/16,4/5/16,Fire
16-1386,4/5/16,4/5/16,Theft
16-1385,4/5/16,4/5/16,Theft
16-1384,4/5/16,4/5/16,Theft
16-1383,4/5/16,4/5/16,Theft
16-1382,4/5/16,4/5/16,Theft
16-1381,4/5/16,4/5/16,Property Impound
16-1375,4/5/16,4/5/16,Gross Sexual Imposition
16-1374,4/5/16,4/5/16,Administrative Information
16-1369,4/5/16,4/5/16,Assist Other Agency
16-1367,4/4/16,4/4/16,Ill Aided
16-1361,4/4/16,4/4/16,Theft
16-1360,4/4/16,4/4/16,Administrative Information
16-1359,4/4/16,4/4/16,Ill Aided
16-1358,4/4/16,4/4/16,Theft (Of Bicycle)
16-1358,4/11/16,4/11/16,Supplement
16-1356,4/4/16,4/4/16,Traffic Crash-Property Damage
16-1354,4/4/16,4/4/16,Assist Other Agency
16-1353,4/4/16,4/1/16,Criminal Damaging
16-1347,4/4/16,4/4/16,Disorderly Conduct
16-1342,4/3/16,4/3/16,Theft
16-1335,4/3/16,4/3/16,Prohibited Acts
16-1332,4/2/16,4/2/16,Theft
16-1332,4/4/16,4/2/16,Supplement
16-1331,4/2/16,4/2/16,Possession Of Drugs
16-1330,4/2/16,4/2/16,Administrative Information
16-1329,4/2/16,4/2/16,Administrative Information
16-1328,4/2/16,4/2/16,Theft (From Auto)
16-1327,4/2/16,4/2/16,Fire
16-1326,4/2/16,3/31/16,Theft
16-1323,4/2/16,4/2/16,Offenses Involving Underage Persons
16-1321,4/1/16,4/1/16,Drug Paraphernalia
16-1320,4/2/16,4/2/16,Offenses Involving Underage Persons
16-1319,4/1/16,4/1/16,Theft
16-1317,4/1/16,4/1/16,Traffic Crash-Property Damage
16-1315,4/1/16,3/30/16,Administrative Information
16-1314,4/1/16,4/1/16,Theft
16-1312,4/1/16,4/1/16,Administrative Information
16-1304,4/1/16,3/7/16,Theft
16-1298,4/1/16,4/1/16,Offenses Involving Underage Persons
16-1297,4/1/16,4/1/16,Disorderly Conduct
16-1296,4/1/16,4/1/16,Offenses Involving Underage Persons
16-1293,3/31/16,3/31/16,Criminal Damaging
16-1290,3/31/16,3/31/16,Theft
16-1288,3/31/16,3/23/16,Theft
16-1287,3/31/16,3/31/16,Traffic Crash-Property Damage
16-1286,3/31/16,3/31/20,Traffic Crash-Property Damage
16-1283,3/31/16,3/31/16,Resisting Arrest
16-1275,3/30/16,3/30/16,Traffic Crash-Property Damage-Hit Skip
16-1274,3/30/16,3/26/16,Administrative Information
16-1273,3/30/16,3/30/16,Assist Other Agency
16-1272,3/30/16,3/30/16,Theft
16-1267,3/30/16,3/28/16,Traffic Crash-Property Damage
16-1266,3/30/16,3/30/16,Ill Aided
16-1264,3/30/16,3/30/16,Traffic Crash-Property Damage
16 1260,3/29/16,3/29/16,Administrative Information
16-1258,3/30/16,3/30/16,Theft
16-1257,3/30/16,3/30/16,Disorderly Conduct
16-1256,3/30/16,10/30/15,Assault
16-1256,3/30/16,10/30/15,Assault
16-1254,3/30/16,3/30/16,Traffic Crash-Property Damage
16-1253,3/30/16,3/30/16,Disorderly Conduct
16-1251,10/20/16,10/20/16,Supplement
16-1251,3/29/16,3/29/16,Possession Of Drugs
16-1241,3/29/16,3/29/16,Theft
16-1240,3/29/16,2/23/16,Theft
16-1237,3/29/16,2/15/16,Theft (From Auto)
16-1234,3/28/16,3/28/16,Traffic Crash-Property Damage
16-1233,3/28/16,3/28/16,Prohibited Acts
16-1232,3/28/16,3/28/16,Sexual Imposition
16-1229,3/28/16,3/28/16,Possession Of Drugs
16-1228,3/28/16,3/28/16,Theft
16-1227,3/28/16,3/27/16,Telecommunications Harassment
16-1225,3/28/16,3/28/16,Ill Aided
16-1224,3/28/16,3/28/16,Traffic Crash-Property Damage
16-1223,3/27/16,3/27/16,Drug Paraphernalia
16-1222,3/27/16,3/27/16,Traffic Crash-Property Damage-Hit Skip
16-1221,3/27/16,3/27/16,Criminal Trespass
16-1220,3/27/16,3/27/16,Assault
16-1216,3/27/16,3/27/16,Criminal Trespass
16-1213,3/26/16,3/26/16,Child Endangerment
16-1213,5/23/16,3/26/16,Supplement
16-1209,3/26/16,3/26/16,Ill Aided
16-1208,3/26/16,3/26/16,Theft
16-1206,3/26/16,3/26/16,Assist Other Agency
16-1206,3/26/16,3/26/16,Assist Other Agency
16-1202,3/26/16,3/26/16,Resisting Arrest
16-1201,3/26/16,3/26/16,Assault
16-1200,3/26/16,3/26/16,Theft
16-1195,3/26/16,3/26/16,Offenses Involving Underage Persons
16-1189,3/25/16,3/25/16,Possessing Drug Abuse Instruments
16-1188,3/25/16,3/25/16,Drug Paraphernalia
16-1186,3/25/16,3/25/16,Theft
16-1185,3/25/16,3/25/16,Traffic Crash-Property Damage
16-1184,3/25/16,3/25/16,Theft (From Auto)
16-1181,3/25/16,3/25/16,Disorderly Conduct
16-1180,3/25/16,3/25/16,Traffic Crash-Property Damage
16-1179,3/25/16,3/25/16,Disorderly Conduct
16-1178,3/25/16,3/24/16,Theft
16-1177,3/25/16,3/25/16,Administrative Information
16-1176,3/25/16,3/25/16,Offenses Involving Underage Persons
16-1174,3/25/16,3/25/16,Drug Paraphernalia
16-1172,3/24/16,3/24/16,Telecommunications Harassment
16-1171,3/24/16,3/18/16,Administrative Information
16-1170,3/24/16,3/15/16,Theft
16-1169,3/24/16,3/24/16,Traffic Crash-Injury
16-1167,3/24/16,3/23/16,Theft (Of Bicycle)
16-1166,3/24/16,3/24/16,Criminal Trespass
16-1165,3/24/16,3/24/16,Administrative Information
16-1163,3/24/16,3/24/16,Drug Paraphernalia
16-1160,3/23/16,3/23/16,Theft
16-1159,3/23/16,3/23/16,Pos
16-1157,3/23/16,3/23/16,Disorderly Conduct
16-1156,3/23/16,3/23/16,Theft
16-1153,3/23/16,3/23/16,Theft
16-1152,3/23/16,3/23/16,Theft (Of Auto)
16-1151,3/23/16,3/23/16,Traffic Crash-Property Damage-Hit Skip
16-1150,3/23/16,3/23/16,Drug Paraphernalia
16-1149,3/24/16,3/24/16,Supplement
16-1149,3/23/16,3/23/16,Theft
16-1149,4/1/16,4/1/16,Supplement
16-1148,3/23/16,3/23/16,Ill Aided
16-1142,3/22/16,3/22/16,Aggravated Menacing
16-1141,3/22/16,3/22/16,Possession Of Drugs
16-1140,3/22/16,03/21/0002,Theft
16-1139,3/22/16,3/22/16,Administrative Information
16-1138,3/22/16,3/22/16,Possession Of Drugs
16-1137,3/22/16,3/22/16,Theft
16-1134,3/22/16,3/7/16,Gross Sexual Imposition
16-1132,3/22/16,3/21/16,Theft
16-1126,3/21/16,3/21/16,Traffic Crash-Property Damage
16-1123,3/21/16,3/21/16,Administrative Information
16-1122,3/21/16,3/21/16,Theft
16-1121,3/21/16,12/24/08,Telecommunications Harassment
16-1120,3/21/16,3/21/16,Theft
16-1119,3/21/16,3/18/16,Theft
16-1115,3/20/16,3/20/16,Criminal Trespass
16-1115,3/22/16,3/20/16,Supplement
16-1111,3/20/16,3/20/16,Drug Paraphernalia
16-1109,3/20/16,3/20/16,Carrying Concealed Weapon
16-1107,3/20/16,3/20/16,Drug Paraphernalia
16-1106,3/20/16,3/20/16,Carrying Concealed Weapon
16-1105,3/20/16,3/20/16,Criminal Trespass
16-1103,3/19/16,3/19/16,Assault
16-1103,6/11/16,6/11/16,Supplement
16-1102,3/19/16,3/19/16,Public Urination
16-1100,3/19/16,3/19/16,Drug Paraphernalia
16-1095,3/18/16,3/18/16,Traffic Crash-Property Damage-Hit Skip
16-1094,3/18/16,3/18/16,Criminal Trespass
16-1093,3/18/16,3/18/16,Assist Other Agency
16-1092,3/18/16,3/18/16,Public Accident
16-1091,3/18/16,3/18/16,OVI
16-1085,3/17/16,3/17/16,Aggravated Robbery
16-1085,4/3/16,4/3/16,Supplement
16-1084,3/17/16,3/17/16,Theft (From Auto)
16-1082,3/17/16,3/17/16,Theft
16-1081,3/17/16,3/17/16,Criminal Damaging
16-1070,3/16/16,3/16/16,Ill Aided
16-1069,3/16/16,3/16/16,Possession Of Drugs
16-1067,3/15/16,3/15/16,Fire
16-1067,3/28/16,3/28/16,Supplement
16-1066,3/15/16,3/15/16,Possession Of Drugs
16-1065,3/15/16,3/15/16,Ill Aided
16-1061,3/15/16,3/14/16,Theft
16-1061,3/15/16,3/15/16,Supplement
16- 1058,3/15/16,3/14/20,Theft
16-1053,3/14/16,3/14/16,Identity Fraud
16-1052,3/14/16,3/14/16,Theft
16-1051,3/14/16,3/14/16,DOA-Death
16-1051,3/14/16,3/14/16,Death
16-1050,3/14/16,3/14/16,Voyeurism
16-1048,3/14/16,3/14/16,Traffic Crash-Property Damage-Hit Skip
16-1047,3/14/16,3/11/16,Criminal Damaging
16-1046,3/14/16,3/14/16,Ill Aided
16-1045,3/14/16,3/14/16,Possession Of Drugs
16-1045,3/14/16,3/14/16,Supplement
16-1044,3/14/16,3/14/16,Sexual Imposition
16-1041,3/14/16,3/1/16,Criminal Damaging
16-1040,3/13/16,3/13/16,Assist Other Agency
16-1031,3/12/16,3/12/16,Theft
16-1030,3/12/16,3/12/16,Assist Other Agency
16-1029,3/12/16,3/12/16,Theft
16-1029,3/31/16,3/31/16,Supplement
16-1029,7/21/16,7/21/16,Supplement
16-1028,5/13/16,5/13/16,Supplement
16-1028,3/12/16,3/12/16,Identity Fraud
16-1026,3/12/16,3/12/16,Disorderly Conduct
16 1023,3/11/16,3/11/16,Drug Paraphernalia
16-1022,3/12/16,3/12/16,Drug Paraphernalia
16-1020,3/11/16,3/11/16,Possession Of Drugs
16-1019,3/11/16,03/11/0002,Drug Paraphernalia
16-1015,3/11/16,2/16/16,Theft
16-1014,3/11/16,03/11/0002,Theft
16-1013,3/11/16,3/11/16,Traffic Crash-Property Damage
16-1007,3/11/16,03/11/0002,Administrative Information
16-1004,3/10/16,3/10/16,Disorderly Conduct
16-1001,3/10/16,3/10/16,Assault
16-1000,3/10/16,3/10/16,Traffic Crash-Property Damage-Hit Skip
16-0998,3/10/16,3/8/16,Theft
16-0997,3/10/16,3/10/16,Obstructing Official Business
16-0997,3/24/16,3/24/16,Supplement
16-0996,3/10/16,3/10/16,Drug Paraphernalia
16- 0994,3/9/16,3/9/16,Theft (From Auto)
16-0989,3/9/16,3/9/16,Possession Of Drugs
16-0985,3/9/16,3/7/16,Misuse of Credit Cards
16-0981,3/9/16,3/9/16,Administrative Information
16-0976,3/9/16,3/9/16,Administrative Information
16-0973,3/9/16,3/9/16,Assist Other Agency
16-0963,3/8/16,3/8/16,Theft
16-0962,3/8/16,3/8/16,Assault
10961,3/8/16,3/8/16,Assist Other Agency
16-0960,3/8/16,3/8/16,Property Impound
16-0959,3/8/16,3/8/16,Ill Aided
16-0958,3/8/16,3/8/16,Traffic Crash-Property Damage
16-0957,3/8/16,3/8/16,Ill Aided
16-0956,3/8/16,3/3/16,Traffic Crash-Property Damage
16-0953,3/4/16,3/4/16,Assist Other Agency
16-0952,3/4/16,3/4/16,Assist Other Agency
16-0948,3/7/16,3/7/16,Drug Paraphernalia
16-0947,3/7/16,3/7/16,Traffic Crash-Property Damage
16-0946,3/7/16,3/7/16,Drug Paraphernalia
16-0945,3/7/16,3/7/16,Theft (Of Auto)
16-0944,3/7/16,3/3/16,Theft
16-0943,3/7/16,3/5/16,Sexual Imposition
16-0943,3/7/16,3/5/16,Sexual Imposition
16-0942,3/7/16,3/7/16,Theft
16-0940,3/7/16,3/7/16,Drug Paraphernalia
16-0939,3/7/16,3/6/16,Theft
16-0938,3/7/16,2/29/16,Criminal Damaging
16-0937,3/7/16,3/4/16,Theft
16-0936,3/7/16,3/7/16,Ill Aided
16-0928,3/6/16,3/6/16,Traffic Crash-Property Damage
16-0925,3/6/16,3/6/16,Traffic Crash-Property Damage
16-0925,3/6/16,3/6/16,Traffic Crash-Property Damage
16-0924,3/6/16,3/6/16,Assist Other Agency
16-0922,3/6/16,3/6/16,Traffic Crash-Property Damage
16-0921,3/6/16,3/6/16,Disorderly Conduct
16-0916,3/5/16,3/3/16,Administrative Information
16-0914,3/5/16,3/4/16,Theft (From Auto)
16-0913,3/5/16,3/5/16,OVI
16-0906,3/5/16,3/5/16,Offenses Involving Underage Persons
16-0905,3/4/16,3/4/16,Ill Aided
16-0904,3/4/16,3/4/16,Theft
16-0903,3/4/16,3/4/16,Drug Paraphernalia
16-0902,3/4/16,3/4/16,Theft
16-0901,3/4/16,3/2/16,Telecommunications Harassment
16-0901,3/18/16,3/18/16,Supplement
16-0901,3/4/16,3/2/16,Telecommunications Harassment
16-0899,3/5/16,3/5/16,Supplement
16-0899,3/4/16,3/4/16,Menacing
16-0898,3/4/16,3/4/16,Theft
16-0897,3/4/16,3/4/16,Theft
16-0895,3/4/16,3/4/16,Theft
16-0891,3/4/16,3/4/16,Traffic Crash-Injury
16-0874,3/4/16,3/4/16,Administrative Information
16-0873,3/4/16,3/4/16,Drug Paraphernalia
16-0872,3/4/16,3/4/16,Offenses Involving Underage Persons
16-0868,3/3/16,3/3/16,Traffic Crash-Property Damage
16-0861,3/3/16,3/3/16,Administrative Information
16-0859,3/3/16,2/21/16,Theft
16-0858,3/3/16,2/26/16,Administrative Information
16-0857,3/3/16,3/2/16,Theft
16-0857,3/10/16,3/10/16,Supplement
16-0854,3/3/16,3/3/16,Drug Paraphernalia
16-0853,3/2/16,3/2/16,Ill Aided
16-0850,3/2/16,3/2/16,Theft
16-0849,3/2/16,2/27/16,Traffic Crash-Property Damage
16-0848,3/2/16,3/1/16,Assault
16-0848,3/2/16,3/1/16,Assault
16-0845,3/2/16,3/2/16,Identity Fraud
16-0843,3/2/16,1/1/16,Theft
16-0842,3/2/16,3/2/16,Drug Paraphernalia
16-0840,3/1/16,3/1/16,Criminal Trespass
16-0839,3/1/16,3/1/16,Assist Other Agency
16-0838,3/1/16,3/1/16,Theft
16-0837,3/1/16,3/1/16,Theft
16-0837,3/23/16,3/23/16,Supplement
16-0835,3/1/16,3/1/16,Administrative Information
16-0832,3/1/16,3/1/16,Drug Paraphernalia
16-0831,3/1/16,3/1/16,Drug Paraphernalia
16-0830,3/1/16,3/1/16,Drug Paraphernalia
16-0824,2/29/16,2/29/16,Theft
16-0822,2/29/16,2/29/16,Traffic Crash-Property Damage-Hit Skip
16-0821,2/29/16,2/29/16,Ill Aided
16-0813,2/29/16,2/29/16,Drug Paraphernalia
16-0811,2/28/16,2/28/16,Drug Paraphernalia
16-0807,2/28/16,2/28/16,Theft
16-0807,3/28/16,3/28/16,Supplement
16-0806,2/28/16,2/23/16,Administrative Information
16-0805,2/28/16,2/27/16,Breaking and Entering
16-0804,2/28/16,2/28/16,Traffic Crash-Property Damage
16-0801,2/28/16,2/27/16,Public Accident
16-0799,2/28/16,2/28/16,Criminal Trespass
16-0797,2/28/16,2/28/16,No operators license
16-0796,2/28/16,2/28/16,Criminal Damaging
16-0793,2/27/16,2/27/16,Ill Aided
16-0791,2/27/16,2/27/16,Ill Aided
16-0789,2/27/16,2/27/16,Theft
16-0781,2/27/16,2/27/16,Traffic Crash-Property Damage
16-0777,2/27/16,2/27/16,Fire
16-0775,2/26/16,2/26/16,Resisting Arrest
16-0773,2/26/16,2/26/16,Theft
16-0771,2/26/16,2/26/16,Traffic Crash-Injury
16-0768,2/26/16,2/26/16,Administrative Information
16-0767,2/26/16,10/1/16,Theft (Of Bicycle)
16-0766,2/26/16,2/26/16,Administrative Information
16-0765,2/26/16,2/25/16,Theft
16-0764,2/26/16,2/25/16,Criminal Damaging
16-0763,2/26/16,2/26/16,Disorderly Conduct
16-0762,2/26/16,2/26/16,Ill Aided
16-0760,2/26/16,2/26/16,OVI
16-0755,2/25/16,2/20/16,Theft
16-0752,2/25/16,2/25/16,Telecommunications Harassment
16-0751,2/25/16,2/25/16,Traffic Crash-Property Damage
16-0747,2/24/16,2/24/16,Possession Of Drugs
16-0746,2/24/16,2/24/16,Theft
16-0745,2/24/16,2/24/16,Traffic Crash-Property Damage
16-0744,2/24/16,2/24/16,Ill Aided
16-0743,2/24/16,2/24/16,Traffic Crash-Property Damage-Hit Skip
16-0742,2/24/16,2/23/16,Theft
16-0741,2/24/16,2/24/16,Criminal Trespass
16-0740,2/24/16,2/22/16,Telecommunications Harassment
16-0734,2/23/16,2/23/16,Traffic Crash-Property Damage
16-0732,2/23/16,2/23/16,Prohibited Acts
16-0731,2/23/16,2/23/16,Ill Aided
16-0728,2/23/16,2/23/16,Ill Aided
16-0727,2/23/16,2/16/16,Menacing
16-0726,2/23/16,2/14/16,Assault
16-0725,2/23/16,2/23/16,Administrative Information
16-0722,2/23/16,2/23/16,Administrative Information
16-0717,2/23/16,2/15/16,Administrative Information
16-0716,2/22/16,2/22/16,Ill Aided
16-0710,2/22/16,2/22/16,Public indecency
16-0705,2/22/16,2/22/16,Assist Other Agency
16-0701,2/22/16,2/22/16,Possessing Drug Abuse Instruments
16-0700,2/22/16,2/19/16,Administrative Information
16-0691,2/21/16,2/21/16,Traffic Crash-Property Damage-Hit Skip
16-0686,2/21/16,2/21/16,OVI
16-0684,2/20/16,2/20/16,Offenses Involving Underage Persons
16-0683,2/20/16,2/20/16,Criminal Damaging
16-0682,2/20/16,2/20/16,Offenses Involving Underage Persons
16-0681,2/20/16,2/20/16,Administrative Information
16-0678,2/20/16,2/20/16,Disorderly Conduct
16-0676,2/20/16,1/1/16,Identity Fraud
16-0675,2/20/16,2/20/16,Drug Paraphernalia
16-0672,2/19/16,9/1/14,Administrative Information
16-0669,2/19/16,2/5/16,Theft (Of Bicycle)
16-0667,2/19/16,2/19/16,Administrative Information
16-0664,2/19/16,2/19/16,Missing Person
16-0664,2/19/16,2/19/16,Supplement
16-0663,2/19/16,2/18/16,Theft
16-0662,2/19/16,2/19/16,Theft
16-0661,2/19/16,2/17/16,Theft
16-0656,2/19/16,2/19/16,Traffic Crash-Property Damage
16-0655,2/19/16,2/19/16,Ill Aided
16-0652,2/19/16,1/23/16,Rape
16-0652,2/18/16,1/23/16,Rape
16-0640,2/18/16,2/17/16,Theft
16-0640,9/14/16,9/14/16,Traffic Crash-Property Damage
16-0639,2/18/16,2/14/16,Telecommunications Harassment
16-0633,2/18/16,2/18/16,Administrative Information
16-0626,2/18/16,2/18/16,Drug Paraphernalia
16-0623,2/17/16,2/17/16,Ill Aided
16-0622,2/18/16,2/18/16,Supplement
16-0622,2/17/16,2/16/16,Theft
16-0621,2/17/16,2/17/16,Traffic Crash-Property Damage
16-0619,2/17/16,1/26/16,Theft
16-0618,2/17/16,2/17/16,Disorderly Conduct
16-0614,2/16/16,2/16/16,Possession Of Drugs
16-0612,2/16/16,2/16/16,Disorderly Conduct
16-0611,2/16/16,2/16/16,Theft
16-0610,2/16/16,2/16/16,Ill Aided
16-0609,2/15/16,2/15/16,Ill Aided
16-0606,2/15/16,2/15/16,Assist Other Agency
16-0605,2/15/16,2/15/16,Ill Aided
16-0604,2/15/16,2/15/16,Theft
16-0604,2/18/16,2/18/16,Supplement
16- 0603,2/15/16,2/15/16,Theft
16-0594,2/14/16,2/14/16,Criminal Trespass
16- 0592,2/14/16,02/14/0002,Ill Aided
16-0590,2/14/16,2/14/16,Tampering with Drugs
16-0590,7/1/16,7/1/16,Supplement
16-0589,2/14/16,2/14/16,Sexual Imposition
16-0585,2/14/16,2/14/16,Disorderly Conduct
16-0584,2/13/16,2/13/16,Theft
16-0583,2/13/16,2/13/16,Offenses Involving Underage Persons
16-0582,2/13/16,2/13/16,Ill Aided
16-0580,2/13/16,2/13/16,Criminal Trespass
16-0579,2/13/16,2/13/16,Obstructing Official Business
16-0578,2/13/16,2/13/16,Ill Aided
16-0577,2/13/16,2/13/16,Breaking and Entering
16-0576,2/13/16,2/13/16,Administrative Information
16-0572,2/12/16,2/12/16,Assault
16-0569,2/12/16,2/12/16,Theft
16-0564,2/12/16,2/12/16,Ill Aided
16-0563,2/12/16,2/12/16,Drug Paraphernalia
16-50559,2/12/16,2/12/16,Administrative Information
16-0558,2/12/16,2/11/16,Theft (Of Bicycle)
16-0557,2/12/16,2/11/16,Theft
16-0556,2/12/16,2/12/16,Traffic Crash-Property Damage
16-0555,2/12/16,2/12/16,Theft
16-0552,2/12/16,2/12/16,Disorderly Conduct
16-0551,2/12/16,2/12/16,Drug Paraphernalia
16-0547,12/11/16,12/10/16,Theft (Of Bicycle)
16-0545,2/11/16,2/11/16,Theft
16-0544,2/11/16,7/1/15,Theft in Office
16-0543,2/11/16,2/11/16,Theft
16-0542,2/11/16,1/1/15,Theft
16-0541,2/11/16,2/11/16,Theft
16-0540,2/11/16,2/11/16,Theft
16-0539,2/11/16,2/11/16,Theft
16-0530,2/10/16,1/21/16,Theft
16-0529,2/10/16,2/9/16,Theft
16-0528,2/10/16,2/9/16,Theft
16-0526,2/10/16,2/10/16,Ill Aided
16-0525,2/10/16,2/10/16,Assist Other Agency
16-0522,2/10/16,2/9/16,Theft
16-0521,2/10/16,2/10/16,Possession Of Drugs
16-0519,2/9/16,2/9/16,Ill Aided
16-0517,2/9/16,2/9/16,Assist Other Agency
16-05 16,2/9/16,2/9/16,Possession Of Drugs
16-0515,2/9/16,2/9/16,Assist Other Agency
16-05 14,2/9/16,2/9/16,Ill Aided
16-0513,2/9/16,2/9/16,Assist Other Agency
16-0510,2/9/16,2/9/16,Drug Paraphernalia
16-0507,2/8/16,2/8/16,Traffic Crash-Property Damage-Hit Skip
16-0506,2/8/16,2/8/16,Ill Aided
16-0505,2/8/16,2/8/16,Traffic Crash-Injury
16-0504,2/8/16,2/8/16,Drug Paraphernalia
16-0503,2/8/16,2/8/16,Theft
16-0502,2/8/16,2/8/16,Traffic Crash-Property Damage
16-0500,2/8/16,2/8/16,Drug Paraphernalia
16-0499,2/7/16,2/7/16,Possession Of Drugs
16-0497,2/7/16,2/7/16,Traffic Crash-Property Damage
16-0495,2/7/16,2/6/16,Theft
16-0485,2/7/16,2/4/16,Theft
16-0484,2/7/16,2/7/16,Breaking and Entering
16-0481,2/7/16,2/7/16,
16-0477,2/7/16,2/7/16,Offenses Involving Underage Persons
16-0476,2/6/16,2/6/16,Ill Aided
16-0475,2/6/16,2/6/16,Possession Of Drugs
16-0474,2/6/16,11/30/15,Rape
16-0474,2/6/16,11/30/15,Rape
16-0473,2/6/16,2/6/16,Traffic Crash-Property Damage-Hit Skip
16-0472,2/6/16,2/6/16,Traffic Crash-Property Damage
16-0471,2/6/16,2/6/16,Extortion
16-0471,2/6/16,2/6/16,Extortion
16-0470,2/6/16,2/6/16,Ill Aided
16-0466,2/6/16,2/6/16,Ill Aided
16-0463,2/6/16,2/6/16,Possession Of Drugs
16-0460,2/6/16,2/6/16,Offenses Involving Underage Persons
16-0454,2/5/16,2/5/16,Theft
16-0453,2/5/16,2/5/16,Traffic Crash-Property Damage
16-0451,2/5/16,2/5/16,Ill Aided
16-0440,2/5/16,2/5/16,Theft (Of Auto)
16-0440,2/5/16,2/5/16,Supplement
16-0439,2/5/16,2/5/16,Administrative Information
16-0438,2/5/16,2/5/16,Prohibited Acts
16-0436,2/4/16,1/21/16,Administrative Information
