Report Number,Date Reported (Reported on),Time Reported (Reported on),Date  Occurred (Incident From),Time Occurred (Incident From),Incident Type,Location
14-4705,11/24/14,12:36,11/17/14,12:00,Theft (Of Bicycle),Siebert Hall
14-4704,11/24/14,12:33,11/9/14,0:01,Theft,Food Animal Health  Research Program
14-4703,11/24/14,10:31,11/24/14,10:20,Administrative Information,Faculty dub
14-4701,11/22/14,13:00,11/22/14,13:00,Prohibited  Acts,Ohio Stadium Lot
14-4699,11/23/14,21:21,11/23/14,21:21,Ill Aided,Taylor Tower
14-4698,11/23/14,18:57,11/23/14,18:27,Theft,Lane Ave Residence  Hall
14-4697,11/23/14,15:31,11/23/14,15:31,Traffic Crash-Property Damage,12th and Cannon Parking lot
14-4696,11/23/14,N/A,11/22/14,N/A,Theft (From Auto),Lane Ave Parking Garage
14-4695,11/23/14,10:58,11/22/14,22:00,Theft (From Auto),Lane Ave Parking Garage
14-4694,11/23/14,10:39,11/23/14,10:39,Traffic Crash-Property Damage,Neil Ave Parking Garage
14-4693,11/22/14,20:38,11/22/14,20:38,Death,Neil Ave Building
14-4693,11/22/14,20:38,11/22/14,20:38,Death,Neil Avenue Building
14-4690,11/22/14,20:07,11/22/14,15:30,Missing Person,Ohio Stadium
14-4689,11/22/14,19:02,11/22/14,18:30,Theft,Jesse Owens  Recreation Center South
14-4688,11/22/14,18:01,11/20/14,0:01,Theft,Doan Hall
14-4687,11/22/14,16:05,11/22/14,16:05,Traffic Crash-Property Damage,North Cannon Garage
14-4685,11/22/14,14:44,11/21/14,22:30,Administrative Information,University Hospital
14-4684,11/22/14,14:14,11/22/14,14:14,Possession of Drugs,Rhodes Hall
14-4680,11/22/14,11:20,11/22/14,11:20,Open Container,12th and Cannon Parking  Lot
14-4679,11/22/14,11:05,11/22/14,11:05,Open Container,12th and Cannon Lot
14-4676,11/22/14,N/A,11/22/14,N/A,OVI,Transportation Garage
14-4675,11/22/14,4:08,11/22/14,4:08,Traffic Crash-Property Damage,Transportation Garage
14-4674,11/21/14,23:26,11/21/14,23:26,Offenses Involving underage persons,Morrison Tower
14-4673,11/21/14,22:29,11/21/14,22:29,Drug Paraphernalia,Park-Stradley  Hall
14-4672,11/21/14,21:47,11/18/14,17:00,Theft,612 Ashtabula
14-4670,11/21/14,16:13,11/21/14,15:30,Theft,Ohio Union
14-4670,11/21/14,16:13,11/21/14,15:30,Theft,Ohio Union
14-4669,11/21/14,15:35,11/21/14,15:15,Telecommunications Harassment,Converse Hall
14-4669,11/21/14,15:35,11/21/14,15:15,Telecommunications Harassment,Converse Hall
14-4668,11/21/14,15:34,11/21/14,15:00,Drug Paraphernalia,Park-Stradley Hall
14-4667,11/21/14,15:00,11/20/14,15:00,Theft,Hopkins Hall
14-4666,11/21/14,13:43,11/18/14,17:45,Theft,Thompson Library
14-4664,11/21/14,6:49,11/21/14,6:49,Possession of Drugs,University Hospital
14-4662,11/21/14,3:04,11/21/14,3:04,Offenses Involving underage persons,Baker Hall West
1 4-4660,11/20/14,22:40,11/20/14,22:40,Drug Paraphernalia,Park-Stradley Hall
14-4659,11/20/14,20:12,11/20/14,19:50,Theft,RPAC
14-4652,11/20/14,17:40,11/20/14,14:30,Theft (Of Bicycle),Hitch cock Hall
14-4651,11/20/14,17:15,11/20/14,17:15,Traffic Crash-Property Damage,Cannon Dr at John Herrick Dr
14-4648,11/20/14,13:31,11/20/14,12:30,Theft,OSU East Medical Center
14-4648,12/4/14,12:21,12/4/14,12:21,Supplement,Blankenship  Hall
14-4647,11/20/14,12:26,11/20/14,12:00,Disorderly Conduct,Smith-Steeb Hall
14-4644,11/19/14,23:59,11/19/14,23:50,Possessing Drug Abuse Instruments,OSU Med Center East
14-4644,12/11/14,2:13,11/19/14,23:50,Supplement,OSU Med Center East
14-4643,11/19/14,20:59,11/14/14,3:00,Burglary,Smith-Steeb Hall
14-4643,5/26/14,13:01,5/26/14,13:01,Supplement,Blankenship  Hall
14-4639,11/19/14,9:00,11/19/14,9:00,Traffic Crash-Property Damage-Hit Skip,Carmack 2 Parking Lot
14-4638,11/19/14,13:18,11/18/14,9:00,Unauthorized Use of Property,Biomedical Research Tower
14-4637,N/A,12:22,11/19/14,12:22,Traffic Crash-Property Damage,Cannon Dr at Woody Hayes Dr
14-4634,11/19/14,4:33,11/19/14,4:33,Assault,OSU Medical Center ED
14-4633,11/19/14,4:15,11/19/20,4:15,Drug Paraphernalia,12th  Ave / Neil Ave.
14-4632,11/19/14,4:21,11/19/14,4:15,Drug Paraphernalia,OSU Medical Center ED
14-4631,11/19/14,0:35,11/19/14,0:35,Assist Other Agency,Doan Hall
14-4628,11/18/14,23:37,11/18/20,23:37,Ill Aided,Morrill Tower
14-4627,11/18/14,21:59,9/2/14,1:00,Rape,Drackett Tower
1 4-4627,11/18/14,21:59,9/2/14,1:00,Rape,Drackett Tower
14-4626,11/18/14,22:05,11/18/14,20:00,Theft,RPAC
14-4625,11/18/14,21:27,11/18/14,21:27,Possession of Drugs,OSU Medical Center East
14-4614,11/18/14,15:42,11/15/14,14:00,Theft,Harding Hospital
14-4613,11/18/14,12:59,11/13/14,22:00,Criminal Damaging,Celeste Laboratory of Chemistry
14-4612,11/18/14,12:37,11/18/14,6:50,Theft (From Auto),Polo Reid lots
14-4610,11/17/14,23:30,11/17/14,23:30,Drug Paraphernalia,Scholars West.
14-4609,11/17/14,20:33,11/17/14,20:32,Drug Paraphernalia,Baker Hall West.
14-4608,11/17/14,18:08,11/17/14,18:08,Assist Other Agency,Hospitals East
14-4607,11/17/14,7:30,11/17/14,7:30,Traffic Crash-Property Damage,Carmack 4 Parking Lot
14-4606,11/17/14,16:49,11/17/14,16:49,Possession of Drugs,OSU East Medical Center
14-4605,11/17/14,14:12,11/13/14,3:30,Criminal Trespass,Smith SteebHall
14-4603,11/17/14,9:30,11/13/14,14:00,Theft,Rhodes Hall
14-4601,11/17/14,0:05,11/16/04,22:00,Fire,OSU Medical Center East
14-4601,11/17/14,0:05,11/16/14,22:00,Fire,OSU Medical Center East
14-4599,11/16/14,21:14,11/16/14,20:40,Theft,RPAC
14-4598,11/16/14,14:47,11/16/14,14:47,Possession of Drugs,OSU East Hospital
14-4597,11/16/14,10:22,11/16/14,10:22,Property Impound,Blankenship Hall
14-4594,11/15/14,N/A,11/15/14,N/A,Drug Paraphernalia,Hospital East
14-4593,11/15/14,16:56,11/15/14,16:56,Drug Paraphernalia,Hospital East
14-4592,11/15/14,15:40,11/13/14,18:50,Traffic Crash-Property Damage,12th Ave Parking Garage
14-4592,11/13/14,18:50,11/13/14,18:50,Traffic Crash-Property Damage,12th Ave Parking Garage
14-4591,11/15/14,8:34,11/15/14,8:34,Administrative Information,Delaware Wildlife  Area
14-4583,11/14/14,19:02,11/14/14,19:26,Disorderly Conduct,Drake Union
14-4582,11/14/14,16:42,11/14/14,16:42,Administrative Information,Harding Hospital
14-4582,11/18/14,8:18,11/18/14,8:18,Supplement,Blankenship  Hall
14-4576,11/14/14,11:25,11/13/14,20:30,Theft,RPAC
14-4574,11/14/14,8:09,11/14/14,8:09,Property Impound,Mendenhall Laboratory
14-4569,11/13/14,23:04,11/13/14,22:00,Theft,RPAC
14-4569,11/18/14,4:58,11/13/14,22:00,Supplement,RPAC
14-4569,12/22/14,5:14,11/13/14,22:00,Supplement,RPAC
14-4565,11/13/14,N/A,11/13/14,N/A,Property Impound,Ramseyer Hall
14-4563,11/13/14,18:52,11/13/14,18:52,Traffic Crash-Property Damage,Maintenance Building
14-4562,11/13/14,16:18,11/13/14,16:18,Traffic Crash-Property Damage,Cannon Dr and 12th Ave
14-4554,11/13/14,10:31,11/13/14,10:30,Theft,Scarlet and Grey Gift Shop/OSU East
14-4552,11/12/14,23:21,11/12/14,6:45,Theft (From Auto),Dodd Hall lot
14-4552,11/20/14,6:33,11/12/14,6:45,Supplement,Dodd Hall lot
14-4551,11/12/14,23:48,11/12/14,23:48,Theft (From Auto),12th and Cannon parking lot
14-4550,11/12/14,23:21,11/12/14,6:00,Theft (From Auto),Dodd Hall lot
14-4549,11/12/14,23:35,11/12/14,23:35,Criminal Damaging,12th and Cannon parking lot
14-4548,11/12/14,21:46,11/12/14,19:30,Identity Fraud,Jones Tower
14-4547,11/12/14,21:42,11/12/14,21:42,Traffic Crash-Property Damage-Hit Skip,West Stadium Lot
14-4546,11/12/14,21:30,11/12/14,19:00,Theft (From Auto),Ohio Union Parking Garage
14-4544,11/12/14,18:53,11/12/14,18:53,Drug Paraphernalia,Emergency Department
14-4542,11/12/14,15:37,11/10/14,11:00,Traffic Crash-Property Damage-Hit Skip,Martha Morehouse
14-4540,11/12/14,14:19,11/12/14,6:45,Missing Person,OSU Medical Center
14-4540,11/12/14,14:19,11/12/14,6:45,Missing Person,OSU Medical Center
14-4539,11/12/14,12:07,11/12/14,12:07,Ill Aided,Smith Laboratory
14-4538,11/12/14,12:36,11/12/14,12:36,Ill Aided,Evans Laboratory
14-4537,11/12/14,13:07,11/10/14,12:00,Theft,Ross Heart Hospital
14-4534,11/12/14,8:36,11/12/14,8:36,Criminal Trespass,Ohio Union
14-4532,11/12/14,7:42,11/12/14,7:42,Criminal Trespass,OSU Hospitals East
1 4-4531,11/12/14,6:44,11/12/14,6:44,Traffic Crash-Property Damage,Cannon Drive
14-4528,11/11/14,18:47,11/11/14,18:40,Making False Alarms,320 W. 8th Ave
14-4526,11/11/14,18:39,11/11/14,18:30,Disorderly Conduct,Hospitals East
14-4523,11/11/14,17:45,11/11/14,17:45,Assist Other Agency,Ramseyer Hall
14-4520,11/11/14,14:38,11/11/14,14:38,Possession of Drugs,Smith-Steeb Hall
14-4518,11/11/14,5:01,11/11/14,5:01,Drug Paraphernalia,University Hospitals  Emergency Department
14-4517,N/A,2:35,11/11/14,2:35,Property Impound,1510 North High St
14-4516,11/11/14,2:30,11/11/14,2:30,Assist Other Agency,W 9th Ave and N High St
14-4514,11/11/14,1:43,11/11/14,1:43,Criminal Mischief,Morrison Tower
14-4512,11/11/14,1:26,11/11/14,1:26,Criminal Trespass,411Woody Hayes Dr
14-4510,11/10/14,23:06,11/10/14,22:29,Theft,Turf Fields
14-4509,11/10/14,21:30,11/10/14,21:30,Ill Aided,Archer House
14-4507,11/10/14,20:02,11/10/14,20:02,Property Impound,Jones Tower
14-4506,11/10/14,19:12,11/10/14,19:12,Assault,Main Emergeocy Department
14-4505,11/10/14,17:50,11/10/14,17:50,Possession of Drugs,OSU Hospital
14-4491,11/10/14,12:19,11/10/14,11:45,Theft,Morrill Tower
14-4489,11/10/14,11:30,6/19/14,17:00,Theft,Stillman Hall
14-4489,11/10/14,11:30,6/19/14,17:00,Theft,Stillman Hall
14-4487,11/10/14,11:16,11/7/14,23:00,Criminal Damaging,Drinko Hall
14-4477,11/10/14,8:10,11/10/14,8:10,Drug Paraphernalia,Hospitals Security
14-4476,11/10/14,2:34,10/13/14,7:00,Sexual Imposition,Morill Tower
14-4476,11/10/14,2:34,10/13/14,7:00,Sexual Imposition,Morill Tower
14-4473,11/9/14,14:47,11/9/14,0:30,Disorderly Conduct,Smith Steeb Hall
14-4468,11/9/14,1:27,11/9/14,1:27,Possession of Drugs,11th Ave Parking Garage
14-4467,11/9/14,1:17,11/9/14,1:17,Offenses Involving underage persons,Park-Stradley Hall
14-4465,11/8/14,17:42,11/7/14,19:00,Criminal Damaging,Drinko Hall
14-4460,11/8/14,14:37,11/8/14,14:37,Property Impound,OSU Hospitals East
14-4455,11/8/14,1:20,11/8/14,1:20,Possession of Drugs,Morrison Tower
14-4452,11/8/14,0:02,11/8/14,0:02,Assist Other Agency,Ohio Union Parking Garage (North)
14-4449,11/7/14,19:57,11/7/14,9:30,Traffic Crash-Property Damage-Hit Skip,Arps Parking Garage
14-4448,11/7/14,17:50,11/7/14,17:50,Property Impound,Neil Ave /  17th  Ave
14-4447,12/1/14,18:11,12/1/14,18:11,Theft,OSU Hospital East Gift Shop
14-4446,11/7/14,14:03,11/7/14,14:03,Telecommunications Harassment,Wilce Student Health Center
14-4436,11/7/14,9:48,11/5/14,11:00,Theft,Hopkins  Hall
14-4434,11/7/14,4:20,11/7/14,4:20,OVI,Archer House
14-4431,11/6/14,22:00,11/6/14,22:00,Traffic Crash-Property Damage,Gray Lot 3
14-4430,11/6/14,20:47,11/6/14,20:47,Administrative Information,Noske r House
14-4429,11/6/14,19:39,11/4/14,17:46,Theft,Hospitals  East
14-4428,11/6/14,19:37,11/6/14,19:37,Drug Paraphernalia,Drackett Tower
14-4427,11/6/14,17:35,11/6/14,17:35,Traffic Crash-Property Damage,Woody Hayes Bridge
14-4424,11/6/14,16:37,11/6/14,16:37,Traffic Crash-Property Damage,Knowlto n  Hall
14-4423,11/6/14,16:10,11/6/14,16:10,Traffic Crash-Property Damage,1800 Cannon Dr
14-4422,11/6/14,16:22,11/6/14,16:22,Ill Aided,Younkin Success Center
14-4420,11/6/14,N/A,11/6/14,N/A,Administrative Information,Smith-Steeb Hall
14-4419,11/6/14,9:24,11/6/14,1:26,Telecommunications Harassment,Ohio Union
14-4418,11/6/14,5:57,11/6/14,5:57,Administrative Information,Nei l Ave Build ing
14-4415,11/5/14,22:34,10/13/14,23:00,Theft (Of Bicycle),Watts Hall
14-4415,11/20/14,8:39,11/20/14,8:39,Supplement,Bla nkens hip  Hall
14-4412,11/5/14,21:07,11/5/14,21:00,Possession of Drugs,Doan Ha ll
14-4406,11/5/14,12:46,11/5/14,12:46,Assist Other Agency,University Hospitals  Emergency Department
14-4405,11/5/14,12:37,8/27/14,0:00,Unlawful Sexual Conduct with  Minor,Morrill Tower
14-4400,11/5/14,9:58,11/1/14,20:00,Theft,Ohio  Stadium
14-4393,11/5/14,2:55,11/5/14,2:55,Possession of Drugs,SafeAuto Garage
14-4392,11/4/14,20:28,11/4/14,18:30,Property Impound,High  St and  E 14th Ave
14-4390,11/4/14,17:51,11/4/14,17:30,Traffic Crash-Property Damage,Lincoln Tower Parking Lot
14-4388,11/4/14,15:30,11/4/14,15:30,Traffic Crash-Property Damage-Hit Skip,12th Ave Garage
14-4383,11/4/14,13:25,11/4/14,11:30,Theft,Ohio Union
14-4382,11/4/14,12:23,11/3/14,15:00,Theft,Hospital
14-4381,11/4/14,7:38,11/4/14,6:10,Property Impound,WetlandsResearch Park
14-4366,11/3/14,11:17,11/3/14,11:17,Administrative Information,Doan Hall
14-4364,11/3/14,9:29,11/3/14,9:29,Traffic Crash-Property Damage,Oxleys by the Numbers
14-4363,11/3/14,8:45,10/31/14,16:00,Breaking and Entering,ParksHall
14-4361,10/29/14,13:37,10/29/14,13:37,Traffic Crash-Injury,North French Field House Lot
14-4359,11/3/14,7:05,10/31/14,19:00,Criminal Damaging,Oxleys by the Numbers
14-4358,11/3/14,2:20,11/3/14,2:00,Drug Paraphernalia,OSU Medical Center Security
14-4357,11/3/14,0:28,11/3/14,0:28,Assist Other Agency,Olentangy River Road
14-4356,11/2/14,21:11,11/2/14,0:30,Theft,Ohio Stadium
14-4356,11/2/14,21:11,11/2/14,0:30,Theft,Ohio Stadium
14-4355,11/2/14,20:30,11/2/14,17:30,Criminal Damaging,West Stadium Lot
14-4354,11/2/14,19:33,11/1/14,20:30,Theft,Ohio Stadium
14-4352,N/A,14:07,11/2/14,14:05,Missing Person,Canfield Hall
14-4350,11/2/14,12:41,11/1/14,18:00,Criminal Damaging,Scott  Laboratory
14-4347,11/2/14,3:20,11/2/14,3:20,Assist Other Agency,High  St  /  Smith  P1
14-4346,11/2/14,2:46,11/2/14,2:46,Offenses Involving underage persons,Smith-Steeb Hall
14-4345,11/2/14,2:35,11/2/14,2:35,Public Urination,South Oval
14-4344,11/2/14,1:15,11/2/14,1:15,Traffic Crash-Property Damage,11th Ave Parking Garage
14-4338,11/1/14,21:47,11/1/14,21:47,Disorderly Conduct,Ohio Stadium
14-4335,11/1/14,20:45,11/1/14,20:45,Resisting Arrest,Ohio Stadium
14-4333,11/1/14,19:56,11/1/14,19:20,Theft,Ohio Stadium
14-4330,11/1/14,19:07,11/1/14,19:07,Offenses Involving underage persons,Smith-Steeb Hall
14-4329,11/1/14,18:43,11/1/14,18:43,Administrative Information,Converse Hall
14-4327,11/1/14,18:15,11/1/14,18:15,Open Container,Gray Lot #5
1 4-4326,11/1/14,18:14,11/1/14,18:14,Open Container,Buckeye Lots
14-4323,11/1/14,17:15,11/1/14,17:15,Open Container,Fawcett Center Parking Lot
14-4322,11/1/14,17:12,11/1/14,17:12,Open Container,Scarlet Lot #3
14-4321,11/1/14,16:59,11/1/14,16:59,Open Container,Gray Lot #3
14-4320,11/1/14,16:52,11/1/14,16:52,Open Container,Gray Lot #3
14-4319,11/1/14,16:30,11/1/14,16:30,Offenses Involving underage persons,Polo Field lots
14-4318,11/1/14,16:25,11/1/14,16:25,Open Container,Buckeye Lots
14-4317,11/1/14,17:20,11/1/14,17:20,Open Container,Buckeye Lots
14-4316,11/1/14,16:00,11/1/14,16:00,Open Container,Buckeye Lots
14-4315,11/1/14,15:35,11/1/14,15:35,Open Container,Buckeye Lots
14-4314,11/1/14,14:55,11/1/14,14:55,Open Container,Vivian Hall Parking Lot
14-4313,11/1/14,12:49,11/1/14,3:00,Administrative Information,Jones Tower
14-4312,11/1/14,13:55,11/1/14,13:55,Open Container,12th and Cannon Parking Lot
14-4311,11/1/14,14:00,11/1/14,12:00,Property Impound,St John Arena
14-4310,11/1/14,9:54,10/31/14,11:00,Traffic Crash-Property Damage,College Rd and 18th Av
14-4309,11/1/14,5:47,11/1/14,5:47,Criminal Trespass,OSU Hospital East
14-4308,11/1/14,4:25,11/1/14,4:25,Ill Aided,Worthington Building
14-4305,11/1/14,3:20,11/1/14,3:20,OVI,Woody Hayes/Fyffe and Cannon
14-4304,11/1/14,2:22,11/1/14,2:22,Offenses Involving underage persons,Residence on 10th
14-4303,11/1/14,0:39,11/1/14,0:30,Breaking and Entering,James Cancer Hospital
14-4302,11/1/14,0:34,11/1/14,0:34,Offenses Involving underage persons,Park-Stradley Hall
14-4301,10/31/14,23:43,10/31/14,23:43,Offenses Involving underage persons,Ohio Union Parking Garage South
14-4300,10/31/14,22:51,10/21/14,12:00,Theft (Of Bicycle),Taylor Tower
14-4299,10/31/14,20:43,10/31/14,20:43,Drug Paraphernalia,Drackett Tower
14-4297,10/31/14,15:46,10/31/14,15:00,Ill Aided,Celeste Laboratory of Chemistry
14-4294,10/31/14,15:28,10/31/14,9:45,Menacing,OSU East
14-4292,N/A,12:35,10/31/14,1:00,Theft,Rhodes Hall
14-4291,10/31/14,12:38,10/31/14,12:38,Criminal Trespass,Pfhal Hall
14-4290,10/31/14,12:06,10/31/14,12:06,Traffic Crash-Injury,Stillman Hall
14-4289,10/31/14,11:55,10/31/14,11:55,Criminal Trespass,Pfhal Hall
14-4288,10/31/14,11:54,10/30/14,15:00,Theft,Denney Hall
14-4287,10/31/14,10:24,10/31/14,2:00,Theft,18th  Ave Library
14-4286,10/31/14,10:25,10/29/14,22:00,Theft (Of Bicycle),Smith-Steeb Hall
14-4285,10/31/14,7:28,10/31/14,7:28,Traffic Crash-Property Damage,Cannon Dr and King Ave
14-4271,10/30/14,17:32,10/30/14,17:30,Ill Aided,Morrill Tower
14-4262,10/30/14,9:41,10/30/14,9:41,Traffic Crash-Property Damage,12th Ave Parking Garage
14-4261,10/30/14,10:07,10/30/14,10:07,Property Impound,410 W. 10th Ave.
14-4260,10/30/14,9:16,10/30/14,9:16,Public Accident,Fry Hall
14-4259,10/30/14,1:37,10/30/14,1:37,Assist Other Agency,Blankens hip  Ha ll
14-4255,10/29/14,23:39,10/29/14,21:50,Theft (From Auto),Ohio Stadium east
14-4252,10/29/14,21:18,10/29/14,21:18,Assist Other Agency,WinchesterPike /  Noe-Bixby
14-4251,10/29/14,21:22,10/29/14,18:00,Criminal Damaging,Plumb Hall
14-4250,10/29/14,18:48,10/29/14,18:48,Ill Aided,Barrett House
14-4248,10/29/14,18:10,10/28/14,23:00,Theft,OSU Hospital East
14-4245,10/29/14,13:00,10/24/14,17:00,Theft (Of Bicycle),Ohio Union
14-4244,10/29/14,11:18,10/29/14,11:35,Criminal Trespass,University Hospitals Emergency Dept
14-4242,10/29/14,11:03,10/29/14,11:03,Offenses Involving underage persons,Fyffe Rd / Lane Ave
14-4242,12/6/14,19:36,12/6/14,19:36,Supplement,Blankenship Hall
14-4237,10/29/14,9:39,10/27/14,18:00,Theft,Norton House
14-4232,10/29/14,2:33,10/29/14,2:33,Drug Paraphernalia,Orton Hall
14-4230,10/28/14,23:19,10/28/14,23:19,Ill Aided,Lincoln Tower
14-4229,10/29/14,N/A,10/29/14,N/A,OVI,Frambes and High St
14-4227,10/28/14,21:33,10/28/14,21:33,Drug Paraphernalia,Harding Hospital
14-4226,10/28/14,20:56,10/28/14,18:30,Theft (From Auto),North French  Fieldho use
14-4224,10/28/14,16:13,10/28/14,13:00,Traffic Crash-Property Damage-Hit Skip,11th/ Highland
14-4223,10/28/14,15:51,10/28/14,15:51,Ill Aided,Care  Point East
14-4222,10/28/14,13:30,10/27/14,21:30,Theft (Of Bicycle),Neilwood Gables
14-4220,10/28/14,12:08,10/22/14,11:00,Theft (From Auto),Doan Hall
14-4217,10/28/14,9:01,10/14/14,8:30,Criminal Damaging,Bulk Medical Warehouse
14-4215,10/28/14,0:45,10/28/14,0:45,Administrative Information,OSU Medical Center ED
14-4210,10/27/14,20:29,10/27/14,11:10,Theft (Of Bicycle),Hagerty Hall
14-4208,10/27/14,19:06,10/27/14,9:40,Theft,OSU Hosp ital
14-4207,10/27/14,17:45,10/27/14,10:00,Theft (Of Bicycle),Northwest Parking Garage
14-4206,10/27/14,17:15,10/27/14,17:15,Ill Aided,Wilce Student Health Center
1 4-4205,10/27/14,N/A,10/27/14,17:10,Traffic Crash-Property Damage,OSU Hospital East
14-4203,10/27/14,16:22,10/27/14,16:20,Possession of Drugs,OSU Hospital East
14-4202,10/27/14,15:56,10/27/14,12:59,Theft (From Auto),Panera  Bread
14-4200,10/27/14,13:17,10/27/14,13:17,Assist Other Agency,Big  Run South
14-4198,10/27/14,11:30,10/24/14,13:00,Criminal Damaging,Fawcett Center
14-4197,10/27/14,10:26,10/27/14,10:00,Theft,OSU East Med ica l Center
14-4195,10/27/14,8:46,10/24/14,17:00,Administrative Information,Enarson Classroom Building
14-4193,10/26/14,18:15,10/26/14,18:00,Assault,OSU Emergency Department
14-4192,10/26/14,16:32,10/26/14,13:00,Theft (Of Bicycle),Hitchcock Hall
14-4187,10/26/14,12:41,10/26/14,12:41,Traffic Crash-Property Damage,University Hospitals  Emerge ncy Dept
14-4186,10/26/14,9:04,10/24/14,5:38,Criminal Trespass,18th  Ave Lib ra ry
14-4185,10/26/14,9:03,5/5/14,8:00,Administrative Information,Blankens hip  Ha ll
14-4184,10/26/14,2:59,10/26/14,2:59,Assist Other Agency,Olentangy River Road
14-4182,10/26/14,2:03,10/26/14,2:03,Criminal Trespass,Hughes Hall
14-4175,10/25/14,17:36,10/25/14,17:36,Traffic Crash-Property Damage,Nort heast Stadium Lot
14-4174,10/25/14,14:57,10/24/14,17:00,Theft,Houck House
14-4173,10/25/14,14:26,10/25/14,14:26,Drug Paraphernalia,Hospital Security
14-4172,10/25/14,15:41,10/25/14,15:39,Theft,0/S  Pharmacy
14-4166,10/25/14,3:47,10/25/14,3:47,Offenses Involving underage persons,Mack Hall
14-4165,10/25/14,3:12,10/25/14,3:12,Offenses Involving underage persons,Morrill Tower
14-4164,10/25/14,0:57,10/24/14,22:10,Theft,Womens Field House
14-4162,10/24/14,21:38,10/24/14,9:45,Traffic Crash-Property Damage-Hit Skip,NorthEast Stadium Lot
14-4160,10/24/14,17:23,10/17/14,12:40,Disorderly Conduct,Wexner Center
14-4160,10/25/14,17:57,10/25/14,17:57,Supplement,Blankenship Hall
14-4159,10/24/14,16:55,10/23/14,8:00,Criminal Damaging,Buckeye Lots
14-4158,10/24/14,16:29,10/24/14,16:29,Traffic Crash-Property Damage,Ice Rink Parking Lot
14-4157,10/24/14,16:27,10/24/14,10:00,Theft (From Auto),South Sub Base Lot
14-4153,N/A,12:27,10/24/14,10:47,Missing Person,OSU Hospital
14-4152,10/24/14,12:19,10/24/14,12:19,Traffic Crash-Property Damage,Carmack 3  parking lot
14-4150,10/24/14,11:52,10/23/14,16:30,Theft (Of Bicycle),Hagerty   Hall
14-4149,10/24/14,10:52,10/21/14,11:05,Criminal Damaging,12t h and Cannon  Parking Garage
14-4148,10/24/14,11:02,10/24/14,11:02,Driving Under Suspension,Woody Hayes Dr./Cannon Dr.
14-4145,10/24/14,7:48,10/24/14,7:48,Traffic Crash-Injury,10th and Cannon Dr
14-4143,10/24/14,2:27,10/24/14,2:27,Public Urination,South Oval
14-4141,10/24/14,0:09,10/24/14,0:09,Offenses Involving underage persons,Park-Stradley  Hall
14-4140,10/23/14,23:00,10/23/14,21:00,Theft,Womens Field House
14-4139,10/23/14,23:35,10/23/14,22:30,Theft,RPAC
14-4138,10/23/14,23:30,10/23/14,23:00,Theft,RPAC
14-4138,12/11/14,2:16,10/23/14,23:00,Supplement,RPAC
14-4136,10/23/14,21:22,10/23/14,21:22,Assist Other Agency,Baker  Ha ll West
14-4129,10/23/14,15:22,10/16/14,18:35,Traffic Crash-Injury-Hit Skip,W. 17th  Ave/T utt le
14-4128,10/23/14,15:22,10/16/14,18:35,Traffic Crash-Injury-Hit Skip,w. 17th Avenue
14-4127,10/23/14,15:46,10/21/14,10:00,Safecracking,Martha Morehouse
14-4126,10/23/14,15:44,10/23/14,15:44,Traffic Crash-Property Damage-Hit Skip,French Field House
14-4126,11/7/14,8:15,11/7/14,8:15,Supplement,Blankenship Hall
14-4125,10/23/14,14:47,10/23/14,14:47,Driving Under Suspension,12th Ave/ College   Ave
1 4-4115,10/24/14,12:00,10/24/14,12:00,Traffic Crash-Property Damage,1055 Canmack
14-4105,10/28/14,21:02,10/28/14,21:02,Supplement,Blankens hip  Hall
14-4105,10/22/14,19:00,10/22/14,19:00,Traffic Crash-Injury,Woodruff Ave and  High  St
14-4103,10/22/14,17:47,10/17/14,16:30,Rape,Siebert Hall
1 4-4099,10/22/14,16:15,10/22/14,15:30,Drug Paraphernalia,Hospital East
14-4098,10/22/14,16:21,10/22/14,16:21,Ill Aided,Ma rtha Morehou se
14-4097,10/22/14,N/A,10/15/14,N/A,Theft,Care Pointe East
14-4095,10/22/14,12:57,10/22/14,12:40,Disorderly Conduct,Weigel Hall
14-4094,10/22/14,11:33,10/22/14,10:00,Administrative Information,Morrill Tower
14-4093,10/22/14,11:28,10/14/14,11:27,Telecommunications Harassment,Schottenstein Center
14-4092,10/22/14,10:38,10/22/14,10:38,Ill Aided,Younkin Success Center
14-4091,10/22/14,10:21,10/22/14,10:21,Driving Under Suspension,Ohio Union
