Report Number,Date Reported (Reported on),Date  Occurred (Incident From),Incident Type
15-0934,3/23/15,3/24/15,Theft
15-0933,3/22/15,3/22/15,Ill Aided
15-0932,3/22/15,3/22/15,Ill Aided
15-0931,3/22/15,3/22/15,Theft
15-0925,3/22/15,3/22/15,Missing Person
15-0925,4/3/15,4/3/15,Supplement
15-0921,3/21/15,3/21/15,Assault
15-0916,3/21/15,3/21/15,Administrative Information
15-0909,3/20/15,3/20/15,Offenses involving underage persons
15-0905,3/19/15,3/19/15,Ill Aided
15-0902,3/19/15,3/19/15,Traffic Crash-Property Damage
15-0901,3/19/15,3/19/15,Theft
15-0909,3/19/15,3/19/15,Carrying Concealed Weapon
15-0897,3/19/15,3/19/15,Criminal Trespass
15-0889,3/18/15,3/18/15,Traffic Crash-Property Damage-Hit Skip
15-0888,3/18/15,3/18/15,Traffic Crash-Property Damage
15-0885,3/18/15,3/18/15,Assist Other Agency
15-0878,3/17/15,3/17/15,Theft
15-0878,4/7/15,4/7/15,Supplement
15-0877,3/17/15,3/16/15,Theft
15-0876,3/17/15,3/17/15,Criminal Damaging
15-0873,3/17/15,3/10/15,Administrative Information
15-0873,3/18/15,3/18/15,Supplement
15-0873,4/6/15,"04 06 2015
14:49",Supplement
15-0871,3/17/15,03/16/0215,Theft
15 0868,3/17/15,3/17/15,Criminal Trespass
15-o867,3/16/15,3/16/15,Carrying Concealed Weapon
15-o866,3/16/15,3/16/15,Carrying Concealed Weapon
15-o865,3/16/15,3/16/15,Theft
15-o864,3/16/15,3/14/15,Telecommunications Harassment
15-o863,3/16/15,3/16/15,Assault
15-o861,3/16/15,3/9/15,Misuse of Credit Cards
15-o861,3/23/15,3/23/15,Supplement
15-o860,3/16/15,3/13/15,Criminal Damaging
15-0859,3/16/15,3/16/15,Assist Other Agency
15-0852,3/15/15,3/15/15,Criminal Trespass
15-0850,3/15/15,3/15/15,Assist Other Agency
15-0849,3/15/14,3/15/15,Open Container
15-0848,3/15/15,3/15/15,Disorderly Conduct
15-0844,3/14/15,3/14/15,Theft (From Auto)
15-0844,8/21/15,7/15/15,Supplement
15-0844,8/21/15,8/21/15,Supplement
15-0842,3/14/15,3/14/15,Drug Paraphernalia
15-0841,3/14/15,3/14/15,Burglary
15-0841,10/19/15,10/19/15,Supplement
15-0840,3/14/15,3/13/15,Breaking and Entering
15-0839,3/14/15,3/14/15,Driving Under Suspension
15-0837,3/14/15,3/13/15,Theft
15-0835,3/13/15,3/13/15,Theft
15-0833,3/13/15,3/13/15,Theft
15-0832,3/13/15,3/13/15,Ill Aided
15-0831,3/13/15,3/13/15,Theft
15-0831,3/23/15,3/23/15,Supplement
15-0830,3/13/15,3/13/15,Traffic Crash-Property Damage
15-0827,3/13/15,3/13/15,Assist Other Agency
15-0825,3/12/15,3/12/15,Theft
15-0824,3/12/15,3/12/15,Drug Paraphernalia
15-0823,3/12/15,3/12/15,Telecommunications Harassment
15-0821,3/12/15,3/12/15,Theft (Of Bicycle)
15-0820,3/12/15,3/8/15,Theft
15-0813,3/12/15,3/12/15,Possession of Drugs
15-0810,3/12/15,3/12/15,Traffic Crash-Property Damage
15-0808,3/12/15,3/12/15,Traffic Crash-Property Damage
15-0803,3/12/15,3/11/15,Breaking and Entering
15-0802,3/12/15,3/11/15,Criminal Damaging
15-0800,3/11/15,3/11/15,Administrative Information
15-0799,3/11/15,3/11/15,Possession of Drugs
15-0796,3/11/15,3/11/15,Assist Other Agency
15-0788,3/11/15,3/11/15,Assault
15-0787,3/11/15,3/11/15,Theft (Of Bicycle)
15-0784,3/11/15,3/9/15,Theft
15-0783,3/10/15,3/10/15,Ill Aided
15-0781,3/10/15,3/10/15,Drug Paraphernalia
15-0780,3/10/15,3/10/15,Assault
15-0778,3/10/15,3/10/15,Disorderly Conduct
15-0777,3/10/15,3/10/15,Telecommunications Harassment
15-0776,3/10/15,3/10/15,Theft
15-0775,3/10/15,3/6/15,Theft
15-0774,3/10/15,3/10/15,Criminal Trespass
15-0773,3/10/15,3/9/15,Theft
15-0773,3/18/15,3/18/15,Supplement
15-0772,3/10/15,3/10/15,Ill Aided
15-0771,3/10/15,3/10/15,Criminal Trespass
15-0766,3/9/15,3/8/15,Theft
15-0765,3/9/15,3/9/15,Theft
15-0762,3/9/15,3/9/15,Traffic Crash-Property Damage-Hit Skip
15-0761,3/9/15,3/9/15,Theft (Of Bicycle)
15-0759,3/9/15,3/9/15,Missing Person
15-0758,3/9/15,3/9/15,Theft (Of Bicycle)
15-0757,3/9/15,12/31/14,Theft in Office
15-0756,3/9/15,3/9/15,Traffic Crash-Injury
15-0753,3/9/15,3/9/15,Traffic Crash-Property Damage
15-0753,3/19/15,3/19/15,Supplement
15-0751,3/9/15,3/5/15,Theft
15-0746,3/9/15,3/8/15,Theft
15-0746,3/10/15,3/8/15,Supplement
15-0741,3/8/15,3/8/15,Traffic Crash-Property Damage
15-0740,3/8/15,3/4/15,Theft
15-0740,3/13/15,3/13/15,Supplement
15-0738,3/8/15,3/8/15,Assault
15-0737,3/8/15,3/8/15,Drug Paraphernalia
15-0735,3/8/15,3/8/15,Criminal Trespass
15-0733,3/8/15,3/8/15,Disorderly Conduct
15-7032,3/8/15,3/8/15,Offenses involving underage persons
15-0730,3/8/15,3/8/15,Public Urination
15-0724,3/6/15,3/6/15,Theft
15-0723,3/6/15,3/6/15,Traffic Crash-Property Damage
15-0720,3/6/15,3/3/15,Theft
15-0719,3/6/15,2/16/15,Theft
15-0718,3/6/15,3/6/15,Traffic Crash-Property Damage
15-0712,3/6/15,3/6/15,Prohibitions
15-0704,3/6/15,3/6/15,Traffic Crash-Injury
15-0703,3/5/15,3/5/15,Theft
15-0699,3/5/15,3/5/15,Traffic Crash-Injury-Hit Skip
15-0697,3/5/15,3/5/15,Traffic Crash-Injury-Hit Skip
15-0696,3/5/15,3/5/15,Possession of Drugs
15-0695,3/5/15,3/4/15,Criminal Damaging
15-0693,3/17/15,3/16/15,Theft
15-0691,3/5/15,3/5/15,Supplement
15-0691,3/4/15,3/4/15,Theft
15-0689,3/4/15,3/4/15,Theft
15-0688,3/4/15,3/4/15,Public Accident
15-0687,3/4/15,3/4/15,Driving Under Suspension
15-0685,3/4/15,3/4/15,Traffic Crash-Property Damage
15-0684,3/4/15,3/3/15,Theft
15-0683,3/4/15,3/4/15,Ill Aided
15-0682,3/4/15,3/2/15,Theft
15-0680,3/4/15,3/4/15,Possession of Drugs
15-0679,3/4/15,3/4/15,Traffic Crash-Property Damage-Hit Skip
15-0677,3/3/15,3/3/15,Ill Aided
15-0676,3/3/15,3/3/15,Traffic Crash-Property Damage
15-0673,3/3/15,3/3/15,Possession of Drugs
15-0672,3/3/15,3/3/15,Traffic Crash-Property Damage
15-0670,3/3/15,3/3/15,Criminal Simulation
15-0668,3/3/15,3/3/15,Theft (From Auto)
15-0667,3/3/15,3/3/15,Theft
15-0666,3/3/15,3/3/15,Theft
15-0665,3/2/15,3/2/15,Ill Aided
15-0663,3/2/15,3/2/15,Theft
15-0662,3/2/15,3/2/15,Traffic Crash-Property Damage-Hit Skip
15-0658,3/2/15,3/2/15,Traffic Crash-Property Damage-Hit Skip
15-0655,3/2/15,3/2/15,Administrative Information
15-0654,3/2/15,3/2/15,Traffic Crash-Property Damage
15-0653,3/2/15,2/27/15,Theft
15-0652,3/1/15,3/1/15,Theft
15-0651,3/1/15,3/1/15,Administrative Information
15-0650,3/1/15,3/2/15,Drug Paraphernalia
15-0649,3/1/15,3/1/15,Criminal Trespass
15-0648,2/28/15,2/28/15,Possession of Drugs
15-0647,2/28/15,2/27/15,Theft (Of Bicycle)
15-0646,2/28/15,2/28/15,Drug Paraphernalia
15-0645,2/28/15,2/28/15,Drug Paraphernalia
15-0644,2/28/15,2/28/15,Traffic Crash-Property Damage
15-0642,2/28/15,2/28/15,Breaking and Entering
15-0641,2/28/15,2/28/15,Traffic Crash-Property Damage
15-0640,2/28/15,2/28/15,Criminal Damaging
15-0639,2/28/15,2/28/15,Criminal Damaging
15-0638,2/28/15,2/28/15,False Alarms
15-0637,2/28/15,2/28/15,OVI
15-0635,2/28/15,2/28/15,Possession of Drugs
15-0630,2/28/15,2/28/15,Possession of Drugs
15-0628,2/27/15,2/27/15,Possession of Drugs
15-0626,2/27/15,2/27/15,Assist Other Agency
15-0618,2/27/15,2/26/15,Theft
15-0617,2/27/15,2/27/15,Assist Other Agency
15-0615,2/27/15,2/27/15,Offenses involving underage persons
15-0614,2/27/15,2/27/15,Possession of Drugs
15-0611,2/26/15,2/26/15,Drug Paraphernalia
15-0610,2/26/15,2/26/15,Drug Paraphernalia
15-0607,2/26/15,2/26/15,Possession of Drugs
15-0606,2/26/15,2/26/15,Traffic Crash-Property Damage
15-0605,2/26/15,2/25/15,Menacing
15-0605,2/26/15,2/25/15,Menacing
15-0604,2/26/15,2/26/15,Traffic Crash-Property Damage
15-0603,2/26/15,2/26/15,Criminal Trespass
15-0603,2/26/15,2/26/15,Criminal Trespass
15-0601,2/25/15,2/25/15,Administrative Information
15-0599,2/25/15,2/23/15,Theft
15-0598,2/25/15,2/25/15,Assault
15-0597,2/25/15,12/15/14,Breaking and Entering
15-0595,2/25/15,2/25/15,Drug Paraphernalia
15-0590,2/25/15,2/20/15,Theft
15-0589,2/25/15,2/25/15,Traffic Crash-Property Damage
15-0588,2/25/15,2/23/15,Assault
15-0587,2/25/15,2/24/15,Criminal Damaging
15-0587,2/26/15,2/26/15,Supplement
15-0585,2/25/15,2/25/15,Theft
15-0585,2/25/15,2/25/15,Supplement
15-0584,2/25/15,2/25/15,Domestic Violence
15-0583,2/25/15,2/25/15,Assist Other Agency
15-0582,2/24/15,2/24/15,Drug Paraphernalia
15-0581,2/24/15,2/24/15,Ill Aided
15-0580,2/24/15,2/24/15,Traffic Crash-Property Damage
15-0578,2/24/15,2/23/15,Theft
15-0575,2/24/15,2/24/15,Theft
15-0574,2/24/15,11/6/00,Rape
15-0571,2/24/15,2/24/15,Traffic Crash-Property Damage
15-0570,2/24/15,2/24/15,Possession of Drugs
15-0568,2/23/15,2/23/15,Ill Aided
15-0566,2/23/15,2/23/15,Theft
15-0565,2/23/15,2/23/15,Possession of Drugs
15-0559,2/23/15,2/23/15,Theft
15-0557,2/23/15,2/23/15,Administrative Information
15-0549,2/22/15,2/22/15,Theft
15-0548,2/22/15,2/22/15,Assist Other Agency
15-0547,2/22/15,2/19/15,Theft
15-0545,2/22/15,2/22/15,Criminal Trespass
15-0544,2/21/15,2/21/15,Fire
15-0543,2/21/15,2/13/15,Theft
15-0542,2/21/15,2/21/15,Deception to Obtain Dangerous Drug
15-0542,2/21/15,2/21/15,Deception to Obtain Dangerous Drug
15-0540,2/21/15,2/21/15,Offenses involving underage persons
15-0539,2/21/15,2/21/15,Offenses involving underage persons
15-0533,2/20/15,2/20/15,Possession of Drugs
15-0532,2/20/15,2/20/15,Administrative Information
15-0531,2/20/15,2/20/15,Supplement
15-0531,2/20/15,2/17/15,Theft
15-0530,2/20/15,2/19/15,Criminal Damaging
15-0529,2/20/15,2/20/15,Traffic Crash-Property Damage
15-0527,2/20/15,2/20/15,Traffic Crash-Property Damage
15-0526,2/20/15,2/20/15,Possessing Drug Abuse Instruments
15-0525,2/20/15,2/20/15,Offenses involving underage persons
15-0524,2/20/15,2/20/15,Drug Paraphernalia
15-0523,2/19/15,2/19/15,Drug Paraphernalia
15-0520,2/19/15,2/19/15,Possession of Drugs
15-0517,2/19/15,2/19/15,Possession of Drugs
15-0516,2/19/15,2/19/15,Criminal Trespass
15-0515,2/19/15,2/19/15,Drug Paraphernalia
15-0509,2/18/15,2/18/15,Possession of Drugs
15-0506,2/18/15,2/18/15,Traffic Crash-Property Damage
15-0505,2/18/15,2/18/15,Traffic Crash-Property Damage
15-0504,2/18/15,2/18/15,Administrative Information
15-0503,2/18/15,2/12/15,Theft
15-0502,2/18/15,2/18/15,Traffic Crash-Property Damage
15-0501,2/18/15,2/15/15,Theft (Of Bicycle)
15-0500,2/18/15,2/18/15,Drug Paraphernalia
15-0499,2/18/15,2/18/15,Offenses involving underage persons
15-0498,2/17/15,2/17/15,Missing Person
15-0497,2/17/15,2/17/15,Criminal Damaging
15-0495,2/17/15,2/12/15,Theft
15-0494,2/17/15,2/17/15,Theft
15-0493,2/17/15,2/17/15,Criminal Trespass
15-0492,2/17/15,2/17/15,Disorderly Conduct
15-0488,2/17/15,2/17/15,Ill Aided
15-0485,2/17/15,2/16/15,Criminal Damaging
15-0484,2/16/15,2/2/15,Theft
15-0483,2/16/15,1/28/15,Theft
15-0482,2/16/15,2/16/15,Traffic Crash-Property Damage
15-0479,2/16/15,2/16/15,Traffic Crash-Property Damage
15-0477,2/16/15,2/16/15,Public Indecency
15-0475,2/15/15,2/15/15,Traffic Crash-Property Damage-Hit Skip
15-0474,2/15/15,2/15/15,Administrative Information
15-0473,"2015
04:33",3/28/21,Assault
15-0472,2/15/15,2/15/15,Ill Aided
15-0470,2/15/15,2/15/15,Offenses involving underage persons
15-0469,2/14/15,2/14/15,Drug Paraphernalia
15-0468,2/14/15,2/14/15,Offenses involving underage persons
15-0466,2/14/15,2/14/15,Ill Aided
15-0465,2/13/15,2/13/15,Criminal Trespass
15-0463,2/13/15,2/13/15,Possession of Drugs
15-0459,2/13/15,2/13/15,Ill Aided
15-0458,2/13/15,2/13/15,Theft
15-0457,2/13/15,2/13/15,Criminal Trespass
15-0456,2/13/15,2/13/15,Offenses involving underage persons
15-0453,2/12/15,1/9/15,Theft
15-0452,2/12/15,2/12/15,Assault
15-0451,2/12/15,2/12/15,Ill Aided
15-0450,2/12/15,2/12/15,Drug Paraphernalia
15-0449,2/12/15,2/12/15,Ill Aided
15-0448,2/12/15,2/12/15,Criminal Trespass
15-0448,2/12/15,2/12/15,Possession of Drugs
15-0447,2/12/15,2/12/15,Drug Paraphernalia
15-0445,2/12/15,2/12/15,Traffic Crash-Property Damage
15-0444,2/12/15,2/12/15,Traffic Crash-Property Damage
15-0443,2/12/15,2/12/15,Traffic Crash-Property Damage
15-0442,2/12/15,2/12/15,Criminal Trespass
15-0436,2/11/15,1/25/15,Theft
15-0434,2/11/15,2/11/15,Theft
15-0432,2/11/15,11/1/14,Public Indecency
15-0431,2/11/15,2/9/15,Disorderly Conduct
15-0429,2/11/15,2/11/15,Traffic Crash-Property Damage
15-0428,2/11/15,2/11/15,Administrative Information
15-0424,2/12/15,2/11/15,Falsification
15-0416,2/3/15,2/3/15,Traffic Crash-Injury
15-0414,2/10/15,2/10/15,Ill Aided
15-0413,2/10/15,2/9/15,Theft
15-0412,2/10/15,2/10/15,Theft
15-0411,2/10/15,2/10/15,Traffic Crash-Property Damage
15-0410,2/10/15,2/9/15,Theft (Of Bicycle)
15-0409,2/10/15,2/9/15,Theft
15-0407,2/9/15,2/6/15,Theft (Of Bicycle)
15-0406,2/9/15,2/6/15,Theft (From Auto)
15-0405,2/9/15,2/9/15,Possession of Drugs
15-0404,2/9/15,2/9/15,Carrying Concealed Weapons
15-0403,2/9/15,2/9/15,Theft
15-0401,2/9/15,1/10/15,Theft
15-0400,2/9/15,2/9/15,Theft
15-0400,2/9/15,2/9/15,Theft
15-0399,2/8/15,2/3/15,Theft
15-0397,2/8/15,2/4/15,Theft
15-0396,2/8/15,2/8/15,Traffic Crash-Property Damage
15-0395,2/8/15,2/8/15,Assist Other Agency
15-0394,2/8/15,2/8/15,Theft
15-0389,2/8/15,2/8/15,Ill Aided
15-0387,2/8/15,2/4/15,Telecommunications Harassment
15-0384,2/7/15,2/7/15,Disorderly Conduct
15-0382,2/7/15,2/7/15,Property Impound
15-0381,2/7/15,2/7/15,Assist Other Agency
15-0379,2/7/15,2/7/15,Ill Aided
15-0378,2/7/15,2/7/15,Offenses involving underage persons
15-0376,2/6/15,2/6/15,Disorderly Conduct
15-0375,2/6/15,2/6/15,Drug Paraphernalia
15-0374,2/6/15,2/6/15,Theft (Of Bicycle)
15-0373,2/6/15,2/6/15,Traffic Crash-Property Damage
15-0371,2/6/15,2/6/15,Possession of Drugs
15-0638,2/6/15,2/6/15,Missing Person
15-0366,N/A,3/28/21,Traffic Crash-Property Damage-Hit Skip
15-0364,"2015
22:14",3/28/21,Possession of Drugs
15-0363,2/5/15,2/4/15,Theft
15-0361,2/5/15,2/5/15,Ill Aided
15-0357,2/4/15,2/4/15,OVI
15-0356,2/4/15,2/4/15,Traffic Crash-Property Damage
15-0355,2/4/15,2/4/15,Theft
15-0351,2/4/15,2/4/15,Sexual Imposition
15-0349,2/4/15,2/4/15,Possession of Drugs
15-0348,2/4/15,2/4/15,Traffic Crash-Property Damage
15-0346,2/4/15,2/4/15,Drug Paraphernalia
15-0345,2/4/15,2/3/15,Administrative Information
15-0344,2/4/15,2/2/15,Theft
15-0344,2/6/15,2/6/15,Supplement
"15 -
03424",12/30/15,12/30/15,Theft
15-0342,2/3/15,2/3/15,Theft
"15-
03418",12/28/15,12/27/15,Theft
15-0341,2/3/15,2/3/15,Criminal Damaging
15-0341,2/11/15,2/11/15,Supplement
15-0340,2/3/15,2/3/15,Theft
"15-
03390",12/27/15,12/27/15,Theft
"15 -
03389",12/26/15,12/26/15,Theft
"15 -
03385",12/26/15,12/25/15,Theft
15-0338,2/3/15,2/3/15,Ill Aided
15-0337,2/3/15,2/3/15,Theft
"15-
03351",12/23/15,12/22/15,Theft
15-0335,2/3/15,1/30/15,Traffic Crash-Injury
"15
03330",12/21/15,"12 21 2015
00:00",Theft
15-0333,2/3/15,2/2/15,Theft
15-0332,2/3/15,2/3/15,Ill Aided
"15-
03314",12/19/15,12/19/15,Theft
"15-
03311",12/19/15,12/19/15,Theft
"15-
03305",12/18/15,12/11/15,Theft
"15-
03295",12/16/15,12/14/15,Theft
15-0326,2/2/15,2/2/15,Theft
"15-
03257",12/12/15,12/12/15,Theft
15-0325,2/2/15,2/2/15,Theft
15-0324,2/2/15,2/2/15,Theft
15-0323,2/2/15,2/1/15,Theft
15-0322,2/2/15,2/2/15,Criminal Trespass
15-0321,2/2/15,1/29/15,Theft
15-0320,2/2/15,2/2/15,Falsification
"15-
03195",12/7/15,12/6/15,Theft
15-0319,2/2/15,2/2/15,Ill Aided
"15-
03187",12/6/15,12/6/15,Theft
"15-
03186",12/6/15,12/6/15,Theft
15-0317,2/1/15,2/1/15,Administrative Information
15-0316,2/1/15,1/31/15,Breaking and Entering
"15-
03141",11/30/15,11/27/15,Theft
15-0314,2/1/15,2/1/15,Criminal Trespass
"15-
03132",11/29/15,11/28/15,Theft
15-0313,2/1/15,2/1/15,Traffic Crash-Property Damage
15-0312,2/1/15,2/1/15,Possession of Drugs
"15-
03112",11/25/15,11/24/15,Theft
15-0311,2/1/15,2/1/15,Criminal Trespass
15-0309,1/31/15,1/31/15,Administrative Information
"15-
03080",11/21/15,11/20/15,THeft
15-0308,1/31/15,1/31/15,Possession of Drugs
15-0307,1/31/15,1/31/15,Offenses involving underage persons
15-0305,1/31/15,1/1/15,Breaking and Entering
15-0304,1/31/15,1/31/15,Death
15-0304,1/31/15,1/31/15,Death
"15-
03027",11/14/15,11/13/15,Theft
15-0302,1/31/15,1/31/15,Vehicle Impound
15-02995,11/11/15,11/9/15,Theft
"15-
02980",11/10/15,11/9/15,Theft
15-0298,1/30/15,1/30/15,Criminal Trespass
15-0297,1/30/15,1/30/15,Ill Aided
"15-
02960",11/7/15,11/3/15,Theft
"15-
02958",11/7/15,11/4/15,Theft
"15-
02951",11/6/15,11/24/15,Theft
15-0294,2/6/15,2/6/15,Supplement
15-0294,1/30/15,1/30/15,Traffic Crash-Injury-Hit Skip
"15-
02936",11/4/15,11/4/15,Theft
"15-
02928",11/4/15,11/3/15,Theft
"15-
02902",10/31/15,10/31/15,Theft
15-0287,1/30/15,1/30/15,Theft
15-0285,1/30/15,1/30/15,Theft (Of Bicycle)
"15-
02838",10/24/15,10/24/15,Theft
"15-
02828",10/23/15,10/23/15,Theft
"15-
02827",10/23/15,10/23/15,Theft
"15-
02809",10/21/15,9/15/15,Theft
"15-
02792",10/20/15,10/18/15,Theft
15-0279,1/30/15,1/30/15,Possession of Drugs
"15-
02784",10/19/15,10/19/15,Theft
"15-
02780",10/19/15,10/14/15,Theft
15-0278,1/29/15,1/29/15,Drug Paraphernalia
"15-
02767",10/18/15,10/17/15,Theft
"15-
02758",10/16/15,10/16/15,Theft
"15-
02741",10/14/15,9/12/15,Theft
"15-
02734",10/13/15,10/13/15,Theft
"15-
02730",10/12/15,10/10/15,Theft
15-0272,1/29/15,1/28/15,Administrative Information
15-0272,1/29/15,1/28/15,Menacing
"15-
02716",10/12/15,10/11/15,Theft
15-0267,1/29/15,1/29/15,Theft
"15-
02655",10/6/15,9/29/15,Theft
15-0265,1/28/15,1/28/15,Administrative Information
"15-
02633",10/4/15,10/2/15,Theft
"15-
02623",10/2/15,10/2/15,Theft
"15-
0262 1",10/2/15,9/30/15,Theft
"15-
02599",9/30/15,9/29/15,Theft
15-0259,1/28/15,1/28/15,Assist Other Agency
15-0258,1/28/15,1/28/15,Assist Other Agency
"15-
02560",9/25/15,9/24/15,Theft
15-0256,1/28/15,1/21/15,Telecommunications Harassment
15-0255,1/27/15,1/27/15,Assist Other Agency
"15-
02541",9/22/15,9/17/15,Theft
15-0254,1/27/15,1/27/15,Theft
15-0253,1/27/15,1/27/15,Theft
15-0253,1/30/15,1/30/15,Supplement
"15-
02515",9/19/15,8/22/15,Theft
15-0251,1/27/15,1/14/15,Theft
"15-
02509",9/19/15,9/18/15,Theft
15-025,1/27/15,1/27/15,Theft
"15-
02499",9/18/15,9/17/15,Theft
15-0249,1/27/15,1/27/15,Traffic Crash-Property Damage
"15-
02472",9/15/15,9/14/15,Theft
15-0243,1/26/15,1/26/15,Possession of Drugs
15-0242,1/26/15,1/26/15,Ill Aided
15-0241,1/26/15,1/26/15,Theft
"15-
02401",9/8/15,9/8/15,Theft
15-0240,1/26/15,1/21/15,Theft
15-0239,1/26/15,1/26/15,Traffic Crash-Property Damage
15-0238,1/26/15,1/26/15,Ill Aided
"15-
02379",9/5/15,9/1/15,Theft
"15-
02370",9/4/15,9/3/15,Theft
15-0237,1/26/15,1/26/15,Traffic Crash-Property Damage
"15-
02360",9/3/15,9/2/15,Theft
15-0236,1/26/15,1/26/15,Theft (From Auto)
15-0234,1/26/15,1/26/15,Ill Aided
"15-
02333",9/1/15,8/25/15,Theft
"15-
02331",9/1/15,8/26/15,Theft
15-0233,1/26/15,1/26/15,Theft
"15-
02327",9/1/15,8/31/15,Theft
"15-
02312",8/30/15,8/27/15,Theft
15-0231,1/25/15,1/24/15,Theft
"15-
02293",8/28/15,8/25/15,Theft
15-0229,1/25/15,1/25/15,Theft
"15-
02280",8/27/15,8/27/15,Theft
15-0228,1/25/15,1/25/15,Ill Aided
"15-
02277",8/27/15,8/27/15,Theft
15-0227,1/25/15,1/25/15,Theft
15-02253,8/25/15,8/25/15,Theft
15-0225,1/25/15,1/25/15,Traffic Crash-Property Damage
"15-
02242",8/24/15,8/24/15,Theft
"15-
02223",8/21/15,7/25/15,Theft
15-0222,1/25/15,1/25/15,Possession of Drugs
15-0220,1/25/15,1/25/15,Disorderly Conduct
"15-
02197",8/18/15,8/17/15,Theft
"15-
02195",8/18/15,8/16/15,Theft
"15-
02192",8/17/15,8/17/15,Theft
15-0219,1/25/15,1/25/15,Offenses involving underage persons
"15-
02181",8/16/15,8/14/15,Theft
15-0218,1/25/15,1/25/15,Physical Control
15-0217,1/25/15,1/25/15,Offenses involving underage persons
15-02169,8/15/15,8/13/15,Theft
"15-
02166",8/14/15,8/6/15,Theft
15-0214,1/24/15,1/24/15,Possessing Drug Abuse Instruments
15-0213,1/24/15,"01 24 2015
18:05",Theft (From Auto)
15-0212,1/24/15,1/24/15,Theft
"15-
02117",8/9/15,8/9/15,Theft
"15-
02112",8/9/15,8/4/15,Theft
"15-
02110",8/9/15,8/2/15,Theft
15-0211,1/24/15,1/24/15,Assist Other Agency
"15-
02107",8/8/15,8/7/15,Theft
15-0210,1/24/15,1/24/15,Assist Other Agency
"15-
02089",8/6/15,8/8/15,Theft
15-0205,1/24/15,1/24/15,Property Impound
"15-
02023",7/31/15,7/31/15,Theft
"15-
02023",7/25/15,7/24/15,Theft
15-0202,1/24/15,1/24/15,Offenses involving underage persons
"15-
02007",7/29/15,7/28/15,Theft
"15-
02006",7/29/15,7/28/15,Theft
15-0200,1/23/15,1/23/15,Traffic Crash-Property Damage
"15-
01990",7/27/15,7/1/15,Theft
15-0197,1/23/15,1/23/15,Traffic Crash-Property Damage
"15-
01960",7/24/15,7/21/15,Theft
15-0196,1/23/15,1/23/15,Theft
"15-
01959",7/24/15,7/23/15,Theft
15-0195,1/23/15,1/23/15,Administrative Information
15-0193,1/23/15,1/18/15,Passing Bad Checks
15-0193,2/11/15,2/11/15,Supplement
15-01911,7/19/15,7/19/15,Theft
"15-
01901",7/17/15,7/4/15,Theft
"15-
01895",7/17/15,7/16/15,Theft
"15-
01894",7/17/15,7/10/15,Theft
15-0189,1/23/15,1/19/15,Telecommunications Harassment
15-0187,1/23/15,1/23/15,Disorderly Conduct
"15-
01831",7/13/15,7/13/15,Theft
15-018,1/22/15,1/22/15,Assist Other Agency
"15-
01825",7/12/15,7/8/15,Theft
"15-
01811",7/9/15,7/9/15,Theft
15-0181,1/22/15,1/22/15,Theft
15-0179,1/22/15,1/21/15,Criminal Mischief
"15-
01789",7/9/15,7/7/15,Theft
15-01780,7/1/15,7/1/15,Theft
15-0178,1/21/15,1/21/15,Possession of Drugs
15-0177,1/21/15,1/21/15,Ill Aided
15-0175,1/21/15,1/21/15,Theft (From Auto)
"15-
01749",7/5/15,7/1/15,Theft
"15-
01749",7/5/15,7/1/15,Theft
15-0174,1/21/15,1/21/15,Traffic Crash-Property Damage
"15-
01732",7/3/15,7/3/15,Theft
15-0173,1/21/15,12/31/14,Vandalism
15-0172,1/21/15,1/20/15,Theft
"15-
01712",6/30/15,6/13/15,Theft
"15-
01701",6/29/15,6/29/15,Theft
15-0170,1/21/15,1/21/15,Traffic Crash-Property Damage
15-01687,6/27/15,6/23/15,Theft
"15-
01681",6/26/15,6/26/15,Theft
15-0168,1/21/15,1/21/15,Possession of Drugs
"15-
01670",6/25/15,6/4/15,Theft
15-0167,1/21/15,1/21/15,Carrying Concealed Weapon
"15-
01660",6/24/15,6/23/15,Theft
15-0166,1/20/15,1/20/15,Fire
15-0165,1/20/15,1/20/15,Obstructing Official Business
15-0164,1/20/15,1/20/15,Possession of Drugs
"15-
01635",6/22/15,6/19/15,Theft
"15-
01634",6/22/15,6/21/15,Theft
15-0163,1/20/15,1/20/15,Telecommunications Harassment
15-0163,10/26/15,10/26/15,Supplement
15-0162,1/20/15,1/20/15,Ill Aided
15-0161,1/20/15,1/20/15,Administrative Information
"15-
01609",6/19/15,6/16/15,Theft
"15
01607",6/19/15,"06 09 2015
00:00",Theft
"15-
01598",6/18/15,6/17/15,Theft
15-0159,1/20/15,1/20/15,Assist Other Agency
15-0158,1/20/15,1/1/00,Rape
15-0158,1/20/15,1/1/08,Rape
"15-
01568",6/15/15,6/15/15,Theft
"15-
01563",6/15/15,4/29/15,Theft
15-0156,1/19/15,1/19/15,Assault
15-0156,1/21/15,1/19/15,Supplement
"15-
01548",6/13/15,6/12/15,Theft
15-0153,1/18/15,1/18/15,Theft (From Auto)
"15-
01528",6/10/15,6/9/15,Theft
"15-
01526",6/10/15,6/10/15,Theft
"15-
01514",6/9/15,6/9/15,Theft
15-0151,1/18/15,1/17/15,Disorderly Conduct
15-0150,1/18/15,1/18/15,Property Impound
15-0149,1/18/15,1/18/15,Traffic Crash-Property Damage-Hit Skip
"15-
01483",6/4/15,6/4/15,Theft
"15-
01473",6/3/15,5/20/15,Theft
