Report Number,Date Reported (Reported on),Date  Occurred (Incident From),Incident Type
17-2277,5/23/17,5/23/17,Drug Paraphernalia
17-2276,5/22/17,5/22/17,Assist Other Agency
17-2274,5/22/17,5/22/17,Traffic Crash-Property Damage
17-2271,5/23/17,5/23/17,Drug Paraphernalia
17-2271,5/22/17,5/22/17,Traffic Crash-Property Damage
17-2269,5/22/17,5/22/17,Traffic Crash-Property Damage
17-2266,5/22/17,5/22/17,Inducing Panic
17-2265,5/22/17,5/20/17,Criminal Damaging
17-2264,5/22/17,5/22/17,Telecommunications Harassment
17-2263,5/22/17,5/22/17,Possession Of Drugs
17-2261,5/22/17,5/15/17,Theft
17-2257,5/22/17,5/22/17,Inducing Panic
17-2257,5/22/17,5/22/17,Inducing Panic
17-2256,5/21/17,"05  21 2017
23:12",Ill Aided
17-2255,5/21/17,5/21/17,Theft
17-2255,5/21/17,5/21/17,Theft (From Auto)
17-2254,5/21/17,5/21/17,Possessing Criminal Tools
17-2254,5/23/17,5/23/17,Supplement
17-2253,5/21/17,5/19/17,Administrative Information
17-2252,5/21/17,5/21/17,Criminal Damaging
17-2249,5/21/17,5/21/17,Traffic Crash-Property Damage
17-2248,5/21/17,5/21/17,Disorderly Conduct
17-2247,5/21/17,5/21/17,Ill Aided
17-2243,5/20/17,5/20/17,Assist Other Agency
17-2239,5/20/17,5/20/17,Assist Other Agency
17-2235,5/20/17,5/20/17,Obstructing Official Business
17-2231,5/19/17,5/19/17,Criminal Trespass
17-2230,5/19/17,5/19/17,Criminal Damaging
17-2229,5/19/17,5/19/17,Criminal Damaging
17-2227,5/19/17,5/19/17,Ill Aided
17-2223,5/19/17,5/19/17,Receiving Stolen Property
17-2221,5/19/17,5/19/17,Criminal Damaging
17-2220,5/19/17,5/19/17,No Operators License
17-2217,5/18/17,5/18/17,Theft (From Auto)
17-2216,5/18/17,5/18/17,Drug Paraphernalia
17-2215,5/18/17,5/18/17,Possession Of Drugs
17-2214,5/18/17,5/18/17,Theft
17-2210,5/18/17,5/12/17,Unauthorized Use of Property
17-2208,5/18/17,5/18/17,Assist Other Agency
17-2206,5/17/17,5/17/17,Property Impound
17-2201,5/17/17,5/17/17,Traffic Crash-Property Damage
17-2200,5/17/17,5/17/17,Possessing Drug Abuse Instruments
17-2199,5/17/17,5/17/17,Agressive Panhandling
17-2198,5/17/17,5/16/17,Theft (Of Bicycle)
17-2194,5/17/17,5/17/17,Open Container
17-2191,5/17/17,5/17/17,Possessing Drug Abuse Instruments
17-2189,5/16/17,5/16/17,Ill Aided
17-2188,5/16/17,5/16/17,Administrative Information
17-2186,5/16/17,5/16/17,Traffic Crash-Property Damage
17-2184,5/16/17,5/16/17,Possessing Criminal Tools
17-2183,5/16/17,5/16/17,Assist Other Agency
17-2178,5/15/17,5/15/17,Theft
17-2177,5/15/17,5/15/17,Possession Of Drugs
17-2175,5/15/17,5/15/17,Domestic Violence
17-2174,5/15/17,5/15/17,Ill Aided
17-2172,5/15/17,5/15/17,Possessing Drug Abuse Instruments
17-2170,5/15/17,5/2/17,Criminal Simulation
17-2169,5/15/17,5/14/17,Theft
17-2168,5/15/17,5/15/17,Administrative Information
17-2167,5/15/17,5/12/17,Theft
17-2161,5/15/17,5/15/17,Ill Aided
17-2159,5/14/17,5/14/17,Property Impound
17-2155,5/14/17,5/13/17,Administrative Information
17-2151,5/14/17,5/14/17,Assault
17-2150,5/14/17,5/14/17,Ill Aided
17-2148,5/14/17,5/14/17,Disorderly Conduct
17-2146,5/14/17,5/14/17,Disorderly Conduct
17-2145,5/14/17,5/14/17,Disorderly Conduct
17-2144,5/13/17,05/13/0002,Administrative Information
17-2139,5/13/17,5/13/17,Criminal Damaging
17-2138,5/13/17,05/13/0002,Disorderly Conduct
17-2137,5/13/17,5/13/17,Disorderly Conduct
17-2136,5/13/17,5/13/17,Assist Other Agency
17-2135,5/12/17,5/12/17,Traffic Crash-Property Damage
17-2134,5/12/17,5/12/17,Missing Person
17-2134,5/16/17,5/16/17,Supplement
17-2132,5/12/17,05/12/0002,Theft
17-2129,5/12/17,5/12/17,Ill Aided
17-2128,5/12/17,05/12/0002,Theft
17-2126,5/12/17,"02  01  2017
16 :25",Theft
17-2125,5/12/17,4/11/17,Theft
17-2124,5/12/17,2/17/17,Administrative Information
17-2122,5/12/17,5/12/17,Ill Aided
17-2120,5/12/17,3/7/17,Theft
17-2117,5/12/17,5/12/17,Offenses involving underage persons
17-2112,5/11/17,5/11/17,Criminal Damaging
17-2104,5/11/17,5/11/17,Assist Other Agency
17-2103,5/11/17,5/9/17,Identity Fraud
17-2094,5/10/17,5/10/17,Theft
17-2093,5/10/17,5/10/17,Theft
17-2091,5/10/17,5/10/17,Possession Of Drugs
17-2087,5/10/17,5/10/17,Drug Paraphernalia
17-2085,5/10/17,5/10/17,Ill Aided
17-2084,5/10/17,4/19/17,Administrative Information
17-2083,5/10/17,5/10/17,Disorderly Conduct
17-2082,5/9/17,5/10/17,Disorderly Conduct
17-2081,5/9/17,5/9/17,Theft (From Auto)
17-2079,5/9/17,5/9/17,Administrative Information
17-2077,5/9/17,5/9/17,Possessing Drug Abuse Instruments
17-2076,5/9/17,5/7/17,Theft (Of Bicycle)
17-2074,5/9/17,05/09/0002,Administrative Information
17-2071,5/9/17,5/7/17,Theft
17-2071,5/9/17,5/7/17,Theft
17-2069,5/9/17,5/7/17,Theft
17-2069,5/9/17,5/7/17,Theft
17-2067,5/8/17,5/8/17,Ill Aided
17-2066,5/8/17,5/8/17,Drug Paraphernalia
17-2065,5/8/17,5/8/17,Drug Paraphernalia
17-2060,5/8/17,5/8/17,Administrative Information
17-2058,5/8/17,5/8/17,Traffic Crash-Property Damage
17-2048,5/7/17,5/7/17,Theft
17-2047,5/7/17,5/7/17,Assist Other Agency
17-2046,5/7/17,5/7/17,Disorderly Conduct
17-2042,5/6/17,5/5/17,Theft
17-2037,5/6/17,5/6/17,Disorderly Conduct
17-2036,5/6/17,5/6/17,No Operators License
17-2030,5/5/17,5/5/17,Telecommunications Harassment
17-2029,5/5/17,5/5/17,Disorderly Conduct
17-2026,5/5/17,5/5/17,Theft
17-2023,5/5/17,5/5/17,Administrative Information
17-2022,5/5/17,5/5/17,Traffic Crash-Property Damage
17-2019,5/5/17,5/5/17,Criminal Trespass
17-2017,5/4/17,5/4/17,Ill Aided
17-2016,5/4/17,5/4/17,Disorderly Conduct
17-2014,5/4/17,5/4/17,Possession Of Drugs
17-2013,5/4/17,5/4/17,Possessing Drug Abuse Instruments
17-2009,5/4/17,3/27/17,Theft (Of Bicycle)
17-2005,5/3/17,5/3/17,Theft
17-2004,5/3/17,5/3/17,Criminal Damaging
17-2004,5/8/17,5/8/17,Supplement
17-2003,5/3/17,5/3/17,Administrative Information
17-2001,5/3/17,4/25/17,Theft
17-2000,5/2/17,5/2/17,Receiving Stolen Property
17-1999,5/3/17,5/1/17,Theft
17-1998,5/3/17,5/2/17,Theft
17-1996,5/3/17,5/3/17,Traffic Crash-Property Damage
17-1995,5/3/17,5/3/17,Ill Aided
17-1994,5/3/17,5/3/17,Ill Aided
17-1992,5/3/17,5/2/17,Theft
17-1991,5/3/17,5/3/17,Possession Of Drugs
17-1990,5/3/17,5/3/17,Criminal Trespass
17-1988,5/3/17,5/3/17,Disorderly Conduct
17-1987,5/2/17,4/30/17,Administrative Information
17-1985,5/2/17,5/2/17,Assist Other Agency
17-1982,5/2/17,5/2/17,Theft (From Auto)
17-1981,5/2/17,4/28/17,Abduction
17-1981,5/2/17,4/28/17,Abduction
17-1980,5/2/17,5/2/17,Obstructing Official Business
17 -1978,5/2/17,5/2/17,Traffic Crash-Property Damage
17 -1977,5/2/17,5/2/17,Traffic Crash-Property Damage
17 -1976,5/2/17,5/2/17,Assist Other Agency
17-1974,5/2/17,3/24/17,Unauthorized Use of Property
17-1974,5/5/17,5/5/17,Supplement
17-1973,5/2/17,5/2/17,Drug Paraphernalia
17-1972,5/2/17,2/27/17,Theft
17-1971,5/2/17,5/2/17,Traffic Crash-Property Damage
17-197 0,5/1/17,5/1/17,Traffic Crash-Property Damage-Hit Skip
17-1969,5/1/17,04/17/0002,Theft (Of Bicycle)
17-1966,5/1/17,11/29/17,Passing Bad Checks
17-1965,5/1/17,5/1/17,Theft
17-1964,5/1/17,4/28/17,Breaking and Entering
17-1964,5/4/17,5/4/17,Supplement
17-1963,5/1/17,5/1/17,Administrative Information
17-1961,5/1/17,5/1/17,Drug Paraphernalia
17-1960,5/1/17,5/1/17,Vandalism
17-1960,5/1/17,5/1/17,Vandalism
17-1959,4/30/17,4/30/17,Stolen Auto Recovered
17-1959,5/1/17,5/1/17,Supplement
17-1958,4/30/17,4/30/17,Theft
17-1957,4/30/17,4/30/17,Assist Other Agency
17-1956,4/30/17,4/30/17,Possession Of Drugs
17-1955,4/30/17,4/30/17,Arson
17-1954,4/30/17,4/30/17,Ill Aided
17-1953,4/30/17,4/30/17,Theft
17-1951,4/30/17,4/30/17,Theft
17-1950,4/30/17,4/30/17,Criminal Mischief
17-1949,4/30/17,4/30/17,Minors Curfew
17-1948,4/30/17,4/29/17,Theft (Of Auto)
17-1948,5/27/17,5/27/17,Supplement
17-1947,4/30/17,4/30/17,Fire-Working
17-1946,4/30/17,4/30/17,Aggravated Menacing
17-1943,4/29/17,4/29/17,Ill Aided
17-1941,4/29/17,4/29/17,Assist Other Agency
17-1940,4/29/17,4/8/17,Theft (Of Bicycle)
17-1939,4/29/17,4/22/17,Theft (Of Bicycle)
17-1938,4/29/17,4/29/17,Ill Aided
17-1937,4/29/17,4/29/17,Carrying Concealed Weapon
17-1936,4/29/17,4/29/17,Breaking and Entering
17-1936,6/11/17,6/11/17,Supplement
17-1935,4/29/17,4/29/17,Assist Other Agency
17-1934,4/29/17,4/28/17,Theft (From Auto)
17-1933,4/29/17,4/29/17,Assault
17-1932,4/29/17,4/29/17,Assist Other Agency
17-1931,4/28/17,4/28/17,Possession Of Drugs
17-1929,4/28/17,4/28/17,Telecommunications Harassment
17-1928,4/28/17,4/28/17,Missing Person
17-1927,4/28/17,4/28/17,Drug Paraphernalia
17-1925,4/28/17,4/28/17,Theft (From Auto)
17-1924,4/28/17,4/19/17,Theft
17-1924,8/8/17,4/19/17,Supplement
17-1923,4/28/17,4/28/17,Administrative Information
17-1922,4/28/17,4/28/17,Theft (Of Bicycle)
17-1921,4/28/17,4/28/17,Disorderly Conduct
17-1920,4/28/17,4/28/17,Ill Aided
17-1919,4/28/17,4/27/17,Criminal Damaging
17-1918,4/28/17,4/28/17,Administrative Information
17-1917,4/28/17,4/28/17,Forgery
17-1916,4/28/17,4/28/17,Ill Aided
17-1914,4/28/17,4/28/17,Theft (Of Bicycle)
17-191,5/3/17,5/3/17,Driving Under Suspension
17-1906,4/27/17,4/27/17,Theft
17-1900,4/27/17,4/27/17,Criminal Trespass
17-1898,4/27/17,4/24/17,Traffic Crash-Property Damage-Hit Skip
17-1897,4/27/17,4/27/17,Theft
17-1893,4/27/17,4/17/17,Fire-Trash
17-1892,4/27/17,1/4/17,Theft
17-1891,4/27/17,4/27/17,Carrying Concealed Weapon
17-1890,4/27/17,4/27/17,Assist Other Agency
17-1889,4/27/17,4/27/17,Ill Aided
17-1884,4/26/17,4/26/17,Theft
17-1884,4/30/17,4/30/17,Supplement
17-1882,4/26/17,4/26/17,Ill Aided
17-1880,4/26/17,4/25/17,Traffic Crash-Property Damage-Hit Skip
17-1878,4/26/17,4/26/17,Administrative Information
17-1877,4/26/17,4/26/17,Traffic Crash-Property Damage
17-1875,4/26/17,4/25/17,Administrative Information
17-1874,4/26/17,4/26/17,Traffic Crash-Property Damage
17-1870,4/25/17,4/25/17,Drug Paraphernalia
17-1867,4/25/17,4/25/17,Administrative Information
17-1866,4/25/17,4/25/17,Possession Of Drugs
17-1861,4/25/17,4/25/17,Criminal Trespass
17-1859,4/24/17,4/24/17,Theft
17-1858,4/24/17,4/24/17,Traffic Crash-Property Damage-Hit Skip
17-1857,4/24/17,4/24/17,Assist Other Agency
17-1856,4/24/17,4/24/17,Theft
17-1856,8/8/17,4/24/17,Supplement
17-1855,4/24/17,4/24/17,Ill Aided
17-1853,4/24/17,4/24/17,Ill Aided
17-1851,04/24/0002,4/21/17,Breaking and Entering
17-1849,4/24/17,4/24/17,Possession Of Drugs
17-1839,4/23/17,4/23/17,Assault
17-1836,4/23/17,4/23/17,Offenses involving underage persons
17-1835,4/23/17,4/23/17,Offenses involving underage persons
17-1834,4/23/17,4/23/17,Disorderly Conduct
17-1831,4/23/17,4/23/17,Prohibited Acts
17-1830,4/23/17,4/23/17,Criminal Mischief
17-1825,4/22/17,4/22/17,Assault
17-1822,4/22/17,3/12/17,Theft (Of Bicycle)
17-1820,4/22/17,4/22/17,Possession Of Drugs
17-1819,4/22/17,4/22/17,Criminal Trespass
17-1818,4/22/17,4/22/17,Assist Other Agency
17-1817,4/22/17,4/22/17,Administrative Information
17-1817,4/24/17,4/24/17,Supplement
17-1816,4/22/17,4/22/17,Criminal Trespass
17-1814,4/22/17,"04 22 2017
03:40",Disorderly Conduct
17-1813,4/22/17,4/22/17,Offenses involving underage persons
17-1812,4/22/17,4/22/17,Administrative Information
17-1811,4/22/17,4/22/17,Physical Control
17-1805,4/21/17,4/21/17,Disorderly Conduct
17-1803,4/21/17,4/21/17,Theft
17-1802,4/21/17,4/21/17,Possession Of Drugs
17-1800,4/21/17,4/21/17,Ill Aided
17-1794,4/21/17,4/21/17,Traffic Crash-Property Damage
17-1789,4/21/17,4/21/17,Traffic Crash-Property Damage
17-1787,4/21/17,4/21/17,Theft
17-1786,4/21/17,4/21/17,Administrative Information
17-1785,4/21/17,4/21/17,Theft
17-1782,4/21/17,4/21/17,Missing Person
17-1782,4/21/17,4/21/17,Missing Person
17-1780,4/21/17,4/20/17,Theft (Of Auto)
17-1780,4/27/17,4/27/17,Supplement
17-1780,5/1/17,5/1/17,Supplement
17-1778,4/21/17,4/21/17,Ill Aided
17-lm,4/21/17,4/21/17,Administrative Information
17-lm,6/16/17,6/16/17,Supplement
17-1776,4/21/17,4/21/17,Theft
17-1771,4/20/17,4/20/17,Endangering Children
17-1768,4/20/17,"04 20 2017
16:55",Domestic Violence
17-1767,4/20/17,4/20/17,Theft
17 1766,4/20/17,4/20/17,Ill Aided
17 -1765,4/20/17,4/20/17,Administrative Information
17-1764,4/20/17,4/17/17,Theft (Of Bicycle)
17-1763,4/20/17,4/20/17,Theft
17-1762,4/20/17,4/20/17,Theft
17-1762,4/26/17,4/26/17,Supplement
17-1761,1/24/17,1/24/17,Theft
17-1758,4/20/17,4/20/17,Ill Aided
17-1754,4/20/17,4/20/17,Ill Aided
17-1749,4/19/17,4/19/17,Theft
17-1748,4/19/17,4/18/17,Theft (Of Bicycle)
17-1747,4/19/17,3/2/17,Administrative Information
17-1746,4/19/17,4/19/17,Ill Aided
17-1745,4/19/17,4/19/17,Ill Aided
17-1744,4/19/17,4/18/17,Theft
17-1742,4/19/17,4/19/17,Theft
17-1741,4/19/17,4/17/17,Theft (Of Bicycle)
17-1740,4/19/17,4/19/17,Administrative Information
17-1739,4/19/17,4/19/17,Traffic Crash-Property Damage
17-1738,4/19/17,4/19/17,Ill Aided
17-1737,4/19/17,4/19/17,Administrative Information
17-1734,4/18/17,4/18/17,Theft (From Auto)
17-1731,4/18/17,4/18/17,Criminal Damaging
17-1730,4/18/17,4/18/17,Theft
17-1729,4/18/17,4/11/17,Theft
17-1728,4/18/17,4/14/17,Traffic Crash-Property Damage-Hit Skip
17-1727,4/18/17,4/18/17,Traffic Crash-Injury-Hit Skip
17-1727,4/24/17,4/24/17,Supplement
17-1726,4/18/17,4/18/17,Traffic Crash-Property Damage-Hit Skip
17-1725,4/18/17,4/18/17,Assist Other Agency
17-1724,4/18/17,4/14/17,Administrative Information
17-1723,4/18/17,4/18/17,Theft (From Auto)
17-1722,4/18/17,4/18/17,Drug Paraphernalia
17-1720,4/18/17,4/18/17,Ill Aided
17-1719,4/18/17,4/18/17,Theft
17-1719,6/20/17,6/20/17,Supplement
17-1718,4/18/17,4/18/17,Traffic Crash-Property Damage
17-1717,4/18/17,4/18/17,Traffic Crash-Property Damage
17-1716,4/18/17,4/18/17,Traffic Crash-Property Damage
17-1715,4/18/17,4/14/17,Theft
17-1715,4/19/17,4/19/17,Supplement
17-1711,4/17/17,4/15/17,Theft (Of Bicycle)
17-1709,4/17/17,4/17/17,Traffic Crash-Property Damage-Hit Skip
17-1708,4/17/17,4/16/17,Theft
17-1707,4/17/17,4/14/17,Theft (Of Bicycle)
17-1706,4/17/17,4/17/17,Theft
17-1705,4/17/17,4/17/17,Traffic Crash-Property Damage
17-1703,4/17/17,3/23/17,Theft
17-1701,4/17/17,4/17/17,Traffic Crash-Property Damage
17-1700,4/17/17,4/17/17,Traffic Crash-Property Damage
17-1698,4/16/17,4/16/17,Criminal Damaging
17-1697,4/16/17,4/16/17,Possession Of Drugs
17-1696,4/16/17,4/14/17,Traffic Crash-Property Damage-Hit Skip
17-1695,4/16/17,4/16/17,Ill Aided
17-1694,4/16/17,4/16/17,Theft
17-1691,4/16/17,4/16/17,Assist Other Agency
17-1690,4/16/17,4/16/17,Assist Other Agency
17-1689,4/16/17,4/16/17,Assist Other Agency
17-1685,4/16/17,4/16/17,Criminal Trespass
17-1684,4/16/17,4/16/17,Offenses involving underage persons
17-1681,4/16/17,4/16/17,Offenses involving underage persons
17-1678,4/15/17,4/15/17,Assist Other Agency
17-1675,4/15/17,11/28/16,Theft (Of Bicycle)
17-1674,4/15/17,4/15/17,Criminal Damaging
17-1669,4/15/17,4/15/17,Possession Of Drugs
17-1668,4/15/17,4/15/17,Disorderly Conduct
17-1667,4/15/17,4/15/17,Robbery
17-1662,4/15/17,4/15/17,Ill Aided
17-1661,4/15/17,4/15/17,Drug Paraphernalia
17-1655,4/14/17,4/14/17,Criminal Trespass
17-1654,4/14/17,4/14/17,Theft
17-1651,4/14/17,4/14/17,Criminal Trespass
17-1650,4/14/17,4/13/17,Criminal Damaging
17-1648,4/14/17,4/14/17,Theft
17-1647,4/14/17,4/14/17,Criminal Trespass
17-1644,4/14/17,4/14/17,Ill Aided
17-1643,4/14/17,4/14/17,Ill Aided
17-1632,4/13/17,4/13/17,Public Accident
17-1630,4/13/17,4/13/17,Theft (From Auto)
17-1628,4/13/17,04/13/0002,Disorderly Conduct
17-1625,4/13/17,4/13/17,Assist Other Agency
17-1624,4/13/17,4/13/17,Property Impound
17-1623,4/13/17,04/13/0002,Traffic Crash-Property Damage
17-1620,4/13/17,4/13/17,Ill Aided
17-1619,4/13/17,04/12/0002,Criminal Damaging
17-1618,4/13/17,04/12/0002,Theft
17-1610,4/12/17,4/12/17,Disorderly Conduct
17-1609,4/12/17,4/12/17,Criminal Trespass
17-1601,4/12/17,4/12/17,Traffic Crash-Property Damage
17-1600,4/12/17,04/12/0002,Criminal Trespass
17-1599,4/12/17,4/12/17,Criminal Trespass
17-1597,4/11/17,4/11/17,Drug Paraphernalia
17-1596,4/11/17,4/11/17,Ill Aided
17-1595,4/11/17,4/11/17,Criminal Trespass
17-1590,4/11/17,4/11/17,Theft
17-1589,4/11/17,4/11/17,Traffic Crash-Property Damage-Hit Skip
17-1588,4/11/17,4/11/17,Theft
17-1586,4/11/17,4/11/17,Administrative Information
17-1585,4/11/17,4/11/17,Theft (From Auto)
17-1585,4/19/17,4/19/17,Supplement
17-1585,10/2/17,04/11/0002,Supplement
17-1584,4/11/17,4/11/17,Criminal Mischief
17-1582,4/11/17,4/11/17,Assault
17-1581,4/11/17,4/11/17,Theft
17-1578,4/11/17,4/11/17,Property Impound
17-1574,4/10/17,4/10/17,Assist Other Agency
17-1573,4/10/17,4/10/17,Ill Aided
17-1572,4/10/17,4/10/17,Theft (From Auto)
17-1570,4/10/17,4/10/17,Ill Aided
17-1569,4/10/17,4/10/17,Administrative Information
17-1566,4/10/17,4/10/17,Ill Aided
17-1564,4/10/17,4/9/17,Telecommunications Harassment
17-1564,4/11/17,4/11/17,Supplement
17-1564,4/14/17,4/14/17,Supplement
17-1561,4/10/17,4/1/17,Ill Aided
17-1560,4/9/17,4/9/17,Assault
17-1559,4/10/17,4/10/17,Assist Other Agency
17-1557,4/9/17,4/9/17,Aggravated Menacing
17-1555,4/9/17,4/9/17,Possession Of Drugs
17-1554,4/9/17,4/5/17,Criminal Damaging
17-1549,4/9/17,4/9/17,Assault
17-1549,4/9/17,4/9/17,Assault
17-1548,4/9/17,4/9/17,Offenses involving underage persons
17-1547,4/9/17,4/9/17,Ill Aided
17-1545,4/9/17,4/9/17,Ill Aided
17-1544,4/8/17,4/8/17,Offenses involving underage persons
17-1542,4/8/17,4/8/17,Disorderly Conduct
17-1539,4/8/17,4/8/17,Offenses involving underage persons
17-1538,4/8/17,4/8/17,Burglary
17-1538,4/8/17,4/8/17,Supplement
17-1536,4/8/17,4/8/17,Theft (From Auto)
17-1534,4/8/17,4/5/17,Theft
17-1533,4/8/17,4/8/17,Criminal Trespass
17-1529,4/8/17,4/8/17,Offenses involving underage persons
17-1528,4/8/17,4/8/17,Offenses involving underage persons
17-1523,4/7/17,4/7/17,Theft
17-1520,4/7/17,4/7/17,Possession Of Drugs
17-1516,4/7/17,4/7/17,Administrative Information
17-1515,4/7/17,4/6/17,Rape
17-1515,4/7/17,4/6/17,Rape
17-1514,4/7/17,4/7/17,Theft
17-1512,4/7/17,4/6/17,Theft
17-1511,4/7/17,4/7/17,Ill Aided
17-1510,4/7/17,4/7/17,Theft
17-1509,4/7/17,6/24/15,Telecommunications Fraud
17-1508,4/7/17,4/5/17,Telecommunications Fraud
17-1507,4/7/17,4/7/17,Criminal Trespass
17-1506,4/7/17,4/6/17,Theft (From Auto)
17-1502,4/6/17,4/6/17,Criminal Trespass
17-1501,4/6/17,4/6/17,Traffic Crash-Property Damage
17-1500,4/6/17,4/4/17,Theft (Of Bicycle)
17-1499,4/6/17,4/6/17,Theft (From Auto)
17-1498,4/6/17,4/6/17,Possession Of Drugs
17-1497,4/6/17,4/1/17,Administrative Information
17-1493,4/5/17,4/5/17,Possession Of Drugs
17-1491,4/5/17,4/5/17,Possession Of Drugs
17-1490,4/5/17,4/5/17,Public Accident
17-1489,4/5/17,4/5/17,Traffic Crash-Property Damage
17-1483,4/5/17,4/5/17,Theft (From Auto)
17-1482,4/5/17,4/5/17,Ill Aided
17-1481,4/5/17,4/5/17,Assist Other Agency
17-1480,4/5/17,4/5/17,Administrative Information
17-1476,4/5/17,4/5/17,Theft (From Auto)
17-1475,4/5/17,4/4/17,Theft
17-1473,4/4/17,3/31/17,Sexual Imposition
17-1472,4/4/17,4/4/17,Assist Other Agency
17-1471,4/4/17,4/4/17,Theft
17-1471,4/13/17,4/13/17,Supplement
17-1468,4/4/17,4/4/17,Possession Of Drugs
17-1467,4/4/17,4/4/17,Traffic Crash-Property Damage-Hit Skip
17-1467,4/5/17,4/5/17,Supplement
17-1463,4/4/17,04/04/0002,Theft
17-1462,4/4/17,"04  04 2017
10:39",Prohibited Acts
17-1455,4/3/17,4/3/17,Theft
17-1453,4/3/17,4/3/17,Possession Of Drugs
17-1452,4/3/17,4/3/17,Possession Of Drugs
17-1446,4/3/17,4/1/17,Theft
17-1445,4/3/17,4/1/17,Theft (From Auto)
17-1444,4/3/17,4/2/17,Theft
17-1442,4/3/17,3/29/17,Administrative Information
17-1441,4/3/17,3/13/17,Theft
17-1440,4/3/17,4/3/17,Criminal Trespass
17-1437,4/2/17,4/2/17,Ill Aided
17-1422,4/2/17,4/2/17,Criminal Damaging
17-1422,4/11/17,4/11/17,Supplement
17-1421,4/2/17,4/2/17,Possession Of Drugs
17-1420,4/2/17,4/2/17,Domestic Violence
17-1418,4/2/17,4/2/17,Assist Other Agency
17-1416,4/2/17,4/2/17,Public Urination
17-1415,4/2/17,4/2/17,Disorderly Conduct
17-1414,4/2/17,4/2/17,Offenses involving underage persons
17-1413,4/2/17,4/2/17,Ill Aided
17-1412,4/1/17,4/1/17,Offenses involving underage persons
17-1411,4/1/17,4/1/17,Theft
17-1410,4/1/17,4/1/17,Assault
17-1406,4/1/17,4/1/17,Public Urination
17-1404,4/1/17,4/1/17,Assist Other Agency
17-1402,4/1/17,4/1/17,Carrying Concealed Weapon
17-1401,4/1/17,4/1/17,Ill Aided
17-1400,4/1/17,4/1/17,Criminal Trespass
17-1397,3/31/17,3/31/17,Theft
17-1397,4/13/17,4/13/17,Supplement
17-1397,4/10/17,4/10/17,Supplement
17-1397,4/25/17,4/25/17,Supplement
17-1396,"2017
23:03",3/31/21,Traffic Crash-Property Damage
17-1394,3/31/17,3/31/17,Traffic Crash-Property Damage-Hit Skip
17-1393,3/31/17,3/31/17,Disorderly Conduct
17-1391,3/31/17,3/31/17,Criminal Trespass
17-1390,3/31/17,3/31/17,Offenses involving underage persons
17-1389,3/31/17,3/31/17,Inducing Panic
17-1388,3/31/17,3/31/17,Traffic Crash-Property Damage
17-1386,3/31/17,2/24/17,Traffic Crash-Property Damage-Hit Skip
17-1385,3/31/17,3/31/17,Theft
17-1384,3/31/17,3/31/17,Prohibited Acts
17-1381,3/31/17,3/31/17,Administrative Information
17-1377,3/30/17,3/30/17,Ill Aided
17-1376,3/30/17,3/30/17,Possession Of Drugs
17-1374,3/30/17,3/30/17,Ill Aided
17-1370,3/30/17,3/30/17,Traffic Crash-Property Damage
17-1369,3/30/17,3/30/17,Theft (Of Bicycle)
17-1368,3/30/17,3/30/17,Assist Other Agency
17-1365,3/30/17,3/30/17,Menacing
17-1364,3/30/17,2/10/17,Rape
17-1364,3/30/17,2/10/17,Rape
17-1363,3/30/17,3/30/17,Theft
17-1362,3/30/17,3/30/17,Theft
17-1360,3/30/17,3/30/17,Ill Aided
17-1358,3/30/17,3/30/17,Traffic Crash-Property Damage-Hit Skip
17-1357,3/30/17,3/29/17,Criminal Damaging
17-1355,3/29/17,3/29/17,Possessing Drug Abuse Instruments
17-1354,3/29/17,3/29/17,Traffic Crash-Property Damage-Hit Skip
17 -1352,3/29/17,3/29/17,Drug Paraphernalia
17-1343,3/29/17,3/29/17,Possession Of Drugs
17-1342,3/29/17,3/29/17,Ill Aided
17-1341,3/29/17,3/29/17,Theft
17-1340,3/29/17,3/29/17,Theft
17-1339,3/29/17,3/28/17,Theft
17-1338,3/29/17,3/29/17,Ill Aided
17-1336,3/29/17,3/29/17,Fire-Working
17-1334,3/29/17,3/28/17,Theft (From Auto)
17-1333,3/29/17,3/29/17,Possession Of Drugs
17-1332,3/28/17,3/28/17,Administrative Information
17-1331,3/28/17,3/28/17,Traffic Crash-Property Damage-Hit Skip
17-1328,3/28/17,3/28/17,Theft
17-1327,3/28/17,3/28/17,Drug Paraphernalia
17-132 0,3/28/17,3/28/17,Driving Under Suspension
17-1319,3/27/17,3/27/17,Theft
17-1311,3/27/17,3/26/17,Criminal Mischief
17-1310,3/27/17,3/15/17,Theft (From Auto)
17-1309,3/27/17,3/27/17,Administrative Information
17-1308,3/27/17,3/27/17,Traffic Crash-Property Damage-Hit Skip
17-1308,4/4/17,4/4/17,Supplement
17-1306,3/27/17,3/27/17,Possession Of Drugs
17-1305,3/27/17,3/27/17,Property Impound
17-1303,3/27/17,3/27/17,Traffic Crash-Property Damage-Hit Skip
17-1303,3/28/17,3/28/17,Supplement
17-1301,3/27/17,3/27/17,Telecommunications Harassment
17-1301,4/12/17,4/12/17,Supplement
17-1301,6/4/17,6/4/17,Supplement
17-1300,3/27/17,3/27/17,Driving Under Suspension
17-1299,3/27/17,3/27/17,Assault
17-1299,4/6/17,4/6/17,Supplement
17 1298,3/27/17,3/27/17,Possession Of Drugs
17-1297,3/26/17,3/26/17,Possessing Drug Abuse Instruments
17-1294,3/26/17,3/26/17,Theft (From Auto)
