case_number,date_reported,incident,date_occurred,time_occurred,location,university,time_reported
1902975,2019-09-12,Harassing Communications,2019-09-11,08:00,"Health Sciences Library, 1462 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902961,2019-09-11,Arrest: Disorderly Under the Influence,2019-09-11,17:20,"Woodruff Circle, Atlanta 30322",Emory University,NA
1902934,2019-09-09,Terroristic Threats,2019-09-09,20:30,"Emory Univ Hospital, 1364 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902932,2019-09-09,"Theft by Taking (From Bldg, Value $1500 or Less)",2019-09-09,18:35,"Student Activity and Academic Center, 1946 Starvine Way, Atlanta 30322",Emory University,NA
1902929,2019-09-09,Simple Battery,2019-09-09,15:00,"FM E-Zone Shop, 1717 Lowergate Dr, Atlanta 30322",Emory University,NA
1902928,2019-09-09,Simple Battery,2018-11-21,09:15,"Emory Decatur Hospital, 2701 N Decatur Rd, Decatur 30033",Emory University,NA
1902927,2019-09-09,Family Violence Battery,2018-11-17,13:01,"Emory Decatur Hospital, 2701 N Decatur Rd, Decatur 30033",Emory University,NA
1902925,2019-09-09,"Criminal Trespass, Individual",2018-10-21,03:35,"Emory Decatur Hospital, 2701 N Decatur Rd, Decatur 30033",Emory University,NA
1902924,2019-09-09,Simple Battery,2018-10-15,21:05,"Emory Decatur Hospital, 2701 N Decatur Rd, Decatur 30033",Emory University,NA
1902921,2019-09-09,Simple Battery; Stalking,2019-08-27,14:00,"Emory University, 201 Dowman Dr, Atlanta 30322",Emory University,NA
1902920,2019-09-09,Entering an Auto,2019-09-09,08:30,"Emory Univ Hospital, Valet Parking, 1364 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902915,2019-09-08,Simple Battery,2019-09-08,22:52,"Wesley Woods Hospital, 1821 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902908,2019-09-08,Theft of Lost or Mislaid Property (Valued $1500 or Less),2019-09-07,15:30,"Woodruff Library, 540 Asbury Cir, Atlanta 30322",Emory University,NA
1902907,2019-09-08,Aggravated Assault,2019-09-06,00:00,"Fraternity House, 14 Eagle Row, Atlanta 30322",Emory University,NA
1902886,2019-09-06,Entering an Auto,2019-09-06,20:00,"Chabad House, 1526 N Decatur Rd, Atlanta 30307",Emory University,NA
1902882,2019-09-06,Theft by Deception ($1500 or Less),2019-09-06,17:00,"Longstreet-Means Hall, 646 Means Dr, Atlanta 30322",Emory University,NA
1902863,2019-09-06,Disorderly Conduct,2019-09-06,02:29,"Emory Univ Hospital, 1364 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902832,2019-09-04,Theft of Lost or Mislaid Property (Valued $1500 or Less),2019-08-13,13:00,"Gambrell Hall, 1301 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902811,2019-09-03,Rape,2019-09-02,19:00,"Emory University, 201 Dowman Dr, Atlanta 30322",Emory University,NA
1902808,2019-09-02,"Theft by Taking (Other, Valued Over $1500)",2019-09-01,14:00,"SAAC Pool, 1946 Starvine Way, Atlanta 30322",Emory University,NA
1902807,2019-09-02,Financial Transaction Card Fraud,2019-08-05,10:42,"696 Luckie Ln, Atlanta 30329",Emory University,NA
1902800,2019-09-01,"Criminal Trespass, Property Damage",2019-09-01,18:28,"West Parking Deck, 855 Emory Point Dr, Atlanta 30329",Emory University,NA
1902799,2019-09-01,Criminal Attempt - Entering Auto,2019-09-01,15:50,"Health Sciences Research Bldg Parking Lot, 1760 Haygood Dr NE, Atlanta 30322",Emory University,NA
1902798,2019-09-01,Entering an Auto,2019-09-01,16:00,"Emory Conference Center Hotel, 1615 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902796,2019-09-01,Entering an Auto,2019-09-01,16:09,"Children's Healthcare of Atlanta-Egleston Hospital, Parking Deck, 1405 Clifton Rd NE, Atlanta 30329",Emory University,NA
1902789,2019-08-31,Rape,2019-08-25,23:00,"Theme House, 14 Eagle Row, Atlanta 30322",Emory University,NA
1902788,2019-08-31,"Criminal Damage to Property, Second Degree",2019-08-31,03:49,"Clairmont CRC, Bldg F, 2445 Dooley Dr, Atlanta 30322",Emory University,NA
1902779,2019-08-30,Entering an Auto,2019-08-28,17:30,"Campus Crossings at Briarcliff, Parking Deck, 1649-1659 Briarcliff Rd NE, Atlanta 30306",Emory University,NA
1902778,2019-08-30,Entering an Auto,2019-08-30,09:54,"Emory Univ Hospital, Valet Parking, 1364 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902771,2019-08-30,"Theft by Taking (From Bldg, Value $1500 or Less)",2019-08-28,16:00,"Emory Univ Hospital, 1364 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902757,2019-08-29,Stolen Vehicle Recovered,2019-08-29,14:07,"West Parking Deck, 855 Emory Point Dr, Atlanta 30329",Emory University,NA
1902756,2019-08-29,Theft of Lost or Mislaid Property (Valued $1500 or Less),2019-08-29,11:30,"Callaway Center, 537 Kilgo Cir, Atlanta 30322",Emory University,NA
1902743,2019-08-28,"Theft by Taking (From Bldg, Value $1500 or Less)",2019-08-19,00:00,"Library and Information Technology, 1599 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902741,2019-08-28,Entering an Auto,2019-08-27,14:00,"Peavine South Parking Deck, 27 Eagle Row, Atlanta 30322",Emory University,NA
1902740,2019-08-28,Harassing Communications,2019-08-28,09:00,"1599 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902736,2019-08-28,Sexual Extortion,2019-08-28,22:30,"Woodruff Residential Center, 1495 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902723,2019-08-27,Entering an Auto,2019-08-27,13:45,"Lowergate East Parking Deck, 1717 Lowergate Dr, Atlanta 30322",Emory University,NA
1902721,2019-08-27,Disorderly Conduct,2019-08-26,23:00,"Turman Hall, 640 Means Dr, Atlanta 30322",Emory University,NA
1902710,2019-08-26,Harassing Communications,2019-06-16,00:00,"Clairmont Tower, 2425 Dooley Dr, Atlanta 30322",Emory University,NA
1902709,2019-08-26,Terroristic Threats,2019-08-26,10:45,"Wesley Woods Hospital, 1821 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902708,2019-08-26,Entering an Auto,2019-08-26,09:13,"Emory Univ Hospital Tower, Valet Parking, 1365J Clifton Rd NE, Atlanta 30322",Emory University,NA
1902702,2019-08-25,"Theft by Taking (From Bldg, Value $1500 or Less)",2019-08-24,23:30,"Harris Hall, 1340 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902698,2019-08-24,Affray,2019-08-24,19:14,"Wesley Woods Hospital, 1821 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902696,2019-08-24,"Criminal Damage to Property, Second Degree",2019-08-24,17:00,"Wesley Woods Hospital, 1821 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902690,2019-08-24,Entering an Auto,2019-08-23,12:30,"Lowergate East Parking Deck, 1717 Lowergate Dr, Atlanta 30322",Emory University,NA
1902682,2019-08-23,Entering an Auto,2019-08-23,08:00,"Lowergate East Parking Deck, 1717 Lowergate Dr, Atlanta 30322",Emory University,NA
1902667,2019-08-22,Sexual Battery,2019-08-03,15:30,"Emory Conference Center Hotel, 1615 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902665,2019-08-22,Battery,2019-08-22,13:15,"Children's Healthcare of Atlanta-Egleston Hospital, 1405 Clifton Rd NE, Atlanta 30329",Emory University,NA
1902663,2019-08-22,Entering an Auto,2019-08-22,09:45,"Emory Univ Hospital, Valet Parking, 1364 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902658,2019-08-21,"Burglary, Second Degree, Non-Forcible Entry",2019-08-21,20:00,"Children's Healthcare of Atlanta-Egleston Hospital, 1405 Clifton Rd NE, Atlanta 30329",Emory University,NA
1902645,2019-08-20,Assist Fannin County Sheriff's Office (Arrest: Simple Assault),2019-08-20,14:16,"Emory Univ Hospital, 1364 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902635,2019-08-19,"Criminal Trespass, Property Damage",2019-08-19,10:00,"Grace Crum Rollins School of Public Health, 1518 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902625,2019-08-18,"Theft by Taking (From Bldg, Value $1500 or Less)",2019-08-11,00:00,"Fraternity House, 10 Eagle Row, Atlanta 30322",Emory University,NA
1902620,2019-08-17,Possession and Use of Drug-Related Objects,2019-08-17,11:35,"Clairmont URC, Bldg B, 2405 Dooley Dr, Atlanta 30322",Emory University,NA
1902614,2019-08-16,Terroristic Threats,2019-08-16,16:10,"Emory Clinic A, 1365-A Clifton Rd NE, Atlanta 30322",Emory University,NA
1902609,2019-08-17,Harassing Communications,2019-08-17,11:52,"Children's Healthcare of Atlanta-Egleston Hospital, 1405 Clifton Rd NE, Atlanta 30329",Emory University,NA
1902607,2019-08-15,Criminal Attempt - Theft by Extortion,2019-07-17,17:57,"Tarbutton Hall, 1555 Dickey Dr, Atlanta 30322",Emory University,NA
1902605,2019-08-15,Simple Assault,2019-08-14,21:00,"Emory Univ Hospital, 1364 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902597,2019-08-14,Terroristic Threats,2019-08-14,08:30,"Emory Univ Hospital, 1364 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902593,2019-08-14,Harassing Communications,2019-08-07,05:09,"Woodruff Memorial Bldg, 101 Woodruff Cir, Atlanta 30322",Emory University,NA
1902584,2019-08-13,Unauthorized Distribution of Schedule I or II Controlled Substances,2019-07-04,07:30,"Emory Univ Hospital, 1364 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902576,2019-08-12,"Criminal Trespass, Individual",2019-08-12,20:18,"Emory Univ Hospital, 1364 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902567,2019-08-10,"Burglary, First Degree, Non-Forcible Entry",2019-08-06,20:00,"Clairmont CRC, Bldg E, 2445 Dooley Dr, Atlanta 30322",Emory University,NA
1902550,2019-08-08,"Criminal Trespass, Property Damage",2019-08-08,02:05,"Emory West Campus, 1256 Briarcliff Rd NE, Atlanta 30322",Emory University,NA
1902538,2019-08-07,"Theft by Taking (From Bldg, Value $1500 or Less)",2019-08-06,07:40,"Emory Clinic A, 1365-A Clifton Rd NE, Atlanta 30322",Emory University,NA
1902533,2019-08-06,Arrest: Family Violence Battery,2019-08-05,21:45,"Tower Bldg, 1520 Avenue Pl, Atlanta 30329",Emory University,NA
1902523,2019-08-06,"Criminal Trespass, Property Damage",2019-08-05,20:00,"Emory West Parking Lot J, 1256 Briarcliff Rd NE, Atlanta 30322",Emory University,NA
1902517,2019-08-05,"Theft by Taking (From Bldg, Value $1500 or Less)",2019-08-02,14:30,"Emory Univ Hospital Tower, 1365J Clifton Rd NE, Atlanta 30322",Emory University,NA
1902516,2019-08-05,"Burglary, Second Degree, Non-Forcible Entry",2019-07-15,08:00,"Winship Cancer Clinic, 1711 Uppergate Dr, Atlanta 30322",Emory University,NA
1902513,2019-08-05,"Theft by Taking (From Bldg, Valued Over $1500)",2019-08-05,08:00,"Clairmont URC, Bldg B, 2405 Dooley Dr, Atlanta 30322",Emory University,NA
1902508,2019-08-04,"Theft by Taking (From Bldg, Value $1500 or Less)",2019-08-04,20:20,"Student Activity and Academic Center, 1946 Starvine Way, Atlanta 30322",Emory University,NA
1902507,2019-08-04,Disorderly Conduct,2019-08-04,20:00,"Student Activity and Academic Center, 1946 Starvine Way, Atlanta 30322",Emory University,NA
1902474,2019-08-01,"Arrest for Other Agency (Bibb County Juvenile Court, Probation Violation)",2019-08-01,07:50,"Children's Healthcare of Atlanta-Egleston Hospital, 1405 Clifton Rd NE, Atlanta 30329",Emory University,NA
1902471,2019-07-31,Harassing Communications,2019-01-05,12:00,"School of Medicine, 100 Woodruff Cir, Atlanta 30322",Emory University,NA
1902470,2019-07-31,"Criminal Trespass, Individual",2019-05-01,00:00,"Candler School of Theology (Rita Anne Rollins Bldg), 1531 Dickey Dr, Atlanta 30322",Emory University,NA
1902454,2019-07-29,Simple Battery,2019-07-29,19:55,"Emory Univ Hospital, 1364 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902440,2019-07-28,"Theft by Taking (Pocket-Picking, $1500 or Less)",2019-07-27,21:45,"Emory Univ Hospital, 1364 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902437,2019-07-27,"Theft by Taking (From Bldg, Valued Over $1500)",2019-07-26,20:00,"Emory Univ Hospital, 1364 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902401,2019-07-24,"Theft by Taking (From Bldg, Value $1500 or Less)",2019-07-24,14:00,"Children's Healthcare of Atlanta-Egleston Hospital, 1405 Clifton Rd NE, Atlanta 30329",Emory University,NA
1902400,2019-07-24,"Theft by Taking (From Bldg, Value $1500 or Less)",2019-07-24,13:00,"Wesley Woods Health Center, 1841 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902398,2019-07-24,"Burglary, Second Degree, Forcible Entry",2019-07-23,17:15,"Goizueta Business School, Foundation Center, 1300 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902396,2019-07-24,Financial Transaction Card Theft,2019-07-23,07:00,"Gambrell Hall, 1301 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902380,2019-07-22,Financial Transaction Card Theft,2019-07-16,08:00,"Winship Cancer Clinic, 1711 Uppergate Dr, Atlanta 30322",Emory University,NA
1902360,2019-07-20,Financial Transaction Card Theft,2019-07-19,15:30,"Emory Univ Hospital Tower, Valet Parking, 1365 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902353,2019-07-19,Harassing Communications,2019-05-15,12:00,"School of Medicine, 100 Woodruff Cir, Atlanta 30322",Emory University,NA
1902341,2019-07-17,Possession of Marijuana,2019-07-17,23:30,"Avenue Place, Emory Point, Atlanta 30329",Emory University,NA
1902340,2019-07-18,Possession of Marijuana; Possession and Use of Drug-Related Objects,2019-07-18,00:10,"Clifton Ridge Subdivision, Clifton Rd NE, Atlanta 30307",Emory University,NA
1902339,2019-07-17,Theft of Lost or Mislaid Property (Valued $1500 or Less),2019-07-17,06:00,"Whitehead Research Bldg, 615 Michael St, Atlanta 30322",Emory University,NA
1902338,2019-07-17,"Criminal Trespass, Property Damage",2019-07-17,15:30,"Peavine North Parking Deck, 27 Eagle Row, Atlanta 30322",Emory University,NA
1902328,2019-07-16,Terroristic Threats,2019-07-16,13:06,"Winship Cancer Clinic, 1711 Uppergate Dr, Atlanta 30322",Emory University,NA
1902317,2019-07-15,"Theft by Taking (From Bldg, Valued Over $1500)",2019-07-15,03:00,"Emory Univ Hospital, 1364 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902311,2019-07-15,"Theft by Taking (From Bldg, Value $1500 or Less)",2019-07-15,00:00,"Emory Univ Hospital, 1364 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902309,2019-07-14,Entering an Auto,3019-07-13,18:30,"Emory Univ Hospital, Valet Parking, 1364 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902305,2019-07-13,Entering an Auto,2019-06-28,12:15,"Emory Univ Hospital, Valet Parking, 1364 Clifton Rd, Atlanta 30322",Emory University,NA
1902285,2019-07-11,Harassing Communications,2019-07-11,02:00,"Gambrell Hall (School of Law), 1301 Clifton Rd, Atlanta 30322",Emory University,NA
1902281,2019-07-11,"Theft by Taking (From Bldg, Valued $1500 or Less)",2019-07-08,19:00,"Emory Univ Hospital, 1364 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902264,2019-07-09,Entering an Auto,2019-07-08,10:45,"Emory Clinic B, Valet Parking, 1365-B Clifton Rd NE, Atlanta 30322",Emory University,NA
1902261,2019-07-09,"Theft by Taking (From Bldg, Valued $1500 or Less)",2019-07-03,21:27,"A.G. Rhodes at Wesley Woods, 1819 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902256,2019-07-09,Simple Battery,2019-07-09,07:10,"Emory Univ Hospital, 1364 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902254,2019-07-09,Criminal Attempt - Theft by Extortion,2019-07-09,02:00,"Emory Conference Center Hotel, 1615 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902252,2019-07-08,Aggressive Driving,2019-07-08,20:35,"1200 block Clifton Rd NE, Atlanta 30322",Emory University,NA
1902250,2019-07-08,Theft of Lost or Mislaid Property (Valued $1500 or Less),2019-06-13,00:01,"Emory Clinic, 1525 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902230,2019-07-05,"Criminal Trespass, Entry After Notice Prohibiting",2019-07-05,12:42,"Woodruff Library, 540 Asbury Cir, Atlanta 30322",Emory University,NA
1902227,2019-07-05,Theft of Lost or Mislaid Property (Valued $1500 or Less),2019-05-02,19:45,"Emory Univ Hospital, 1364 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902222,2019-07-03,"Theft by Taking (From Bldg, Value $1500 or Less)",2019-07-03,15:30,"Budd Terrace, 1833 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902220,2019-07-03,Entering an Auto,2019-07-03,12:51,"Emory Univ Hospital Tower, Valet Parking, 1365J Clifton Rd NE, Atlanta 30322",Emory University,NA
1902217,2019-07-03,Arrest: Theft by Shoplifting (Misdemeanor),2019-07-03,10:56,"Emory Univ Hospital, Gift Shop, 1364 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902211,2019-07-01,Possession of One Ounce or Less of Marijuana,2019-07-01,22:25,"Emory Univ Hospital, 1364 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902209,2019-07-01,Entering an Auto,2019-07-01,11:15,"Emory Rehabilitation Hospital, Valet Parking, 1441 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902205,2019-07-01,"Burglary, Second Degree, Forcible Entry",2019-06-27,16:00,"Goizueta Business School, Foundation Center, 1300 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902204,2019-07-01,"Criminal Trespass, Individual",2019-06-28,00:00,"Emory Decatur Hospital, 2701 N Decatur Rd, Decatur 30033",Emory University,NA
1902203,2019-07-01,"Theft by Taking (From Bldg, Value $1500 or Less)",2019-06-24,09:00,"Career Center, B Jones Bldg, 200 Dowman Dr, Atlanta 30322",Emory University,NA
1902197,2019-06-29,Public Indecency (Misdemeanor),2019-06-29,07:00,"Emory Rehabilitation Hospital, 1441 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902187,2019-06-29,Arrest: Public Drunkenness,2019-06-29,04:00,"Student Activity and Academic Center, 1946 Starvine Way, Atlanta 30322",Emory University,NA
1902177,2019-06-27,"Theft by Taking (From Bldg, Value $1500 or Less)",2019-06-27,14:10,"Emory Univ Hospital, 1364 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902164,2019-06-26,Simple Assault,2019-06-18,09:00,"The Clifton School, 1900 Starvine Way, Atlanta 30322",Emory University,NA
1902143,2019-06-24,Criminal Attempt - Theft by Deception,2019-06-20,14:50,"1599 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902142,2019-06-24,Battery,2019-06-24,11:38,"Emory Univ Hospital, 1364 Clifton Rd NE, Atlanta 30322",Emory University,NA
1902141,2019-06-24,Theft by Deception ($1500 or Less),2019-06-24,08:00,"CVS Pharmacy, 1520 Avenue Pl, Atlanta 30329",Emory University,NA
1902123,2019-06-21,"Criminal Trespass, Property Damage",2019-06-20,10:00,"Asbury Circle, Atlanta 30322",Emory University,NA
1902116,2019-06-21,"Theft by Taking (From Bldg, Value $1500 or Less)",2019-06-10,08:00,"Sorority Lodge, 11-A Eagle Row, Atlanta 30322",Emory University,NA
1902095,2019-06-19,"Theft by Taking (From Bldg, Value $1500 or Less)",2019-06-17,19:45,"Woodruff Physical Education Center, 26 Eagle Row, Atlanta 30322",Emory University,NA
1902094,2019-06-19,Aggravated Stalking,2019-03-13,00:00,"B Jones Bldg, 200 Dowman Dr, Atlanta 30322",Emory University,NA
1902084,2019-06-18,Theft by Shoplifting ($500 or Less),2019-05-31,12:00,"Children's Healthcare of Atlanta-Egleston Hospital, 1405 Clifton Rd NE, Atlanta 30329",Emory University,NA
1902083,2019-06-18,"Theft by Taking (From Bldg, Value $1500 or Less)",2019-06-18,14:26,"Cherry Emerson Center, 1521 Dickey Dr, Atlanta 30322",Emory University,NA
1902067,2019-06-16,Assist DeKalb County Police Dept (Armed Robbery),2019-06-16,22:06,"Pyng Ho Restaurant, 1357 Clairmont Rd, Decatur 30033",Emory University,NA
1902056,2019-06-15,"Theft by Taking (From Bldg, Value $1500 or Less)",2019-06-15,18:00,"Student Activity and Academic Center, 1946 Starvine Way, Atlanta 30322",Emory University,NA
