CFS #,Case #,Date Reported,Date Occurred,Address,Incident,Disposition
CFS15-03-14-002298,UPD,3/14/15 22:22,,WEST GREEN DRIVE Common Name: WEST GREEN DRIVE Location Detail: CONVO,TRAFFIC LANES OF TRAVEL 4511.25,
CFS15-03-14-002303,UPD,3/14/15 23:29,,RICHLAND AVENUE Common Name: RICHLAND AVENUE,CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,
CFS15-03-15-002308,UPD-150309,3/15/15 0:01,3/15/15 0:01,68 SOUTH GREEN DRIVE Common Name: PICKERING HALL Location Detail: LOBBY,INTOXICATED PERSON,CONVERSION OUPD CLOSED
CFS15-03-15-002312,UPD-150311,3/15/15 1:58,3/15/15 1:58,MORTON HALL LOT Common Name: PARKING LOT 90,ALCOHOL OFFENSE,CONVERSION OUPD CLOSED
CFS15-03-15-002322,UPD-150312,3/15/15 8:12,3/15/15 8:00,104 WEST GREEN DRIVE Common Name: WILSON HALL - WEST GREEN,DESTRUCTION OF PROPERTY,CONVERSION OUPD CLOSED
CFS15-03-15-002329,UPD-150313,3/15/15 14:00,3/15/15 14:13,136 SOUTH GREEN DRIVE Common Name: HOOVER HOUSE,DESTRUCTION OF PROPERTY,CONVERSION OUPD CLOSED
CFS15-03-15-002338,UPD-150315,3/15/15 17:45,3/15/15 17:45,1 PARK PLACE Common Name: BAKER STUDENT CENTER Location Detail: ROOM 240,EDC DEPLOYMENT,CONVERSION OUPD CLOSED
CFS15-03-25-002665,UPD-150379,3/15/15 18:00,3/15/15 18:00,SCOTT QUAD Common Name: OHIO UNIVERSITY POLICE DEPT,TRAFFIC CRASH ,CONVERSION OUPD CLOSED
CFS15-03-15-002340,UPD,3/15/15 18:00,,MILL STREET Common Name: MILL STREET Location Detail: COLLEGE,"CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",
CFS15-03-15-002343,UPD-150316,3/15/15 18:58,3/13/15 19:00,N. MCKINLEY AVE Common Name: NELSON COMMONS Location Detail: NELSON COURT,CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913,CONVERSION OUPD CLOSED
CFS15-03-15-002346,UPD-150317,3/15/15 21:00,3/15/15 17:45,126 SOUTH GREEN DRIVE Common Name: BROUGH Location Detail: COURTYARD AREA,DESTRUCTION OF PROPERTY,CONVERSION OUPD CLOSED
CFS15-03-15-002349,UPD-150318,3/15/15 23:28,3/15/15 23:28,100 WEST GREEN DRIVE Common Name: BOYD,TELECOMMUNICATIONS HARASSMENT,CONVERSION OUPD - OPEN
CFS15-03-16-002353,UPD,3/16/15 7:34,,CHURCH ST. Common Name: SEIGFRED,FIRE ALARM,
CFS15-03-16-002355,UPD,3/16/15 8:27,,130 SOUTH GREEN DRIVE Common Name: ATKINSON,DESTRUCTION OF PROPERTY,
CFS15-03-16-002358,UPD-150319,3/16/15 13:20,3/15/15 22:00,,TELECOMMUNICATIONS HARASSMENT,CONVERSION OUPD CLOSED
CFS15-03-16-002360,UPD-150320,3/16/15 13:28,2/9/15 17:33,UNIVERSITY TERRACE Common Name: MCKEE HOUSE,TELECOMMUNICATIONS HARASSMENT,CONVERSION OUPD CLOSED
CFS15-03-16-002361,UPD,3/16/15 14:12,,CHURCH ST. Common Name: SEIGFRED,FIRE ALARM,
CFS15-03-16-002365,UPD,3/16/15 15:12,,88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE Location Detail: ROOM #314,NOISE COMPLAINT,
CFS15-03-16-002366,UPD,3/16/15 16:28,,BETWEEN DEPOT ST. AND OXBOW DR. Common Name: LIFE SCIENCE BLDG.,FIRE ALARM,
CFS15-03-17-002375,UPD,3/17/15 7:03,,UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE Location Detail: METERS 308 AND 310,PARKING COMPLAINT,
CFS15-03-17-002387,UPD-150322,3/17/15 16:20,3/17/15 16:20,95 RICHLAND AVENUE Common Name: CONVOCATION CENTER Location Detail: BASKETBALL GAME,EDC DEPLOYMENT,CONVERSION OUPD CLOSED
CFS15-03-17-002384,UPD,3/17/15 17:00,,101 WEST GREEN DRIVE Common Name: RYORS HALL Location Detail: ROOM 309,MENACING OFFENSES,
CFS15-03-17-002385,UPD-150323,3/17/15 17:02,2/28/15 0:00,99 WEST GREEN DRIVE Common Name: TREUDLEY HALL Location Detail: ROOM 206,THEFT OFFENSE,CONVERSION OUPD CLOSED
CFS15-03-17-002391,UPD,3/17/15 17:21,,58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL Location Detail: ROOM 434,FIRE ALARM,
CFS15-03-17-002392,UPD,3/17/15 17:52,,N. MCKINLEY AVE Common Name: NELSON COMMONS,TRESPASSING OFFENSES,
CFS15-03-18-002398,UPD,3/18/15 0:38,,S.G. DRIVE Common Name: SOUTH GREEN DRIVE,CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,
CFS15-03-18-002399,UPD,3/18/15 0:46,,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: RUIFUS STREET,"CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",
CFS15-03-18-002401,UPD-150324,3/18/15 1:31,3/18/15 1:31,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: RIVERSEDGE,CONVERSION_TRAFFIC SPEED 4511.21,CONVERSION OUPD CLOSED
CFS15-03-18-002405,UPD-150325,3/18/15 7:57,1/1/00 0:00,SCOTT QUAD Common Name: OHIO UNIVERSITY POLICE DEPT,THREAT ASSESSMENT,CONVERSION OUPD CLOSED
CFS15-03-18-002407,UPD,3/18/15 9:04,,STEWART ST. Common Name: STEWART STREET Location Detail: AT UNION,TRAFFIC BRAKE LIGHTS 4513.071,
CFS15-03-18-002409,UPD-150326,3/18/15 10:09,3/13/15 10:09,SHAFER STREET Common Name: SHAFER STREET,CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION,CONVERSION OUPD CLOSED
CFS15-03-18-002410,UPD,3/18/15 11:00,,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT OU PARKING LOT 55,CONVERSION_TRAFFIC SPEED 4511.21,
CFS15-03-18-002415,UPD,3/18/15 14:29,,35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: 8TH FLOOR NEAR ROOM 809,RECOVERED PROPERTY,
CFS15-03-18-002419,UPD,3/18/15 16:00,,95 RICHLAND AVENUE Common Name: CONVOCATION CENTER,EDC DEPLOYMENT,
CFS15-03-18-002422,UPD,3/18/15 16:58,,FACTORY STREET Common Name: FACTORY STREET Location Detail: AT RIVERSIDE DR,"CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",
CFS15-03-18-002426,UPD,3/18/15 18:55,,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT UNIVERSITY TERRACE,CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION,
CFS15-03-18-002427,UPD-150327,3/18/15 19:28,3/18/15 19:28,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: NORTH OF RUFUS DR,CONVERSION_TRAFFIC SPEED 4511.21,CONVERSION OUPD CLOSED
CFS15-03-18-002429,UPD,3/18/15 21:45,,STEWART ST. Common Name: STEWART STREET,"CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",
CFS15-03-18-002434,UPD,3/18/15 22:26,,71 SOUTH GREEN DRIVE Common Name: CRAWFORD Location Detail: TO OMH,TRANSPORT,
CFS15-03-19-002445,UPD,3/19/15 10:15,,128 SOUTH GREEN DRIVE Common Name: WELD HOUSE Location Detail: MOD 1A,DRUG OFFENSES,
CFS15-03-19-002446,UPD,3/19/15 10:43,,EAST UNION STREET Common Name: SCHOONOVER CENTER,FIRE ALARM,
CFS15-03-19-002449,UPD-150329,3/19/15 12:19,3/18/15 16:00,95 RICHLAND AVENUE Common Name: CONVOCATION CENTER,EDC DEPLOYMENT,CONVERSION OUPD CLOSED
CFS15-03-19-002454,UPD-150330,3/19/15 15:22,3/16/15 16:30,Common Name: SCRIPPS HALL,CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913,CONVERSION OUPD - OPEN
CFS15-03-19-002456,UPD-150331,3/19/15 15:58,3/19/15 16:00,95 RICHLAND AVENUE Common Name: CONVOCATION CENTER,EDC DEPLOYMENT,CONVERSION OUPD CLOSED
CFS15-03-19-002457,UPD-150332,3/19/15 16:12,3/19/15 16:37,RIDGES PROPERTY Common Name: RIDGES,DESTRUCTION OF PROPERTY,CONVERSION OUPD CLOSED
CFS15-03-19-002464,UPD,3/19/15 20:14,,OXBOW TRAIL Common Name: STOCKER HALL Location Detail: PICNIC TABLE NEAR CREEK,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-03-19-002465,UPD-150333,3/19/15 20:25,3/19/15 20:25,88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE Location Detail: ROOM 340,POSSESSION OF  CONTROLLED SUBSTANCES,CONVERSION OUPD CLOSED
CFS15-03-19-002466,UPD,3/19/15 20:43,,RACE ST Common Name: RACE STREET,CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,
CFS15-03-20-002473,UPD-150334,3/20/15 2:48,3/20/15 2:48,98 WEST GREEN DRIVE Common Name: SARGENT HALL Location Detail: 411,INTOXICATED PERSON,CONVERSION OUPD CLOSED
CFS15-03-20-002479,UPD,3/20/15 8:58,,EAST UNION STREET Common Name: SCHOONOVER CENTER,FIRE ALARM,
CFS15-03-20-002482,UPD,3/20/15 10:39,,100 WEST GREEN DRIVE Common Name: BOYD,FIRE ALARM,
CFS15-03-20-002491,UPD-150361,3/20/15 17:00,3/20/15 6:00,95 RICHLAND AVENUE Common Name: CONVOCATION CENTER,EDC DEPLOYMENT,CONVERSION OUPD CLOSED
CFS15-03-20-002492,UPD,3/20/15 17:03,,RIDGES PROPERTY Common Name: RIDGES Location Detail: AUCTION HOUSE,TRESPASSING OFFENSES,
CFS15-03-20-002495,UPD-150335,3/20/15 19:40,3/20/15 19:40,WASHINGTON STREET Common Name: WASHINGTON STREET Location Detail: NEAR COURT ST,TRAFFIC MARKED LANES 4511.33A,CONVERSION OUPD CLOSED
CFS15-03-20-002496,UPD,3/20/15 19:44,,SHAFER STREET Common Name: SHAFER STREET Location Detail: AT HOSPITAL DRIVE,CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,
CFS15-03-20-002497,UPD-150336,3/20/15 19:55,3/20/15 19:55,SHAFER STREET Common Name: SHAFER STREET Location Detail: AT RICHLAND AVE,CONVERSION_TRAFFIC UNAUTH.PLATES-ANOTHER VEHS PLATES 4549.08C,CONVERSION OUPD CLOSED
CFS15-03-20-002499,UPD-150337,3/20/15 20:35,3/20/15 20:35,"SOUTH GREEN Common Name: SOUTH GREEN Location Detail: BEHIND CONSTRUCTION TRAILERS, NEAR ADAMS HALL",POSSESSION OF  CONTROLLED SUBSTANCES,CONVERSION OUPD CLOSED
CFS15-03-20-002502,UPD-150338,3/20/15 21:38,3/20/15 21:38,E.UNION ST. Common Name: MUSIC BUILDING Location Detail: UNDER GLIDDEN,POSSESSION OF  CONTROLLED SUBSTANCES,CONVERSION OUPD CLOSED
CFS15-03-20-002503,UPD-150339,3/20/15 22:47,3/20/15 22:47,RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: FRONT OF THE CONVO,CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION,CONVERSION OUPD CLOSED
CFS15-03-20-002507,UPD,3/20/15 23:53,,STEWART ST. Common Name: STEWART STREET Location Detail: @ MILLIRON,CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,
CFS15-03-21-002509,UPD,3/21/15 0:17,,97 WEST GREEN DRIVE Common Name: JAMES HALL Location Detail: OUTSIDE 316,INTOXICATED PERSON,
CFS15-03-21-002511,UPD,3/21/15 1:37,,98 WEST GREEN DRIVE Common Name: SARGENT HALL Location Detail: ROOM 219,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-03-21-002512,UPD-150340,3/21/15 2:00,3/21/15 2:00,98 WEST GREEN DRIVE Common Name: SARGENT HALL Location Detail: OUTSIDE THE BUILDING,INTOXICATED PERSON,CONVERSION OUPD CLOSED
CFS15-03-21-002515,UPD-150341,3/21/15 6:37,3/21/15 5:00,68 SOUTH GREEN DRIVE Common Name: PICKERING HALL,DESTRUCTION OF PROPERTY,CONVERSION OUPD CLOSED
CFS15-03-21-002524,UPD-150342,3/21/15 12:32,3/21/15 12:32,Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: MILLIRON STREET,"CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",CONVERSION OUPD CLOSED
CFS15-03-21-002526,UPD-150343,3/21/15 13:00,3/21/15 13:00,95 RICHLAND AVENUE Common Name: CONVOCATION CENTER,EDC DEPLOYMENT,CONVERSION OUPD CLOSED
CFS15-03-21-002527,UPD-150344,3/21/15 13:04,3/21/15 13:04,Common Name: HIGH ST Location Detail: 10 1/2 HIGHT ST,DISORDERLY CONDUCT OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-21-002529,UPD-150345,3/21/15 13:11,3/21/15 13:11,CONGRESS STREET Common Name: CONGRESS STREET Location Detail: 35 CONGRESS,DISORDERLY CONDUCT OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-21-002554,UPD-150365,3/21/15 13:20,3/21/15 13:20,CONGRESS STREET Common Name: CONGRESS STREET Location Detail: 25 NORTH CONGRESS,DISORDERLY CONDUCT OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-21-002530,UPD-150346,3/21/15 13:31,3/21/15 13:31,Common Name: HIGH ST,DISORDERLY CONDUCT OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-21-002531,UPD-150347,3/21/15 13:44,3/21/15 13:44,Common Name: HIGH ST Location Detail: 16 S HIGH,DISORDERLY CONDUCT OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-21-002550,UPD-150364,3/21/15 13:45,3/21/15 13:45,Common Name: LANCASTER STREET,DISORDERLY CONDUCT OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-21-002532,UPD-150348,3/21/15 13:53,1/1/00 0:00,Common Name: LANCASTER STREET Location Detail: 10 S LANCASTER,DISORDERLY CONDUCT OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-21-002534,UPD-150349,3/21/15 14:35,3/21/15 14:30,Common Name: HIGH ST,ALCOHOL OFFENSE,CONVERSION OUPD CLOSED
CFS15-03-21-002536,UPD-150351,3/21/15 14:35,3/21/15 14:30,"Common Name: HIGH ST, ATHENS, OH 45701",ALCOHOL OFFENSE,CONVERSION OUPD CLOSED
CFS15-03-21-002535,UPD-150350,3/21/15 14:37,3/21/15 14:37,Common Name: HIGH ST,DISORDERLY CONDUCT OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-21-002541,UPD-150353,3/21/15 14:57,3/21/15 14:50,WASHINGTON STREET Common Name: WASHINGTON STREET Location Detail: 33 W WASHINGTON,DISORDERLY CONDUCT OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-21-002537,UPD-150352,3/21/15 14:57,3/21/15 14:57,Common Name: HIGH ST Location Detail: 14 S HIGH,ALCOHOL OFFENSE,CONVERSION OUPD CLOSED
CFS15-03-21-002540,UPD,3/21/15 15:06,,WEST UNION STREET Common Name: CENTRAL CLASSROOM BLDG Location Detail: OUTSIDE,INTOXICATED PERSON,
CFS15-03-21-002542,UPD-150354,3/21/15 15:19,3/21/15 15:00,Common Name: HIGH ST Location Detail: 25 S HIGH,INTOXICATED PERSON,CONVERSION OUPD CLOSED
CFS15-03-21-002543,UPD-150356,3/21/15 15:37,3/21/15 15:25,Common Name: HIGH ST Location Detail: 11 S HIGH,ALCOHOL OFFENSE,CONVERSION OUPD CLOSED
CFS15-03-21-002544,UPD-150357,3/21/15 16:00,3/21/15 15:30,Common Name: HIGH ST,POSSESSION OF  CONTROLLED SUBSTANCES,CONVERSION OUPD CLOSED
CFS15-03-21-002545,UPD-150359,3/21/15 16:07,3/21/15 16:00,68 SOUTH GREEN DRIVE Common Name: PICKERING HALL Location Detail: ROOM 209,INTOXICATED PERSON,CONVERSION OUPD CLOSED
CFS15-03-21-002546,UPD-150358,3/21/15 16:30,3/21/15 16:32,Common Name: HIGH ST,DISORDERLY CONDUCT OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-21-002547,UPD-150360,3/21/15 16:30,3/21/15 16:30,Common Name: Off Campus Fest Location Detail: 14 S HIGH,INTOXICATED PERSON,CONVERSION OUPD CLOSED
CFS15-03-21-002548,UPD-150362,3/21/15 16:41,3/21/15 16:41,49 EAST GREEN STREET Common Name: WASHINGTON HALL Location Detail: LOBBY RESTROOM,INTOXICATED PERSON,CONVERSION OUPD CLOSED
CFS15-03-21-002549,UPD-150363,3/21/15 17:37,3/21/15 17:37,Common Name: Off Campus Fest,CONVERSION_JUSTICE & PUB. ADMIN. OBSTRUCTING JUSTICE 2921.32,CONVERSION OUPD CLOSED
CFS15-03-21-002561,UPD,3/21/15 20:30,,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT RICHLAND DR,CONVERSION_TRAFFIC ONE-WAY TRAFFIC - ROTARY ISLANDS 4511.32,
CFS15-03-21-002562,UPD,3/21/15 20:51,,UNION STREET Common Name: UNION STREET Location Detail: AT ROBERT ST,CONVERSION_TRAFFIC SIGNALING STOPS/TURNS 4511.39,
CFS15-03-21-002563,UPD,3/21/15 21:16,,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: RICHLAND,TRAFFIC BRAKE LIGHTS 4513.071,
CFS15-03-21-002565,UPD-150366,3/21/15 21:27,3/21/15 20:23,68 SOUTH GREEN DRIVE Common Name: PICKERING HALL Location Detail: MAIN DOOR ARCHWAY,DESTRUCTION OF PROPERTY,CONVERSION OUPD CLOSED
CFS15-03-21-002564,UPD-150367,3/21/15 21:34,3/21/15 21:34,22 UNIVERSITY TERRACE Common Name: BRYAN HALL Location Detail: ROOM #309,POSSESSION OF DRUG PARAPHERNALIA,CONVERSION OUPD CLOSED
CFS15-03-21-002566,UPD,3/21/15 21:40,,22 UNIVERSITY TERRACE Common Name: BRYAN HALL,FIRE ALARM,
CFS15-03-21-002567,UPD,3/21/15 21:56,,COLLEGE STREET Common Name: COLLEGE STREET Location Detail: AT MILL ST,CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,
CFS15-03-21-002569,UPD,3/21/15 22:30,,99 WEST GREEN DRIVE Common Name: TREUDLEY HALL Location Detail: RICHLAND,CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05,
CFS15-03-21-002570,UPD,3/21/15 22:49,,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT UNIVERSITY TERRACE,CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,
CFS15-03-21-002574,UPD-150368,3/21/15 23:14,3/21/15 23:14,STEWART ST. Common Name: STEWART STREET Location Detail: COSS STREET,OPERATING A VEHICLE UNDER THE INFLUENCE,CONVERSION OUPD CLOSED
CFS15-03-22-002579,UPD,3/22/15 0:23,,Common Name: SMITH STREET,TRAFFIC LANES OF TRAVEL 4511.25,
CFS15-03-22-002581,UPD-150369,3/22/15 2:00,3/22/15 2:00,95 RICHLAND AVENUE Common Name: CONVOCATION CENTER Location Detail: LOUNGE #1,INTOXICATED PERSON,CONVERSION OUPD CLOSED
CFS15-03-22-002582,UPD,3/22/15 2:32,,134 SOUTH GREEN DRIVE Common Name: WRAY HOUSE Location Detail: NELSON DINING,ALCOHOL OFFENSE,
CFS15-03-22-002592,UPD,3/22/15 11:52,,UNIVERSITY TERRACE Common Name: PARKING LOT 83,THEFT OFFENSE,
CFS15-03-22-002593,UPD,3/22/15 12:02,,S. COLLEGE STREET Common Name: RADIO-TELEVISION,FIRE ALARM,
CFS15-03-22-002602,UPD,3/22/15 19:52,,SOUTH GREEN DRIVE Common Name: ADAMS HALL,FIRE ALARM,
CFS15-03-22-002604,UPD,3/22/15 21:20,,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT HOOVER HOUSE,CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,
CFS15-03-22-002605,UPD,3/22/15 21:37,,STEWART ST. Common Name: STEWART STREET Location Detail: AT E UNION STREET,CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,
CFS15-03-22-002606,UPD,3/22/15 22:01,,MILL STREET Common Name: MILL STREET Location Detail: 138 MILL STREET,"CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",
CFS15-03-23-002612,UPD-150370,3/23/15 9:16,3/20/15 17:00,CHURCH ST. Common Name: SEIGFRED,DESTRUCTION OF PROPERTY,CONVERSION OUPD CLOSED
CFS15-03-23-002616,UPD-150371,3/23/15 11:50,1/1/00 0:00,CENTRAL FOOD LOT Common Name: PARKING LOT 143,CONVERSOIN LARCENY-THEFT THEFT - ALL OTHER - FELONY 2913.02,CONVERSION OUPD CLOSED
CFS15-03-23-002619,UPD,3/23/15 14:58,,,TELECOMMUNICATIONS HARASSMENT,
CFS15-03-23-002623,UPD-150372,3/23/15 15:45,3/23/15 15:45,SCOTT QUAD Common Name: OHIO UNIVERSITY POLICE DEPT,LOST PASSPORT,CONVERSION OUPD CLOSED
CFS15-03-23-002624,UPD,3/23/15 17:08,,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: RIVERSEDGE APARTMENTS,CONVERSION_TRAFFIC SPEED 4511.21,
CFS15-03-23-002625,UPD-150373,3/23/15 17:42,3/23/15 17:42,SOUTH GREEN DRIVE Common Name: PARKING LOT 54 Location Detail: RIVERS PARK BUILDING 1,CONVERSION_TRAFFIC SPEED 4511.21,CONVERSION OUPD CLOSED
CFS15-03-23-002626,UPD-150374,3/23/15 18:01,3/23/15 18:01,PARK PLACE Common Name: ALDEN LIBRARY Location Detail: PARK PLACE SIDE ENTRANCE,OPERATING A VEHICLE UNDER THE INFLUENCE,CONVERSION OUPD CLOSED
CFS15-03-24-002637,UPD,3/24/15 1:26,,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: RUFUS DRIVE,TRAFFIC FAILURE TO DISPLAY LIC. PLATE/STICKER 4503.21,
CFS15-03-24-002644,UPD-150375,3/24/15 8:10,3/20/15 15:30,Common Name: SOUTH GREEN GARAGE,DESTRUCTION OF PROPERTY,CONVERSION OUPD CLOSED
CFS15-03-24-002645,UPD-150376,3/24/15 8:25,3/23/15 15:00,EAST UNION AND COLLEGE ST. Common Name: HOWARD HALL SITE,DESTRUCTION OF PROPERTY,CONVERSION OUPD CLOSED
CFS15-03-24-002654,UPD,3/24/15 17:09,,1 PARK PLACE Common Name: BAKER STUDENT CENTER Location Detail: GAME ROOM,FIRE ALARM,
CFS15-03-24-002655,UPD,3/24/15 18:45,,69 SOUTH GREEN DRIVE Common Name: BROWN HALL Location Detail: RD RESIDENCE,FIRE ALARM,
CFS15-03-24-002656,UPD-150377,3/24/15 19:31,3/24/15 19:31,101 WEST GREEN DRIVE Common Name: RYORS HALL Location Detail: STAFF OFFICE,POSSESSION OF DRUG PARAPHERNALIA,CONVERSION OUPD CLOSED
CFS15-03-24-002659,UPD-150378,3/24/15 22:09,3/24/15 22:09,"88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE Location Detail: ROOM 246, ATHENS, OH 45701",POSSESSION OF DRUG PARAPHERNALIA,CONVERSION OUPD CLOSED
CFS15-03-25-002670,UPD,3/25/15 9:57,,35 PARK PLACE Common Name: HONORS TUTORIAL COLLEGE,PARKING COMPLAINT,
CFS15-03-25-002671,UPD,3/25/15 10:45,,RIDGES PROPERTY Common Name: RIDGES Location Detail: BEACON SCHOOL,CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION,
CFS15-03-25-002672,UPD,3/25/15 11:17,,UNIVERSITY TERRACE Common Name: PARKING LOT 84,TRAFFIC BRAKE LIGHTS 4513.071,
CFS15-03-25-002679,UPD,3/25/15 15:15,,OXBOW TRAIL Common Name: STOCKER HALL,FIRE ALARM,
CFS15-03-25-002685,UPD-150381,3/25/15 21:40,3/25/15 21:40,35 SOUTH CONGRESS Common Name: BROMLEY HALL,ASSAULT OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-25-002686,UPD,3/25/15 22:00,,49 EAST GREEN STREET Common Name: WASHINGTON HALL,DESTRUCTION OF PROPERTY,
CFS15-03-25-002688,UPD,3/25/15 22:45,,57 EAST GREEN DRIVE Common Name: PERKINS HALL Location Detail: STAIRWELL NEAR DOOR TO BUSH HALL,ANIMAL COMPLAINT,
CFS15-03-26-002689,UPD-150382,3/26/15 0:28,3/26/15 0:28,49 EAST GREEN STREET Common Name: WASHINGTON HALL Location Detail: ROOM 341,ALCOHOL OFFENSE,CONVERSION OUPD CLOSED
CFS15-03-26-002698,UPD,3/26/15 9:00,,E.CIRCLE DR. RIDGES Common Name: BUILDING 19,FIRE ALARM,
CFS15-03-26-002699,UPD-150383,3/26/15 9:00,3/26/15 9:00,SOUTH GREEN DR. AT RICHLAND Common Name: WALTER LECTURE HALL,EDC DEPLOYMENT,CONVERSION OUPD CLOSED
CFS15-03-26-002702,UPD-150384,3/26/15 10:17,3/25/15 12:00,34 UNIVERSITY TERRACE Common Name: BRYAN HALL Location Detail: BICYCLE RACK,CONVERSION_LARCENY-THEFT THEFT - BICYCLES 2913,CONVERSION OUPD - OPEN
CFS15-03-26-002707,UPD,3/26/15 13:00,,RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: AT THE CONVO,TRAFFIC CRASH ,
CFS15-03-26-002712,UPD-150385,3/26/15 13:33,3/26/15 13:33,OXBOW TRAIL Common Name: PARKING LOT 122,SEX OFFENSE,
CFS15-03-26-002722,UPD-150386,3/26/15 16:15,3/26/15 16:15,SOUTH GREEN DR.- PEDEN REAR Common Name: PARKING LOT 133,TRAFFIC CRASH ,CONVERSION OUPD CLOSED
CFS15-03-26-002725,UPD-150387,3/26/15 17:49,3/26/15 17:49,SOUTH GREEN DR. AT RICHLAND Common Name: WALTER LECTURE HALL Location Detail: ROOM 135,EDC DEPLOYMENT,CONVERSION OUPD CLOSED
CFS15-03-26-002727,UPD-150388,3/26/15 21:00,3/26/15 21:00,OXBOW TRAIL Common Name: STOCKER HALL,TRAFFIC DRIVING UNDER SUSP-REINST. FEE 4510.21,CONVERSION OUPD CLOSED
CFS15-03-27-002735,UPD,3/27/15 3:14,,Common Name: RIVERPARK TOWERS APTS. Location Detail: BUILDING 33,CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,
CFS15-03-27-002740,UPD-150390,3/27/15 8:24,3/27/15 8:24,UNIVERSITY TERRACE Common Name: PARKING LOT 84,"CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",CONVERSION OUPD CLOSED
CFS15-03-27-002742,UPD,3/27/15 9:07,,E.CIRCLE DR. RIDGES Common Name: BUILDING 19,FIRE ALARM,
CFS15-03-27-002745,UPD-150391,3/27/15 11:36,3/26/15 23:00,70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL,TELECOMMUNICATIONS HARASSMENT,CONVERSION OUPD - OPEN
CFS15-03-27-002750,UPD,3/27/15 15:36,,HDL LOT Common Name: PARKING LOT 154,DISORDERLY CONDUCT OFFENSES,
