date_reported,time_reported,location,date_occurred,time_occurred,case_number,university,incident
2013-02-18,10:33,107 N Caraway Road,2013-02-18,09:35,13-00196,Arkansas State University-Main Campus,Accident - Hit and Run
2013-02-18,10:42,Unknown,2013-02-18,10:42,13-00197,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-18,12:00,Sidewalk on Aggie Road Adjacent to the ROTC Building,2013-02-18,13:45,13-00198,Arkansas State University-Main Campus,The Arkansas Clean Air on Campus Act of 2009
2013-02-18,12:20,Unknown,2013-02-18,12:20,13-00199,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-18,12:25,Unknown,2013-02-18,12:25,13-00200,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-18,12:26,217 Olympic DR,2013-02-18,10:43,13-00201,Arkansas State University-Main Campus,Burglary Alarm
2013-02-18,22:20,2301 E Johnson AVE,2013-02-23,03:35,13-00236,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2013-02-18,22:30,2505 Aggie Road,2013-02-18,21:35,13-00202,Arkansas State University-Main Campus,Sick or Injured person
2013-02-19,00:50,2509 Aggie Road,2013-02-19,00:35,13-00203,Arkansas State University-Main Campus,"PURCHASE, POSSESSION OF INTOXICATING LIQUOR BY MINOR University Referral - Alcohol Violation University Referral - Residence Hall Violation"
2013-02-19,08:19,113 Dean ST,2013-02-19,08:00,13-00204,Arkansas State University-Main Campus,Found Article/Property
2013-02-19,10:06,UNKNOWN,2013-02-19,10:06,13-00205,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-19,12:07,UNKNOWN,2013-02-19,12:07,13-00206,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-19,12:14,NA,2013-02-19,12:14,13-00207,Arkansas State University-Main Campus,"NA"
2013-02-19,12:51,UNKNOWN,2013-02-19,12:51,13-00208,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-19,18:49,AGGIE ROAD,2013-02-19,18:49,13-00209,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
2013-02-19,23:46,1613 Latourette LN G,2013-02-19,23:46,13-00210,Arkansas State University-Main Campus,"Drunk, Insane, or Disorderly"
2013-02-20,12:16,2405 Aggie Way,2013-02-20,11:46,13-00211,Arkansas State University-Main Campus,Sick or Injured person
2013-02-20,13:08,Unknown,2013-02-20,13:08,13-00212,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-20,13:13,Unknown,2013-02-20,13:13,13-00213,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-20,13:34,Unknown,2013-02-20,13:34,13-00214,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-20,15:24,1115 University Loop East Building #1,2013-02-19,21:15,13-00215,Arkansas State University-Main Campus,University Referral - Drug Violation University Referral - Dishonesty
2013-02-20,18:15,2505 Aggie Road,2013-02-20,22:15,13-00216,Arkansas State University-Main Campus,Sick or Injured person
2013-02-20,18:28,2515 Danner Bldg 3 ST,2013-02-20,15:00,13-00217,Arkansas State University-Main Campus,Sick or Injured person
2013-02-20,21:10,2331 U ST,2013-02-20,18:40,13-00218,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2013-02-20,21:40,3333 Stadium BLVD B,2013-02-20,16:52,13-00219,Arkansas State University-Main Campus,Burglary Alarm
2013-02-20,21:59,3333 Stadium BLVD B,2013-02-20,21:59,13-00220,Arkansas State University-Main Campus,Burglary Alarm
2013-02-20,22:10,2407 Quapaw Way,2013-02-20,19:50,13-00221,Arkansas State University-Main Campus,Welfare Concern
2013-02-20,22:17,2629 Cherokee ST,2013-02-20,20:10,13-00222,Arkansas State University-Main Campus,Fire Alarm
2013-02-21,01:43,125 Dean  ST,2013-02-20,23:10,13-00223,Arkansas State University-Main Campus,University Referral - Drug Violation University Referral - Residence Hall Violation
2013-02-21,02:34,Aggie Rd. near lot SW-4 entrance gate,2013-02-21,00:30,13-00224,Arkansas State University-Main Campus,The Arkansas Clean Air on Campus Act of 2009
2013-02-21,08:55,1915 Aggie Road,2013-02-22,09:22,13-00225,Arkansas State University-Main Campus,Found Article/Property
2013-02-21,11:05,Unknown,2013-02-21,10:53,13-00226,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-21,11:08,101 N Caraway Road,2013-02-21,10:20,13-00227,Arkansas State University-Main Campus,Found Article/Property
2013-02-21,14:00,Unknown,2013-02-21,14:00,13-00228,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-21,16:55,2509 Aggie Road,2013-02-21,16:23,13-00229,Arkansas State University-Main Campus,Fire Alarm
2013-02-22,03:01,2509 Aggie Road,2013-02-22,00:45,13-00230,Arkansas State University-Main Campus,University Referral - Alcohol Violation University Referral - Residence Hall Violation
2013-02-22,04:36,2509 Aggie Road,2013-02-22,03:54,13-00231,Arkansas State University-Main Campus,PUBLIC INTOXICATION - DRINKING IN PUBLIC University Referral - Alcohol Violation
2013-02-22,05:05,119 Dean ST,2013-02-22,04:24,13-00232,Arkansas State University-Main Campus,University Referral - Alcohol Violation
2013-02-22,14:24,UNKNOWN,2013-02-22,14:24,13-00233,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-23,02:54,101 N Caraway Road,2013-02-22,22:30,13-00234,Arkansas State University-Main Campus,Found Article/Property
2013-02-23,03:17,2509 Aggie Road,2013-02-23,00:50,13-00235,Arkansas State University-Main Campus,University Referral - Residence Hall Violation
2013-02-23,04:08,2509 Aggie Road,2013-02-23,01:35,13-00237,Arkansas State University-Main Campus,University Referral - Residence Hall Violation
2013-02-23,18:52,101 N Caraway Road,2013-02-23,11:30,13-00238,Arkansas State University-Main Campus,MISSING PERSON
2013-02-23,22:42,2509 Aggie Road 328,2013-02-23,22:05,13-00239,Arkansas State University-Main Campus,University Referral - Residence Hall Violation
2013-02-23,23:32,217 Olympic DR,2013-02-23,17:00,13-00240,Arkansas State University-Main Campus,"THEFT $1,000 OR LESS - ALL OTHERS"
2013-02-24,01:11,Johnson / University Loop,2013-02-24,00:19,13-00241,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
2013-02-24,03:17,2509 Aggie Road,2013-02-24,01:30,13-00242,Arkansas State University-Main Campus,DISORDERLY CONDUCT / UNREASONABLE OR EXCESSIVE BEHAVIOR OUT OF TOWN WARRANT/ASSIST University Referral - Disorderly Conduct University Referral - Alcohol Violation
2013-02-24,20:31,2505 Aggie Road,2013-02-24,19:22,13-00243,Arkansas State University-Main Campus,"THEFT $1,000 OR LESS - ALL OTHERS"
2013-02-24,22:06,113 Dean ST,2013-02-24,21:30,13-00244,Arkansas State University-Main Campus,BATTERY - 3RD DEGREE / RECKLESSLY CAUSES INJURY
2013-02-25,03:26,500 N Caraway RD,2013-02-24,22:45,13-00245,Arkansas State University-Main Campus,University Referral - Disorderly Conduct
2013-02-25,07:46,101 N Caraway Road,2013-02-25,07:24,13-00246,Arkansas State University-Main Campus,Found Article/Property
2013-02-25,07:49,Unkown,2013-02-20,12:00,13-00247,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-25,09:34,125 Dean  ST,2013-02-25,09:10,13-00248,Arkansas State University-Main Campus,Sick or Injured person
2013-02-25,10:14,Unknown,2013-02-25,10:14,13-00249,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-25,13:17,2604 Quapaw Way,2013-02-25,12:45,13-00250,Arkansas State University-Main Campus,The Arkansas Clean Air on Campus Act of 2009
2013-02-25,14:08,113 Dean ST,2013-02-25,13:00,13-00251,Arkansas State University-Main Campus,"CRIMINAL MISCHIEF - 1ST DEGREE / PROPERTY OF ANOTHER W/VALUE OF $1,000 OR LESS"
2013-02-25,18:08,2509 Aggie Road 323,2013-02-24,21:45,13-00252,Arkansas State University-Main Campus,University Referral - Residence Hall Violation
2013-02-25,19:58,101 N Caraway Road,2013-02-25,19:30,13-00253,Arkansas State University-Main Campus,Found Article/Property
2013-02-25,21:59,2509 Aggie Road,2013-02-25,20:40,13-00254,Arkansas State University-Main Campus,University Referral - Residence Hall Violation
2013-02-25,22:23,2509 Aggie Road,2013-02-25,21:10,13-00255,Arkansas State University-Main Campus,University Referral - Residence Hall Violation
2013-02-26,09:11,Unknown,2013-02-26,09:11,13-00256,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-26,09:57,2509 Aggie Road,2013-02-26,09:57,13-00257,Arkansas State University-Main Campus,Found Article/Property
2013-02-26,12:10,Unknown,2013-02-26,12:10,13-00258,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-26,13:45,Unknown,2013-02-26,13:45,13-00259,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-26,15:40,Unknown,2013-02-26,08:00,13-00260,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-26,21:35,2505 Aggie Road,2013-02-26,21:00,13-00261,Arkansas State University-Main Campus,"THEFT $1,000 OR LESS - ALL OTHERS BREAKING OR ENTERING / BUILDING OR STRUCTURE"
2013-02-26,23:19,2605 A ST,2013-02-26,22:55,13-00262,Arkansas State University-Main Campus,Found Article/Property
2013-02-27,01:20,113 Dean ST,2013-02-27,06:59,13-00263,Arkansas State University-Main Campus,University Referral - Drug Violation
2013-02-27,08:31,Unknown,2013-02-26,08:31,13-00264,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-27,12:36,UnknowN,2013-02-25,12:36,13-00265,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-27,14:30,111 N Caraway Road,2013-02-27,12:45,13-00266,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2013-02-27,17:01,Unknown,2013-02-13,09:00,13-00267,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-27,17:30,Unknown,2013-02-13,09:00,13-00268,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-27,21:56,106 N Caraway Road,2013-02-27,20:45,13-00269,Arkansas State University-Main Campus,Welfare Concern
2013-02-28,08:18,Unknown,2013-02-28,08:18,13-00270,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-28,08:39,Unknown,2013-02-28,08:39,13-00271,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-28,10:11,Unknown,2013-02-28,10:11,13-00272,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-28,10:23,Unknown,2013-02-28,10:23,13-00273,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-28,10:57,Unknown,2013-02-28,10:57,13-00274,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-28,13:26,Unknown,2013-02-28,13:26,13-00275,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-28,14:05,Unknown,2013-02-28,14:05,13-00276,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-28,14:58,Unknown,2013-02-28,14:58,13-00277,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-28,15:11,Unknown,2013-02-28,15:11,13-00278,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-28,15:50,Unknown,2013-02-28,15:50,13-00279,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-28,16:11,Unknown,2013-02-28,16:11,13-00280,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-28,19:44,111 N Caraway Road,2013-02-27,18:35,13-00281,Arkansas State University-Main Campus,Vehicle Tow
2013-02-28,20:43,UNKNOWN,2013-02-28,16:43,13-00282,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-02-28,21:17,UNKNOWN,2013-02-28,16:42,13-00283,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-03-01,04:12,113 Dean ST,2013-03-01,04:05,13-00284,Arkansas State University-Main Campus,"PURCHASE, POSSESSION OF INTOXICATING LIQUOR BY MINOR University Referral - Alcohol Violation"
2013-03-01,05:23,Marion Berry Parkway / Matthews,2013-02-28,23:20,13-00285,Arkansas State University-Main Campus,University Referral - Drug Violation
2013-03-01,05:33,2509 Aggie Road,2013-03-01,01:36,13-00286,Arkansas State University-Main Campus,University Referral - Residence Hall Violation
2013-03-01,08:45,Unknown,2013-03-01,08:45,13-00287,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-03-01,09:37,Unknown,2013-03-01,09:37,13-00288,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-03-01,09:45,Unknown,2013-03-01,09:45,13-00289,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-03-01,10:32,Unknown,2013-03-01,10:32,13-00290,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-03-01,11:04,Unknown,2013-03-01,11:04,13-00291,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-03-01,12:47,217 Olympic DR,2013-03-01,12:28,13-00292,Arkansas State University-Main Campus,Sick or Injured person
2013-03-01,13:08,Unknown,2013-03-01,13:08,13-00293,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-03-01,13:51,unknown,2013-03-01,13:51,13-00294,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-03-01,14:43,unknown,2013-03-01,14:43,13-00295,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-03-01,16:25,106 N Caraway Road,2013-03-01,15:56,13-00296,Arkansas State University-Main Campus,Fire Alarm
2013-03-01,16:29,Unknown,2013-03-01,16:29,13-00297,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-03-01,16:41,Unknown,2013-03-01,16:41,13-00298,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-03-01,21:02,2819 Quapaw ST,2013-03-01,20:22,13-00299,Arkansas State University-Main Campus,University Referral - Disorderly Conduct
2013-03-02,01:48,121 N Caraway Road,2013-03-02,00:56,13-00300,Arkansas State University-Main Campus,University Referral - Drug Violation
2013-03-02,02:24,119 Dean ST,2013-03-02,02:05,13-00301,Arkansas State University-Main Campus,University Referral - Residence Hall Violation
2013-03-02,03:41,333 Stadium BLVD,2013-03-02,03:27,13-00302,Arkansas State University-Main Campus,Burglary Alarm
2013-03-03,01:09,120 Dean  ST,2013-03-03,00:28,13-00303,Arkansas State University-Main Campus,University Referral - Drug Violation University Referral - Fail To Comply University Referral - Residence Hall Violation CRIMINAL TRESPASS IN OR ON A VEHICLE OR STRUCTURE / PREMISES
2013-03-03,03:42,2509 Aggie Road,2013-03-03,02:10,13-00304,Arkansas State University-Main Campus,University Referral - Alcohol Violation
2013-03-03,03:48,Danner Ave. / University Loop,2013-03-02,23:24,13-00305,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE No Proof of Liability Insurance OUT OF TOWN WARRANT/ASSIST
2013-03-03,17:52,Marion Berry,2013-03-03,14:07,13-00306,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
2013-03-03,21:26,1115 University Loop East Bldg #4,2013-03-03,21:26,13-00307,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2013-03-04,08:11,Unknown,2013-03-04,08:11,13-00308,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-03-04,08:40,Unknown,2013-03-04,08:40,13-00309,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-03-04,08:41,Unknown,2013-03-04,08:41,13-00310,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-03-04,09:05,2713 Pawnee ST A,2013-03-04,07:05,13-00311,Arkansas State University-Main Campus,Found Article/Property
2013-03-04,09:35,Unknown,2013-01-18,09:00,13-00312,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-03-04,11:27,Unknown,2013-03-04,11:27,13-00313,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-03-04,12:50,Aggie Rd / University Loop,2013-03-04,12:40,13-00314,Arkansas State University-Main Campus,The Arkansas Clean Air on Campus Act of 2009
2013-03-04,13:36,Unkown,2013-03-04,13:36,13-00315,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-03-04,15:00,Unknown,2013-03-04,15:00,13-00316,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-03-04,15:07,Unknown,2013-03-04,15:07,13-00317,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-03-04,15:16,Unknown,2013-03-04,15:16,13-00318,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-03-04,15:26,Unknown,2013-03-04,15:26,13-00319,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2013-03-04,15:32,NA,2013-03-04,15:32,13-00320,Arkansas State University-Main Campus,"NA"
