date_occurred,time_occurred,date_reported,case_number,incident,location,time_reported,university
2019-02-14,NA,2019-02-14,2019‐4583,"Driving WhileIntoxicated",Comanche Street,NA,Texas State University
2019-02-13,NA,2019-02-13,2019‐04425,"Possession of DrugParaphernalia",Aquarena Springs Drive,NA,Texas State University
2019-02-13,NA,2019-02-13,2019‐4471,Robbery Aggravated,Blanco Parking Garage,NA,Texas State University
2019-02-13,NA,2019-02-14,2019‐4548,Burglary ‐ Building,Evans Liberal Arts Building,NA,Texas State University
2019-02-12,NA,2019-02-12,2019‐04259,"Possession of DrugParaphernalia",Student Center Drive,NA,Texas State University
2019-02-12,NA,2019-02-12,2019‐04310,Assault ‐ Contact,Mitte Art Building,NA,Texas State University
2019-02-10,NA,2019-02-10,2019‐04126,"Assault ‐ Causes BodilyInjury",Fall Sayers Housing Complex,NA,Texas State University
2019-02-08,NA,2019-02-08,2019‐3826,"Unlawful Possession ofFirearm",Fredericksburg Street,NA,Texas State University
2019-02-07,NA,2019-02-07,2019‐3875,"Possession ofMarijuana",The Tower Hall,NA,Texas State University
2019-02-05,NA,2019-02-05,2019‐3523,Assault ‐ Contact,Quad,NA,Texas State University
2019-02-02,NA,2019-02-02,2019‐3184,MIP‐Alcohol,University Events Center,NA,Texas State University
2019-02-02,NA,2019-02-02,2019‐3192,Public Intoxication,University Events Center,NA,Texas State University
2019-02-01,NA,2019-02-01,2019‐3088,POCS Group 2,Bobcat Village Apartments,NA,Texas State University
2019-01-31,NA,2019-01-31,2019‐2997,"Possession of DrugParaphernalia",Matthew Street Garage,NA,Texas State University
2019-01-31,NA,2019-01-31,2019‐2899,Public Intoxication,Other,NA,Texas State University
2019-01-30,NA,2019-01-30,2019‐02870,MIC‐Alcohol,Fall Sayers Housing Complex,NA,Texas State University
2019-01-29,NA,2019-01-29,2019‐02669,"Driving WhileIntoxicated",Edward Gary Street,NA,Texas State University
2019-01-29,NA,2019-01-29,2019‐02747,"Possession of DrugParaphernalia",Matthew Street Garage,NA,Texas State University
2019-01-29,NA,2019-01-29,2019‐02724,"Possession of DrugParaphernalia",Baptist Student Center,NA,Texas State University
2019-01-29,NA,2019-01-29,2019‐02664,"Possession ofMarijuana",Jowers Access,NA,Texas State University
2019-01-28,NA,2019-01-28,2019‐02598,Public Intoxication,"Undergradute AdmissionsCenter",NA,Texas State University
2019-01-27,NA,2019-01-27,2019‐2546,"Possession of DrugParaphernalia",Sterry Hall,NA,Texas State University
2019-01-27,NA,2019-01-27,2019‐2568,"Possession of DrugParaphernalia",Smith Hall 1,NA,Texas State University
2019-01-26,NA,2019-01-26,2019‐2429,"Possession ofMarijuana",Butler Hall,NA,Texas State University
2019-01-25,NA,2019-01-25,2019‐2350,Public Intoxication,Other,NA,Texas State University
2019-01-25,NA,2019-01-25,2019‐2336,"Possession of DrugParaphernalia",Nueces Parking Lot,NA,Texas State University
2019-01-25,NA,2019-01-25,2019‐2388,MIP‐Alcohol,Other,NA,Texas State University
2019-01-25,NA,2019-01-25,2019‐2354,POCS Group 2,Laurel Hall,NA,Texas State University
2019-01-23,NA,2019-01-23,2019‐2153,"Possession of DrugParaphernalia",Angelina Hall,NA,Texas State University
2019-01-22,NA,2019-01-22,2019‐2031,"Possession of DrugParaphernalia",San Marcos Hall,NA,Texas State University
2019-01-22,NA,2019-01-22,2019‐1926,"Possession of DrugParaphernalia",Edward Gary Garage,NA,Texas State University
2019-01-22,NA,2019-01-22,2019‐2007,"Possession of DrugParaphernalia",Blanco Hall,NA,Texas State University
2019-01-19,NA,2019-01-19,2019‐01641,Public Intoxication,Other,NA,Texas State University
2019-01-19,NA,2019-01-19,2019‐01675,Warrant Service,CM Allen PKWY,NA,Texas State University
2019-01-18,NA,2019-01-18,2019‐01557,Public Intoxication,University Drive,NA,Texas State University
2019-01-17,NA,2019-01-17,2019‐01516,"Furnishing Alcohol to aMinor",University Events Center,NA,Texas State University
2019-01-17,NA,2019-01-17,2019‐01478,Public Intoxication,Jones Dining Complex,NA,Texas State University
2019-01-10,NA,2019-01-10,2018‐00851,"Possession ofMarijuana",Holland Street,NA,Texas State University
2019-01-09,NA,2019-01-09,2018‐00809,"Driving While LicenseInvalid",Aquarena Springs Drive,NA,Texas State University
2019-01-08,NA,2019-01-08,2019‐00705,"Driving While LicenseInvalid",N LBJ Drive,NA,Texas State University
2019-01-08,NA,2019-01-08,2019‐00640,Warrant Service,Aquarena Springs Drive,NA,Texas State University
2019-01-06,NA,2019-01-06,2019‐00501,"Open Container inMotor Vehicle",N LBJ Drive,NA,Texas State University
2019-01-04,NA,2019-01-04,2019‐00360,"Possession ofMarijuana",Long St.,NA,Texas State University
2019-01-04,NA,2019-01-04,2019‐00378,Evading Arrest,Comanche Street,NA,Texas State University
2019-01-04,NA,2019-01-04,2019‐00391,"Driving WhileIntoxicated",University Drive,NA,Texas State University
2019-01-03,NA,2019-01-03,2019‐00205,"Driving WhileIntoxicated",Other,NA,Texas State University
2019-01-02,NA,2019-01-02,2019‐00170,"Possession ofMarijuana",Bobcat Village Apartments,NA,Texas State University
2018-12-30,NA,2018-12-30,2018‐34666,"EvadingArrest/Detention:",Other,NA,Texas State University
2018-12-27,NA,2018-12-27,2018‐34359,"Driving WhileIntoxicated",College Inn,NA,Texas State University
2018-12-25,NA,2018-12-25,2018‐34149,"Possession of DrugParaphernalia",Other,NA,Texas State University
2018-12-22,NA,2018-12-22,2018‐33972,"Possession of DrugParaphernalia",Wood Street,NA,Texas State University
2018-12-21,NA,2018-12-21,2018‐33843,"Driving While LicenseInvalid",Comanche Street,NA,Texas State University
2018-12-16,NA,2018-12-16,2018‐33343,"Driving WhileIntoxicated",Aquarena Springs Drive,NA,Texas State University
2018-12-15,NA,2018-12-15,2018‐33216,"Driving WhileIntoxicated",River House,NA,Texas State University
2018-12-15,NA,2018-12-15,2018‐33305,"Possession ofMarijuana",Hutchison Street,NA,Texas State University
2018-12-15,NA,2018-12-15,2018‐33312,"Possession ofMarijuana",Bobcat Village Apartments,NA,Texas State University
2018-12-13,NA,2018-12-13,2018‐33051,"Possession of DrugParaphernalia",Bobcat Village Apartments,NA,Texas State University
2018-12-12,NA,2018-12-12,2018‐32965,"Possession of DrugParaphernalia",Wood Street Parking Garage,NA,Texas State University
2018-12-12,NA,2018-12-12,2018‐32871,"Possession of DrugParaphernalia",San Marcos Hall Parking Garage,NA,Texas State University
2018-12-11,NA,2018-12-11,2018‐32841,"Possession of DrugParaphernalia",Matthew Street Garage,NA,Texas State University
2018-12-09,NA,2018-12-09,2018‐32644,MIC‐Alcohol,Other,NA,Texas State University
2018-12-09,NA,2018-12-09,2018‐32594,MIP‐Alcohol,McCoy Hall,NA,Texas State University
2018-12-07,NA,2018-12-07,2018‐32415,POCS Group 3,Blanco Garage,NA,Texas State University
2018-12-05,NA,2018-12-05,2018‐32197,"Possession of DrugParaphernalia",Comanche Street,NA,Texas State University
2018-12-05,NA,2018-12-05,2018‐32293,POCS Group 2,Aquarena Springs Drive,NA,Texas State University
2018-12-05,NA,2018-12-05,2018‐32289,"Possession of DrugParaphernalia",Old Ranch Road 12,NA,Texas State University
2018-12-05,NA,2018-12-05,2018‐32269,Reckless Driving,Edward Gary Garage,NA,Texas State University
2018-12-03,NA,2018-12-03,2018‐32076,Sexual Assault,Bobcat Village Apartments,NA,Texas State University
2018-12-02,NA,2018-12-02,2018‐31931,Public Intoxication,Moore Street,NA,Texas State University
2018-12-02,NA,2018-12-02,2018‐31915,"Possession of DrugParaphernalia",Other,NA,Texas State University
2018-12-01,NA,2018-12-01,2018‐31846,MIC‐Alcohol,Post Road,NA,Texas State University
2018-12-01,NA,2018-12-01,2018‐31847,"Driving WhileIntoxicated",Other,NA,Texas State University
2018-11-30,NA,2018-11-30,2018‐31826,"Possession ofMarijuana",Glade Outdoor Theatre,NA,Texas State University
2018-11-28,NA,2018-11-28,2018‐31478,"Driving WhileIntoxicated",Aquarena Springs Drive,NA,Texas State University
2018-11-27,NA,2018-11-27,2018‐31364,"Possession of DrugParaphernalia",Edward Gary Garage,NA,Texas State University
2018-11-27,NA,2018-11-27,2018‐31373,Public Intoxication,Other,NA,Texas State University
2018-11-26,NA,2018-11-26,2018‐31337,"Possession ofMarijuana",Edward Gary Garage,NA,Texas State University
2018-11-25,NA,2018-11-25,2018‐31206,MIP‐Alcohol,Other,NA,Texas State University
2018-11-24,NA,2018-11-24,2018‐31142,"Driving While LicenseInvalid",Other,NA,Texas State University
2018-11-21,NA,2018-11-21,2018‐30836,Public Intoxication,Hutchison Street,NA,Texas State University
2018-11-20,NA,2018-11-20,2018‐30785,"Possession of DrugParaphernalia",San Jacinto Hall,NA,Texas State University
2018-11-20,NA,2018-11-20,2018‐30784,"Possession of DrugParaphernalia","J.C. Kellam AdministrationBuilding",NA,Texas State University
2018-11-20,NA,2018-11-20,2018‐30733,"Possession of DrugParaphernalia",Blanco Hall,NA,Texas State University
2018-11-19,NA,2018-11-19,2018‐30722,"Possession of DrugParaphernalia",Smith Hall 1,NA,Texas State University
2018-11-18,NA,2018-11-18,2018‐30660,"Possession ofMarijuana",San Marcos Hall,NA,Texas State University
2018-11-18,NA,2018-11-18,2018‐30652,"Possession of DrugParaphernalia",San Marcos Hall,NA,Texas State University
2018-11-18,NA,2018-11-18,2018‐30622,"Possession of DrugParaphernalia",San Jacinto Hall,NA,Texas State University
2018-11-17,NA,2018-11-17,2018‐30557,"Assault ‐ FamilyViolence",Bobcat Village Apartments,NA,Texas State University
2018-11-17,NA,2018-11-17,2018‐30565,"Possession of DrugParaphernalia",Sterry Hall,NA,Texas State University
2018-11-16,NA,2018-11-16,2018‐30434,"Possession of DrugParaphernalia",Other,NA,Texas State University
2018-11-15,NA,2018-11-15,2018‐30332,"Possession of DrugParaphernalia",Bobcat Village Apartments,NA,Texas State University
2018-11-15,NA,2018-11-15,2018‐30254,"Possession of DrugParaphernalia",Matthew Street Garage,NA,Texas State University
2018-11-14,NA,2018-11-14,2018‐30324,"Possession of DrugParaphernalia",Speck Parking Lot,NA,Texas State University
2018-11-14,NA,2018-11-14,2018‐30252,"Possession of DrugParaphernalia",Other,NA,Texas State University
2018-11-11,NA,2018-11-11,2018‐30086,Sexual Assault,San Gabriel,NA,Texas State University
2018-11-10,NA,2018-11-10,2018‐29976,MIP‐Alcohol,San Marcos Hall Parking Garage,NA,Texas State University
2018-11-09,NA,2018-11-09,2018‐29920,POCS Group 2,Freeman Aquatic Biology Bldg,NA,Texas State University
2018-11-08,NA,2018-11-08,2018‐29858,"Possession of DrugParaphernalia",Blanco Garage,NA,Texas State University
2018-11-05,NA,2018-11-05,2018‐29505,"Assault ‐ Causes BodilyInjury",LBJ Street,NA,Texas State University
2018-11-04,NA,2018-11-04,2018‐29483,"Possession of DrugParaphernalia",Beretta Hall,NA,Texas State University
2018-11-03,NA,2018-11-03,2018‐29370,"Possession ofMarijuana",University Drive,NA,Texas State University
2018-11-03,NA,2018-11-03,2018‐29365,"Possession of DrugParaphernalia",Sewell Park,NA,Texas State University
2018-11-01,NA,2018-11-01,2018‐29175,"Driving WhileIntoxicated",Harvard Street,NA,Texas State University
2018-11-01,NA,2018-11-01,2018‐29238,"Possession ofMarijuana",Comanche Street,NA,Texas State University
2018-11-01,NA,2018-11-01,2018‐29184,"Possession ofMarijuana",Cogeneration Plant,NA,Texas State University
2018-11-01,NA,2018-11-01,2018‐29251,"Possession of DrugParaphernalia",Bobcat Village Apartments,NA,Texas State University
2018-11-01,NA,2018-11-01,2018‐29230,"Assault ‐ FamilyViolence",Bobcat Village Apartments,NA,Texas State University
2018-10-31,NA,2018-10-31,2018‐29129,"Possession of DrugParaphernalia",Hopkins Street,NA,Texas State University
2018-10-30,NA,2018-10-30,2018‐29034,POCS Group 1,Talbot Street,NA,Texas State University
2018-10-30,NA,2018-10-30,2018‐29072,"Possession of DrugParaphernalia",Matthew Street Garage,NA,Texas State University
2018-10-30,NA,2018-10-30,2018‐28990,Warrant Service,Physical Plant,NA,Texas State University
2018-10-28,NA,2018-10-28,2018‐28877,"Possession of DrugParaphernalia",College Inn,NA,Texas State University
2018-10-28,NA,2018-10-28,2018‐28880,"Driving WhileIntoxicated",Nelson Center,NA,Texas State University
2018-10-28,NA,2018-10-28,2018‐28914,POCS Group 1,Alamo Street,NA,Texas State University
2018-10-28,NA,2018-10-28,2018‐28875,"Possession ofDangerous Drug",Speck Parking Lot,NA,Texas State University
2018-10-27,NA,2018-10-27,2018‐28830,"Driving WhileIntoxicated",Coliseum Parking Lot,NA,Texas State University
2018-10-27,NA,2018-10-27,2018‐28805,Warrant Service,I‐35 North,NA,Texas State University
2018-10-27,NA,2018-10-27,2018‐28774,"Possession of DrugParaphernalia",Saltgrass Steak House,NA,Texas State University
2018-10-26,NA,2018-10-26,2018‐28707,Public Intoxication,Spring Lake Hall,NA,Texas State University
2018-10-26,NA,2018-10-26,2018‐28671,"Possession of DrugParaphernalia",Blanco Garage,NA,Texas State University
2018-10-25,NA,2018-10-25,2018‐28592,Warrant Service,Falls Hall,NA,Texas State University
2018-10-25,NA,2018-10-25,2018‐28626,"Possession ofMarijuana",Chautauqua,NA,Texas State University
2018-10-25,NA,2018-10-25,2018‐28584,"Possession ofMarijuana",Matthew Street Garage,NA,Texas State University
2018-10-25,NA,2018-10-25,2018‐28603,Warrant Service,"Roy F. Mitte Technology &Physics Bldg",NA,Texas State University
2018-10-25,NA,2018-10-25,2018‐28564,Warrant Service,Gaillardia Hall,NA,Texas State University
2018-10-25,NA,2018-10-25,2018‐28568,Warrant Service,Butler Hall,NA,Texas State University
2018-10-24,NA,2018-10-24,2018‐28543,Warrant Service,Smith Hall 1,NA,Texas State University
2018-10-24,NA,2018-10-24,2018‐28445,POCS Group 2,Speck Parking Lot,NA,Texas State University
2018-10-22,NA,2018-10-22,2018‐28336,"Possession ofMarijuana",Sterry Hall,NA,Texas State University
2018-10-22,NA,2018-10-22,2018‐28287,"Driving WhileIntoxicated",Comanche Street,NA,Texas State University
2018-10-21,NA,2018-10-21,2018‐28205,Public Intoxication,"Angelina San Gabriel HousingComplex",NA,Texas State University
2018-10-20,NA,2018-10-20,2018‐28148,"Driving WhileIntoxicated",Hopkins Street,NA,Texas State University
2018-10-20,NA,2018-10-20,2018‐28133,"Driving WhileIntoxicated",Bobcat Stadium,NA,Texas State University
2018-10-19,NA,2018-10-19,2018‐28067,"Possession ofMarijuana",LBJ Drive,NA,Texas State University
2018-10-19,NA,2018-10-19,2018‐28051,Public Intoxication,Other,NA,Texas State University
2018-10-18,NA,2018-10-18,2018‐27985,Prohibited Weapons,Aquarena Springs Drive,NA,Texas State University
2018-10-17,NA,2018-10-17,2018‐27817,"Possession ofMarijuana",Matthew Street Garage,NA,Texas State University
2018-10-17,NA,2018-10-17,2018‐27823,"Possession ofMarijuana",San Marcos Hall Parking Garage,NA,Texas State University
2018-10-16,NA,2018-10-16,2018‐27782,Sexual Assault,ctmc,NA,Texas State University
2018-10-14,NA,2018-10-14,2018‐27616,Public Intoxication,Sewell Park,NA,Texas State University
2018-10-13,NA,2018-10-13,2018‐27514,MIC‐Alcohol,Jackson Hall,NA,Texas State University
2018-10-13,NA,2018-10-13,2018‐27561,"Possession of DrugParaphernalia",Glade Outdoor Theatre,NA,Texas State University
2018-10-13,NA,2018-10-13,2018‐27490,"Possession ofMarijuana",Glade Outdoor Theatre,NA,Texas State University
2018-10-13,NA,2018-10-13,2018‐27563,"Possession of DrugParaphernalia",Glade Outdoor Theatre,NA,Texas State University
2018-10-12,NA,2018-10-12,2018‐27408,MIP‐Alcohol,Speck Street,NA,Texas State University
2018-10-12,NA,2018-10-12,2018‐27453,"Possession of DrugParaphernalia",San Marcos Hall Parking Garage,NA,Texas State University
2018-10-11,NA,2018-10-11,2018‐27335,"Possession of DrugParaphernalia",Alamo Street,NA,Texas State University
2018-10-11,NA,2018-10-11,2018‐27371,Public Intoxication,"University Event Center ParkingLot",NA,Texas State University
2018-10-10,NA,2018-10-10,2018‐27198,"Possession ofMarijuana",Bobcat Village Apartments,NA,Texas State University
2018-10-09,NA,2018-10-09,2018‐27160,MIC‐Alcohol,Bobcat Village Apartments,NA,Texas State University
2018-10-09,NA,2018-10-09,2018‐27072,"Driving While LicenseInvalid",Hopkins Street,NA,Texas State University
2018-10-09,NA,2018-10-09,201827148,"Possession ofMarijuana",San Marcos Hall Parking Garage,NA,Texas State University
2018-10-07,NA,2018-10-07,2018‐26912,Public Intoxication,Guadalupe Street,NA,Texas State University
2018-10-06,NA,2018-10-06,2018‐26819,Evading Arrest,River House,NA,Texas State University
2018-10-06,NA,2018-10-06,2018‐26815,Failure to ID,Aquarena Springs Drive,NA,Texas State University
2018-10-06,NA,2018-10-06,2018‐26857,Failure to ID,Aquarena Springs Drive,NA,Texas State University
2018-10-06,NA,2018-10-06,2018‐26829,MIP‐Alcohol,Coliseum Parking Lot,NA,Texas State University
2018-10-06,NA,2018-10-06,2018‐26849,MIP‐Alcohol,Coliseum Parking Lot,NA,Texas State University
2018-10-06,NA,2018-10-06,2018‐26860,"Driving WhileIntoxicated",Coliseum Parking Lot,NA,Texas State University
2018-10-06,NA,2018-10-06,2018‐26850,MIP‐Alcohol,Coliseum Parking Lot,NA,Texas State University
2018-10-05,NA,2018-10-05,2018‐26803,"Possession ofMarijuana",Speck Street,NA,Texas State University
2018-10-04,NA,2018-10-04,2018‐26624,"Possession of DrugParaphernalia",Speck Street,NA,Texas State University
2018-10-03,NA,2018-10-03,1826533,"Possession of DrugParaphernalia",Glade Outdoor Theatre,NA,Texas State University
2018-10-03,NA,2018-10-03,1826603,Warrant Service,Hopkins Street,NA,Texas State University
2018-10-03,NA,2018-10-03,1826555,"Possession of DrugParaphernalia",Saltgrass Steak House,NA,Texas State University
