case_number,date_occurred,date_reported,incident,location,university,time_occurred,time_reported
U13‐18818,2013-10-05,2013-10-05,THEFT: MISDEMEANOR,1520 15TH,University of Kansas,NA,NA
U13‐18615,2013-10-03,2013-10-03,DUI (ARREST),1266 OREAD,University of Kansas,NA,NA
U13‐18638,2013-10-03,2013-10-03,KU MEDICAL EMERGENCY,1605 IRVING HILL,University of Kansas,NA,NA
U13‐18645,2013-10-03,2013-10-03,THEFT: MISDEMEANOR,1740 WATKINS CENTER,University of Kansas,NA,NA
U13‐18725,2013-10-04,2013-10-04,KU OTHER AGENCY ASSIST,BOB BILLINGS,University of Kansas,NA,NA
U13‐18805,2013-10-05,2013-10-05,KU MEDICAL EMERGENCY,1101 MISSISSIPPI,University of Kansas,NA,NA
U13‐18863,2013-10-06,2013-10-06,KU MEDICAL EMERGENCY,1734 ENGEL,University of Kansas,NA,NA
U13‐18607,2013-10-03,2013-10-03,KU MEDICAL EMERGENCY,1632 ENGEL,University of Kansas,NA,NA
U13‐18608,2013-10-03,2013-10-03,KU MEDICAL EMERGENCY,500 WEST 11TH,University of Kansas,NA,NA
U13‐18610,2013-10-02,2013-10-03,BURGLARY; VEHICLE WITH INTENT TO S,1440 JAYHAWK,University of Kansas,NA,NA
U13‐18673,2013-10-04,2013-10-04,THEFT: MISDEMEANOR,1301 OHIO,University of Kansas,NA,NA
U13‐18685,2013-10-04,2013-10-04,KU MEDICAL EMERGENCY,1320 JAYHAWK,University of Kansas,NA,NA
U13‐18796,2013-10-05,2013-10-05,KU MEDICAL EMERGENCY,1101 MISSISSIPPI,University of Kansas,NA,NA
U13‐18812,2013-10-05,2013-10-05,KU MEDICAL EMERGENCY,1101 MISSISSIPPI,University of Kansas,NA,NA
U13‐18846,2013-10-05,2013-10-05,THEFT: LOST‐MISLAID PROPERTY,1101 MISSISSIPPI,University of Kansas,NA,NA
U13‐18902,2013-10-05,2013-10-06,CRIMINAL DAMAGE TO PROPERTY: MIS ,30 ENGEL,University of Kansas,NA,NA
U13‐18923,2013-10-06,2013-10-06,THEFT: MISDEMEANOR,1603 15TH,University of Kansas,NA,NA
U13‐18868,2013-10-06,2013-10-06,KU LOST/FOUND PROPERTY,500 WEST 11TH,University of Kansas,NA,NA
U13‐18871,2013-10-06,NA,MEDICAL EMERGENCY,1301 JAYHAWK,University of Kansas,NA,NA
U13‐18937,2013-10-07,NA,OTHER AGENCY ASSIST,1530 ENGEL,University of Kansas,NA,NA
U13‐19024,2013-03-04,2013-10-08,THEFT: MISDEMEANOR,1345 LOUISANA,University of Kansas,NA,NA
U13‐18806,2013-10-05,2013-10-05,KU MEDICAL EMERGENCY,1101 MISSISSIPPI,University of Kansas,NA,NA
U13‐18768,2013-10-05,2013-10-05,KU MEDICAL EMERGENCY,500 WEST 11TH,University of Kansas,NA,NA
U13‐18885,2013-10-06,2013-10-06,DUI (ARREST),FAMBROUGH,University of Kansas,NA,NA
U13‐19028,2013-10-08,2013-10-08,KU INVESTIGATIVE,1815 NAISMITH,University of Kansas,NA,NA
U13‐19027,2013-10-08,2013-10-08,KU MISCELLANEOUS (INFO),1000 SUNNYSIDE,University of Kansas,NA,NA
U13‐19079,2013-10-09,2013-10-09,THEFT: LOST‐MISLAID PROPERTY,1445 JAYHAWK,University of Kansas,NA,NA
U13‐18855,2013-10-05,2013-10-05,MIP: CMB‐ALCOHOL,1632 ENGEL,University of Kansas,NA,NA
U13‐19115,2013-10-06,2013-10-10,BURGLARY; VEHICLE TO COMMIT FELON ,15 NAISMITH,University of Kansas,NA,NA
U13‐19123,2013-10-10,2013-10-10,KU ACCIDENT (NON‐VEHICULAR),1122 JRP,University of Kansas,NA,NA
U13‐19125,2013-09-07,2013-10-10,CRIMINAL DAMAGE TO PROPERTY: MIS ,50 ALLEN FIELDHOUSE SE,University of Kansas,NA,NA
U13‐18988,2013-10-07,2013-10-07,POSSESSION OF DRUG PARAPHERNALIA ,03 15TH,University of Kansas,NA,NA
U13‐19017,2013-10-08,2013-10-08,POSSESSION OF DRUG PARAPHERNALIA ,15 NAISMITH,University of Kansas,NA,NA
U13‐19040,2013-10-08,2013-10-08,KU MISCELLANEOUS (INFO),1603 15TH,University of Kansas,NA,NA
U13‐19084,2013-10-09,2013-10-09,KU MEDICAL EMERGENCY,1541 LILAC,University of Kansas,NA,NA
U13‐19102,2013-10-10,2013-10-10,KU MEDICAL EMERGENCY,500 WEST 11TH,University of Kansas,NA,NA
U13‐19517,2013-10-16,2013-10-16,THEFT OF PROPERTY OR SERVICES; VALU ,40 WATKINS CENTER,University of Kansas,NA,NA
U13‐19517,2013-10-16,2013-10-16,THEFT OF PROPERTY OR SERVICES; VALU ,40 WATKINS CENTER,University of Kansas,NA,NA
U13‐19621,2013-10-17,2013-10-18,THEFT: LOSS <$,00; INTENT TO PERMA 1530 ENGEL,University of Kansas,NA,NA
U13‐20057,2013-10-23,2013-10-23,KU OTHER AGENCY ASSIST,1600 HASKELL,University of Kansas,NA,NA
U13‐20111,2013-10-25,2013-10-25,DUI (ARREST),1000 SUNNYSIDE,University of Kansas,NA,NA
U13‐20181,2013-10-26,2013-10-26,KU MEDICAL EMERGENCY,1800 ENGEL,University of Kansas,NA,NA
U13‐20273,2013-10-27,2013-10-27,POSSESSION OF FAKE DL,1815 NAISMITH,University of Kansas,NA,NA
U13‐17266,2013-09-15,2013-09-15,KU MEDICAL EMERGENCY,1632 ENGEL,University of Kansas,NA,NA
U13‐17275,2013-09-15,2013-09-15,KU MISCELLANEOUS (INFO),1632 ENGEL,University of Kansas,NA,NA
U13‐17624,2013-09-20,2013-09-20,WARRANT ARREST; ARREST BY LEO; OU ,01 IRVING HILL,University of Kansas,NA,NA
U13‐17684,2013-09-21,2013-09-21,POSSESSION OF DRUG PARAPHERNALIA ,00 ENGEL,University of Kansas,NA,NA
U13‐17765,2013-09-21,2013-09-21,KU MEDICAL EMERGENCY,1467 JAYHAWK,University of Kansas,NA,NA
U13‐17781,2013-09-21,2013-09-21,INTERFERENCE W/DUTIES OF A POLICE ,04 ALUMNI,University of Kansas,NA,NA
U13‐17810,2013-09-22,2013-09-22,KU MEDICAL EMERGENCY,1530 ENGEL,University of Kansas,NA,NA
U13‐17387,2013-09-13,2013-09-16,THEFT: MISDEMEANOR,1301 JAYHAWK,University of Kansas,NA,NA
U13‐17565,2013-09-18,2013-09-19,CRIMINAL DAMAGE TO PROPERTY: MIS ,15 NAISMITH,University of Kansas,NA,NA
U13‐17587,2013-09-19,2013-09-19,THEFT: MISDEMEANOR,1815 NAISMITH,University of Kansas,NA,NA
U13‐17613,2013-09-20,2013-09-20,CRIMINAL TRESPASS,1101 MISSISSIPPI,University of Kansas,NA,NA
U13‐17605,2013-09-19,2013-09-19,POSSESSION OF MARIJUANA AND THC ,15 NAISMITH,University of Kansas,NA,NA
U13‐17644,2013-09-19,2013-09-19,DUTY OF DRIVER TO REPORT ACCIDENT ,61 OREAD,University of Kansas,NA,NA
U13‐17783,2013-09-21,2013-09-21,TRANSPORTING OPEN CONTAINER (ARR,14TH,University of Kansas,NA,NA
U13‐17607,2013-09-20,2013-09-20,KU MEDICAL EMERGENCY,420 11TH,University of Kansas,NA,NA
U13‐17611,2013-09-20,2013-09-20,THEFT: MISDEMEANOR,13TH,University of Kansas,NA,NA
U13‐17630,2013-09-20,2013-09-20,KU MISCELLANEOUS (INFO),1605 IRVING HILL,University of Kansas,NA,NA
U13‐17667,2013-09-20,2013-09-20,Failure to appear.,1530 NAISMITH,University of Kansas,NA,NA
U13‐17893,2013-09-20,2013-09-23,CRIMINAL DAMAGE TO PROPERTY: MIS ,04 ALUMNI,University of Kansas,NA,NA
U13‐18227,2013-09-28,2013-09-28,MIP: CMB‐ALCOHOL,12TH,University of Kansas,NA,NA
U13‐17678,2013-09-20,2013-09-20,KU MEDICAL EMERGENCY,1815 NAISMITH,University of Kansas,NA,NA
U13‐17603,2013-09-19,2013-09-19,POSSESSION OF MARIJUANA AND THC ,0 11TH,University of Kansas,NA,NA
U13‐17641,2013-09-20,2013-09-20,FAILURE TO APPEAR‐TRAFFIC VIOLATIO ,00 ALABAMA,University of Kansas,NA,NA
U13‐17793,2013-09-22,2013-09-22,CONSUMING IN PUBLIC; LIQUOR,1345 LOUISIANA,University of Kansas,NA,NA
U13‐17816,2013-09-22,2013-09-22,Possess opiates/opium/narc drug and c ,19 BECKER,University of Kansas,NA,NA
U13‐17829,2013-09-21,2013-09-22,CRIMINAL DAMAGE TO PROPERTY: MIS ,43 ALUMNI,University of Kansas,NA,NA
U13‐17799,2013-09-22,2013-09-22,POSSESSION OF FAKE DL,1734 ENGEL,University of Kansas,NA,NA
U13‐17887,2013-09-23,2013-09-23,KU MEDICAL EMERGENCY,1530 NAISMITH,University of Kansas,NA,NA
U13‐17691,2013-09-21,2013-09-21,KU OTHER AGENCY ASSIST,12TH,University of Kansas,NA,NA
U13‐17946,2013-09-20,2013-09-24,KU MISCELLANEOUS (INFO),1530 ENGEL,University of Kansas,NA,NA
U13‐18022,2013-09-25,2013-09-25,KU MEDICAL EMERGENCY,1001 SUNNYSIDE,University of Kansas,NA,NA
U13‐18033,2013-09-25,2013-09-25,KU ACCIDENT (NON‐VEHICULAR),1318 LOUISIANA,University of Kansas,NA,NA
U13‐18045,2013-09-25,2013-09-25,KU MEDICAL EMERGENCY,1460 JAYHAWK,University of Kansas,NA,NA
U13‐18075,2013-09-26,2013-09-26,POSSESSION OF MARIJUANA AND THC,1815 NAISMITH,University of Kansas,NA,NA
U13‐18099,2013-09-25,2013-09-26,KU MENTAL,420 11TH,University of Kansas,NA,NA
U13‐17871,2013-09-23,2013-09-23,KU MEDICAL EMERGENCY,1815 NAISMITH,University of Kansas,NA,NA
U13‐17912,2013-09-23,2013-09-23,THEFT: LOST‐MISLAID PROPERTY,1632 ENGEL,University of Kansas,NA,NA
U13‐17896,2013-09-23,2013-09-23,KU MISCELLANEOUS (INFO),1740 WATKINS CENTER,University of Kansas,NA,NA
U13‐18123,2013-09-26,2013-09-26,KU MEDICAL EMERGENCY,1800 ENGEL,University of Kansas,NA,NA
U13‐18109,2013-09-24,2013-09-26,KU INVESTIGATIVE,1520 SUMMERFIELD HALL,University of Kansas,NA,NA
U13‐17902,2013-09-17,2013-09-23,THEFT: MISDEMEANOR,1815 NAISMITH,University of Kansas,NA,NA
U13‐18196,2013-09-27,2013-09-27,,47 ANNA,University of Kansas,NA,NA
U13‐18191,2013-09-27,2013-09-27,KU MEDICAL EMERGENCY,2545 BOB BILLINGS,University of Kansas,NA,NA
U13‐18233,2013-09-28,2013-09-28,DUI (ARREST),1800 ALABAMA,University of Kansas,NA,NA
U13‐18309,2013-09-29,2013-09-29,POSSESSION OF FAKE DL,1800 ENGEL,University of Kansas,NA,NA
U13‐18351,2013-09-29,2013-09-29,KU FIRES,1515 ENGEL,University of Kansas,NA,NA
U13‐18392,2013-09-26,2013-09-30,CRIMINAL DAMAGE TO PROPERTY; WIT ,30 NAISMITH,University of Kansas,NA,NA
U13‐18425,2013-09-30,2013-09-30,KU MEDICAL EMERGENCY,1815 NAISMITH,University of Kansas,NA,NA
U13‐18502,2013-10-01,2013-10-01,KU MEDICAL EMERGENCY,1734 ENGEL,University of Kansas,NA,NA
U13‐18197,2013-09-27,2013-09-27,THEFT: MISDEMEANOR,1740 WATKINS CENTER,University of Kansas,NA,NA
U13‐18234,2013-09-28,2013-09-28,UNLAWFUL USE OF LICENSE OR NONDR ,34 ENGEL,University of Kansas,NA,NA
U13‐18230,2013-09-28,2013-09-28,CONSUMING ALCOHOL IN PUBLIC,12TH,University of Kansas,NA,NA
U13‐18225,2013-09-28,2013-09-28,POSSESSION OF MARIJUANA AND THC ,15 NAISMITH,University of Kansas,NA,NA
U13‐18268,2013-09-28,2013-09-28,SEXUAL BATTERY,1460 JAYHAWK,University of Kansas,NA,NA
U13‐18277,2013-09-28,2013-09-28,KU FIRES,1603 15TH,University of Kansas,NA,NA
U13‐18295,2013-09-29,2013-09-29,KU MEDICAL EMERGENCY,1632 ENGEL,University of Kansas,NA,NA
U13‐19165,2013-10-11,2013-10-11,KU MISCELLANEOUS (INFO),1530 15TH,University of Kansas,NA,NA
U13‐19181,2013-10-10,2013-10-11,THEFT: MISDEMEANOR,1740 WATKINS CENTER,University of Kansas,NA,NA
U13‐19207,2013-10-11,2013-10-11,POSSESSION OF MARIJUANA AND THC,500 WEST 11TH,University of Kansas,NA,NA
U13‐19274,2013-10-13,2013-10-13,KU MEDICAL EMERGENCY,1410 JAYHAWK,University of Kansas,NA,NA
U13‐19296,2013-10-11,2013-10-13,BURGLARY; DWELLING TO COMMIT FEL,500 11TH,University of Kansas,NA,NA
U13‐19444,2013-10-15,2013-10-15,KU MEDICAL EMERGENCY,1301 JAYHAWK,University of Kansas,NA,NA
U13‐19537,2013-10-17,2013-10-17,POSSESSION OF FAKE DL,1632 ENGEL,University of Kansas,NA,NA
U13‐19178,2013-10-11,2013-10-11,POSSESSION OF MARIJUANA AND THC ,15 NAISMITH,University of Kansas,NA,NA
U13‐19180,2013-10-09,2013-10-11,KU MISCELLANEOUS (INFO),1404 ALUMNI,University of Kansas,NA,NA
U13‐19573,2013-10-17,2013-10-17,KU FIRES,1530 ENGEL,University of Kansas,NA,NA
U13‐19583,2013-10-17,2013-10-17,KU MENTAL,1810 BAGLEY,University of Kansas,NA,NA
U13‐19603,2013-10-18,2013-10-18,POSSESSION OF FAKE DL,11TH,University of Kansas,NA,NA
U13‐18941,2013-10-07,2013-10-07,KU MEDICAL EMERGENCY,1800 ENGEL,University of Kansas,NA,NA
U13‐19775,2013-10-20,2013-10-20,CRIMINAL DAMAGE TO PROPERTY: MIS ,01 JAYHAWK,University of Kansas,NA,NA
U13‐19442,2013-10-14,2013-10-15,BURGLARY; NON‐DWELLING TO COMM ,01 JAYHAWK,University of Kansas,NA,NA
U13‐19462,2013-10-14,2013-10-15,CRIMINAL DAMAGE TO PROPERTY: MIS ,10 JAYHAWK,University of Kansas,NA,NA
U13‐19476,2013-10-15,2013-10-15,KU MISCELLANEOUS (INFO),1815 NAISMITH,University of Kansas,NA,NA
U13‐19497,2013-10-16,2013-10-16,KU MEDICAL EMERGENCY,1301 MISSISSIPPI,University of Kansas,NA,NA
U13‐19536,2013-10-17,2013-10-17,KU MEDICAL EMERGENCY,1632 ENGEL,University of Kansas,NA,NA
U13‐19576,2013-10-17,2013-10-17,KU MISCELLANEOUS (INFO),1445 JAYHAWK,University of Kansas,NA,NA
U13‐19926,2013-09-16,2013-10-22,The of property or services; Value less ,40 WATKINS CENTER,University of Kansas,NA,NA
U13‐19624,2013-10-18,2013-10-18,KU MEDICAL EMERGENCY,1735 WESTBROOKE,University of Kansas,NA,NA
U13‐19595,2013-10-17,2013-10-17,KU MEDICAL EMERGENCY,1800 ENGEL,University of Kansas,NA,NA
U13‐19730,2013-10-19,2013-10-19,KU MEDICAL EMERGENCY,1545 IRVING HILL,University of Kansas,NA,NA
U13‐19664,2013-10-18,2013-10-18,Liquor; Purchase/consump on alcoholi,500 11TH,University of Kansas,NA,NA
U13‐19614,2013-10-17,2013-10-18,CRIMINAL DAMAGE TO PROPERTY: MIS,1450 JAYHAWK,University of Kansas,NA,NA
U13‐19786,2013-10-20,2013-10-20,"DISPLAY, CAUSE, PERMIT OR POSSESS A ",00 JAYHAWK,University of Kansas,NA,NA
U13‐19823,2013-10-19,2013-10-20,,30 ENGEL,University of Kansas,NA,NA
U13‐19782,2013-10-20,2013-10-20,CONSUMING IN PUBLIC; LIQUOR,1404 ALUMNI,University of Kansas,NA,NA
U13‐19814,2013-10-20,2013-10-20,THEFT: LOST‐MISLAID PROPERTY,1530 ENGEL,University of Kansas,NA,NA
U13‐19747,2013-10-19,2013-10-19,KU MEDICAL EMERGENCY,1101 MISSISSIPPI,University of Kansas,NA,NA
U13‐19824,2013-10-18,2013-10-20,CRIMINAL DAMAGE TO PROPERTY: MIS ,0 11TH,University of Kansas,NA,NA
U13‐19953,2013-10-10,2013-10-22,The of property or services; Value less ,40 WATKINS CENTER,University of Kansas,NA,NA
U13‐20002,2013-10-23,2013-10-23,KU MEDICAL EMERGENCY,1450 JAYHAWK,University of Kansas,NA,NA
U13‐19979,2013-10-23,2013-10-23,CRIMINAL DAMAGE TO PROPERTY: MIS ,00 SUNNYSIDE,University of Kansas,NA,NA
U13‐19828,2013-10-19,2013-10-20,,46 WEST CAMPUS,University of Kansas,NA,NA
U13‐20022,2013-10-18,2013-10-23,THEFT: MISDEMEANOR,1301 JAYHAWK,University of Kansas,NA,NA
U13‐20113,2013-10-24,2013-10-25,CRIMINAL DAMAGE TO PROPERTY: MIS ,45 LILAC,University of Kansas,NA,NA
U13‐20172,2013-10-26,2013-10-26,DUI (ARREST),SUMMERFIELD HALL,University of Kansas,NA,NA
U13‐20174,2013-10-26,2013-10-26,KU MEDICAL EMERGENCY,1530 ENGEL,University of Kansas,NA,NA
U13‐20173,2013-10-25,2013-10-26,AGGRAVATED BATTERY; RECKLESS GREA ,15 NAISMITH,University of Kansas,NA,NA
U13‐20180,2013-10-26,2013-10-26,KU MEDICAL EMERGENCY,420 11TH,University of Kansas,NA,NA
U13‐19680,2013-10-19,2013-10-19,POSSESSION OF FAKE DL,500 WEST 11TH,University of Kansas,NA,NA
U13‐19697,2013-10-19,2013-10-19,KU MISCELLANEOUS (INFO),500 WEST 11TH,University of Kansas,NA,NA
U13‐19840,2013-10-20,2013-10-20,KU MISCELLANEOUS (INFO),1734 ENGEL,University of Kansas,NA,NA
U13‐19885,2013-10-17,2013-10-21,BATTERY,1426 ALUMNI,University of Kansas,NA,NA
U13‐19877,2013-10-18,2013-10-21,THEFT OF PROPERTY OR SERVICES; VALU ,30 NAISMITH,University of Kansas,NA,NA
U13‐19877,2013-10-18,2013-10-21,THEFT OF PROPERTY OR SERVICES; VALU ,30 NAISMITH,University of Kansas,NA,NA
U13‐19931,2013-08-22,2013-10-22,THEFT OF PROPERTY OR SERVICES; VALU ,01 JAYHAWK,University of Kansas,NA,NA
U13‐19931,2013-08-22,2013-10-22,THEFT OF PROPERTY OR SERVICES; VALU ,01 JAYHAWK,University of Kansas,NA,NA
U13‐19992,2013-10-08,2013-10-23,THEFT: MISDEMEANOR,1415 JAYHAWK,University of Kansas,NA,NA
U13‐17217,2013-09-14,2013-09-14,KU MEDICAL EMERGENCY,500 11TH,University of Kansas,NA,NA
U13‐17219,2013-09-14,2013-09-14,KU MEDICAL EMERGENCY,1815 NAISMITH,University of Kansas,NA,NA
U13‐17420,2013-09-17,2013-09-17,KU MEDICAL EMERGENCY,1800 ENGEL,University of Kansas,NA,NA
U13‐17479,2013-09-17,2013-09-17,POSSESSION OF MARIJUANA AND THC ,15 NAISMITH,University of Kansas,NA,NA
U13‐17483,2013-09-18,2013-09-18,KU MEDICAL EMERGENCY,1734 ENGEL,University of Kansas,NA,NA
U13‐17523,2013-09-18,2013-09-18,KU MEDICAL EMERGENCY,1800 ENGEL,University of Kansas,NA,NA
U13‐17556,2013-09-19,2013-09-19,INDECENT EXPOSURE: LEWD & LASCIVIO ,01 HOCH AUDITORIA,University of Kansas,NA,NA
U13‐17271,2013-09-15,2013-09-15,URINATING‐DEFACATING IN PUBLIC,1300 LOUISIANA,University of Kansas,NA,NA
U13‐15845,2013-08-26,2013-08-27,THEFT: MISDEMEANOR,1520 15TH,University of Kansas,NA,NA
U13‐15872,2013-08-27,2013-08-27,POSSESSION OF DRUG PARAPHERNALIA,1800 ENGEL,University of Kansas,NA,NA
U13‐15925,2013-08-28,2013-08-28,KU MISCELLANEOUS (INFO),1722 ANNA,University of Kansas,NA,NA
U13‐16001,2013-08-29,2013-08-29,KU INVESTIGATIVE,1632 ENGEL,University of Kansas,NA,NA
U13‐16010,2013-08-22,2013-08-29,DUTY OF DRIVER TO REPORT ACCIDENT,1815 NAISMITH,University of Kansas,NA,NA
U13‐16035,2013-08-29,2013-08-29,KU MEDICAL EMERGENCY,1815 NAISMITH,University of Kansas,NA,NA
U13‐16051,2013-08-30,2013-08-30,KU MEDICAL EMERGENCY,11TH,University of Kansas,NA,NA
U13‐16046,2013-08-30,2013-08-30,DUI (ARREST),1800 IOWA,University of Kansas,NA,NA
U13‐16048,2013-08-30,2013-08-30,KU MISCELLANEOUS (INFO),1815 NAISMITH,University of Kansas,NA,NA
U13‐16050,2013-08-30,2013-08-30,DUI (ARREST),1500 IOWA,University of Kansas,NA,NA
U13‐16047,2013-08-30,2013-08-30,TRANSPORTING OPEN CONTAINER (ARR ,50 JAYHAWK,University of Kansas,NA,NA
U13‐16079,2013-08-30,2013-08-30,POSSESSION OF FALSE DL,1800 ENGEL,University of Kansas,NA,NA
U13‐16080,2013-08-30,2013-08-30,POSSESSION OF FALSE DL,1800 ENGEL,University of Kansas,NA,NA
U13‐16078,2013-08-30,2013-08-30,THEFT: LOST‐MISLAID PROPERTY,420 11TH,University of Kansas,NA,NA
U13‐16070,2013-08-30,2013-08-30,KU INVESTIGATIVE,1800 ENGEL,University of Kansas,NA,NA
U13‐16089,2013-08-30,2013-08-30,KU MEDICAL EMERGENCY,1445 JAYHAWK,University of Kansas,NA,NA
U13‐16136,2013-08-31,2013-08-31,FAILURE TO APPEAR‐TRAFFIC VIOLATIO .,WEST CAMPUS,University of Kansas,NA,NA
U13‐16194,2013-08-31,2013-08-31,MIP: CMB‐ALCOHOL,1815 NAISMITH,University of Kansas,NA,NA
U13‐16203,2013-08-31,2013-08-31,KU MEDICAL EMERGENCY,500 WEST 11TH,University of Kansas,NA,NA
U13‐16191,2013-08-31,2013-08-31,POSSESSION OF DRUG PARAPHERNALIA ,0 11TH,University of Kansas,NA,NA
U13‐16217,2013-09-01,2013-09-01,KU MEDICAL EMERGENCY,1815 NAISMITH,University of Kansas,NA,NA
U13‐16130,2013-08-31,2013-08-31,UNREASONABLE AND PRUDENT SPEED ,34 ENGEL,University of Kansas,NA,NA
U13‐16196,2013-08-31,2013-08-31,MIP: CMB‐ALCOHOL,1815 NAISMITH,University of Kansas,NA,NA
U13‐16227,2013-09-01,NA,MEDICAL EMERGENCY,1301 JAYHAWK,University of Kansas,NA,NA
U13‐16228,2013-09-01,2013-09-01,THEFT OF PROPERTY OR SERVICES; VALU,420 11TH,University of Kansas,NA,NA
U13‐16228,2013-09-01,2013-09-01,THEFT OF PROPERTY OR SERVICES; VALU,420 11TH,University of Kansas,NA,NA
U13‐16222,2013-09-01,2013-09-01,KU MEDICAL EMERGENCY,1515 ENGEL,University of Kansas,NA,NA
U13‐16298,2013-09-02,2013-09-02,KU MEDICAL EMERGENCY,1530 ENGEL,University of Kansas,NA,NA
U13‐16300,2013-09-02,2013-09-02,CONSUMING IN PUBLIC: CMB,1500 NAISMITH,University of Kansas,NA,NA
U13‐16157,2013-08-30,2013-08-31,THEFT: LOST‐MISLAID PROPERTY,1501 CRESTLINE,University of Kansas,NA,NA
U13‐16323,2013-09-01,2013-09-02,THEFT: MISDEMEANOR,1734 ENGEL,University of Kansas,NA,NA
U13‐16335,2013-09-02,2013-09-02,KU FIRES,1323 OHIO,University of Kansas,NA,NA
U13‐16404,2013-08-30,2013-09-03,CRIMINAL DAMAGE TO PROPERTY: MIS ,14 JAYHAWK,University of Kansas,NA,NA
U13‐16424,2013-09-01,2013-09-03,KU MISCELLANEOUS (INFO),420 11TH,University of Kansas,NA,NA
U13‐16440,2013-09-03,2013-09-03,THEFT: MISDEMEANOR,1740 WATKINS CENTER,University of Kansas,NA,NA
U13‐16684,2013-09-07,2013-09-07,URINATING‐DEFACATING IN PUBLIC,1404 ALUMNI,University of Kansas,NA,NA
U13‐16170,2013-08-31,2013-08-31,,01 JAYHAWK,University of Kansas,NA,NA
U13‐16135,2013-08-31,2013-08-31,CRIMINAL DAMAGE TO PROPERTY: MIS ,04 ALUMNI,University of Kansas,NA,NA
U13‐16296,2013-09-02,2013-09-02,"DISPLAY, CAUSE, PERMIT OR POSSESS A ",45 JAYHAWK,University of Kansas,NA,NA
U13‐16428,2013-08-30,2013-09-03,THEFT: MISDEMEANOR,1800 ENGEL,University of Kansas,NA,NA
U13‐16515,2013-09-04,2013-09-04,KU MISCELLANEOUS (INFO),1603 15TH,University of Kansas,NA,NA
U13‐16271,2013-08-30,2013-09-01,THEFT: MISDEMEANOR,1800 ENGEL,University of Kansas,NA,NA
U13‐16380,2013-09-03,2013-09-03,KU MISCELLANEOUS (INFO),111 11TH,University of Kansas,NA,NA
U13‐16422,2013-09-03,2013-09-03,KU INVESTIGATIVE,1530 ENGEL,University of Kansas,NA,NA
U13‐16439,2013-09-03,2013-09-03,THEFT: MISDEMEANOR,1740 WATKINS CENTER,University of Kansas,NA,NA
U13‐16475,2013-09-04,2013-09-04,KU MISCELLANEOUS (INFO),1710 ELLIS,University of Kansas,NA,NA
U13‐16748,2013-09-07,2013-09-07,KU MEDICAL EMERGENCY,1101 MISSISSIPPI,University of Kansas,NA,NA
U13‐16809,2013-09-07,2013-09-07,KU MEDICAL EMERGENCY,1632 ENGEL,University of Kansas,NA,NA
U13‐19134,2013-10-10,2013-10-10,KU MISCELLANEOUS (INFO),1445 JAYHAWK,University of Kansas,NA,NA
U13‐19137,2013-10-10,2013-10-10,THEFT OF PROPERTY OR SERVICES; VALU ,30 ENGEL,University of Kansas,NA,NA
U13‐19149,2013-10-11,2013-10-11,KU MEDICAL EMERGENCY,500 WEST 11TH,University of Kansas,NA,NA
U13‐19151,2013-10-11,2013-10-11,KU MEDICAL EMERGENCY,500 11TH,University of Kansas,NA,NA
U13‐19155,2013-10-11,2013-10-11,CRIMINAL DAMAGE TO PROPERTY: MIS,1415 JAYHAWK,University of Kansas,NA,NA
U13‐19174,2013-10-11,2013-10-11,THEFT: LOST‐MISLAID PROPERTY,1301 JAYHAWK,University of Kansas,NA,NA
U13‐14414,2013-08-11,2013-08-11,KU MISCELLANEOUS (INFO),23RD,University of Kansas,NA,NA
U13‐13352,2013-07-27,2013-07-27,,50 MEMORIAL,University of Kansas,NA,NA
U13‐14452,2013-08-11,2013-08-11,KU MISCELLANEOUS (INFO),1301 JAYHAWK,University of Kansas,NA,NA
U13‐14491,2013-08-12,2013-08-12,KU LOST/FOUND PROPERTY,1503 SUNFLOWER,University of Kansas,NA,NA
U13‐14667,2013-08-10,2013-08-14,THEFT: MISDEMEANOR,1705 ELLIS,University of Kansas,NA,NA
U13‐14744,2013-08-15,2013-08-15,Failure to appear.,11TH,University of Kansas,NA,NA
U13‐14788,2013-08-15,2013-08-15,KU MEDICAL EMERGENCY,1502 IOWA,University of Kansas,NA,NA
U13‐14962,2013-08-17,2013-08-17,THEFT: MISDEMEANOR,1530 ENGEL,University of Kansas,NA,NA
U13‐16577,2013-09-05,2013-09-05,SKATEBOARDING PROHIBITED,1450 JAYHAWK,University of Kansas,NA,NA
U13‐16617,2013-09-06,2013-09-06,Failure to appear.,1301 HOCH AUDITORIA,University of Kansas,NA,NA
U13‐16527,2013-09-05,2013-09-05,KU MEDICAL EMERGENCY,1815 NAISMITH,University of Kansas,NA,NA
U13‐16596,2013-09-05,2013-09-05,KU MEDICAL EMERGENCY,1345 JAYHAWK,University of Kansas,NA,NA
U13‐16607,2013-09-05,2013-09-06,DAMAGE BY GRAFFITI,1445 JAYHAWK,University of Kansas,NA,NA
U13‐16660,2013-09-06,2013-09-06,KU MEDICAL EMERGENCY,1450 JAYHAWK,University of Kansas,NA,NA
U13‐16691,2013-09-07,2013-09-07,KU MEDICAL EMERGENCY,500 11TH,University of Kansas,NA,NA
U13‐16612,2013-09-06,2013-09-06,THEFT: MISDEMEANOR,1301 JAYHAWK,University of Kansas,NA,NA
U13‐16717,2013-09-06,2013-09-07,THEFT OF PROPERTY OR SERVICES; VALU ,30 NAISMITH,University of Kansas,NA,NA
