location,case_number,date_occurred,time_occurred,date_reported,time_reported,university,incident
100 MOUNT OLYMPUS DR,15-216959,2015-03-30,16:30,2015-03-31,10:53,Syracuse University,CMIS- Criminal Mischief
100 MOUNT OLYMPUS DR,15-220643,2015-04-02,22:45,2015-04-03,00:28,Syracuse University,CMIS- Criminal Mischief
100 MOUNT OLYMPUS DR,15-220680,2015-04-03,01:50,2015-04-03,02:02,Syracuse University,MENT- Emot. Disturbed Person
100 MOUNT OLYMPUS DR,15-224816,2015-04-06,11:12,2015-04-06,11:12,Syracuse University,MENT- Emot. Disturbed Person
100 MOUNT OLYMPUS DR,15-228134,2015-04-08,23:00,2015-04-08,23:07,Syracuse University,CSC Violation
100 MOUNT OLYMPUS DR,15-228218,2015-04-09,01:05,2015-04-09,01:05,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,15-249992,2015-04-24,16:20,2015-04-24,16:20,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,15-255875,2015-04-28,22:50,2015-04-28,23:05,Syracuse University,Motor Vehicle Accident
100 MOUNT OLYMPUS DR,15-271627,2015-05-10,02:00,2015-05-10,02:47,Syracuse University,LARC-Larceny
100 MOUNT OLYMPUS DR,15-376093,2015-07-20,11:00,2015-07-20,16:55,Syracuse University,Motor Vehicle Accident
100 MOUNT OLYMPUS DR,15-442618,2015-09-03,14:00,2015-09-03,20:16,Syracuse University,Bias - Incident Report
100 MOUNT OLYMPUS DR,15-446024,2015-09-06,03:00,2015-09-06,03:01,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,15-448610,2015-09-08,02:11,2015-09-08,02:11,Syracuse University,ALRF-Fire Alarm
100 MOUNT OLYMPUS DR,15-456507,2015-09-13,01:30,2015-09-13,01:47,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,15-460721,2015-09-15,23:21,2015-09-15,23:21,Syracuse University,PINJ-Personal Injury/Injury
100 MOUNT OLYMPUS DR,15-464062,2015-09-18,01:19,2015-09-18,01:19,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,15-465504,2015-09-18,22:15,2015-09-18,22:15,Syracuse University,DRUG Law Violation-UPM DRUG Law Violation-UPM DRUG Law Violation-UPM
100 MOUNT OLYMPUS DR,15-465725,2015-09-19,01:35,2015-09-19,01:35,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,15-467267,2015-09-20,03:45,2015-09-20,03:45,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,15-468232,2015-09-20,23:24,2015-09-20,23:24,Syracuse University,DRUG Law Violation-UPM DRUG Law Violation-UPM DRUG Law Violation-UPM DRUG Law Violation-UPM
100 MOUNT OLYMPUS DR,15-477469,2015-09-27,02:35,2015-09-27,02:56,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,15-486628,2015-10-03,17:20,2015-10-03,17:24,Syracuse University,DRUG Law Violation-UPM
100 MOUNT OLYMPUS DR,15-487096,2015-10-04,00:15,2015-10-04,00:15,Syracuse University,DRUG Law Violation-UPM DRUG Law Violation-UPM DRUG Law Violation-UPM
100 MOUNT OLYMPUS DR,15-487289,2015-10-04,03:53,2015-10-04,03:53,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,15-496933,2015-10-11,00:07,2015-10-11,00:07,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,15-497030,2015-10-11,01:42,2015-10-11,01:42,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,15-506532,2015-10-18,00:29,2015-10-18,00:29,Syracuse University,MENT- Emot. Disturbed Person
100 MOUNT OLYMPUS DR,15-506560,2015-10-18,02:03,2015-10-18,02:03,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,15-510300,2015-10-20,20:09,2015-10-20,20:09,Syracuse University,DRUG Law Violation-UPM DRUG Law Violation-UPM DRUG Law Violation-UPM
100 MOUNT OLYMPUS DR,15-510317,2015-10-20,20:14,2015-10-20,20:14,Syracuse University,DRUG Law Violation-UPM DRUG Law Violation-UPM DRUG Law Violation-UPM
100 MOUNT OLYMPUS DR,15-513713,2015-10-22,15:00,2015-10-23,08:44,Syracuse University,PDAM-Property Damage
100 MOUNT OLYMPUS DR,15-514698,2015-10-23,20:32,2015-10-23,20:32,Syracuse University,DRUG-CSC Sanction Only DRUG-CSC Sanction Only DRUG-CSC Sanction Only DRUG-CSC Sanction Only
100 MOUNT OLYMPUS DR,15-515937,2015-08-26,19:00,2015-12-16,07:26,Syracuse University,CMIS- Criminal Mischief CMIS- Criminal Mischief
100 MOUNT OLYMPUS DR,15-516324,2015-10-25,03:55,2015-10-25,03:57,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,15-517937,2015-08-26,19:00,2015-10-26,13:54,Syracuse University,CMIS- Criminal Mischief CMIS- Criminal Mischief CMIS- Criminal Mischief
100 MOUNT OLYMPUS DR,15-520098,2015-10-28,00:23,2015-10-28,00:23,Syracuse University,DRUG-CSC Sanction Only DRUG-CSC Sanction Only DRUG-CSC Sanction Only DRUG-CSC Sanction Only
100 MOUNT OLYMPUS DR,15-522929,2015-10-30,01:20,2015-10-30,01:20,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,15-525211,2015-10-30,15:00,2015-10-31,18:27,Syracuse University,CMIS- Criminal Mischief
100 MOUNT OLYMPUS DR,15-529642,2015-11-03,22:30,2015-11-03,22:37,Syracuse University,DRUG-CSC Sanction Only
100 MOUNT OLYMPUS DR,15-532261,2015-11-05,15:00,2015-11-05,16:00,Syracuse University,HARR-Harassment
100 MOUNT OLYMPUS DR,15-537893,2015-11-09,17:45,2015-11-09,20:11,Syracuse University,LARC-Larceny
100 MOUNT OLYMPUS DR,15-543449,2015-11-14,00:50,2015-11-14,00:50,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,15-544709,2015-11-15,01:47,2015-11-15,01:47,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,15-551490,2015-11-20,00:12,2015-11-20,00:12,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,15-572334,2015-12-06,03:53,2015-12-06,03:53,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,15-580185,2015-12-11,22:55,2015-12-11,22:55,Syracuse University,DRUG-CSC Sanction Only
100 MOUNT OLYMPUS DR,15-580367,2015-12-12,01:55,2015-12-12,01:58,Syracuse University,CMIS- Criminal Mischief
100 MOUNT OLYMPUS DR,15-580747,2015-12-11,22:15,2015-12-12,11:53,Syracuse University,CMIS- Criminal Mischief
100 MOUNT OLYMPUS DR,15-585832,2015-12-10,23:30,2015-12-16,11:06,Syracuse University,Sex Offense - Anonymous
100 MOUNT OLYMPUS DR,15-588017,2015-12-17,21:00,2015-12-17,21:00,Syracuse University,PDAM-Property Damage
100 MOUNT OLYMPUS DR,15-589352,2015-12-18,20:44,2015-12-18,20:45,Syracuse University,DRUG-CSC Sanction Only
100 MOUNT OLYMPUS DR,15-590021,2015-12-19,12:08,2015-12-19,12:08,Syracuse University,DRUG-CSC Sanction Only
100 MOUNT OLYMPUS DR,15-590024,2015-12-19,12:15,2015-12-19,12:53,Syracuse University,DRUG-CSC Sanction Only
100 MOUNT OLYMPUS DR,17-133976,NA,NA,NA,NA,Syracuse University,PINJ-Personal Injury/Injury
100 MOUNT OLYMPUS DR,17-136360,NA,NA,NA,NA,Syracuse University,OVRD-Overdose
100 MOUNT OLYMPUS DR,17-171933,NA,NA,NA,NA,Syracuse University,PINJ-Personal Injury/Injury
100 MOUNT OLYMPUS DR,17-175921,NA,NA,NA,NA,Syracuse University,DRUG-CSC Sanction Only
100 MOUNT OLYMPUS DR,17-180297,NA,NA,NA,NA,Syracuse University,DRUG Law Violation-UPM
100 MOUNT OLYMPUS DR,17-181755,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,17-184247,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,17-188157,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,17-212035,NA,NA,NA,NA,Syracuse University,CMIS- Criminal Mischief
100 MOUNT OLYMPUS DR,17-219927,NA,NA,NA,NA,Syracuse University,ANML-Animal Complaint
100 MOUNT OLYMPUS DR,17-221365,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,17-222938,NA,NA,NA,NA,Syracuse University,DRUG-CSC Sanction Only
100 MOUNT OLYMPUS DR,17-223135,NA,NA,NA,NA,Syracuse University,INFO-Police Information
100 MOUNT OLYMPUS DR,17-228755,NA,NA,NA,NA,Syracuse University,DRUG-CSC Sanction Only
100 MOUNT OLYMPUS DR,17-233079,NA,NA,NA,NA,Syracuse University,PINJ-Personal Injury/Injury
100 MOUNT OLYMPUS DR,17-238191,NA,NA,NA,NA,Syracuse University,PINJ-Personal Injury/Injury
100 MOUNT OLYMPUS DR,17-238510,NA,NA,NA,NA,Syracuse University,BURG-Burglary
100 MOUNT OLYMPUS DR,17-253958,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,17-258054,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,17-258979,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,17-262037,NA,NA,NA,NA,Syracuse University,HARR-Harassment
100 MOUNT OLYMPUS DR,19-116981,2019-01-13,00:32,2019-01-13,00:32,Syracuse University,MENT- Emot. Disturbed Person
100 MOUNT OLYMPUS DR,19-117002,2019-01-13,00:42,2019-01-13,00:42,Syracuse University,DRUG-CSC Sanction Only
100 MOUNT OLYMPUS DR,19-122548,2019-01-18,13:17,2019-01-18,13:17,Syracuse University,ASTP-Assist Police Agency
100 MOUNT OLYMPUS DR,19-135362,2019-01-27,01:04,2019-01-27,01:04,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,19-156259,2019-02-11,11:30,2019-02-11,11:30,Syracuse University,FORG-Forgery
100 MOUNT OLYMPUS DR,19-157048,2019-02-11,23:20,2019-02-11,23:20,Syracuse University,DRUG-CSC Sanction Only
100 MOUNT OLYMPUS DR,19-177879,2019-02-27,19:42,2019-02-27,19:42,Syracuse University,PINJ-Personal Injury/Injury
100 MOUNT OLYMPUS DR,19-207496,2019-03-21,22:09,2019-03-21,22:09,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,19-208958,2019-03-22,23:16,2019-03-22,23:17,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,19-210338,2019-03-24,02:29,2019-03-24,02:29,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,19-210475,2019-03-24,07:28,2019-03-24,07:28,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,19-220713,2019-03-31,01:35,2019-03-31,19:42,Syracuse University,PDAM-Property Damage
100 MOUNT OLYMPUS DR,19-223654,2019-04-02,21:30,2019-04-02,22:03,Syracuse University,Motor Vehicle Accident
100 MOUNT OLYMPUS DR,19-224048,2019-04-03,07:53,2019-04-03,07:56,Syracuse University,CMIS- Criminal Mischief
100 MOUNT OLYMPUS DR,19-227799,2019-03-22,01:15,2019-04-05,23:27,Syracuse University,CSC Violation
100 MOUNT OLYMPUS DR,19-241482,2019-03-15,13:20,2019-04-15,13:37,Syracuse University,Motor Vehicle Accident
100 MOUNT OLYMPUS DR,19-248539,2019-04-20,15:04,2019-04-20,15:04,Syracuse University,CSC Violation
100 MOUNT OLYMPUS DR,19-254829,2019-04-25,02:19,2019-04-25,02:19,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,19-256521,2019-04-26,05:27,2019-04-26,05:27,Syracuse University,ALRF-Fire Alarm
100 MOUNT OLYMPUS DR,19-259225,2019-04-28,01:14,2019-04-28,01:14,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,19-274090,2019-05-08,19:01,2019-05-08,19:01,Syracuse University,DRUG-CSC Sanction Only
100 MOUNT OLYMPUS DR,19-351333,2019-07-02,08:10,2019-07-02,08:14,Syracuse University,PINJ-Personal Injury/Injury
100 MOUNT OLYMPUS DR,19-389023,2019-07-28,17:02,2019-07-28,17:05,Syracuse University,LARC-Larceny
100 MOUNT OLYMPUS DR,19-431110,2019-08-28,01:20,2019-08-28,01:30,Syracuse University,PINJ-Personal Injury/Injury
100 MOUNT OLYMPUS DR,19-431344,2019-08-27,16:00,2019-08-28,08:10,Syracuse University,CMIS- Criminal Mischief
100 MOUNT OLYMPUS DR,19-436564,2019-08-31,23:25,2019-08-31,23:25,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,19-436680,2019-09-01,01:21,2019-09-01,01:21,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,19-437720,2019-09-02,00:25,2019-09-02,00:47,Syracuse University,LARC-Larceny
100 MOUNT OLYMPUS DR,19-437745,2019-09-02,01:06,2019-09-02,01:06,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,19-439462,2019-08-24,23:00,2019-09-03,12:03,Syracuse University,Motor Vehicle Accident
100 MOUNT OLYMPUS DR,19-455950,2019-09-14,17:15,2019-09-14,19:15,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,19-456392,2019-09-15,02:44,2019-09-15,02:45,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,19-457306,2019-09-13,12:00,2019-09-15,23:00,Syracuse University,LARC-Larceny
100 MOUNT OLYMPUS DR,19-478796,2019-10-01,09:44,2019-10-01,09:44,Syracuse University,INFO-Police Information
100 MOUNT OLYMPUS DR,19-484953,2019-10-06,00:09,2019-10-06,00:09,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,19-485027,2019-10-06,01:34,2019-10-06,01:34,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,19-486066,2019-10-06,22:30,2019-10-07,01:25,Syracuse University,SUSI-Suspicious Event/Incident
100 MOUNT OLYMPUS DR,19-490896,2019-10-10,15:30,2019-10-10,16:04,Syracuse University,HARR-Harassment
100 MOUNT OLYMPUS DR,19-499155,2019-10-16,07:30,2019-10-17,00:34,Syracuse University,PINJ-Personal Injury/Injury
100 MOUNT OLYMPUS DR,19-502934,2019-10-20,00:54,2019-10-20,00:54,Syracuse University,DRUG-CSC Sanction Only
100 MOUNT OLYMPUS DR,19-509697,2019-10-25,04:15,2019-10-25,04:15,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,19-514349,2019-10-28,15:45,2019-10-28,17:02,Syracuse University,Motor Vehicle Accident
100 MOUNT OLYMPUS DR,19-518115,2019-10-24,08:53,2019-10-31,11:28,Syracuse University,CMIS- Criminal Mischief
100 MOUNT OLYMPUS DR,19-530092,2019-11-09,12:20,2019-11-09,12:26,Syracuse University,PINJ-Personal Injury/Injury
100 MOUNT OLYMPUS DR,19-530924,2019-11-10,01:42,2019-11-10,01:42,Syracuse University,HARR-Harassment
100 MOUNT OLYMPUS DR,19-536855,2019-11-15,00:32,2019-11-15,00:32,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,19-536858,2019-11-15,00:48,2019-11-15,00:48,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,19-539480,2019-11-17,03:06,2019-11-17,03:06,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,19-543838,2019-11-20,14:00,2019-11-20,14:11,Syracuse University,Bias - Incident Report
100 MOUNT OLYMPUS DR,19-556344,2019-11-30,23:17,2019-11-30,23:17,Syracuse University,DRUG-CSC Sanction Only
100 MOUNT OLYMPUS DR,19-563071,2019-12-06,00:43,2019-12-06,11:50,Syracuse University,CMIS- Criminal Mischief
100 MOUNT OLYMPUS DR,19-567425,2019-12-09,21:50,2019-12-09,21:52,Syracuse University,PINJ-Personal Injury/Injury
100 MOUNT OLYMPUS DR,19-570020,2019-12-11,22:05,2019-12-11,22:09,Syracuse University,DRUG-CSC Sanction Only
100 MOUNT OLYMPUS DR,19-570113,2019-12-12,00:11,2019-12-12,00:11,Syracuse University,ABC
100 MOUNT OLYMPUS DR,19-571508,2019-12-13,00:30,2019-12-13,00:59,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS DR,19-573134,2019-12-14,09:00,2019-12-14,09:59,Syracuse University,DRUG-CSC Sanction Only
100 MOUNT OLYMPUS DR,19-573227,2019-12-14,08:30,2019-12-14,08:52,Syracuse University,DRUG-CSC Sanction Only
100 MOUNT OLYMPUS DR,19-573268,2019-12-14,12:04,2019-12-14,12:04,Syracuse University,DRUG-CSC Sanction Only
100 MOUNT OLYMPUS DR,DR 14-490534,2014-10-12,01:30,2014-10-12,02:25,Syracuse University,HARR-Harassment HARR-Harassment HARR-Harassment HARR-Harassment HARR-Harassment
100 MOUNT OLYMPUS DR,DR 15-206030,2015-03-23,02:27,2015-03-23,02:27,Syracuse University,Motor Vehicle Accident
100 MOUNT OLYMPUS DR,DR# 14-145686,2014-02-06,01:46,2014-02-06,01:46,Syracuse University,PINJ-Personal Injury/Injury
100 MOUNT OLYMPUS DR,DR# 14-187246,2014-03-06,00:29,2014-03-06,00:39,Syracuse University,LARC-Larceny
100 MOUNT OLYMPUS DR,DR# 14-209165,2014-03-23,01:22,2014-03-23,01:22,Syracuse University,MENT- Emot. Disturbed Person
100 MOUNT OLYMPUS STAIRS WALK,14-215555,2014-03-28,01:02,2014-03-28,01:03,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person
100 MOUNT OLYMPUS STAIRS WALK,14-421630,2014-08-23,01:05,2014-08-23,01:10,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS STAIRS WALK,14-479881,2014-10-03,23:14,2014-10-03,23:15,Syracuse University,CMIS- Criminal Mischief
100 MOUNT OLYMPUS STAIRS WALK,14-479897,2014-10-04,00:26,2014-10-04,00:26,Syracuse University,INTX-Intoxicated Person
100 MOUNT OLYMPUS STAIRS WALK,15-444742,2015-09-05,03:01,2015-09-05,06:58,Syracuse University,PDAM-Property Damage
100 MOUNT OLYMPUS STAIRS WALK,15-576626,2015-12-05,10:00,2015-12-09,12:25,Syracuse University,CMIS- Criminal Mischief
100 MOUNT OLYMPUS STAIRS WALK,15-578925,2015-12-10,16:30,2015-12-11,05:33,Syracuse University,CMIS- Criminal Mischief
100 MOUNT OLYMPUS STAIRS WALK,15-582863,2015-12-11,05:30,2015-12-14,05:32,Syracuse University,CMIS- Criminal Mischief
100 MOUNT OLYMPUS STAIRS WALK,15-589259,2015-12-18,19:14,2015-12-18,19:14,Syracuse University,CMIS- Criminal Mischief
100 REDFIELD PL,14-441279,2014-09-06,01:25,2014-09-06,01:28,Syracuse University,City Ordin Viol-Open Cont
100 REDFIELD PL,DR# 14-140746,2014-02-01,23:38,2014-02-01,23:38,Syracuse University,City Ordin Viol-Litter-Dumping
100 sims dr,00019898,NA,03:00,NA,03:05,Syracuse University,motor vehicle accident      
100 sims dr,00027973,NA,02:20,NA,02:23,Syracuse University,motor vehicle accident       
100 sims dr,00028110,NA,09:15,NA,09:41,Syracuse University,motor vehicle accident       
100 SIMS DR,14-187825,2014-02-28,10:15,2014-02-28,10:22,Syracuse University,HAZD-Hazardous Situation
100 SIMS DR,14-262656,2014-05-02,13:33,2014-05-02,14:12,Syracuse University,PDAA-Prop. Damage Auto Accident
100 SIMS DR,14-392227,2014-08-01,13:10,2014-08-01,14:42,Syracuse University,Motor Vehicle Accident
100 SIMS DR,14-425752,2014-08-26,07:40,2014-08-26,07:43,Syracuse University,ANML-Animal Complaint
100 SIMS DR,15-136967,2015-01-29,12:35,2015-01-29,12:40,Syracuse University,Motor Vehicle Accident
100 SIMS DR,15-566418,2015-12-01,15:33,2015-12-01,15:33,Syracuse University,CMIS- Criminal Mischief
100 SIMS DR,17-197050,NA,NA,NA,NA,Syracuse University,PDAA-Prop. Damage Auto
100 SIMS DR,19-148264,2019-02-05,16:15,2019-02-05,16:25,Syracuse University,Motor Vehicle Accident
100 SLOCUM DR,14-390346,2014-07-31,08:00,2014-07-31,09:17,Syracuse University,LARC-Larceny
100 SLOCUM DR,14-439963,2014-09-05,09:33,2014-09-05,09:33,Syracuse University,DRUG-CSC Sanction Only DRUG-CSC Sanction Only
100 SLOCUM DR,15-195448,2015-03-14,22:27,2015-03-14,22:31,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person
100 SLOCUM DR,17-231656,NA,NA,NA,NA,Syracuse University,LOUD-Noise Complaint
100 SLOCUM DR,19-463020,2019-09-19,20:00,2019-09-19,20:13,Syracuse University,Motor Vehicle Accident
100 SLOCUM DR,19-574598,NA,NA,2019-12-15,16:24,Syracuse University,CMIS- Criminal Mischief
100 small rd,00006461,NA,08:49,NA,08:49,Syracuse University,motor vehicle accident      
100 SMITH DR,14-233327,2014-04-10,13:00,2014-04-10,13:49,Syracuse University,LARC-Larceny
100 SMITH DR,14-472383,2014-09-28,14:15,2014-09-28,14:44,Syracuse University,PINJ-Personal Injury/Injury
100 SMITH DR,14-501659,2014-08-25,09:00,2014-10-20,15:50,Syracuse University,LARC-Larceny
100 SMITH DR,14-544959,2014-11-23,02:44,2014-11-23,02:44,Syracuse University,ALRF-Fire Alarm ALRF-Fire Alarm ALRF-Fire Alarm ALRF-Fire Alarm ALRF-Fire Alarm
