case_number,incident,date_reported,location,date_occurred,time_occurred,time_reported,university
1401751,STALKING (MISDEMEANOR),2014-04-08,10 EAGLE ROW,NA,NA,NA,Emory University
1401752,AGGRAVATED SODOMY,2014-04-08,SORORITY VILLAGE,NA,NA,NA,Emory University
1401758,THEFT OF LOST OR MISLAID PROPERTY (OVER $500),2014-04-09,1599 CLIFTON RD BUILDING,NA,NA,NA,Emory University
1401760,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-04-09,EMORY CLINIC B,NA,NA,NA,Emory University
1401774,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-04-10,EMORY UNIVERSITY HOSPITAL,NA,NA,NA,Emory University
1401782,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-04-10,"MEDICAL OFFICE TOWER, EMORY UNIV HOSPITAL MIDTOWN",NA,NA,NA,Emory University
1401787,VGCSA (POSSESSION AND USE OF DRUG-RELATED OBJECTS),2014-04-10,Branham Hall,NA,NA,NA,Emory University
NA,VGCSA (POSSESSION OF CONTROLLED SUBSTANCES),2014-04-10,Branham Hall,NA,NA,NA,Emory University
1401799,THEFT OF LOST OR MISLAID PROPERTY ($500 OR LESS),2014-04-11,EMORY UNIVERSITY HOSPITAL MIDTOWN,NA,NA,NA,Emory University
1401800,RAPE,2014-04-11,EMORY UNIVERSITY HOSPITAL MIDTOWN,NA,NA,NA,Emory University
1401823,FALSE IMPRISONMENT,2014-04-12,SUMMIT PARKING DECK,NA,NA,NA,Emory University
NA,"OBSTRUCTING A LAW ENFORCEMENT OFFICER, MISDEMEANOR",2014-04-12,SUMMIT PARKING DECK,NA,NA,NA,Emory University
1401824,FIRE,2014-04-13,15 EAGLE ROW,NA,NA,NA,Emory University
1401832,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-04-13,WOODRUFF PHYSICAL EDUCATION CENTER (C),NA,NA,NA,Emory University
1401839,OXFORD ORDINANCE:  DISCHARGING FIRECRACKERS OR FIREWORKS,2014-04-14,Branham Hall,NA,NA,NA,Emory University
1401849,THEFT OF LOST OR MISLAID PROPERTY ($500 OR LESS),2014-04-15,CLIFTON SCHOOL (CLAIRMONT CAMPUS),NA,NA,NA,Emory University
1401851,"THEFT BY TAKING (BICYCLE, VALUED $1500 OR LESS)",2014-04-15,WOODRUFF RESIDENTIAL CENTER,NA,NA,NA,Emory University
1401863,OBTAINING DANGEROUS DRUGS BY FRAUDULENT METHODS,2014-04-16,EMORY UNIVERSITY HOSPITAL,NA,NA,NA,Emory University
1401876,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-04-17,"MEDICAL OFFICE TOWER, EMORY UNIV HOSPITAL MIDTOWN",NA,NA,NA,Emory University
1401886,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-04-18,EMORY UNIVERSITY HOSPITAL,NA,NA,NA,Emory University
1401894,HARASSING COMMUNICATIONS,2014-04-18,N DECATUR BUILDING,NA,NA,NA,Emory University
1401895,THEFT OF LOST OR MISLAID PROPERTY ($500 OR LESS),2014-04-18,EMORY UNIVERSITY HOSPITAL,NA,NA,NA,Emory University
1401900,DEKALB ORDINANCE:  THROWING OBJECTS,2014-04-19,DOOLEY DR (PRIVATE),NA,NA,NA,Emory University
1401903,"THEFT BY TAKING (MV PARTS/ACCESSORIES, EXTERIOR)",2014-04-19,"FACILITIES MANAGEMENT OFFICE, OXFORD",NA,NA,NA,Emory University
NA,"CRIMINAL TRESPASS, PROPERTY DAMAGE",2014-04-19,"FACILITIES MANAGEMENT OFFICE, OXFORD",NA,NA,NA,Emory University
1401904,"CRIMINAL TRESPASS, INDIVIDUAL; GIVING FALSE NAME, ADDRESS, OR DATE OF BIRTH",2014-04-19,GLADYS KNIGHT CHICKEN AND WAFFLES,NA,NA,NA,Emory University
1401905,ENTERING AN AUTO,2014-04-19,DEPOT,NA,NA,NA,Emory University
1401909,BATTERY (VISIBLE BODILY HARM TO ANOTHER),2014-04-19,EMORY UNIVERSITY HOSPITAL MIDTOWN,NA,NA,NA,Emory University
1401916,"CRIMINAL TRESPASS, PROPERTY DAMAGE",2014-04-19,Dobbs University Center (C),NA,NA,NA,Emory University
1401923,FIRE,2014-04-20,HARRIS HALL,NA,NA,NA,Emory University
1401930,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-04-21,EMORY CLINIC B,NA,NA,NA,Emory University
1401931,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-04-21,WOODRUFF PHYSICAL EDUCATION CENTER (C),NA,NA,NA,Emory University
1401932,ENTERING AN AUTO,2014-04-21,Lowergate Parking Deck,NA,NA,NA,Emory University
1401933,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-04-21,WOODRUFF LIBRARY (C),NA,NA,NA,Emory University
1401938,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-04-21,"PEACHTREE BUILDING, EMORY UNIVERSITY HOSPITAL MIDTOWN",NA,NA,NA,Emory University
1401939,ENTERING AN AUTO,2014-04-21,Lowergate Parking Deck,NA,NA,NA,Emory University
1401943,STALKING (MISDEMEANOR),2014-04-22,CANDLER SCHOOL OF THEOLOGY (RITA ANNE ROLLINS BUILDING),NA,NA,NA,Emory University
1401947,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-04-22,DAVIS FISCHER BUILDING,NA,NA,NA,Emory University
NA,"GIVING FALSE NAME, ADDRESS, OR DATE OF BIRTH",2014-04-22,EMORY UNIVERSITY HOSPITAL MIDTOWN,NA,NA,NA,Emory University
1401950,"THEFT BY TAKING (COIN-OP MACHINES, $1500 OR LESS)",2014-04-22,EMORY UNIVERSITY HOSPITAL,NA,NA,NA,Emory University
1401952,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-04-22,EMORY UNIVERSITY HOSPITAL,NA,NA,NA,Emory University
1401957,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-04-23,"MEDICAL OFFICE TOWER, EMORY UNIV HOSPITAL MIDTOWN",NA,NA,NA,Emory University
1401960,STALKING (MISDEMEANOR),2014-04-23,WESLEY WOODS HOSPITAL,NA,NA,NA,Emory University
1401963,"THEFT BY TAKING (BICYCLE, VALUED $1500 OR LESS)",2014-04-23,CLAIRMONT URC BLDG A,NA,NA,NA,Emory University
1401982,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-04-24,EVANS HALL (C),NA,NA,NA,Emory University
1401983,HARASSING COMMUNICATIONS,2014-04-24,EMORY UNIVERSITY HOSPITAL MIDTOWN,NA,NA,NA,Emory University
1401984,"THEFT BY TAKING (SNATCHING PURSE, HANDBAG, ETC.)",2014-04-24,OXFORD ROAD BUILDING,NA,NA,NA,Emory University
1401986,"THEFT BY TAKING (MV PARTS/ACCESSORIES, EXTERIOR)",2014-04-25,SUMMIT PARKING DECK,NA,NA,NA,Emory University
1401987,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-04-25,HAMILTON HOLMES HALL (C),NA,NA,NA,Emory University
1401993,BATTERY (VISIBLE BODILY HARM TO ANOTHER),2014-04-25,OXFORD COLLEGE,NA,NA,NA,Emory University
1401994,"THEFT BY TAKING (MOTOR VEHICLE, OTHER VEHICLES)",2014-04-25,EMORY RD AT CORNELL RD,NA,NA,NA,Emory University
NA,DEKALB ORDINANCE:  USING VEHICLE WITHOUT CONSENT OF OWNER,2014-04-25,EMORY RD AT CORNELL RD,NA,NA,NA,Emory University
1401997,"FORGERY, FIRST DEGREE",2014-04-25,EMORY UNIVERSITY HOSPITAL,NA,NA,NA,Emory University
1402000,SIMPLE BATTERY,2014-04-25,WOODRUFF LIBRARY (C),NA,NA,NA,Emory University
1402009,SIMPLE BATTERY,2014-04-25,STUDENT ACTIVITY AND ACADEMIC CENTER,NA,NA,NA,Emory University
1402018,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-04-26,EAGLE ROW,NA,NA,NA,Emory University
1402019,CRIMINAL ATTEMPT,2014-04-28,EMORY UNIVERSITY,NA,NA,NA,Emory University
1402021,"CRIMINAL DAMAGE TO PROPERTY, SECOND DEGREE",2014-04-26,6 EAGLE ROW,NA,NA,NA,Emory University
1402023,SIMPLE BATTERY,2014-04-26,WESLEY WOODS HOSPITAL,NA,NA,NA,Emory University
1402029,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-04-27,CLAUDIA NANCE ROLLINS SCHOOL OF PUBLIC HEALTH,NA,NA,NA,Emory University
1402030,"BURGLARY, FIRST DEGREE, NON-FORCIBLE ENTRY",2014-04-27,CLAIRMONT TOWER,NA,NA,NA,Emory University
1402031,"CRIMINAL DAMAGE TO PROPERTY, SECOND DEGREE",2014-04-27,22 EAGLE ROW,NA,NA,NA,Emory University
1402037,"BURGLARY, FIRST DEGREE, NON-FORCIBLE ENTRY",2014-04-27,CLAIRMONT TOWER,NA,NA,NA,Emory University
1402046,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-04-27,LONGSTREET-MEANS HALL,NA,NA,NA,Emory University
1402056,"BURGLARY, FIRST DEGREE, NON-FORCIBLE ENTRY",2014-04-28,CLAIRMONT TOWER,NA,NA,NA,Emory University
1402061,"THEFT BY TAKING (BICYCLE, VALUED $1500 OR LESS)",2014-04-28,PSYCHOLOGY AND INTERDISCIPLINARY SCIENCES,NA,NA,NA,Emory University
1402062,"THEFT BY TAKING (OTHER, VALUED $1500 OR LESS)",2014-04-28,WOODRUFF RESIDENTIAL CENTER,NA,NA,NA,Emory University
1402068,"CRIMINAL TRESPASS, PROPERTY DAMAGE",2014-04-29,SHUTTLE RD (PRIVATE),NA,NA,NA,Emory University
1402072,PUBLIC INDECENCY (MISDEMEANOR),2014-04-29,PARKING LOT C,NA,NA,NA,Emory University
1402073,"BURGLARY, FIRST DEGREE, NON-FORCIBLE ENTRY",2014-04-29,CLAIRMONT TOWER,NA,NA,NA,Emory University
1402074,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-04-29,"MEDICAL OFFICE TOWER, EMORY UNIV HOSPITAL MIDTOWN",NA,NA,NA,Emory University
1402075,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-04-29,WOODRUFF PHYSICAL EDUCATION CENTER (C),NA,NA,NA,Emory University
1402081,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-04-29,20 EAGLE ROW,NA,NA,NA,Emory University
1402090,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-04-30,WOODRUFF PHYSICAL EDUCATION CENTER (C),NA,NA,NA,Emory University
1402092,"THEFT BY TAKING (MOTOR VEHICLE, OTHER VEHICLES)",2014-04-30,WOODRUFF PHYSICAL EDUCATION CENTER (C),NA,NA,NA,Emory University
1402093,"THEFT BY TAKING (OTHER, VALUED $1500 OR LESS)",2014-04-30,DOBBS HALL (C),NA,NA,NA,Emory University
1402097,"THEFT BY TAKING (OTHER, VALUED $1500 OR LESS)",2014-04-30,PINE PARKING DECK,NA,NA,NA,Emory University
1402098,THEFT OF LOST OR MISLAID PROPERTY ($500 OR LESS),2014-05-02,6 EAGLE ROW,NA,NA,NA,Emory University
1402122,ATLANTA ORDINANCE:  DISORDERLY CONDUCT,2014-05-02,EMORY UNIVERSITY HOSPITAL MIDTOWN,NA,NA,NA,Emory University
1402125,FINANCIAL TRANSACTION CARD FRAUD,2014-05-02,WOODRUFF RESIDENTIAL CENTER,NA,NA,NA,Emory University
1402128,THEFT OF LOST OR MISLAID PROPERTY (OVER $500),2014-05-02,EMORY UNIVERSITY HOSPITAL,NA,NA,NA,Emory University
1402143,"CRIMINAL TRESPASS, PROPERTY DAMAGE",2014-05-03,EAGLE ROW AT DICKEY DR (PRIVATE),NA,NA,NA,Emory University
1402145,"THEFT BY TAKING (MOTOR VEHICLE, AUTOMOBILE)",2014-05-03,CLIFTON TOWER PARKING DECK,NA,NA,NA,Emory University
NA,DEKALB ORDINANCE:  USING VEHICLE WITHOUT CONSENT OF OWNER,2014-05-03,CLIFTON TOWER PARKING DECK,NA,NA,NA,Emory University
1402168,FINANCIAL TRANSACTION CARD FRAUD,2014-05-05,EMORY UNIVERSITY HOSPITAL MIDTOWN,NA,NA,NA,Emory University
1402173,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-05-05,MATH-SCIENCE CENTER,NA,NA,NA,Emory University
1402175,RAPE,2014-05-02,DOBBS HALL (C),NA,NA,NA,Emory University
1402176,STALKING (MISDEMEANOR),2014-05-02,UNKNOWN - MAIN CAMPUS,NA,NA,NA,Emory University
1402177,BATTERY (VISIBLE BODILY HARM TO ANOTHER),2014-05-02,CLAIRMONT CAMPUS,NA,NA,NA,Emory University
1402178,AGGRAVATED SODOMY,2014-05-02,EAGLE ROW,NA,NA,NA,Emory University
1402181,SIMPLE BATTERY,2014-05-02,UNKNOWN - MAIN CAMPUS,NA,NA,NA,Emory University
1402185,AGGRAVATED SODOMY,2014-05-02,HARRIS HALL,NA,NA,NA,Emory University
1402187,BATTERY (VISIBLE BODILY HARM TO ANOTHER),2014-04-26,WESLEY WOODS HOSPITAL,NA,NA,NA,Emory University
1402208,FINANCIAL TRANSACTION CARD FRAUD,2014-05-06,TURMAN HALL,NA,NA,NA,Emory University
1402216,BATTERY (VISIBLE BODILY HARM TO ANOTHER),2014-04-26,WESLEY WOODS HOSPITAL,NA,NA,NA,Emory University
1402222,VGCSA (POSSESSION LESS THAN ONE OUNCE  MARIJUANA),2014-05-07,N DECATUR BUILDING,NA,NA,NA,Emory University
1402229,"CRIMINAL TRESPASS, INDIVIDUAL",2014-05-07,EVANS HALL (C),NA,NA,NA,Emory University
1402231,"CRIMINAL DAMAGE TO PROPERTY, SECOND DEGREE",2014-05-07,TARBUTTON FINE ARTS BUILDING,NA,NA,NA,Emory University
1402232,"CRIMINAL TRESPASS, PROPERTY DAMAGE",2014-05-08,6 EAGLE ROW,NA,NA,NA,Emory University
1402237,THEFT OF LOST OR MISLAID PROPERTY ($500 OR LESS),2014-05-07,EMORY UNIVERSITY HOSPITAL MIDTOWN,NA,NA,NA,Emory University
1402241,DEKALB ORDINANCE:  THROWING OBJECTS,2014-05-07,CLAIRMONT TOWER,NA,NA,NA,Emory University
1402247,DEKALB ORDINANCE:  THROWING OBJECTS,2014-05-08,CLAIRMONT TOWER,NA,NA,NA,Emory University
1402248,"CRIMINAL TRESPASS, PROPERTY DAMAGE",2014-05-08,8 EAGLE ROW,NA,NA,NA,Emory University
1402250,THEFT OF SERVICES ($500 OR LESS),2014-05-08,10 EAGLE ROW,NA,NA,NA,Emory University
1402255,"THEFT BY TAKING (OTHER, VALUED $1500 OR LESS)",2014-05-08,ADMINISTRATION BLDG,NA,NA,NA,Emory University
1402258,"CRIMINAL DAMAGE TO PROPERTY, FIRST DEGREE",2014-05-08,CLAIRMONT TOWER,NA,NA,NA,Emory University
1402267,"CRIMINAL TRESPASS, PROPERTY DAMAGE",2014-05-08,EAGLE ROW,NA,NA,NA,Emory University
1402268,"CRIMINAL TRESPASS, PROPERTY DAMAGE",2014-05-08,17 EAGLE ROW,NA,NA,NA,Emory University
1402269,"CRIMINAL TRESPASS, PROPERTY DAMAGE",2014-05-08,18 EAGLE ROW,NA,NA,NA,Emory University
1402270,"CRIMINAL TRESPASS, PROPERTY DAMAGE",2014-05-08,20 EAGLE ROW,NA,NA,NA,Emory University
1402271,TERRORISTIC THREATS,2014-05-08,10 EAGLE ROW,NA,NA,NA,Emory University
1402273,"CRIMINAL DAMAGE TO PROPERTY, SECOND DEGREE",2014-05-08,CANDLER LIBRARY (C),NA,NA,NA,Emory University
1402278,THEFT OF LOST OR MISLAID PROPERTY ($500 OR LESS),2014-05-08,LONGSTREET-MEANS HALL,NA,NA,NA,Emory University
1402286,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-05-09,WOODRUFF PHYSICAL EDUCATION CENTER (C),NA,NA,NA,Emory University
1402292,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-05-09,WHITE HALL,NA,NA,NA,Emory University
1402294,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-05-09,17 EAGLE ROW,NA,NA,NA,Emory University
1402303,VGCSA (POSSESSION OF CONTROLLED SUBSTANCES),2014-05-10,EMORY UNIVERSITY HOSPITAL,NA,NA,NA,Emory University
1402318,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-05-12,PEDIATRICS CLINIC (EMORY CHILDRENS CENTER),NA,NA,NA,Emory University
1402325,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-05-12,WINSHIP CANCER CLINIC,NA,NA,NA,Emory University
1402329,BATTERY (VISIBLE BODILY HARM TO ANOTHER),2014-05-12,GAMBRELL HALL (SCHOOL OF LAW),NA,NA,NA,Emory University
1402331,"THEFT BY TAKING (BICYCLE, VALUED $1500 OR LESS)",2014-05-12,SUMMIT PARKING DECK,NA,NA,NA,Emory University
1402338,FIRE,2014-05-13,8 EAGLE ROW,NA,NA,NA,Emory University
1402343,HARASSING COMMUNICATIONS,2014-05-13,EMORY UNIVERSITY HOSPITAL,NA,NA,NA,Emory University
1402344,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-05-13,"MEDICAL OFFICE TOWER, EMORY UNIV HOSPITAL MIDTOWN",NA,NA,NA,Emory University
1402348,"THEFT BY TAKING (OTHER, VALUED $1500 OR LESS)",2014-05-13,QUADRANGLE (C),NA,NA,NA,Emory University
1402350,THEFT BY CONVERSION,2014-05-13,EMORY CONFERENCE CENTER HOTEL,NA,NA,NA,Emory University
1402360,VGCSA (ABANDONING DRUGS POISONS CONTROLLED SUBST.),2014-05-14,18 EAGLE ROW,NA,NA,NA,Emory University
1402366,THEFT OF LOST OR MISLAID PROPERTY (OVER $500),2014-05-15,CLIFTON RD AT HOUSTON MILL RD,NA,NA,NA,Emory University
1402373,ARREST: PROBATION VIOLATION,2014-05-15,F LOT,NA,NA,NA,Emory University
1402379,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-05-16,WOODRUFF PHYSICAL EDUCATION CENTER (C),NA,NA,NA,Emory University
1402380,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-05-16,11-E EAGLE ROW,NA,NA,NA,Emory University
1402397,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-05-19,WOODRUFF PHYSICAL EDUCATION CENTER (C),NA,NA,NA,Emory University
1402426,HARASSING COMMUNICATIONS,2014-05-21,EMORY UNIVERSITY HOSPITAL MIDTOWN,NA,NA,NA,Emory University
1402428,"BURGLARY, FIRST DEGREE, NON-FORCIBLE ENTRY",2014-05-21,10 EAGLE ROW,NA,NA,NA,Emory University
1402432,"THEFT BY TAKING (OTHER, VALUED $1500 OR LESS)",2014-05-21,ADMINISTRATION BLDG,NA,NA,NA,Emory University
1402443,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-05-22,SCHOOL OF NURSING (MAIN),NA,NA,NA,Emory University
1402467,SIMPLE BATTERY,2014-05-25,CLAIRMONT CRC BLDG F,NA,NA,NA,Emory University
1402468,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-05-25,EMORY UNIVERSITY HOSPITAL MIDTOWN,NA,NA,NA,Emory University
1402472,"EXPLOITING DISABLED ADULTS, ELDERS OR NH RESIDENTS",2014-05-26,BUDD TERRACE,NA,NA,NA,Emory University
1402477,"CRIMINAL TRESPASS, INDIVIDUAL",2014-05-27,EMORY POLICE DEPT,NA,NA,NA,Emory University
1402486,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-05-28,WOODRUFF PHYSICAL EDUCATION CENTER (C),NA,NA,NA,Emory University
1402489,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-05-28,WESLEY WOODS HOSPITAL,NA,NA,NA,Emory University
1402502,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-05-29,STUDENT ACTIVITY AND ACADEMIC CENTER,NA,NA,NA,Emory University
1402503,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-05-29,EMORY CLINIC A,NA,NA,NA,Emory University
1402510,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-05-30,WOODRUFF PHYSICAL EDUCATION CENTER (C),NA,NA,NA,Emory University
1402515,ENTERING AN AUTO,2014-05-30,SUMMIT PARKING DECK,NA,NA,NA,Emory University
1402522,"THEFT BY TAKING (MV PARTS/ACCESSORIES, EXTERIOR)",2014-05-31,SUMMIT PARKING DECK,NA,NA,NA,Emory University
1402523,"THEFT BY TAKING (MV PARTS/ACCESSORIES, EXTERIOR)",2014-05-31,SUMMIT PARKING DECK,NA,NA,NA,Emory University
1402535,"THEFT BY TAKING (MV PARTS/ACCESSORIES, EXTERIOR)",2014-06-01,SUMMIT PARKING DECK,NA,NA,NA,Emory University
1402536,"CRIMINAL TRESPASS, PROPERTY DAMAGE",2014-06-01,"EMORY WEST, BUILDING A (BRIARCLIFF CAMPUS)",NA,NA,NA,Emory University
1402548,SIMPLE BATTERY,2014-06-03,EMORY CLINIC B,NA,NA,NA,Emory University
1402550,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-06-03,EMORY UNIVERSITY HOSPITAL,NA,NA,NA,Emory University
1402558,"CRIMINAL DAMAGE TO PROPERTY, SECOND DEGREE",2014-06-04,PEAVINE I PARKING DECK (SOUTH),NA,NA,NA,Emory University
1402560,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-06-04,SCHOOL OF MEDICINE (WILLIAMS MEDICAL EDUCATION BLDG),NA,NA,NA,Emory University
1402562,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-06-04,EMORY CLINIC A,NA,NA,NA,Emory University
1402577,POSSESSION OF A WEAPON IN A SCHOOL SAFETY ZONE,2014-06-05,CLAIRMONT CRC BLDG F,NA,NA,NA,Emory University
1402581,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-06-05,EMORY UNIVERSITY HOSPITAL MIDTOWN,NA,NA,NA,Emory University
1402589,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-06-06,WOODRUFF PHYSICAL EDUCATION CENTER (C),NA,NA,NA,Emory University
1402591,STALKING (MISDEMEANOR),2014-06-06,UNKNOWN - MAIN CAMPUS,NA,NA,NA,Emory University
1402592,RAPE,2014-06-06,EAGLE ROW,NA,NA,NA,Emory University
1402593,AGGRAVATED SODOMY,2014-06-06,UNKNOWN - MAIN CAMPUS,NA,NA,NA,Emory University
1402594,AGGRAVATED SODOMY,2014-06-06,UNKNOWN - MAIN CAMPUS,NA,NA,NA,Emory University
1402595,BATTERY (VISIBLE BODILY HARM TO ANOTHER),2014-06-06,STARBUCKS (OXFORD ROAD BLDG.),NA,NA,NA,Emory University
1402597,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-06-06,WHITE HALL,NA,NA,NA,Emory University
1402632,ARREST FOR OTHER AGENCY; THEFT BY SHOPLIFTING ($300 OR LESS),2014-06-09,"MEDICAL OFFICE TOWER, EMORY UNIV HOSPITAL MIDTOWN",NA,NA,NA,Emory University
1402634,HARASSING COMMUNICATIONS,2014-06-09,EMORY UNIVERSITY HOSPITAL MIDTOWN,NA,NA,NA,Emory University
1402645,"THEFT BY TAKING (OTHER, VALUED $1500 OR LESS)",2014-06-10,EMORY CLINIC A,NA,NA,NA,Emory University
1402651,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-06-11,BUDD TERRACE,NA,NA,NA,Emory University
1402695,"CRIMINAL TRESPASS, PROPERTY DAMAGE",2014-06-16,CANDLER MANSION (BRIARCLIFF CAMPUS),NA,NA,NA,Emory University
1402696,THEFT OF LOST OR MISLAID PROPERTY (OVER $500),2014-06-16,N DECATUR BUILDING,NA,NA,NA,Emory University
1402697,"BURGLARY, SECOND DEGREE, NON-FORCIBLE ENTRY",2014-06-16,STUDENT HEALTH (MAIN CAMPUS),NA,NA,NA,Emory University
1402710,"THEFT BY TAKING (OTHER, VALUED $1500 OR LESS)",2014-06-17,CHERRY EMERSON CENTER,NA,NA,NA,Emory University
1402712,"BURGLARY, SECOND DEGREE, NON-FORCIBLE ENTRY",2014-06-17,EMORY CLINIC 1525 CLIFTON BUILDING,NA,NA,NA,Emory University
1402713,"THEFT BY TAKING (OTHER, VALUED $1500 OR LESS)",2014-06-17,SUMMIT PARKING DECK,NA,NA,NA,Emory University
1402715,"THEFT BY TAKING (OTHER, VALUED $1500 OR LESS)",2014-06-17,CLIFTON RD,NA,NA,NA,Emory University
1402716,"THEFT BY TAKING (FROM BLDG, VALUED OVER $1500)",2014-06-17,EMORY CLINIC 1525 CLIFTON BUILDING,NA,NA,NA,Emory University
1402727,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-06-18,EMORY UNIVERSITY HOSPITAL,NA,NA,NA,Emory University
1402744,THEFT OF LOST OR MISLAID PROPERTY ($500 OR LESS),2014-06-19,"MEDICAL OFFICE TOWER, EMORY UNIV HOSPITAL MIDTOWN",NA,NA,NA,Emory University
1402746,"BURGLARY, SECOND DEGREE, FORCIBLE ENTRY",2014-06-19,STUDENT HEALTH (MAIN CAMPUS),NA,NA,NA,Emory University
1402760,ARREST FOR OTHER AGENCY,2014-06-20,EMORY UNIVERSITY HOSPITAL MIDTOWN,NA,NA,NA,Emory University
1402771,THEFT OF LOST OR MISLAID PROPERTY (OVER $500),2014-06-21,EMORY HOSPITAL ANNEX (C),NA,NA,NA,Emory University
1402775,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-06-22,EMORY UNIVERSITY HOSPITAL MIDTOWN,NA,NA,NA,Emory University
1402779,ARREST FOR OTHER AGENCY,2014-06-23,CLIFTON RD AT FISHBURNE DR,NA,NA,NA,Emory University
1402780,SIMPLE BATTERY; DISORDERLY CONDUCT,2014-06-23,"MEDICAL OFFICE TOWER, EMORY UNIV HOSPITAL MIDTOWN",NA,NA,NA,Emory University
1402781,HARASSING COMMUNICATIONS,2014-06-23,WINSHIP CANCER CLINIC,NA,NA,NA,Emory University
1402782,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-06-23,WOODRUFF PHYSICAL EDUCATION CENTER (C),NA,NA,NA,Emory University
1402784,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-06-23,WOODRUFF PHYSICAL EDUCATION CENTER (C),NA,NA,NA,Emory University
1402787,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-06-24,EMORY UNIVERSITY HOSPITAL MIDTOWN,NA,NA,NA,Emory University
1402791,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-06-24,EMORY UNIVERSITY HOSPITAL MIDTOWN,NA,NA,NA,Emory University
1402793,ARREST FOR OTHER AGENCY,2014-06-24,LINDEN CIR (PRIVATE),NA,NA,NA,Emory University
1402799,THEFT OF LOST OR MISLAID PROPERTY ($500 OR LESS),2014-06-25,EMORY UNIVERSITY HOSPITAL MIDTOWN,NA,NA,NA,Emory University
1402803,"THEFT BY TAKING (FROM BLDG, VALUE $1500 OR LESS)",2014-06-25,EMORY UNIVERSITY HOSPITAL MIDTOWN,NA,NA,NA,Emory University
