case_number,time_occurred,time_reported,university,date_reported,date_occurred,location,incident
13000293,00:51,00:51,University of Iowa,2013-02-07,2013-02-07,"HOSPITAL, ED FRONT DOOR",SMOKING IN PROHIBITED AREA
13000294,01:05,01:05,University of Iowa,2013-02-07,2013-02-07,SAMS PIZZA BAR,POSSESSION/SUPPLY ALCOHOL U/21 FALSIFYING DRIVER LICENSES
13000297,11:36,11:36,University of Iowa,2013-02-07,2013-02-07,"IREH, LOT",CTW ISSUED SUSPICIOUS PERSONS/ACTIVITY
13000299,15:43,15:43,University of Iowa,2013-02-07,2013-02-07,"HOSPITAL, ED LOT",PERSONAL INJURY
13000300,15:21,15:21,University of Iowa,2013-02-07,2013-02-07,"HOSPITAL, ED",ASSIST OTHER AGENCY
13000301,15:21,15:30,University of Iowa,2013-02-07,2013-02-07,MAPF/S GRAND,1050PD:MV/MOTOR VEH
13000303,07:43,07:43,University of Iowa,2013-02-08,2013-02-08,"WCTC, E EXTERIOR CROSSWALK",PERSONAL INJURY
13000304,00:00,09:18,University of Iowa,2013-02-08,2012-12-13,POMERANTZ CENTER,THEFT 2ND DEGREE
13000305,17:47,17:47,University of Iowa,2013-02-08,2013-02-08,"LIBRARY, N EXT",SMOKING IN PROHIBITED AREA
13000308,19:03,19:03,University of Iowa,2013-02-08,2013-02-08,"HOSPITAL RAMP III, CAPITAL MANAGEMENT",SUSPICIOUS PERSONS/ACTIVITY
13000309,22:14,22:14,University of Iowa,2013-02-08,2013-02-08,MARTINIS BAR,"CITY, IN BARS AFTER HOURS 3RD OFFENSE ASSIST OTHER AGENCY"
13000310,22:22,22:22,University of Iowa,2013-02-08,2013-02-08,BROTHERS BAR,"CITY,IN BARS AFTER HOURS"
13000311,23:06,23:06,University of Iowa,2013-02-08,2013-02-08,IRON HAWK BAR,POSSESSION/SUPPLY ALCOHOL U/21
13000312,23:17,23:17,University of Iowa,2013-02-08,2013-02-08,BLUE MOOSE BAR,"CITY,IN BARS AFTER HOURS POSSESSION/SUPPLY ALCOHOL U/21 UNLAWFUL USE OF DRIVER'S LICEN PUBLIC INTOX"
13000313,23:35,23:35,University of Iowa,2013-02-08,2013-02-08,BLUE MOOSE BAR,"CITY,IN BARS AFTER HOURS"
13000314,00:13,00:13,University of Iowa,2013-02-09,2013-02-09,115 IOWA AVE,"CITY,POSS OF OPEN CONTAINER"
13000315,00:35,00:35,University of Iowa,2013-02-09,2013-02-09,MICKEYS BAR,INTERFERENCE W/OFFICIAL ACTS ASSIST OTHER AGENCY PUBLIC INTOX
13000316,01:57,01:57,University of Iowa,2013-02-09,2013-02-09,CLOCK TOWER RAMP,"CITY,POSS OF OPEN CONTAINER"
13000317,01:48,01:48,University of Iowa,2013-02-09,2013-02-09,CLOCK TOWER RAMP,DRUG PARAPHERNALIA
13000318,01:47,01:47,University of Iowa,2013-02-09,2013-02-09,"QUAD, S EXT ENT",ASSAULT C/INJURY
13000319,02:52,02:45,University of Iowa,2013-02-09,2013-02-09,"HOSPITAL, ETC",DISORDERLY CONDUCT PUBLIC INTOX
13000320,02:40,02:40,University of Iowa,2013-02-09,2013-02-09,MAYFLOWER HALL,FIRE INCIDENT
13000321,18:41,18:41,University of Iowa,2013-02-09,2013-02-09,"MAYFLOWER HALL, 800 A/B HALLWAY",ASSAULT C/INJURY
13000322,20:10,20:10,University of Iowa,2013-02-09,2013-02-09,DAUM HALL,DRUG RELATED SUSPICIOUS PERSONS/ACTIVITY
13000323,20:27,20:27,University of Iowa,2013-02-09,2013-02-09,CARVER HAWKEYE ARENA,THEFT 5TH DEGREE
13000324,22:00,22:00,University of Iowa,2013-02-09,2013-02-09,127 E COLLEGE,"CITY,POSS OF OPEN CONTAINER POSSESSION/SUPPLY ALCOHOL U/21"
13000325,22:32,22:32,University of Iowa,2013-02-09,2013-02-09,BROTHERS BAR,"UNLAWFUL USE OF DRIVER'S LICEN CITY,IN BARS AFTER HOURS"
13000326,23:30,23:30,University of Iowa,2013-02-09,2013-02-09,SUMMIT BAR,"POSSESSION/SUPPLY ALCOHOL U/21 CITY,IN BARS AFTER HOURS"
13000327,22:43,22:43,University of Iowa,2013-02-09,2013-02-09,125 S DUBUQUE ST,INTOXICATED SUBJECTS
13000328,00:14,00:14,University of Iowa,2013-02-10,2013-02-10,BROTHERS BAR,POSSESSION/SUPPLY ALCOHOL U/21 UNLAWFUL USE OF DRIVER'S LICEN
13000329,00:42,00:42,University of Iowa,2013-02-10,2013-02-10,FIELDHOUSE BAR,UNLAWFUL USE OF DRIVER'S LICEN
13000330,01:06,01:06,University of Iowa,2013-02-10,2013-02-10,12TH AVE/2ND ST,OWI/DRUGGED 1ST OFFENSE
13000331,01:34,01:34,University of Iowa,2013-02-10,2013-02-10,UNION BAR,"CITY,IN BARS AFTER HOURS PUBLIC INTOX"
13000333,02:00,02:00,University of Iowa,2013-02-10,2013-02-10,"100 BLK S CLINTON ST, ALLEY",DISORDERLY CONDUCT INTERFERENCE W/OFFICIAL ACTS FALSIFYING DRIVER LICENSES PUBLIC INTOX
13000334,02:35,02:35,University of Iowa,2013-02-10,2013-02-10,"MAYFLOWER HALL, 2ND FL NE STAIRWELL",CRIMINAL TRESPASS POSSESSION:CONTROL SUBSTANCE
13000335,03:00,03:00,University of Iowa,2013-02-10,2013-02-10,E BURLINGTON ST/S LUCAS ST,INTOXICATED SUBJECTS
13000338,21:37,21:37,University of Iowa,2013-02-10,2013-02-10,MADISON/BURLINGTON,DRUG PARAPHERNALIA POSSESSION OF PRESCRIPTION DRUGS POSSESSION CONT SUB 3RD OFFENSE DRUG TAX STAMP VIOLATION HABITUAL OFFENDER
13000339,05:55,05:55,University of Iowa,2013-02-11,2013-02-11,IMU,PUBLIC INTOX
13000340,00:00,07:26,University of Iowa,2013-02-11,2013-01-26,"MAYFLOWER HALL, N BIKE RACK",THEFT 4TH DEGREE
13000343,12:57,12:57,University of Iowa,2013-02-11,2013-02-11,"HOSPITAL, JPP ORTHO CLINIC",ASSIST OTHER AGENCY
13000344,00:00,14:47,University of Iowa,2013-02-11,2013-02-04,"HOSPITAL, WILD ROSE GIFT SHOP",THEFT 4TH DEGREE
13000345,00:00,15:15,University of Iowa,2013-02-11,2012-11-12,"LIBRARY, 1ST FL INFO DESK",STOLEN UI PROPERTY THEFT 3RD DEGREE
13000346,00:00,13:03,University of Iowa,2013-02-11,2013-02-08,"HOSPITAL, 5 BT",THEFT 2ND DEGREE
13000349,01:24,01:24,University of Iowa,2013-02-12,2013-02-12,"LIBRARY, 3RD FL",CTW ISSUED UNAUTHORIZED PERSONS/ACTIVITY
13000350,01:46,01:46,University of Iowa,2013-02-12,2013-02-12,"LIBRARY, 1ST FL",CTW ISSUED CRIMINAL TRESPASS
13000357,00:00,10:12,University of Iowa,2013-02-12,2012-12-01,UNIVERSITY ATHLETIC CLUB,THEFT 2ND DEGREE
13000363,00:00,14:47,University of Iowa,2013-02-12,2013-02-08,HOSPITAL,SUSPICIOUS PERSONS/ACTIVITY
13000364,00:00,13:29,University of Iowa,2013-02-12,2013-01-01,REINOW HALL,DRUG RELATED DRUG PARAPHERNALIA
13000371,19:00,19:01,University of Iowa,2013-02-12,2013-02-12,CRWC,SUSPICIOUS PERSONS/ACTIVITY
13000372,20:48,20:48,University of Iowa,2013-02-12,2013-02-12,SLATER HALL,SUICIDE:ATTEMPTED
13000373,22:28,22:28,University of Iowa,2013-02-12,2013-02-12,IMU,CTW ISSUED UNAUTHORIZED PERSONS/ACTIVITY
13000375,11:37,11:37,University of Iowa,2013-02-13,2013-02-13,HOSPITAL RAMP I,ASSIST OTHER AGENCY
13000377,00:00,18:41,University of Iowa,2013-02-09,2013-02-09,MAYFLOWER HALL,ASSAULT - SIMPLE
13000380,19:54,19:54,University of Iowa,2013-02-13,2013-02-13,"BLUE MOOSE BAR, ROOF",POSSESSION:CONTROL SUBSTANCE
13000382,22:46,22:46,University of Iowa,2013-02-13,2013-02-13,UNION BAR,"CITY,IN BARS AFTER HOURS"
13000386,06:31,06:31,University of Iowa,2013-02-14,2013-02-14,MAPF,FALSE REPORT - LAW ENFORCEMENT
13000387,07:24,07:24,University of Iowa,2013-02-14,2013-02-14,"HOSPITAL RAMP I, E EXTERIOR",ASSIST OTHER AGENCY
13000388,09:28,09:31,University of Iowa,2013-02-14,2013-02-14,HILLCREST,FRAUDULENT PRACTICE 2ND DEGREE
13000389,00:00,12:26,University of Iowa,2013-02-14,2013-02-12,HAWKEYE CT,THEFT 5TH DEGREE
13000390,00:00,14:33,University of Iowa,2013-02-14,2013-02-04,"MAYFLOWER, MAIN LOBBY",HARASSMENT 3RD DEGREE
13000392,16:46,16:46,University of Iowa,2013-02-14,2013-02-14,CALVIN HALL,SUICIDE:THREATENED
13000393,18:17,18:17,University of Iowa,2013-02-14,2013-02-14,"HOSPITAL, ED LOT",SUICIDE:THREATENED
13000394,22:27,22:27,University of Iowa,2013-02-14,2013-02-14,BLUE MOOSE BAR,"CITY,IN BARS AFTER HOURS"
13000395,01:09,01:09,University of Iowa,2013-02-15,2013-02-15,PINTS BAR,"CITY,IN BARS AFTER HOURS UNLAWFUL USE OF DRIVER'S LICEN PUBLIC INTOX"
13000396,01:30,01:30,University of Iowa,2013-02-15,2013-02-15,1801 2ND ST,OWI/DRUGGED 1ST OFFENSE
13000397,01:52,01:52,University of Iowa,2013-02-15,2013-02-15,MAYFLOWER HALL,DRUG RELATED SUSPICIOUS PERSONS/ACTIVITY
13000398,02:21,02:21,University of Iowa,2013-02-15,2013-02-15,SLATER HALL,SUSPICIOUS PERSONS/ACTIVITY
13000401,00:00,10:07,University of Iowa,2013-02-15,2013-01-11,COLLEGE OF PUBLIC HEALTH,ASSIST OTHER AGENCY
13000404,12:57,12:57,University of Iowa,2013-02-15,2013-02-15,HOSPITAL RAMP III,PROPERTY DAMAGE
13000407,18:04,18:04,University of Iowa,2013-02-15,2013-02-15,"LIBRARY, N EXT",SMOKING IN PROHIBITED AREA
13000409,22:10,22:10,University of Iowa,2013-02-15,2013-02-15,SPORTS COLUMN BAR,"POSSESSION/SUPPLY ALCOHOL U/21 UNLAWFUL USE OF DL TO OBTAIN ALCOHOL CITY,IN BARS AFTER HOURS"
13000411,23:01,23:01,University of Iowa,2013-02-15,2013-02-15,BURLINGTON/GILBERT,OWI/DRUGGED 1ST OFFENSE
13000412,23:14,23:14,University of Iowa,2013-02-15,2013-02-15,PINTS BAR,"UNLAWFUL USE OF DL TO OBTAIN ALCOHOL CITY,IN BARS AFTER HOURS"
13000413,23:34,23:34,University of Iowa,2013-02-15,2013-02-15,DUBUQUE/BROWN,OWI/DRUGGED 1ST OFFENSE
13000415,00:48,00:48,University of Iowa,2013-02-16,2013-02-16,125 S DUBUQUE ST,"CITY,POSS OF OPEN CONTAINER"
13000417,01:47,01:47,University of Iowa,2013-02-16,2013-02-16,125 S DUBUQUE ST,"CITY,POSS OF OPEN CONTAINER"
13000419,13:53,13:53,University of Iowa,2013-02-16,2013-02-16,SLATER HALL,SUSPICIOUS PERSONS/ACTIVITY
13000423,22:40,22:40,University of Iowa,2013-02-16,2013-02-16,"QUADRANGLE, 2ND FL",ASSAULT - SIMPLE
13000424,22:52,22:52,University of Iowa,2013-02-16,2013-02-16,"IMU, 2ND FL BALLROOM AREA",THEFT 5TH DEGREE
13000426,00:40,00:40,University of Iowa,2013-02-17,2013-02-17,"BOYD LAW BLDG, S EXTERIOR",PUBLIC INTOX POSSESSION OF PRESCRIPTION DRUGS SUSPICIOUS PERSONS/ACTIVITY INTERFERENCE W/OFFICIAL ACTS
13000427,02:00,02:00,University of Iowa,2013-02-17,2013-02-17,RIVER/ELLIS,PUBLIC INTOX 2ND CONV
13000428,01:30,01:30,University of Iowa,2013-02-17,2013-02-17,QUADRANGLE,SUSPICIOUS PERSONS/ACTIVITY
13000429,03:56,03:56,University of Iowa,2013-02-17,2013-02-17,HILLCREST HALL,POSSESSION:CONTROL SUBSTANCE DRUG PARAPHERNALIA
13000430,05:56,05:56,University of Iowa,2013-02-17,2013-02-17,"IMU, 2ND FL",CTW ISSUED UNAUTHORIZED PERSONS/ACTIVITY
13000431,00:00,14:17,University of Iowa,2013-02-17,2013-02-16,IMU RAMP,STRIKING UNATTENDED VEHICLE
13000432,22:23,22:23,University of Iowa,2013-02-15,2013-02-15,MORMON TREK BLVD/MELROSE AVE,TOWS ASSIST OTHER AGENCY
13000433,00:00,00:24,University of Iowa,2013-02-18,2013-02-17,"HOSPITAL, MICU",THEFT 5TH DEGREE
13000434,00:00,00:24,University of Iowa,2013-02-18,2013-02-17,"HAWKS RIDGE, BLDG 3 PARKING",CRIMINAL MISCHIEF 5TH DEGREE THEFT 5TH DEGREE
13000435,00:00,08:31,University of Iowa,2013-02-18,2013-02-15,"LIBRARY, BASEMENT MECHANICAL RM",THEFT 2ND DEGREE
13000436,00:00,10:32,University of Iowa,2013-02-18,2013-02-15,"LIBRARY, BASEMENT",STOLEN UI PROPERTY THEFT 3RD DEGREE
13000437,00:00,16:32,University of Iowa,2013-02-18,2013-02-17,"CRWC, 1ST FL MEN'S LOCKER RM",THEFT 3RD DEGREE
13000438,00:00,15:31,University of Iowa,2013-02-18,2013-02-13,"HUBBARD PARK, SE CORNER",THEFT 5TH DEGREE
13000441,20:09,20:09,University of Iowa,2013-02-18,2013-02-18,"LIBRARY, N EXT",SMOKING IN PROHIBITED AREA
13000442,20:16,20:16,University of Iowa,2013-02-18,2013-02-18,"LIBRARY, N EXT",SMOKING IN PROHIBITED AREA
13000444,00:57,00:57,University of Iowa,2013-02-19,2013-02-19,SPORTS COLUMN BAR,"CITY,IN BARS AFTER HOURS ASSIST OTHER AGENCY PUBLIC INTOX"
13000445,00:47,00:47,University of Iowa,2013-02-19,2013-02-19,QUADRANGLE HALL,POSSESSION:CONTROL SUBSTANCE ASSIST OTHER AGENCY SUSPICIOUS PERSONS/ACTIVITY DRUG PARAPHERNALIA
13000446,01:39,01:39,University of Iowa,2013-02-19,2013-02-19,BURGE HALL,DRUG RELATED SUSPICIOUS PERSONS/ACTIVITY
13000448,00:00,08:15,University of Iowa,2013-02-08,2013-01-13,"UCC, E ENT",SUSPICIOUS PERSONS/ACTIVITY
13000449,12:43,12:43,University of Iowa,2013-02-19,2013-02-19,SLATER HALL,DRUG PARAPHERNALIA POSSESSION:CONTROL SUBSTANCE
13000450,15:26,15:28,University of Iowa,2013-02-19,2013-02-19,STANLEY HALL,SUSPICIOUS PERSONS/ACTIVITY
13000451,14:24,14:24,University of Iowa,2013-02-19,2013-02-19,"HOSPITAL, ED",ASSIST OTHER AGENCY
13000452,17:08,17:08,University of Iowa,2013-02-19,2013-02-19,LOT 43,1050PD:MV/MOTOR VEH
13000458,01:09,01:09,University of Iowa,2013-02-20,2013-02-20,AIRLINER BAR,UNLAWFUL USE OF DRIVER'S LICEN POSSESSION/SUPPLY ALCOHOL U/21
13000459,00:00,07:07,University of Iowa,2013-02-20,2013-02-19,CRWC (NATATORIUM),DAMAGED UI PROPERTY PROPERTY DAMAGE
13000460,00:00,11:34,University of Iowa,2013-02-20,2013-02-19,"CRWC, ENT",PROPERTY DAMAGE
13000461,08:15,08:15,University of Iowa,2013-02-20,2013-02-20,"HOSPITAL, 3 RCP EAST",ASSIST OTHER AGENCY
13000462,14:44,14:44,University of Iowa,2013-02-19,2013-02-19,HOSPITAL,ASSIST OTHER AGENCY
13000463,14:16,14:28,University of Iowa,2013-02-20,2013-02-20,IMU,THEFT 5TH DEGREE
13000464,18:30,18:30,University of Iowa,2013-02-20,2013-02-20,CAMPUS,THEFT 3RD DEGREE
13000465,21:50,21:50,University of Iowa,2013-02-20,2013-02-20,"HOSPITAL, ED",ASSIST OTHER AGENCY
13000466,01:56,01:56,University of Iowa,2013-02-21,2013-02-21,300 BLK N RIVERSIDE DR,FIRE INCIDENT
13000468,10:54,10:54,University of Iowa,2013-02-21,2013-02-21,HOSPITAL,ASSIST OTHER AGENCY
13000469,06:33,06:33,University of Iowa,2013-02-22,2013-02-22,"UCC, 2ND FLOOR",CTW ISSUED UNAUTHORIZED PERSONS/ACTIVITY
13000470,00:00,10:44,University of Iowa,2013-02-22,2012-06-01,"HOSPITAL, ORAL SURGERY",SUSPICIOUS PERSONS/ACTIVITY
13000473,13:10,13:13,University of Iowa,2013-02-22,2013-02-22,CHEMISTRY BLDG,THEFT 4TH DEGREE
13000474,00:00,13:20,University of Iowa,2013-02-22,2013-02-18,IMU,SUSPICIOUS PERSONS/ACTIVITY
13000476,17:02,17:04,University of Iowa,2013-02-22,2013-02-22,BIOLOGY BLDG,THEFT 4TH DEGREE
13000478,23:26,23:26,University of Iowa,2013-02-22,2013-02-22,100 BLK E COLLEGE ST,PUBLIC INTOX
13000480,23:51,23:51,University of Iowa,2013-02-22,2013-02-22,118 S DUBUQUE ST,ASSIST OTHER AGENCY
13000481,00:23,00:23,University of Iowa,2013-02-23,2013-02-23,IOWA AVE/N LINN ST,INTOXICATED SUBJECTS OWI/DRUGGED 2ND OFFENSE
13000482,00:41,01:00,University of Iowa,2013-02-23,2013-02-23,CURRIER HALL,SUSPICIOUS PERSONS/ACTIVITY
13000483,01:30,01:30,University of Iowa,2013-02-23,2013-02-23,QUAD,DRUG RELATED SUSPICIOUS PERSONS/ACTIVITY
13000484,02:16,02:16,University of Iowa,2013-02-23,2013-02-23,HOSPITAL,ASSIST OTHER AGENCY
13000485,01:47,00:00,University of Iowa,2013-02-23,2013-02-23,MAYFLOWER HALL,SUSPICIOUS PERSONS/ACTIVITY
13000486,04:03,04:09,University of Iowa,2013-02-23,2013-02-23,MAYFLOWER METERS,PUBLIC INTOX
13000487,03:36,03:39,University of Iowa,2013-02-23,2013-02-23,RIENOW HALL,INTOXICATED SUBJECTS
13000488,13:13,13:13,University of Iowa,2013-02-23,2013-02-23,"NORTH HALL, EXTERIOR",ASSIST OTHER AGENCY
13000490,15:47,15:47,University of Iowa,2013-02-23,2013-02-23,10 S CLINTON ST,PUBLIC INTOX
13000491,16:34,16:34,University of Iowa,2013-02-23,2013-02-23,CORALVILLE POLICE DEPT,ASSIST OTHER AGENCY
13000492,19:16,19:16,University of Iowa,2013-02-23,2013-02-23,ICPD,ASSIST OTHER AGENCY
13000493,22:05,22:05,University of Iowa,2013-02-23,2013-02-23,S DUBUQUE ST/E BURLINGTON ST,"CITY,PUBLIC URINATION & DEFECATION PUBLIC INTOX"
13000494,23:21,23:21,University of Iowa,2013-02-23,2013-02-23,227 N DUBUQUE ST,DISORDERLY CONDUCT PUBLIC INTOX
13000495,00:16,00:16,University of Iowa,2013-02-24,2013-02-24,QUAD,DRUG RELATED SUSPICIOUS PERSONS/ACTIVITY
13000496,01:47,01:47,University of Iowa,2013-02-24,2013-02-24,231 E BURLINGTON ST,ASSIST OTHER AGENCY POSSESSION/SUPPLY ALCOHOL U/21 PUBLIC INTOX
13000497,04:09,04:09,University of Iowa,2013-02-24,2013-02-24,525 S JOHNSON ST,1050PD:POLICE VEH/MOTOR VEH
13000499,12:02,12:02,University of Iowa,2013-02-24,2013-02-24,QUAD METERS,1050PD:MV/MOTOR VEH
13000502,18:39,18:39,University of Iowa,2013-02-24,2013-02-24,LIQUOR DOWNTOWN,UNLAWFUL USE OF DL TO OBTAIN ALCOHOL POSSESSION/SUPPLY ALCOHOL U/21
13000505,00:42,00:42,University of Iowa,2013-02-25,2013-02-25,"200 BLK IOWA AVE, ALLEY",PUBLIC INTOX POSSESSION:CONTROL SUBSTANCE
13000506,02:10,02:10,University of Iowa,2013-02-25,2013-02-25,STUDIO 13 BAR,LIQUOR LAWS:MISCELLANEOUS
13000507,03:03,03:03,University of Iowa,2013-02-25,2013-02-25,RIENOW HALL,DRUG RELATED SUSPICIOUS PERSONS/ACTIVITY
13000509,11:46,11:45,University of Iowa,2013-02-25,2013-02-25,MAIN LIBARY,SUSPICIOUS PERSONS/ACTIVITY
13000510,15:55,15:55,University of Iowa,2013-02-25,2013-02-25,"BURGE HALL, MARKET KITCHEN",HARASSMENT 3RD DEGREE
13000511,15:24,15:25,University of Iowa,2013-02-25,2013-02-25,"HOSPITAL, 1 JPW",LOST/MISSING:ADULT
13000512,16:56,16:56,University of Iowa,2013-02-25,2013-02-25,"CRWC, MEN'S LOCKER RM",THEFT 3RD DEGREE
13000514,20:32,20:32,University of Iowa,2013-02-25,2013-02-25,IMU RAMP,CRIMINAL TRESPASS CTW ISSUED PUBLIC INTOX
13000516,00:00,20:44,University of Iowa,2013-02-25,2013-02-22,MAYFLOWER HALL,THEFT 3RD DEGREE
13000517,00:00,20:35,University of Iowa,2013-02-25,2013-02-25,LOT 46,THEFT 3RD DEGREE
13000518,14:02,14:02,University of Iowa,2013-02-26,2013-02-26,"PBB, BUSINESS LIBRARY",INTERFERENCE W/OFFICIAL ACTS DISORDERLY CONDUCT CTW ISSUED CRIMINAL TRESPASS
13000519,17:55,17:55,University of Iowa,2013-02-26,2013-02-26,"LIBRARY, OUTSIDE",CTW ISSUED SUSPICIOUS PERSONS/ACTIVITY
13000520,21:19,21:19,University of Iowa,2013-02-26,2013-02-26,LOT 43,1050PD:MV/MOTOR VEH
13000521,00:47,00:47,University of Iowa,2013-02-27,2013-02-27,SKUNK HOLLOW,DRUG PARAPHERNALIA
13000522,00:56,00:56,University of Iowa,2013-02-27,2013-02-27,"HONORS CENTERSTONE BLDG, PARKING RAMP",DRUG PARAPHERNALIA POSSESSION:CONTROL SUBSTANCE SUSPICIOUS PERSONS/ACTIVITY
13000523,02:04,02:08,University of Iowa,2013-02-27,2013-02-27,HILLCREST,POSSESSION:CONTROL SUBSTANCE
13000524,07:18,07:18,University of Iowa,2013-02-27,2013-02-27,IMU RAMP,CTW ISSUED UNAUTHORIZED PERSONS/ACTIVITY
13000526,18:04,18:04,University of Iowa,2013-02-27,2013-02-27,"LIBRARY, N EXT",SMOKING IN PROHIBITED AREA
13000527,18:26,18:26,University of Iowa,2013-02-27,2013-02-27,"BCSB, S EXT",SMOKING IN PROHIBITED AREA
13000529,23:25,23:25,University of Iowa,2013-02-27,2013-02-27,PINTS BAR,"CITY,IN BARS AFTER HOURS"
13000530,00:13,00:13,University of Iowa,2013-02-28,2013-02-28,BROTHERS BAR,"CITY,IN BARS AFTER HOURS"
13000531,01:30,01:30,University of Iowa,2013-02-28,2013-02-28,"10 BLK S DUBUQUE, ALLEY","CITY,PUBLIC URINATION & DEFECATION"
13000532,02:30,02:30,University of Iowa,2013-02-28,2013-02-28,"IMU RAMP, 7TH FL",CTW ISSUED CRIMINAL TRESPASS
13000533,02:45,02:45,University of Iowa,2013-02-28,2013-02-28,"IMU RAMP, 6TH FL",CTW ISSUED CRIMINAL TRESPASS
13000535,20:06,20:02,University of Iowa,2013-02-28,2013-02-28,"CRWC, WOMEN'S LOCKER RM",THEFT 5TH DEGREE
13000536,20:41,20:41,University of Iowa,2013-02-28,2013-02-28,BURGE HALL,DRUG PARAPHERNALIA POSSESSION:CONTROL SUBSTANCE
13000537,22:08,22:08,University of Iowa,2013-02-28,2013-02-28,AIRLINER BAR,POSSESSION/SUPPLY ALCOHOL U/21
13000538,22:24,22:24,University of Iowa,2013-02-28,2013-02-28,SUMMIT BAR,POSSESSION/SUPPLY ALCOHOL U/21
13000539,22:58,22:58,University of Iowa,2013-02-28,2013-02-28,DC S BAR,"CITY,IN BARS AFTER HOURS"
13000540,23:32,23:32,University of Iowa,2013-02-28,2013-02-28,PINTS BAR,"CITY,IN BARS AFTER HOURS"
13000541,00:08,00:08,University of Iowa,2013-03-01,2013-03-01,BROTHERS BAR,"CITY,IN BARS AFTER HOURS"
13000542,00:35,00:35,University of Iowa,2013-03-01,2013-03-01,DC S BAR,"CITY,IN BARS AFTER HOURS 2ND OFFENSE ASSIST OTHER AGENCY CITY,IN BARS AFTER HOURS"
13000543,01:02,01:02,University of Iowa,2013-03-01,2013-03-01,FIELDHOUSE BAR,"FALSIFYING DRIVER LICENSES UNLAWFUL USE OF DRIVER'S LICEN CITY,IN BARS AFTER HOURS"
13000544,01:15,01:15,University of Iowa,2013-03-01,2013-03-01,FIELDHOUSE BAR,"CITY,IN BARS AFTER HOURS UNLAWFUL USE OF DL TO OBTAIN ALCOHOL PUBLIC INTOX"
13000545,01:56,01:56,University of Iowa,2013-03-01,2013-03-01,118 S CLINTON ST,PUBLIC INTOX DISORDERLY CONDUCT
13000546,02:09,02:09,University of Iowa,2013-03-01,2013-03-01,S DUBUQUE ST/E WASHINGTON ST,DISORDERLY CONDUCT INTERFERENCE W/OFFICIAL ACTS ASSIST OTHER AGENCY PUBLIC INTOX
13000547,05:16,05:16,University of Iowa,2013-03-01,2013-03-01,"IMU, 2ND FL BALLROOM",PUBLIC INTOX
13000548,00:00,13:33,University of Iowa,2013-03-01,2011-11-25,IMU,STOLEN UI PROPERTY THEFT 2ND DEGREE
13000550,00:00,16:54,University of Iowa,2013-03-01,2013-02-28,EPB,THEFT 2ND DEGREE
13000552,23:28,23:28,University of Iowa,2013-03-01,2013-03-01,CLINTON/WASHINGTON,PUBLIC INTOX
13000553,00:49,00:49,University of Iowa,2013-03-02,2013-03-02,MARTINIS BAR,"UNLAWFUL USE OF DRIVER'S LICEN CITY,IN BARS AFTER HOURS"
13000554,01:32,01:32,University of Iowa,2013-03-02,2013-03-02,MARKET/CLINTON,OWI/DRUGGED 1ST OFFENSE
13000555,01:57,01:57,University of Iowa,2013-03-02,2013-03-02,PANCHEROS,PUBLIC INTOX
13000556,03:23,03:23,University of Iowa,2013-03-02,2013-03-02,"BURGE HALL, N EXTERIOR",DRUG PARAPHERNALIA SUSPICIOUS PERSONS/ACTIVITY
13000557,03:37,03:37,University of Iowa,2013-03-02,2013-03-02,QUADRANGLE  HALL,POSSESSION:CONTROL SUBSTANCE DRUG PARAPHERNALIA
13000558,00:22,00:22,University of Iowa,2013-03-03,2013-03-03,"BYINGTON RD, W OF HILLCREST",PUBLIC INTOX
13000559,00:04,00:04,University of Iowa,2013-03-03,2013-03-03,"MAYFLOWER HALL, LOBBY",ASSAULT - SIMPLE
13000560,00:00,13:16,University of Iowa,2013-03-03,2013-03-02,BURGE HALL,BURGLARY 3RD DEGREE
13000561,15:32,15:32,University of Iowa,2013-03-03,2013-03-03,MAYFLOWER HALL,SUICIDE:ATTEMPTED
13000562,00:00,18:52,University of Iowa,2013-03-03,2013-03-02,100 BLK W IOWA AVE,ASSAULT C/INJURY
13000563,20:43,20:45,University of Iowa,2013-03-03,2013-03-03,PARKLAWN,DRUG RELATED SUSPICIOUS PERSONS/ACTIVITY
13000566,22:22,22:22,University of Iowa,2013-03-04,2013-03-04,DC S BAR,"CITY,IN BARS AFTER HOURS FALSIFYING DRIVER LICENSES"
13000567,10:19,10:19,University of Iowa,2013-03-05,2013-03-05,LOT 48,FIRE:VEHICLE
13000572,22:38,22:38,University of Iowa,2013-03-05,2013-03-05,DUBUQUE/JEFFERSON,OPEN CONTAINER IN A VEHICLE
13000574,16:22,16:22,University of Iowa,2013-03-01,2013-03-01,"MAYFLOWER HALL, BUS STOP",FIRE INCIDENT
13000575,00:00,14:12,University of Iowa,2013-03-06,2013-03-01,HANCHER,SUSPICIOUS PERSONS/ACTIVITY
13000577,17:53,17:53,University of Iowa,2013-03-03,2013-03-03,SCHAEFFER HALL,INTOXICATED SUBJECTS
13000580,21:54,21:54,University of Iowa,2013-03-06,2013-03-06,"HOSPITAL, RCP MAIN ENT",ASSIST OTHER AGENCY PUBLIC INTOX
13000581,22:12,22:12,University of Iowa,2013-03-06,2013-03-06,"CRWC, 1ST FL MENS LOCKER RM",THEFT 5TH DEGREE
13000582,03:24,03:24,University of Iowa,2013-03-07,2013-03-07,RIENOW HALL,POSSESSION:CONTROL SUBSTANCE
