case_number,date_reported,time_reported,date_occurred,time_occurred,location,incident,university
CFS14-01-30-000861,2014-01-30,19:25,2014-01-30,11:30,EAST UNION STREET Common Name: PUTNAM HALL,LARCENY-THEFT THEFT - FROM BUILDINGS 2913,Ohio University
CFS14-01-30-000864,2014-01-30,21:07,2014-01-30,21:07,WEST SIDE OF CONVO Common Name: PARKING LOT 127,TRAFFIC CRASH,Ohio University
CFS14-01-31-000870,2014-01-31,2:36,2014-01-31,2:36,35 SOUTH CONGRESS Common Name: BROMLEY HALL,DESTRUCTION OF PROPERTY,Ohio University
CFS14-01-31-000871,2014-01-31,2:52,NA,NA,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: BY ADAMS HALL,TRAFFIC LANES OF TRAVEL 4511.25,Ohio University
CFS14-01-31-000892,2014-01-31,20:42,NA,NA,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: NEAR ADAMS HALL,"TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS14-02-01-000900,2014-02-01,0:20,NA,NA,122 SOUTH GREEN DRIVE Common Name: FENZEL HOUSE Location Detail: ROOM 317,POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS14-02-01-000902,2014-02-01,0:35,2014-02-01,0:35,COURT STREET Common Name: COURT STREET Location Detail: CRYSTAL CASINO BAR,ALCOHOL OFFENSE,Ohio University
CFS14-02-01-000903,2014-02-01,1:26,2014-02-01,1:26,COURT STREET Common Name: COURT STREET Location Detail: BEHIND CRYSTAL BAR,ALCOHOL OFFENSE,Ohio University
CFS14-02-01-000904,2014-02-01,1:34,2014-02-01,1:34,HUDSON DRIVE Common Name: HUDSON DRIVE Location Detail: @ UNION,DESTRUCTION OF PROPERTY,Ohio University
CFS14-02-01-000905,2014-02-01,1:41,NA,NA,BETWEEN DEPOT ST. AND OXBOW DR. Common Name: LIFE SCIENCE BLDG. Location Detail: ROOM 208,FIRE ALARM,Ohio University
CFS14-02-01-000907,2014-02-01,2:29,NA,NA,COURT STREET Common Name: COURT STREET Location Detail: ALLEY BY WINGS OVER ATHENS,DISORDERLY CONDUCT OFFENSES,Ohio University
CFS14-02-01-000908,2014-02-01,2:30,2014-02-01,2:30,128 SOUTH GREEN DRIVE Common Name: WELD HOUSE Location Detail: 3RD FLOOR/MOD A/RESTROOM,ALCOHOL OFFENSE,Ohio University
CFS14-02-01-000909,2014-02-01,2:54,NA,NA,SOUTH GREEN Common Name: SOUTH GREEN Location Detail: CATWALK,DISORDERLY CONDUCT OFFENSES,Ohio University
CFS14-02-01-000918,2014-02-01,9:55,NA,NA,HUDSON DRIVE Common Name: HUDSON DRIVE,"TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS14-02-01-000932,2014-02-01,13:00,NA,NA,UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE Location Detail: AT PARKING LOT 3,TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS14-02-01-000935,2014-02-01,14:08,NA,NA,1 PARK PLACE Common Name: BAKER STUDENT CENTER,PARKING COMPLAINT,Ohio University
CFS14-02-01-000945,2014-02-01,18:48,NA,NA,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: NEAR ADAMS HALL,"TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS14-02-01-000948,2014-02-01,22:13,NA,NA,46 EAST GREEN STREET Common Name: JEFFERSON HALL Location Detail: ROOM 305,POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS14-02-02-000953,2014-02-02,1:02,NA,NA,UNION STREET Common Name: UNION STREET Location Detail: BETWEEN MCCRACKEN/JEFFERSON,EMERGENCY CALL,Ohio University
CFS14-02-02-000957,2014-02-02,3:10,NA,NA,69 SOUTH GREEN DRIVE Common Name: BROWN HALL Location Detail: 2ND OR 4TH FLOOR,DESTRUCTION OF PROPERTY,Ohio University
CFS14-02-02-000964,2014-02-02,13:18,NA,NA,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT LOT 86,TRAFFIC FAILURE TO DISPLAY LIC. PLATE/STICKER 4503.21,Ohio University
CFS14-02-02-000965,2014-02-02,14:26,NA,NA,RACE ST Common Name: RACE STREET Location Detail: AT POPLAR,TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS14-02-02-000970,2014-02-02,18:39,NA,NA,70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL,FIRE ALARM,Ohio University
CFS14-02-02-000975,2014-02-02,22:29,NA,NA,97 WEST GREEN DRIVE Common Name: JAMES HALL Location Detail: ROOM 331,POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS14-02-02-000978,2014-02-02,23:13,2014-02-02,23:13,OXBOW TRAIL/DRIVE Common Name: OXBOW TRAIL/DRIVE Location Detail: BY RYORS HALL,TRAFFIC CRASH,Ohio University
CFS14-02-03-000992,2014-02-03,15:37,NA,NA,STEWART ST. Common Name: STEWART STREET Location Detail: NEAR SOUTH BEACH,DISORDERLY CONDUCT OFFENSES,Ohio University
CFS14-02-03-000993,2014-02-03,16:03,NA,NA,RIVERSIDE DRIVE Common Name: FACILITIES MANAGEMENT,OPERATIONS CONTACT PARTY BY PHONE,Ohio University
CFS14-02-03-001001,2014-02-03,23:22,NA,NA,69 SOUTH GREEN DRIVE Common Name: BROWN HALL Location Detail: ROOM 222 SMOKE DETECTOR,FIRE ALARM,Ohio University
CFS14-02-04-001014,2014-02-04,11:34,NA,NA,MORTON HALL LOT Common Name: PARKING LOT 90,TRAFFIC OBSTRUCTED VIEW 4511.70B,Ohio University
CFS14-02-04-001020,2014-02-04,15:17,2014-02-04,15:17,125 SOUTH GREEN DRIVE Common Name: FOSTER HOUSE Location Detail: ROOM 143,POSSESSION OF DRUG PARAPHERNALIA,Ohio University
CFS14-02-05-001044,2014-02-05,7:50,2014-01-29,15:00,Common Name: SOUTH GREEN GARAGE Location Detail: UNDER NELSON GARAGE,DESTRUCTION OF PROPERTY,Ohio University
CFS14-02-05-001049,2014-02-05,11:20,2014-02-05,10:00,PARK PLACE Common Name: ALDEN LIBRARY,LARCENY-THEFT THEFT - FROM BUILDINGS 2913,Ohio University
CFS14-02-05-001054,2014-02-05,14:25,2014-02-05,7:00,CENTRAL FOOD LOT Common Name: PARKING LOT 143,PROPERTY DAMAGE,Ohio University
CFS14-02-05-001059,2014-02-05,15:45,2014-02-05,15:40,46 EAST GREEN STREET Common Name: JEFFERSON HALL Location Detail: ROOM 443,POSSESSION OF DRUG PARAPHERNALIA,Ohio University
CFS14-02-05-001060,2014-02-05,16:10,NA,NA,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: NEAR TRUE HOUSE,TRAFFIC CRASH,Ohio University
CFS14-02-05-001061,2014-02-05,16:35,2014-02-05,16:35,HDL LOT Common Name: PARKING LOT 154 Location Detail: NEAR BMV,DISORDERLY CONDUCT OFFENSES,Ohio University
CFS14-02-06-001083,2014-02-06,10:26,NA,NA,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT WALTER HALL,TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05,Ohio University
CFS14-02-06-001087,2014-02-06,14:01,2014-01-06,0:00,1 PARK PLACE Common Name: BAKER STUDENT CENTER Location Detail: ROOM 345,THEFT OFFENSE,Ohio University
CFS14-02-06-001092,2014-02-06,17:02,2014-02-06,16:15,PARK PLACE Common Name: ALDEN LIBRARY,LARCENY-THEFT THEFT - FROM BUILDINGS 2913,Ohio University
CFS14-02-06-001094,2014-02-06,17:46,NA,NA,MORTON HALL LOT Common Name: PARKING LOT 90,TRAFFIC CRASH,Ohio University
CFS14-02-06-001099,2014-02-06,21:52,2014-02-06,21:45,PEDEN STADIUM Common Name: PARKING LOT 132 Location Detail: NEAR WEIGHT ROOM SIDE,TRAFFIC CRASH,Ohio University
CFS14-02-07-001103,2014-02-07,1:09,NA,NA,PARK PLACE Common Name: ALDEN LIBRARY Location Detail: 4TH FLOOR MEN'S RESTROOM,RECOVERED PROPERTY,Ohio University
CFS14-02-07-001107,2014-02-07,3:40,2014-02-07,3:35,69 SOUTH GREEN DRIVE Common Name: BROWN HALL Location Detail: ROOM 124,DESTRUCTION OF PROPERTY,Ohio University
CFS14-02-07-001113,2014-02-07,9:38,2014-02-07,9:38,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT ATKINSON HOUSE,PROPERTY DAMAGE,Ohio University
CFS14-02-07-001119,2014-02-07,13:12,2014-01-11,0:00,100 WEST GREEN DRIVE Common Name: BOYD,BURGLARY OFFENSES,Ohio University
CFS14-02-07-001129,2014-02-07,18:51,NA,NA,59 EAST GREEN DRIVE Common Name: SHIVELY HALL,FIRE ALARM,Ohio University
CFS14-02-07-001133,2014-02-07,22:21,NA,NA,88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE Location Detail: ROOM 314,ALCOHOL OFFENSE,Ohio University
CFS14-02-07-001136,2014-02-07,23:20,NA,NA,1 PARK PLACE Common Name: BAKER STUDENT CENTER Location Detail: ICE BREAKER DANCE,INTOXICATED PERSON,Ohio University
CFS14-02-08-001137,2014-02-08,0:02,NA,NA,104 WEST GREEN DRIVE Common Name: WILSON HALL - WEST GREEN Location Detail: ROOM 319,FIRE ALARM,Ohio University
CFS14-02-08-001138,2014-02-08,0:11,2014-02-08,0:11,68 SOUTH GREEN DRIVE Common Name: PICKERING HALL Location Detail: BACK OF THE BUILDING/OUTSIDE,ALCOHOL OFFENSE,Ohio University
CFS14-02-08-001139,2014-02-08,0:22,NA,NA,Common Name: RIVERPARK TOWERS APTS. Location Detail: BD.38-315,NOISE COMPLAINT,Ohio University
CFS14-02-08-001141,2014-02-08,0:41,NA,NA,Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: PALMER PLACE APARTMENTS 102,NOISE COMPLAINT,Ohio University
CFS14-02-08-001146,2014-02-08,1:46,NA,NA,Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: WINGS OVER ATHENS,INTOXICATED PERSON,Ohio University
CFS14-02-08-001147,2014-02-08,2:08,NA,NA,Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: W STATE ST. APT. 205,NOISE COMPLAINT,Ohio University
CFS14-02-08-001148,2014-02-08,2:20,NA,NA,UNION STREET Common Name: UNION STREET Location Detail: JEFF HILL AREA,INTOXICATED PERSON,Ohio University
CFS14-02-08-001149,2014-02-08,2:24,2014-02-08,2:24,SOUTH GREEN DRIVE - WALTER HALL Common Name: PARKING LOT 134 Location Detail: @ SGDR,OPERATING A VEHICLE UNDER THE INFLUENCE,Ohio University
CFS14-02-08-001160,2014-02-08,14:00,NA,NA,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT OU PARKING LOT 85,TRAFFIC IMPROPER STARTING/BACKING 4511.38,Ohio University
CFS14-02-08-001161,2014-02-08,14:49,NA,NA,RIDGES PROPERTY Common Name: RIDGES,FIRE ALARM,Ohio University
CFS14-02-08-001164,2014-02-08,15:05,NA,NA,RIDGES Common Name: BUILDING 37 - INTERIOR SVCS Location Detail: ROOM 103B PHOTOSENSOR,FIRE ALARM,Ohio University
CFS14-02-08-001166,2014-02-08,16:40,2014-02-08,16:25,OUTSIDE THE CONVO Common Name: PARKING LOT 128,TRAFFIC CRASH,Ohio University
CFS14-02-08-001174,2014-02-08,23:08,NA,NA,ELLIOTT STREET Common Name: ELLIOT STREET Location Detail: 15 ELLIOT STREET,BURGLARY OFFENSES,Ohio University
CFS14-02-08-001175,2014-02-08,23:17,2014-02-08,23:17,UNION STREET Common Name: UNION STREET Location Detail: BY SCHOONOVER BUILDING,ALCOHOL OFFENSE,Ohio University
CFS14-02-09-001177,2014-02-09,0:32,NA,NA,RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: CARRIAGE HILL APT. 106/BD #5,DOMESTIC VIOLENCE,Ohio University
CFS14-02-09-001178,2014-02-09,0:37,2014-02-09,0:37,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: @ CLIPPINGER,"TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS14-02-09-001179,2014-02-09,0:55,NA,NA,WEST GREEN DRIVE Common Name: WEST GREEN DRIVE Location Detail: @ CONVO,TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05,Ohio University
CFS14-02-09-001180,2014-02-09,1:38,NA,NA,70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL Location Detail: ROOM 202B,FIRE ALARM,Ohio University
CFS14-02-09-001182,2014-02-09,1:49,NA,NA,Common Name: GROSVENOR STREET,DISORDERLY CONDUCT OFFENSES,Ohio University
CFS14-02-09-001183,2014-02-09,1:49,2014-02-09,1:49,46 EAST GREEN STREET Common Name: JEFFERSON HALL Location Detail: ROOM 341,POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS14-02-09-001184,2014-02-09,2:08,2014-02-09,2:08,88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE Location Detail: ROOM 250,INTOXICATED PERSON,Ohio University
CFS14-02-09-001185,2014-02-09,2:22,NA,NA,STEWART ST. Common Name: STEWART STREET Location Detail: @ WASHINGTON,TRAFFIC TIME FOR LIGHTED LIGHTS ON MOTOR VEHICLES 4513.03,Ohio University
CFS14-02-09-001186,2014-02-09,2:37,NA,NA,SHAFER STREET Common Name: SHAFER STREET Location Detail: @ LOT 125,TRAFFIC SPEED 4511.21,Ohio University
CFS14-02-09-001187,2014-02-09,2:39,NA,NA,Common Name: HIGH ST,DISORDERLY CONDUCT OFFENSES,Ohio University
CFS14-02-09-001203,2014-02-09,18:43,2014-02-09,15:30,PARK PLACE Common Name: ALDEN LIBRARY,LARCENY-THEFT THEFT - FROM BUILDINGS 2913,Ohio University
CFS14-02-09-001207,2014-02-09,23:54,NA,NA,22 UNIVERSITY TERRACE Common Name: BRYAN HALL Location Detail: SMOKE DETECTOR ROOM 309,FIRE ALARM,Ohio University
CFS14-02-10-001214,2014-02-10,9:45,2014-02-07,8:00,UNIVERSITY TERRACE Common Name: PARKING LOT 84,LARCENY-THEFT THEFT - ALL OTHER - FELONY 2913.02,Ohio University
CFS14-02-10-001217,2014-02-10,11:34,2014-02-07,13:30,57 EAST GREEN DRIVE Common Name: PERKINS HALL,DESTRUCTION OF PROPERTY,Ohio University
CFS14-02-10-001222,2014-02-10,18:01,2014-02-09,0:00,101 WEST GREEN DRIVE Common Name: RYORS HALL Location Detail: ROOM 339,LARCENY-THEFT THEFT - FROM BUILDINGS 2913,Ohio University
CFS14-02-10-001224,2014-02-10,21:35,2014-02-10,20:45,PARK PLACE Common Name: ALDEN LIBRARY,LARCENY-THEFT THEFT - FROM BUILDINGS 2913,Ohio University
CFS14-02-11-001238,2014-02-11,11:05,NA,NA,"RIDGES PROPERTY Common Name: RIDGES Location Detail: BUILDINGS 8, 13, 20 AND 37",FIRE ALARM,Ohio University
CFS14-02-11-001239,2014-02-11,11:58,NA,NA,LOWER SEIGFRED Common Name: PARKING LOT 40,FIRE FIRE OUTSIDE (NO STRUCTURE INVOLVED),Ohio University
CFS14-02-12-001270,2014-02-12,13:38,2014-02-12,10:30,71 SOUTH GREEN DRIVE Common Name: CRAWFORD Location Detail: RESTROOM,LARCENY-THEFT THEFT - FROM BUILDINGS 2913,Ohio University
CFS14-02-13-001284,2014-02-13,0:12,NA,NA,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: @ PING,TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS14-02-13-001286,2014-02-13,1:21,NA,NA,STATE STREET Common Name: EAST STATE STREET Location Detail: UNIV COMMONS PARKING LOT,TRAFFIC FAILURE TO DISPLAY LIC. PLATE/STICKER 4503.21,Ohio University
CFS14-02-13-001287,2014-02-13,1:27,NA,NA,STATE STREET Common Name: EAST STATE STREET Location Detail: UNIVERSITY COMMONS PARKING LOT,TRAFFIC FAILURE TO DISPLAY LIC. PLATE/STICKER 4503.21,Ohio University
CFS14-02-13-001288,2014-02-13,2:08,NA,NA,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: @ LOT 134,TRAFFIC FAILURE TO DISPLAY LIC. PLATE/STICKER 4503.21,Ohio University
CFS14-02-13-001289,2014-02-13,2:13,2014-02-13,2:13,WEST UNION STREET Common Name: HANING HALL Location Detail: BETWEEN HANING AND BW3'S,INTOXICATED PERSON,Ohio University
CFS14-02-13-001292,2014-02-13,7:17,2014-02-12,11:00,CENTRAL FOOD FACILITY Common Name: CENTRAL FOOD FACILITY,LARCENY-THEFT THEFT - FROM BUILDINGS 2913,Ohio University
CFS14-02-13-001296,2014-02-13,10:31,2014-02-13,10:31,UNION STREET Common Name: UNION STREET Location Detail: AT PILCHER HOUSE,TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS14-02-13-001297,2014-02-13,12:29,2014-02-13,12:29,N. MCKINLEY AVE. Common Name: NELSON DINING HALL,POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS14-02-13-001298,2014-02-13,12:33,2014-02-10,12:30,49 EAST GREEN STREET Common Name: WASHINGTON HALL,LARCENY-THEFT THEFT - FROM BUILDINGS 2913,Ohio University
CFS14-02-13-001301,2014-02-13,14:12,2014-02-13,14:12,100 WEST GREEN DRIVE Common Name: BOYD Location Detail: ROOM 229,DRUG OFFENSES,Ohio University
CFS14-02-13-001310,2014-02-13,19:23,NA,NA,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT WRAY,"TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS14-02-13-001314,2014-02-13,22:02,2014-02-13,22:02,125 SOUTH GREEN DRIVE Common Name: FOSTER HOUSE,INTOXICATED PERSON,Ohio University
CFS14-02-13-001315,2014-02-13,22:45,NA,NA,100 WEST GREEN DRIVE Common Name: BOYD,POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS14-02-14-001334,2014-02-14,19:58,NA,NA,71 SOUTH GREEN DRIVE Common Name: CRAWFORD,FIRE ALARM,Ohio University
CFS14-02-14-001335,2014-02-14,20:30,NA,NA,104 WEST GREEN DRIVE Common Name: WILSON HALL - WEST GREEN,DESTRUCTION OF PROPERTY,Ohio University
CFS14-02-15-001341,2014-02-15,0:16,NA,NA,Common Name: RIVERPARK TOWERS APTS. Location Detail: JUST OFF SGDR,TRAFFIC TIME FOR LIGHTED LIGHTS ON MOTOR VEHICLES 4513.03,Ohio University
CFS14-02-15-001344,2014-02-15,1:01,NA,NA,UNION STREET Common Name: UNION STREET Location Detail: FRONT OF JEFFERSON,TRAFFIC ONE-WAY TRAFFIC - ROTARY ISLANDS 4511.32,Ohio University
CFS14-02-15-001345,2014-02-15,1:14,NA,NA,STATE STREET Common Name: EAST STATE STREET Location Detail: HOLIDAY INN-E STATE ST,NOISE COMPLAINT,Ohio University
CFS14-02-15-001347,2014-02-15,1:27,2014-02-15,1:27,46 EAST GREEN STREET Common Name: JEFFERSON HALL Location Detail: WEST SIDE,ALCOHOL OFFENSE,Ohio University
CFS14-02-15-001346,2014-02-15,1:27,2014-02-15,1:27,70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL Location Detail: 3RD FLOOR COMMON AREA,ALCOHOL OFFENSE,Ohio University
CFS14-02-15-001349,2014-02-15,1:27,2014-02-15,1:27,70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL Location Detail: 3RD FLOOR,INTOXICATED PERSON,Ohio University
CFS14-02-15-001348,2014-02-15,1:40,NA,NA,RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: THE SUMMIT,RECKLESS DRIVER,Ohio University
CFS14-02-15-001350,2014-02-15,2:06,NA,NA,COURT STREET Common Name: COURT STREET Location Detail: BROHNEY'S BAR,ASSAULT OFFENSES,Ohio University
CFS14-02-15-001351,2014-02-15,2:28,NA,NA,COURT STREET Common Name: COURT STREET,DISORDERLY CONDUCT OFFENSES,Ohio University
CFS14-02-15-001352,2014-02-15,2:38,NA,NA,PALMER STREET Common Name: PALMER STREET Location Detail: PALMER PL APTS.,TRAFFIC PEDESTRIAN - FAILURE TO YIELD TO VEHICLE 4511.48,Ohio University
CFS14-02-15-001354,2014-02-15,2:41,NA,NA,Common Name: RIVERPARK TOWERS APTS.,NOISE COMPLAINT,Ohio University
CFS14-02-15-001355,2014-02-15,2:55,NA,NA,Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: WINGS OVER ATHENS,PERSON WITH WEAPON (OTHER THAN GUN),Ohio University
CFS14-02-15-001359,2014-02-15,6:23,NA,NA,VAN VORHEES & RACE Common Name: MORTON HALL Location Detail: 1ST FLOOR PULL STATION/MAIN ENTRANCE,FIRE ALARM,Ohio University
CFS14-02-15-001363,2014-02-15,12:35,2014-02-15,12:35,SOUTH GREEN DRIVE Common Name: PARKING LOT 54,RECKLESS DRIVER,Ohio University
CFS14-02-15-001366,2014-02-15,18:11,2014-02-15,11:00,S.GREEN DR/UNIV.TERRACE Common Name: PING STUDENT REC. CENTER,LARCENY-THEFT THEFT - FROM BUILDINGS 2913,Ohio University
CFS14-02-15-001367,2014-02-15,20:10,NA,NA,MCKINLEY AVE Common Name: MCKINLEY AVE Location Detail: IN FRONT OF NELSON,TRAFFIC PROHIBITED PARKING 4511.68,Ohio University
CFS14-02-15-001372,2014-02-15,23:28,NA,NA,69 SOUTH GREEN DRIVE Common Name: BROWN HALL,FIRE ALARM,Ohio University
CFS14-02-16-001374,2014-02-16,0:04,NA,NA,SHAFER STREET Common Name: SHAFER STREET Location Detail: AT THE CONVO,TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS14-02-16-001375,2014-02-16,0:12,NA,NA,136 SOUTH GREEN DRIVE Common Name: HOOVER HOUSE Location Detail: MOD 322,POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS14-02-16-001377,2014-02-16,0:32,NA,NA,UNIVERSITY TERRACE Common Name: PARKING LOT 83,TRAFFIC SIGNALING STOPS/TURNS 4511.39,Ohio University
CFS14-02-16-001379,2014-02-16,0:36,NA,NA,COURT STREET Common Name: COURT STREET Location Detail: AT COPELAND HALL,TRAFFIC SPEED 4511.21,Ohio University
CFS14-02-16-001381,2014-02-16,0:49,2014-02-16,0:49,MCKINLEY AVE Common Name: MCKINLEY AVE Location Detail: AT MULBERRY,OPERATING A VEHICLE UNDER THE INFLUENCE,Ohio University
CFS14-02-16-001383,2014-02-16,1:01,2014-02-16,1:01,133 SOUTH GREEN DRIVE Common Name: DOUGAN HOUSE Location Detail: MOD 2B,ALCOHOL OFFENSE,Ohio University
CFS14-02-16-001388,2014-02-16,2:38,2014-02-16,2:38,MILL STREET Common Name: MILL STREET Location Detail: VILLAGE - NORTH PARKING LOT FACING STIMSON AVENUE,OPERATING A VEHICLE UNDER THE INFLUENCE,Ohio University
CFS14-02-16-001389,2014-02-16,2:41,2014-02-16,2:41,35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: ROOM 228,ALCOHOL OFFENSE,Ohio University
CFS14-02-16-001393,2014-02-16,2:59,2014-02-16,2:59,123 SOUTH GREEN DRIVE Common Name: O'BLENESS HOUSE Location Detail: MOD 1B,ALCOHOL OFFENSE,Ohio University
CFS14-02-16-001394,2014-02-16,3:27,2000-01-01,0:00,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: LIGHT POLE SG302,TRAFFIC CRASH,Ohio University
CFS14-02-16-001404,2014-02-16,15:22,2014-02-02,15:00,WEST UNION STREET Common Name: HDL CENTER,DESTRUCTION OF PROPERTY,Ohio University
CFS14-02-17-001414,2014-02-17,13:29,NA,NA,"BUILDING 1, THE RIDGES Common Name: KENNEDY MUSEUM OF AMERICA",TRESPASSING OFFENSES,Ohio University
CFS14-02-17-001421,2014-02-17,16:56,2014-02-13,17:00,UNIVERSITY TERRACE Common Name: T.B. MEMORIAL AUDITORIUM,DESTRUCTION OF PROPERTY,Ohio University
CFS14-02-18-001440,2014-02-18,14:14,NA,NA,STATION STREET Common Name: PARKING LOT 109,PROPERTY DAMAGE,Ohio University
CFS14-02-18-001450,2014-02-18,22:45,NA,NA,EAST UNION STREET Common Name: MCCRACKEN HALL,ANIMAL COMPLAINT,Ohio University
CFS14-02-18-001453,2014-02-18,23:55,NA,NA,MORTON HALL LOT Common Name: PARKING LOT 90,TRAFFIC TIME FOR LIGHTED LIGHTS ON MOTOR VEHICLES 4513.03,Ohio University
CFS14-02-19-001454,2014-02-19,0:22,2014-02-19,0:22,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: @ SMITH HOUSE/BEHIND,TRAFFIC TIME FOR LIGHTED LIGHTS ON MOTOR VEHICLES 4513.03,Ohio University
CFS14-02-19-001455,2014-02-19,0:40,2014-02-19,0:40,35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: ROOM 204,DISORDERLY CONDUCT OFFENSES,Ohio University
CFS14-02-19-001457,2014-02-19,1:41,NA,NA,68 SOUTH GREEN DRIVE Common Name: PICKERING HALL,TRAFFIC DETAIL,Ohio University
CFS14-02-19-001458,2014-02-19,1:58,NA,NA,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: BEHIND TRUE HOUSE,"TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS14-02-19-001468,2014-02-19,13:51,NA,NA,70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL,OPERATIONS OUTSTANDING WARRANTS,Ohio University
CFS14-02-19-001483,2014-02-19,23:57,2014-02-19,23:57,UNION STREET Common Name: UNION STREET Location Detail: 90 W UNION/FRONT OF,INTOXICATED PERSON,Ohio University
CFS14-02-20-001484,2014-02-20,0:14,NA,NA,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: BY PICKERING HALL,TRAFFIC DETAIL,Ohio University
CFS14-02-20-001487,2014-02-20,1:59,2014-02-20,1:59,N. MCKINLEY AVE Common Name: NELSON COMMONS,DESTRUCTION OF PROPERTY,Ohio University
CFS14-02-20-001496,2014-02-20,11:29,NA,NA,88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE,POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS14-02-20-001498,2014-02-20,12:49,NA,NA,OXBOW DRIVE Common Name: AQUATIC CENTER,FIRE ALARM,Ohio University
CFS14-02-20-001501,2014-02-20,13:44,NA,NA,70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL,FIRE ALARM,Ohio University
CFS14-02-20-001510,2014-02-20,20:16,NA,NA,35 SOUTH CONGRESS Common Name: BROMLEY HALL,FIRE ALARM,Ohio University
CFS14-02-20-001512,2014-02-20,21:19,2014-02-20,21:19,46 EAST GREEN STREET Common Name: JEFFERSON HALL Location Detail: 4TH FLOOR BATHROOM,POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS14-02-21-001522,2014-02-21,7:00,2014-02-20,6:45,SOUTH GREEN DRIVE Common Name: ADAMS HALL,LARCENY-THEFT THEFT - ALL OTHER - FELONY 2913.02,Ohio University
CFS14-02-21-001524,2014-02-21,10:16,NA,NA,130 SOUTH GREEN DRIVE Common Name: ATKINSON,POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS14-02-21-001529,2014-02-21,13:47,NA,NA,Common Name: SOUTH GREEN GARAGE,TRAFFIC UNATTENDED MOTOR VEHICLE 4511.661,Ohio University
