case_number,date_reported,time_reported,incident,location,university,date_occurred,time_occurred
130230091,2013-01-23,11:25,Traffic Accident (off roadway),TRAVERWOOD IV,University of Michigan-Ann Arbor,NA,NA
130230120,2013-01-23,14:44,Assist other agency,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
130230126,2013-01-23,15:07,Larceny (other),LOT NW-21,University of Michigan-Ann Arbor,NA,NA
130230134,2013-01-23,16:10,Traffic accident (hit & run),LOT NC-28,University of Michigan-Ann Arbor,NA,NA
130230142,2013-01-23,17:11,Suspicious circumstances,MEDICAL SCIENCE UNIT I,University of Michigan-Ann Arbor,NA,NA
130230145,2013-01-23,17:18,Suspicious circumstances,MICHIGAN UNION,University of Michigan-Ann Arbor,NA,NA
130230157,2013-01-23,19:03,Personal injury (non-traffic),NORTH CAMPUS RECREATION BLDG.,University of Michigan-Ann Arbor,NA,NA
130230167,2013-01-23,20:11,Traffic Accident (off roadway),LOT NC-26,University of Michigan-Ann Arbor,NA,NA
130230176,2013-01-23,21:14,MDOP - other grafitti,THOMPSON CARPORT,University of Michigan-Ann Arbor,NA,NA
130240049,2013-01-24,07:42,Traffic Accident (off roadway),LOT NC-46,University of Michigan-Ann Arbor,NA,NA
130240077,2013-01-24,10:16,Larceny from a building,ROSS SCHOOL OF BUSINESS,University of Michigan-Ann Arbor,NA,NA
130240089,2013-01-24,11:13,Ambulance request,BURSLEY HALL,University of Michigan-Ann Arbor,NA,NA
130240099,2013-01-24,12:00,Assist other agency,CAMPUS SAFETY SERVICES,University of Michigan-Ann Arbor,NA,NA
130240112,2013-01-24,13:14,Violation of controlled substances,NQ RESIDENTIAL & ACADEMIC,University of Michigan-Ann Arbor,NA,NA
130240116,2013-01-24,13:31,Traffic accident (hit & run),SC20,University of Michigan-Ann Arbor,NA,NA
130240154,2013-01-24,17:24,"Assault, non-aggravated",LOT SC-36,University of Michigan-Ann Arbor,NA,NA
130240161,2013-01-24,19:23,Larceny from a building,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
130250004,2013-01-25,00:21,Traffic violation (criminal),NA,University of Michigan-Ann Arbor,NA,NA
130250012,2013-01-25,01:43,Personal injury (non-traffic),NICHOLS ARBORETUM,University of Michigan-Ann Arbor,NA,NA
130250027,2013-01-25,04:48,Property damage (accidental),NA,University of Michigan-Ann Arbor,NA,NA
130250071,2013-01-25,10:38,Ambulance request,MEDICAL SCIENCE UNIT II,University of Michigan-Ann Arbor,NA,NA
130250073,2013-01-25,10:57,Larceny (other),MASON HALL,University of Michigan-Ann Arbor,NA,NA
130250081,2013-01-25,11:55,"Traffic accident, (on roadway)",NA,University of Michigan-Ann Arbor,NA,NA
130250084,2013-01-25,12:24,Traffic Accident (off roadway),NA,University of Michigan-Ann Arbor,NA,NA
130250085,2013-01-25,12:29,Personal injury (non-traffic),NQ RESIDENTIAL & ACADEMIC,University of Michigan-Ann Arbor,NA,NA
130250090,2013-01-25,12:54,Assist other agency,CAMPUS SAFETY SERVICES,University of Michigan-Ann Arbor,NA,NA
130250097,2013-01-25,13:26,Traffic Accident (off roadway),NA,University of Michigan-Ann Arbor,NA,NA
130250103,2013-01-25,14:01,Traffic Accident (off roadway),LOT NC-23,University of Michigan-Ann Arbor,NA,NA
130250104,2013-01-25,14:02,Domestic Dispute/Assault,DIAGONAL,University of Michigan-Ann Arbor,NA,NA
130250119,2013-01-25,15:39,Larceny from a building,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
130250125,2013-01-25,16:34,Ambulance request,MARY MARKLEY RESIDENCE HALL,University of Michigan-Ann Arbor,NA,NA
130250142,2013-01-25,19:47,Personal injury (non-traffic),CENTRAL CAMPUS RECREATION,University of Michigan-Ann Arbor,NA,NA
130250146,2013-01-25,20:26,Larceny from a building,ANGELL HALL,University of Michigan-Ann Arbor,NA,NA
130250149,2013-01-25,21:03,Ambulance request,NORTHWOOD III,University of Michigan-Ann Arbor,NA,NA
130250162,2013-01-25,23:16,Suspicious circumstances,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
130250166,2013-01-25,23:27,Minors in possession of alcohol,STOCKWELL HALL,University of Michigan-Ann Arbor,NA,NA
130260006,2013-01-26,00:27,Suspicious circumstances,NORTHWOOD III,University of Michigan-Ann Arbor,NA,NA
130260008,2013-01-26,00:49,Personal injury (non-traffic),VERA BAITS II THIEME HOUSE,University of Michigan-Ann Arbor,NA,NA
130260013,2013-01-26,01:07,Ambulance request,MARY MARKLEY RESIDENCE HALL,University of Michigan-Ann Arbor,NA,NA
130260014,2013-01-26,01:12,Suspicious circumstances,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
130260024,2013-01-26,02:13,Ambulance request,NA,University of Michigan-Ann Arbor,NA,NA
130260026,2013-01-26,02:24,Assault,NA,University of Michigan-Ann Arbor,NA,NA
130260029,2013-01-26,02:52,"Traffic accident, (on roadway)",NA,University of Michigan-Ann Arbor,NA,NA
130260030,2013-01-26,02:59,Minors in possession of alcohol,MARY MARKLEY RESIDENCE HALL,University of Michigan-Ann Arbor,NA,NA
130260032,2013-01-26,03:59,Suspicious circumstances,NA,University of Michigan-Ann Arbor,NA,NA
130260070,2013-01-26,11:35,Suspicious circumstances,HUTCHINS HALL,University of Michigan-Ann Arbor,NA,NA
130260097,2013-01-26,15:42,Traffic accident (hit & run),LOT M-28,University of Michigan-Ann Arbor,NA,NA
130260126,2013-01-26,20:58,Malicious destruction,MARY MARKLEY RESIDENCE HALL,University of Michigan-Ann Arbor,NA,NA
130260137,2013-01-26,23:34,Assist other agency,NA,University of Michigan-Ann Arbor,NA,NA
130270001,2013-01-27,00:05,Suspicious circumstances,COUZENS HALL,University of Michigan-Ann Arbor,NA,NA
130270010,2013-01-27,01:02,Ambulance request,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
130270020,2013-01-27,02:25,Ambulance request,NORTHWOOD III,University of Michigan-Ann Arbor,NA,NA
130270023,2013-01-27,02:45,Ambulance request,COUZENS HALL,University of Michigan-Ann Arbor,NA,NA
130270024,2013-01-27,02:48,Ambulance request,STOCKWELL HALL,University of Michigan-Ann Arbor,NA,NA
130270028,2013-01-27,03:27,Obstructing Justice,CAMPUS SAFETY SERVICES,University of Michigan-Ann Arbor,NA,NA
130270039,2013-01-27,05:05,Suspicious circumstances,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
130270059,2013-01-27,09:54,Malicious destruction,NQ RESIDENTIAL & ACADEMIC,University of Michigan-Ann Arbor,NA,NA
130270071,2013-01-27,13:13,Larceny (other),NA,University of Michigan-Ann Arbor,NA,NA
130270086,2013-01-27,16:05,Larceny (other),NQ RESIDENTIAL & ACADEMIC,University of Michigan-Ann Arbor,NA,NA
130270099,2013-01-27,17:53,Ambulance request,NA,University of Michigan-Ann Arbor,NA,NA
130270121,2013-01-27,22:12,Obstructing Justice,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
130280012,2013-01-28,02:53,"Fire, accidental",NCRC #50 WEST BUILDING,University of Michigan-Ann Arbor,NA,NA
130280024,2013-01-28,07:45,Ambulance request,ALICE LLOYD HALL,University of Michigan-Ann Arbor,NA,NA
130280045,2013-01-28,09:49,Traffic Accident (off roadway),HILL CARPORT,University of Michigan-Ann Arbor,NA,NA
130280051,2013-01-28,10:38,Assist other agency,PALMER DRIVE COMMONS,University of Michigan-Ann Arbor,NA,NA
130280073,2013-01-28,13:16,Personal injury (non-traffic),WEST QUAD,University of Michigan-Ann Arbor,NA,NA
130280079,2013-01-28,13:53,Larceny from a building,MOTT CHILD VON VOIGTLANDER WMN,University of Michigan-Ann Arbor,NA,NA
130280094,2013-01-28,15:08,Assist other agency,MOTT CHILD VON VOIGTLANDER WMN,University of Michigan-Ann Arbor,NA,NA
130280097,2013-01-28,15:12,MDOP - other grafitti,MICHIGAN UNION,University of Michigan-Ann Arbor,NA,NA
130280110,2013-01-28,16:25,Larceny from a building,CANCER CENTER,University of Michigan-Ann Arbor,NA,NA
130280116,2013-01-28,17:01,Personal injury (non-traffic),MOSHER-JORDAN HALL,University of Michigan-Ann Arbor,NA,NA
130280120,2013-01-28,17:21,Malicious destruction,MARY MARKLEY RESIDENCE HALL,University of Michigan-Ann Arbor,NA,NA
130290054,2013-01-29,08:46,"Assault, non-aggravated",U HOSPITAL EMERGENCY ROOM,University of Michigan-Ann Arbor,NA,NA
130290067,2013-01-29,10:10,Violation of controlled substances,U HOSPITAL EMERGENCY ROOM,University of Michigan-Ann Arbor,NA,NA
130290081,2013-01-29,11:54,Larceny,MEDICAL PROFESSIONAL BUILDING,University of Michigan-Ann Arbor,NA,NA
130290085,2013-01-29,12:09,Traffic Accident w/Injuries,NA,University of Michigan-Ann Arbor,NA,NA
130290094,2013-01-29,13:53,Larceny,RACHEL UPJOHN BUILDING**,University of Michigan-Ann Arbor,NA,NA
130290097,2013-01-29,14:18,Ambulance request,DOMINO FARMS - LOBBY C **,University of Michigan-Ann Arbor,NA,NA
130290098,2013-01-29,14:30,Property damage (accidental),ART AND ARCHITECTURE,University of Michigan-Ann Arbor,NA,NA
130290130,2013-01-29,18:03,Obstructing Justice,CAMPUS SAFETY SERVICES,University of Michigan-Ann Arbor,NA,NA
130290150,2013-01-29,20:47,Larceny from a building,CENTRAL CAMPUS RECREATION,University of Michigan-Ann Arbor,NA,NA
130290182,2013-01-29,23:30,Violation of controlled substances,MARY MARKLEY RESIDENCE HALL,University of Michigan-Ann Arbor,NA,NA
130300091,2013-01-30,08:15,Retail Fraud,MOSHER-JORDAN HALL,University of Michigan-Ann Arbor,NA,NA
130300110,2013-01-30,09:41,Personal injury (non-traffic),MOSHER-JORDAN HALL,University of Michigan-Ann Arbor,NA,NA
130300121,2013-01-30,11:02,"Traffic accident, (on roadway)",PALMER DR PARKING STRUCTURE,University of Michigan-Ann Arbor,NA,NA
130300123,2013-01-30,11:15,Personal injury (non-traffic),WEST QUAD,University of Michigan-Ann Arbor,NA,NA
130300130,2013-01-30,12:09,Larceny from a building,MOTT CHILD VON VOIGTLANDER WMN,University of Michigan-Ann Arbor,NA,NA
130300139,2013-01-30,13:11,Trespassing,EARL V MOORE BUILDING,University of Michigan-Ann Arbor,NA,NA
130300141,2013-01-30,13:29,Ambulance request,DUDERSTADT BLDG,University of Michigan-Ann Arbor,NA,NA
130300150,2013-01-30,14:42,Larceny from a building,SCHOOL OF PUBLIC HEALTH 1,University of Michigan-Ann Arbor,NA,NA
130300165,2013-01-30,15:51,Ambulance request,ART AND ARCHITECTURE,University of Michigan-Ann Arbor,NA,NA
130300173,2013-01-30,17:21,"Smoke, smell of",NA,University of Michigan-Ann Arbor,NA,NA
130300189,2013-01-30,19:13,Ambulance request,SHAPIRO UNDERGRADUATE LIBRARY,University of Michigan-Ann Arbor,NA,NA
130300200,2013-01-30,21:21,Ambulance request,EARL V MOORE BUILDING,University of Michigan-Ann Arbor,NA,NA
130310006,2013-01-31,01:06,Ambulance request,PIERPONT  COMMONS,University of Michigan-Ann Arbor,NA,NA
130310010,2013-01-31,02:10,Obstructing police,SHAPIRO UNDERGRADUATE LIBRARY,University of Michigan-Ann Arbor,NA,NA
130310019,2013-01-31,06:50,"Traffic accident, (on roadway)",NA,University of Michigan-Ann Arbor,NA,NA
130310033,2013-01-31,08:20,Personal injury (non-traffic),LOT C-5,University of Michigan-Ann Arbor,NA,NA
130310034,2013-01-31,08:24,Personal injury (non-traffic),NA,University of Michigan-Ann Arbor,NA,NA
130310043,2013-01-31,09:14,Personal injury (non-traffic),MASON HALL,University of Michigan-Ann Arbor,NA,NA
130310044,2013-01-31,09:17,"Traffic accident, (on roadway)",NA,University of Michigan-Ann Arbor,NA,NA
130310053,2013-01-31,10:11,Assist other agency,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
130310055,2013-01-31,10:30,Ambulance request,SCHOOL OF EDUCATION,University of Michigan-Ann Arbor,NA,NA
130310058,2013-01-31,10:38,Traffic Accident (off roadway),NC31,University of Michigan-Ann Arbor,NA,NA
130310074,2013-01-31,12:48,Larceny from a building,ROSS SCHOOL OF BUSINESS,University of Michigan-Ann Arbor,NA,NA
130310079,2013-01-31,13:29,Traffic Accident (off roadway),LOT NC-43,University of Michigan-Ann Arbor,NA,NA
130310081,2013-01-31,13:47,Traffic Accident (off roadway),NA,University of Michigan-Ann Arbor,NA,NA
130310090,2013-01-31,14:22,Ambulance request,TISCH HALL,University of Michigan-Ann Arbor,NA,NA
130310091,2013-01-31,14:32,Larceny from a building,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
130310093,2013-01-31,14:42,Traffic Accident (off roadway),LOT NC-27,University of Michigan-Ann Arbor,NA,NA
130310137,2013-01-31,21:57,Larceny from a building,HATCHER GRADUATE LIBRARY,University of Michigan-Ann Arbor,NA,NA
130310142,2013-01-31,23:39,"Fire, accidental",NQ RESIDENTIAL & ACADEMIC,University of Michigan-Ann Arbor,NA,NA
130320029,2013-02-01,05:59,Traffic Accident (off roadway),LOT NC-14,University of Michigan-Ann Arbor,NA,NA
130320048,2013-02-01,08:38,Burglary w/o Force,WEST QUAD,University of Michigan-Ann Arbor,NA,NA
130320064,2013-02-01,09:47,Larceny from a building,TECHARB SUITE 10 BASEMENT,University of Michigan-Ann Arbor,NA,NA
130320071,2013-02-01,10:37,Traffic Accident (off roadway),HILL CARPORT,University of Michigan-Ann Arbor,NA,NA
130320077,2013-02-01,12:05,"Traffic accident, (on roadway)",NA,University of Michigan-Ann Arbor,NA,NA
130320084,2013-02-01,12:52,Ambulance request,KELLOGG EYE CENTER,University of Michigan-Ann Arbor,NA,NA
130320086,2013-02-01,13:16,Larceny from a building,SHAPIRO UNDERGRADUATE LIBRARY,University of Michigan-Ann Arbor,NA,NA
130320105,2013-02-01,15:28,Traffic accident (hit & run),NA,University of Michigan-Ann Arbor,NA,NA
130320144,2013-02-01,22:21,Traffic accident (hit & run),LOT NC-33,University of Michigan-Ann Arbor,NA,NA
130320147,2013-02-01,22:31,Suspicious circumstances,MARY MARKLEY RESIDENCE HALL,University of Michigan-Ann Arbor,NA,NA
130320158,2013-02-01,23:29,Fraudulent activities,ALICE LLOYD HALL,University of Michigan-Ann Arbor,NA,NA
130320160,2013-02-01,23:32,Assist other agency,NA,University of Michigan-Ann Arbor,NA,NA
130320163,2013-02-01,23:47,Chemical spill / leak,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
130320167,2013-02-01,23:54,Malicious destruction,WEST QUAD,University of Michigan-Ann Arbor,NA,NA
130330002,2013-02-02,00:07,Minors in possession of alcohol,YOST ICE ARENA,University of Michigan-Ann Arbor,NA,NA
130330004,2013-02-02,00:16,Suspicious circumstances,MARY MARKLEY RESIDENCE HALL,University of Michigan-Ann Arbor,NA,NA
130330007,2013-02-02,00:39,O.U.I.L. or O.U.I.D.,NA,University of Michigan-Ann Arbor,NA,NA
130330048,2013-02-02,09:42,Malicious destruction,CHURCH CARPORT,University of Michigan-Ann Arbor,NA,NA
130330053,2013-02-02,10:31,"Traffic accident, (on roadway)",NA,University of Michigan-Ann Arbor,NA,NA
130330054,2013-02-02,10:38,Traffic accident (hit & run),NA,University of Michigan-Ann Arbor,NA,NA
130330076,2013-02-02,14:21,Assist other agency,U HOSPITAL EMERGENCY ROOM,University of Michigan-Ann Arbor,NA,NA
130330115,2013-02-02,20:49,Property damage (accidental),EAST ANN ARBOR MED CENTER**,University of Michigan-Ann Arbor,NA,NA
130330126,2013-02-02,22:48,Traffic violation (criminal),NA,University of Michigan-Ann Arbor,NA,NA
130330129,2013-02-02,23:44,Suspicious circumstances,EMANUEL HOUSE,University of Michigan-Ann Arbor,NA,NA
130340002,2013-02-03,00:38,Malicious destruction,WEST QUAD,University of Michigan-Ann Arbor,NA,NA
130340005,2013-02-03,01:27,Minors in possession of alcohol,WEST QUAD,University of Michigan-Ann Arbor,NA,NA
130340010,2013-02-03,03:37,Suspicious circumstances,VERA BAITS II ZIWET HOUSE,University of Michigan-Ann Arbor,NA,NA
130340013,2013-02-03,04:34,Larceny from a building,ALICE LLOYD HALL,University of Michigan-Ann Arbor,NA,NA
130340016,2013-02-03,05:22,Ambulance request,MICHIGAN TRANSPLANT,University of Michigan-Ann Arbor,NA,NA
130340052,2013-02-03,14:31,Personal injury (non-traffic),YOST ICE ARENA,University of Michigan-Ann Arbor,NA,NA
130340073,2013-02-03,19:08,Personal injury (non-traffic),NA,University of Michigan-Ann Arbor,NA,NA
130340082,2013-02-03,20:30,Personal injury (non-traffic),BURSLEY HALL,University of Michigan-Ann Arbor,NA,NA
130340101,2013-02-03,23:35,Traffic violation (criminal),NA,University of Michigan-Ann Arbor,NA,NA
130350022,2013-02-04,05:04,Larceny from a building,ALICE LLOYD HALL,University of Michigan-Ann Arbor,NA,NA
130350031,2013-02-04,06:37,Traffic Accident (off roadway),LOT M-75,University of Michigan-Ann Arbor,NA,NA
130350089,2013-02-04,11:05,Larceny from a building,NEUROSCIENCE HOSPITAL UNIT 1,University of Michigan-Ann Arbor,NA,NA
130350134,2013-02-04,15:46,Suspicious circumstances,MOTT CHILD VON VOIGTLANDER WMN,University of Michigan-Ann Arbor,NA,NA
130350149,2013-02-04,17:54,Traffic Accident (off roadway),LOT M-75,University of Michigan-Ann Arbor,NA,NA
130360014,2013-02-05,03:44,Trespassing,MASON HALL,University of Michigan-Ann Arbor,NA,NA
130360052,2013-02-05,10:09,Suspicious circumstances,NA,University of Michigan-Ann Arbor,NA,NA
130360061,2013-02-05,11:09,Traffic accident (hit & run),LOT SC-5,University of Michigan-Ann Arbor,NA,NA
130360063,2013-02-05,11:13,Traffic accident (hit & run),YOST ICE ARENA,University of Michigan-Ann Arbor,NA,NA
130360067,2013-02-05,11:36,Larceny (other),NA,University of Michigan-Ann Arbor,NA,NA
130360105,2013-02-05,15:41,Traffic Accident (off roadway),GLEN CARPORT,University of Michigan-Ann Arbor,NA,NA
130360110,2013-02-05,16:16,Ambulance request,DUDERSTADT BLDG,University of Michigan-Ann Arbor,NA,NA
130360111,2013-02-05,16:40,Violation of controlled substances,MICHIGAN UNION,University of Michigan-Ann Arbor,NA,NA
130360139,2013-02-05,21:13,Ambulance request,FACILITIES SERVICES BLDG C,University of Michigan-Ann Arbor,NA,NA
130360140,2013-02-05,21:21,Ordinance - Soliciting on Grounds,STADIUM GATE 2,University of Michigan-Ann Arbor,NA,NA
130360141,2013-02-05,21:32,Suspicious circumstances,NA,University of Michigan-Ann Arbor,NA,NA
130360142,2013-02-05,21:35,Larceny from a building,TECHARB SUITE 10 BASEMENT,University of Michigan-Ann Arbor,NA,NA
130370018,2013-02-06,03:01,Larceny from a building,MOTT CHILD VON VOIGTLANDER WMN,University of Michigan-Ann Arbor,NA,NA
130370022,2013-02-06,04:09,Trespassing,NA,University of Michigan-Ann Arbor,NA,NA
130370063,2013-02-06,09:24,"Traffic accident, (on roadway)",NA,University of Michigan-Ann Arbor,NA,NA
130370074,2013-02-06,10:33,Assist other agency,NA,University of Michigan-Ann Arbor,NA,NA
130370075,2013-02-06,10:41,Suspicious circumstances,HELEN NEWBERRY DORMITORY,University of Michigan-Ann Arbor,NA,NA
130370079,2013-02-06,11:06,Traffic Accident (off roadway),NA,University of Michigan-Ann Arbor,NA,NA
130370080,2013-02-06,11:09,Malicious destruction,THAYER CARPORT,University of Michigan-Ann Arbor,NA,NA
130370088,2013-02-06,11:57,Suspicious circumstances,INDUSTRIAL OPERATIONS ENG,University of Michigan-Ann Arbor,NA,NA
130370094,2013-02-06,12:41,Suspicious circumstances,WEST HALL,University of Michigan-Ann Arbor,NA,NA
130370103,2013-02-06,13:41,Ambulance request,NA,University of Michigan-Ann Arbor,NA,NA
130370117,2013-02-06,14:57,Ambulance request,BIOMEDICAL SCI RESEARCH BLDG,University of Michigan-Ann Arbor,NA,NA
130370119,2013-02-06,15:18,Traffic Accident (off roadway),EAST ANN ARBOR MED CENTER**,University of Michigan-Ann Arbor,NA,NA
130370140,2013-02-06,16:56,Personal injury (non-traffic),STOCKWELL HALL,University of Michigan-Ann Arbor,NA,NA
130370147,2013-02-06,18:13,Suspicious circumstances,SEELEY HOUSE,University of Michigan-Ann Arbor,NA,NA
130370178,2013-02-06,22:41,Disorder person(s),SHAPIRO UNDERGRADUATE LIBRARY,University of Michigan-Ann Arbor,NA,NA
130370180,2013-02-06,23:00,Assist other agency,NA,University of Michigan-Ann Arbor,NA,NA
130380002,2013-02-07,00:24,Suspicious circumstances,ALICE LLOYD HALL,University of Michigan-Ann Arbor,NA,NA
130380003,2013-02-07,00:41,Suspicious circumstances,DIAGONAL,University of Michigan-Ann Arbor,NA,NA
130380006,2013-02-07,00:57,Trespassing,SHAPIRO UNDERGRADUATE LIBRARY,University of Michigan-Ann Arbor,NA,NA
