case_number,date_reported,time_reported,date_occurred,time_occurred,location,university,incident
"OCA
2014-0240",2014-02-28,01:19,2014-02-28,01:19,Fourth & Reade Sts.,East Carolina University,DWI
"OCA
2014-0241",2014-02-28,01:04,2014-02-28,01:04,Reade St,East Carolina University,"Carrying Concealed Handgun (m) Possession of Marijuana
Driving While
License revoked"
"OCA
2014-0244",2014-02-28,23:15,2015-02-28,23:15,Fletcher Hall,East Carolina University,Possession of < 1/2 oz of Marijuana
"OCA
2014-0245",2014-03-01,00:03,2014-03-01,00:03,Tyler Hall,East Carolina University,Underage of Consumption of Alcohol
"OCA
2014-0248",2014-03-01,10:45,2014-03-01,19:00,Mendenhall,East Carolina University,"Injury to Personal
Property"
"OCA
2014-0250",2014-03-01,21:43,2014-03-01,21:43,Fourth & Reade St.,East Carolina University,Underage of Consumption of Alcohol
"OCA
2014-0251",2014-03-01,23:40,2014-03-01,23:40,Reade St.,East Carolina University,Underage of Possession of Alcohol
"OCA
2014-0252",2014-03-01,02:12,2014-03-01,02:12,"4th & Reade
Sts.",East Carolina University,Affrau
"OCA
2014-0253",2014-03-02,22:45,2014-03-02,22:45,E 14th St. & Dalebrook Sr.,East Carolina University,"Possession of
Marijuana"
"OCA
2014-0256",2014-03-03,09:13,2014-02-14,12:00,Ross Hall,East Carolina University,"Larceny from Motor
Vehicle"
"OCA
2014-0257",2014-03-03,23:50,2014-03-03,23:50,"Fleming
Residence Hall",East Carolina University,"Simple Possession of
Marijauna"
"OCA
2014-0259",2014-03-04,11:55,2014-03-03,11:55,"College Hill
Suites",East Carolina University,Weapon on Campus
"OCA
2014-0261",2014-03-04,23:03,2014-03-04,23:00,Student Rec. Center,East Carolina University,Larceny
"OCA
2014-0263",2014-03-05,02:26,2014-03-05,02:26,"Cotanche &
7th Sts.",East Carolina University,"DWI/Exceeding
Speed Limit"
"OCA
2014-0264",2014-03-05,20:30,2014-03-05,20:30,"College Hill
Suites",East Carolina University,"Possession of Drug
Paraphenalia"
"OCA
2014-0266",2014-03-06,16:19,2014-03-06,16:19,White,East Carolina University,Possession of Fraudulent Form of ID (2)
"OCA
2014-0332",2014-03-26,16:00,2014-03-26,16:00,355 Jones Hall,East Carolina University,Simple Possession of Marijauna (2) Possession of Drug Paraphenalia(2)
"OCA
2014-0334",2014-03-26,23:26,2014-03-26,21:15,"Mendenhall
Stud. Hall",East Carolina University,Larceny
"OCA
2014-0336",2014-03-27,17:27,2014-03-27,10:00,"Carol Belk
Building",East Carolina University,Larceny
"OCA
2014-0337",2014-03-28,12:24,2014-03-28,16:00,Fleming Hall,East Carolina University,Larceny
"OCA
2014-0338",2014-03-28,16:45,2014-03-28,14:30,Tyler Hall,East Carolina University,Larceny
"OCA
2014-0341",2014-03-30,12:40,2014-03-30,12:40,Scott Hall,East Carolina University,Secret Peeping
"OCA
2014-0348",2014-04-01,15:32,2014-04-04,15:32,"ECU Police
Department",East Carolina University,False Report to Police
"OCA
2014-0354",2014-04-04,01:10,2014-04-04,01:10,Reade St,East Carolina University,Possession of Drug Paraphenalia (2) Possession of Marijuana (2) Possession of Fictitious Driver's License
"OCA
2014-0356",2014-04-04,08:49,2014-04-04,03:27,Carol Belk,East Carolina University,Damage to Property
"OCA
2014-0357",2014-04-04,12:30,2014-04-04,12:30,Joyner Library,East Carolina University,Assault on a Female
"OCA
2014-0359",2014-04-04,15:10,2014-04-04,04:18,14th St. PVA,East Carolina University,Breaking Entering Motor Vehicle Larceny from Vehicle
"OCA
2014-0362",2014-04-05,01:21,2014-04-05,00:44,"West End
Dining",East Carolina University,Larceny
"OCA
2014-0365",2014-04-05,13:02,2014-04-05,13:02,Gold Lot PVA,East Carolina University,Hit & Run
"OCA
2014-0366",2014-04-05,13:13,2014-04-05,13:13,Student Rec. Center,East Carolina University,Trespassing
"OCA
2014-0369",2014-04-05,23:46,2014-04-05,23:46,Allen & Briarcliff Roads,East Carolina University,"Driving While License
Revoked
Warrant Service For
Other Agency"
"OCA
2014-0370",2014-04-06,01:09,2014-04-06,01:09,Allen & Briarcliff Roads,East Carolina University,"Possession of
Marijuana
Open Container in
Vehicle"
"OCA
2014-0372",2014-04-06,01:48,2014-04-06,01:48,"College Hill
Dr. @ 10th St.",East Carolina University,Underage Drinking One Way Traffic Violation
"OCA
2014-0373",2014-04-06,17:55,2014-04-06,17:55,"College Hill
Dr.",East Carolina University,Hit & Run
"OCA
2014-0380",2014-04-09,02:25,2014-04-09,02:25,Sixth & Cotanche Sts.,East Carolina University,"DWI
Resist, Delay & Obstruct
No Operator's License"
"OCA
2014-0381",2014-04-09,09:04,2014-04-09,07:45,"Fletcher Hall
Bike Rack",East Carolina University,Larceny
"OCA
2014-0385",2014-04-09,17:27,2014-04-09,17:27,713 Green Hall,East Carolina University,"Possession of <1/2 oz
Marijauna Possession of Drug Paraphenalia"
"OCA
2014-0386",2014-04-09,22:14,2014-04-09,22:14,"Jenkins Are
PVA",East Carolina University,"Hit & Run
Property Damage"
"OCA
2014-0387",2014-04-11,09:34,2014-03-01,09:00,"Christenbury
Gym",East Carolina University,Larceny
"OCA
2014-0393",NA,11:32,2014-04-11,11:32,Joyner Library,East Carolina University,Larceny
"OCA
2014-0394",2014-04-11,12:30,2014-04-11,11:40,Fletcher Hall,East Carolina University,Larceny
"OCA
2014-0397",2014-04-11,19:23,2014-04-11,10:23,North Rec. Complex,East Carolina University,"Resist, Delay & Obstruct Possession of Fraudulent ID Underage Consumption of Alcohol
Under possession of
Alcohol"
"OCA
2014-0398",2014-04-11,22:30,2014-04-11,23:00,5th & Founders Sts,East Carolina University,"Larceny
2nd Degree Trespass"
"OCA
2014-0399",2014-04-12,02:45,2014-04-12,02:45,Reade St.,East Carolina University,DWI
"OCA
2014-0401",2014-04-12,23:50,2014-04-12,23:50,Reade St.,East Carolina University,"Resist, Delay Obstruct Underage Consumption"
"OCA
2014-0402",2014-04-13,01:55,2014-04-13,01:55,"4th & Reade
Sts.",East Carolina University,"Resist, Delay Obstruct Underage Consumption"
"OCA
2014-0403",2014-04-13,04:22,2014-04-13,04:10,Scott Hall,East Carolina University,Larceny
"OCA
2014-0404",2014-04-13,02:46,2014-04-13,02:40,Charles Blvd.,East Carolina University,"DWI
No Headlamps/Rear
Lights"
"OCA
2014-0406",2014-04-14,02:20,2014-04-14,02:20,Fletcher Blvd.,East Carolina University,"Possession of Drug
Paraphenalia"
"OCA
2014-0408",2014-04-14,17:24,2014-04-14,12:20,"Harris Bld
(Parking Lot)",East Carolina University,"Injury to Personal
Property"
"OCA
2014-0409",2014-04-14,20:14,2014-04-14,19:00,Student Rec. Center,East Carolina University,Larceny
"OCA
2014-0410",2014-04-14,20:45,2014-04-13,00:00,"College Hill
Suites",East Carolina University,Damage to Property
"OCA
2014-0411",2014-04-14,21:23,2014-04-13,20:14,Joyner Library,East Carolina University,Larceny (M) Damage to Property
"OCA
2014-0412",2014-04-14,22:23,2014-04-14,22:23,"Wendell
Smiley Way",East Carolina University,"Fail to Appear/ Order
For Arrest"
"OCA
2014-0413",2014-04-15,10:54,2014-04-15,03:00,"Garrett Hall
Parking Lot",East Carolina University,"Injury to Personal
Property"
"OCA
2014-0417",2014-04-16,01:22,2014-04-16,01:22,Fifth St. & Founders Way,East Carolina University,DWI/Speeding
"OCA
2014-0418",2014-04-15,23:45,2014-04-15,23:45,Reade Circle,East Carolina University,Provisional DWI Underage Consumption Open Alcohol Container in MV
"OCA
2014-0421",2014-04-17,01:02,2014-04-17,01:02,Tyler Hall,East Carolina University,Possess Less than 1/2 oz of Marijuana Possessio of Drug Paraphenalia
"OCA
2014-0423",2014-04-18,02:06,2014-04-17,02:06,Reade St,East Carolina University,"Simple Affrey(2) Resist, Delay Obstruct"
"OCA
2014-0424",2014-04-18,02:58,2014-04-18,02:58,Umstead Hall,East Carolina University,"Possession of Drug
Paraphenalia"
"OCA
2014-0425",2014-04-18,23:45,2014-04-18,23:45,"5th & Reade
St.",East Carolina University,DWI
"OCA
2014-0426",2014-04-19,00:49,2014-04-19,00:36,Student Rec. Center,East Carolina University,Armed Robbery Assault with Deadly Weapon
"OCA
2014-0427",2014-04-19,12:30,2014-04-19,12:30,Umstead,East Carolina University,"Posession of Drug
Paraphenalia"
"OCA
2014-0429",2014-04-20,00:06,2014-04-19,23:16,Jones Hall,East Carolina University,Trespassing
"OCA
2014-0431",2014-04-20,22:36,2014-04-20,22:36,"Curry Court
PVA",East Carolina University,Possession of Marijuana (2) Possession of Drug Paraphenalia (2)
"OCA
2014-0432",2014-04-21,01:44,2014-04-21,01:44,White Hall,East Carolina University,"Possession Drug Paraphenalia (2) Possession Alcohol Underage
Fale OD"
"OCA
2014-0433",2014-04-21,09:35,2014-04-21,09:35,Brody Outpatient West Camp,East Carolina University,Assault of Female
"OCA
2014-0434",2014-04-21,12:52,2014-04-21,12:50,"Fleming
Residence Hall",East Carolina University,Simple Assault
"OCA
2014-0435",2014-04-21,23:44,2014-04-21,23:44,E. Fifth & Holly Sts.,East Carolina University,Possession Drug Paraphenalia Possession < 1/2 oz of Marijuana
"OCA
2014-0440",2014-04-22,14:54,2014-04-22,14:54,602 E 10th St.,East Carolina University,2nd Degree Trespass
"OCA
2014-0443",2014-04-22,23:16,2014-04-22,23:16,E. Fifth & S. Holly Sts,East Carolina University,"Possession of
Marijuana < 1/2 oz (2)"
"OCA
2014-0450",2014-04-24,01:48,2014-04-24,01:48,"4th & Summit
Sts",East Carolina University,DWI
"OCA
2014-0452",2014-04-24,18:04,2014-04-24,18:04,Jarvis Hall,East Carolina University,"Underage Alcohol
Consumption"
"OCA
2014-0453",2014-04-24,18:00,2014-04-24,17:50,"10th & Rock
Springs Rd",East Carolina University,Serve Arrest Warrants For Other Ageny Worthless Checks x5
"OCA
2014-0454",2014-04-24,20:01,2014-04-24,19:40,Aycock Hall,East Carolina University,"Underage Alcohol
Consumption"
"OCA
2014-0455",2014-04-24,20:54,2014-04-24,10:45,Cotten Hall,East Carolina University,"1st Degree
Trespassing
Breaking & Entering
Assault"
"OCA
2014-0456",2014-04-25,02:38,2014-04-25,02:35,14th St. PVA,East Carolina University,Possession of Marijauna (2) Possession of Drug Paraphenalia (2)
"OCA
2014-0458",2014-04-25,12:05,2014-04-25,22:00,Scott Hall,East Carolina University,Larceny
"OCA
2014-0462",2014-04-25,14:00,2014-04-25,14:00,"College hill
Big Lot",East Carolina University,"Felony Weapon on
Campus"
"OCA
2014-0463",2014-04-25,17:57,2014-04-18,17:00,Student Rec. Center,East Carolina University,Larceny
"OCA
2014-0465",2014-04-25,23:15,2014-04-25,23:15,10th St. & Forest Hill Cir.,East Carolina University,"Possession of Drug
Paraphenalia"
"OCA
2014-0466",2014-04-26,04:27,2014-04-25,04:27,Jones Hall,East Carolina University,"Harrassing Telephone
Calls"
"OCA
2014-0467",2014-04-26,04:35,2014-04-25,04:35,10th St. & Greenville Blvd.,East Carolina University,"DWI
Left of Center"
"OCA
2014-0471",2014-04-27,00:38,2014-04-27,00:38,"Reade St. Lot
No. 2",East Carolina University,"Underage Consumption Sale of Give to
Underage Persons"
"OCA
2014-0472",2014-04-27,01:31,2014-04-27,01:31,"Fifth & Reade
Sts.",East Carolina University,Open Container
"OCA
2014-0473",2014-04-27,03:00,2014-04-27,03:00,"Garrett Hall
PVA",East Carolina University,Possession of 1/2 oz Marijuana Possession of Drug Paraphenalia
"OCA
2014-0474",2014-04-27,02:51,2014-04-27,02:51,"College Hill
Suites",East Carolina University,"Underage
Consumption"
"OCA
2014-0475",2014-04-27,00:56,2014-04-27,03:00,Central Campus/Mall Area,East Carolina University,Larceny
"OCA
2014-0477",2014-04-28,11:12,2014-04-28,11:12,Scott Hall,East Carolina University,Mismeanor Larceny
"OCA
2014-0478",2014-04-28,17:18,2014-04-28,17:18,White Hall,East Carolina University,Possession of Marijuana < 1/2 oz Posession of Drug Pharaphenalia
"OCA
2014-0479",2014-04-29,01:27,2014-04-29,01:27,Reade St.,East Carolina University,DWI
"OCA
2014-0486",2014-04-30,15:35,2014-04-30,15:35,Joyner Library,East Carolina University,Larceny
"OCA
2014-0487",2014-04-30,20:03,2014-04-30,20:03,Student Rec. Center,East Carolina University,Larceny
"OCA
2014-0490",2014-05-01,01:05,2014-05-01,01:05,Scott Hall,East Carolina University,"Possession of Drug
Paraphenalia"
"OCA
2014-0491",2014-05-01,01:14,2014-05-01,11:14,White Hall,East Carolina University,Possession of Drug Paraphenalia Possession of Farudulent ID
"OCA
2014-0493",2014-05-01,12:50,2014-05-01,12:50,"Leo Jenkins
Cancer Center",East Carolina University,"Harrassing Telephone
Calls"
"OCA
2014-0497",2014-05-01,12:27,2014-05-01,12:27,10th St. & Ormond Way,East Carolina University,"Warrant Service Other
Agency
(Felony Probation
Violation)"
"OCA
2014-0498",2014-05-02,02:42,2014-05-02,02:42,"5th & Reade
Sts.",East Carolina University,"Imderage
Consumption"
"OCA
2014-0499",2014-05-02,03:25,2014-05-02,03:26,"10th & Elm
Sts.",East Carolina University,DWI
"OCA
2014-0501",2014-05-03,22:12,2014-05-03,22:12,E Fourth & Elm Sts/,East Carolina University,"Underage
Consumption"
"OCA
2014-0502",2014-05-02,23:45,2014-05-02,23:45,Greene Hall,East Carolina University,"Underage
Consumption (4)"
"OCA
2014-0503",2014-05-03,00:47,2014-05-03,00:47,"E 5th & Meade
Sts",East Carolina University,Driving While Impaired Speeding
"OCA
2014-0504",2014-05-03,01:23,2014-05-03,01:23,Reade St/q,East Carolina University,"Underage
Consumption"
"OCA
2014-0505",2014-05-03,02:38,2014-05-03,02:38,"E 5th & Elm
Sts.",East Carolina University,"DWI
No Operator's License"
"OCA
2014-0506",2014-05-03,04:57,2014-05-03,04:57,White hall,East Carolina University,Damage To Property
"OCA
2014-0507",2014-05-03,01:10,2014-05-03,01:10,Jones Hall,East Carolina University,Underage Consumption Providing Ficticious
"OCA
2014-0508",2014-05-02,23:13,2014-05-02,23:13,White Hall,East Carolina University,Damage to Property
"OCA
2014-0510",2014-05-03,13:00,2014-05-03,13:00,"College Hill
Suites",East Carolina University,"Underage
Consumption"
"OCA
2014-0515",2014-05-03,19:53,2014-05-03,19:53,Blount House,East Carolina University,Simple Affray Underage Comsumption
"OCA
2014-0516",2014-05-03,23:00,2014-05-03,23:00,"519 Cotanche
Sts.",East Carolina University,"Possession of Fraudulent ID Underage Consumption
Disorderly Conduct by
Fighting Intoxicated & Disruptive"
"OCA
2014-0517",2014-05-04,00:14,2014-05-04,00:14,14th St. PVA,East Carolina University,Simple Possession of Sch. VI (2) Possession of Drug Paraphenalia (2) Underage Consumption (2)
"OCA
2014-0518",2014-05-04,02:20,2014-05-04,02:20,"E 4th & Reade
Sts.",East Carolina University,"Resist, Delay & Obstruct (2)"
"OCA
2014-0520",2014-05-04,02:43,2014-05-04,02:41,"Dowdy Ficklen
Stad.",East Carolina University,Larceny
"OCA
2014-0521",2014-05-04,01:38,2014-05-04,01:38,"S Summit & E
2nd Sts.",East Carolina University,"Underage
Consumption"
"OCA
2014-0522",2014-05-04,10:06,2014-05-04,10:06,"Minges
Coliseum",East Carolina University,"Felony Breading and
Entering
B&E of Currency Machine Possession of Burglary Tools"
"OCA
2014-0523",2014-05-04,21:15,2014-05-04,21:15,"10th & S Elm
Sts.",East Carolina University,"Warrant Service-Other
Agency Misdeameanor Larceny"
"OCA
2014-0525",2014-05-05,00:48,2014-05-05,00:48,"Elm & Tenth
Sts.",East Carolina University,Warrant Service - Other Agency Simple Assault
"OCA
2014-0530",2014-05-06,11:30,2014-05-06,11:30,TenthSt. & Founders Way,East Carolina University,Warrant Service - Other Agency Possession of Marijuana <1/2 oz Possesson of Drug Paraphenalia
"OCA
2014-0531",2014-05-06,13:00,2014-05-06,13:00,"N. Campus
Loop @ Moye",East Carolina University,"Possesson of Stolen
Goods
Fictitious Registration"
"OCA
2014-0532",2014-05-06,14:30,2014-05-01,20:00,Science & Tech.,East Carolina University,"Communicating
Threats"
"OCA
2014-0533",2014-05-06,17:10,2014-05-06,17:00,"Lower Minges
Lot",East Carolina University,Hit & Run
"OCA
2014-0534",2014-05-06,18:00,2014-05-06,17:30,"West End
Dining",East Carolina University,Larceny
"OCA
2014-0535",2014-05-06,20:56,2014-05-06,20:56,"Aycock
Resicence Hall",East Carolina University,Breaking & Entering
"OCA
2014-0536",2014-05-07,08:04,2014-05-07,06:00,Ragsdale,East Carolina University,Damage to Property
"OCA
2014-0546",2014-05-08,10:58,2014-05-08,10:58,White Hall,East Carolina University,Damage to Property
"OCA
2014-0549",2014-05-08,20:52,2014-05-08,20:52,College Hill suites,East Carolina University,"Underage
Consumption"
"OCA
2014-0550",2014-05-10,01:31,2014-05-10,01:30,Wright Circle,East Carolina University,"DWI
One Way Violation"
"OCA
2014-0551",2014-05-10,03:07,2014-05-10,03:07,Fourth & Reade Sts.,East Carolina University,Resist Public Officer
"OCA
2014-0557",2014-05-13,02:35,2014-05-13,02:35,Fourth & Reade Sts.,East Carolina University,Simple Affray
"OCA
2014-0558",2014-05-13,10:06,2014-05-13,10:06,"North Tower
Rd VOA Site",East Carolina University,"Breaking & Entering
Bld
Larceny"
"OCA
2014-0559",2014-05-13,12:15,2014-05-13,12:13,"Green Hall
Bike Rack",East Carolina University,"Larceny
Resist Obstruct & Delay"
"OCA
2014-0560",2014-05-13,12:48,2014-05-13,12:48,Joyner Library,East Carolina University,Larceny
"OCA
2014-0564",2014-05-14,08:45,2014-05-06,10:30,College Hill Suites Bike Rack,East Carolina University,Larceny
"OCA
2014-0566",2014-05-15,14:15,2014-05-15,13:42,Jones Hall,East Carolina University,Embezzlement
"OCA
2014-0570",2014-05-20,02:03,2014-05-20,02:03,"10th & Elm
Sts.",East Carolina University,"Open Container in
Vehicle"
"OCA
2014-0572",2014-05-20,23:48,2014-05-22,23:48,"Charles Blvd.
& 12th Sts.",East Carolina University,"DWI
Driving While License
Revoked
Speeding"
"OCA
2014-0574",2014-05-21,10:26,2014-05-21,10:26,Student Rec. Center,East Carolina University,Larceny
"OCA
2014-0577",2014-05-22,06:12,2014-05-22,17:00,Olympic Sports Building,East Carolina University,"Larceny from
Building"
"OCA
2014-0578",2014-05-24,00:43,2014-05-24,00:32,Charles & Oglesby Dr.,East Carolina University,"DWI
Transporting Open
Container"
"OCA
2014-0579",2014-05-24,00:43,2014-05-24,00:30,Charles & Oglesby Dr.,East Carolina University,"DWI
Provisional DWI Underage Consumption"
"OCA
2014-0580",2014-05-24,02:47,2014-05-12,02:19,Charles & Oglesby Dr.,East Carolina University,DWI
"OCA
2014-0581",2014-05-25,18:09,2014-05-25,18:09,"College Hill
Drive",East Carolina University,"Second Degree
Trespass"
"OCA
2014-0582",2014-05-25,02:11,2014-05-25,02:05,"Reade & 4th
Sts/",East Carolina University,Simple Affray
"OCA
2014-0583",2014-05-25,18:09,2014-05-25,18:09,"College Hill
Drive",East Carolina University,"Second Degree
Trespass"
"OCA
2014-0584",2014-05-26,20:32,2014-05-26,20:32,"Jenkins Art
Center",East Carolina University,"Defacing Public
Building"
"OCA
2014-0587",2014-05-29,11:40,2014-05-29,08:00,"Ward Sports
Medicine",East Carolina University,Larceny
"OCA
2014-0588",2014-05-29,16:53,2014-05-29,16:53,"Charles Blvd.
& 10th St.",East Carolina University,"Warrant Service/Other
Agency"
"OCA
2014-0589",2014-05-30,12:10,2014-05-30,12:30,"Charles Blvd.
& 10th St.",East Carolina University,"Warrant Service/Other
Agency"
"OCA
2014-0591",2014-05-30,20:59,2014-05-29,19:30,Joyner Library,East Carolina University,Lost Property
"OCA
2014-0592",2014-05-31,13:45,2014-05-31,13:45,Tenth Street,East Carolina University,"Warrant Service Other
Agency
Failure to Appear
DWLR
Failure to Appear Reg. Card
Failure to Appear No
Insurance"
"OCA
2014-0595",2014-06-03,22:10,2014-06-03,22:10,10th St & College Hill Road,East Carolina University,"Poss Marijuana <1/2 oz
Possess Drug Paraphenalia Fict. pr Expired Registration"
"OCA
2014-0599",2014-06-05,14:30,2014-06-05,14:30,Cotton Hall,East Carolina University,Larceny
