case_number,date_reported,time_reported,date_occurred,time_occurred,incident,location,university
2013-00003582,2013-01-26,23:35,2013-01-26,23:35,Liquor Laws,908  CURTIS Columbia MO 65201,University of Missouri-Columbia
2013-00003582,2013-01-26,23:35,2013-01-26,23:35,All Other Offenses (Except Traffic),908  CURTIS Columbia MO 65201,University of Missouri-Columbia
2013-00003582,2013-01-26,23:35,2013-01-26,23:35,All Other Offenses (Except Traffic),908  CURTIS Columbia MO 65201,University of Missouri-Columbia
2013-00003604,2013-01-27,00:24,2013-01-27,00:24,Driving Under The Influence,S ROCK QUARRY Columbia MO 65201,University of Missouri-Columbia
2013-00003604,2013-01-27,00:24,2013-01-27,00:24,Not Counted For UCR,S ROCK QUARRY Columbia MO 65201,University of Missouri-Columbia
2013-00003614,2013-01-27,01:28,2013-01-27,01:28,Driving Under The Influence,CHAMPIONS Columbia MO 65201,University of Missouri-Columbia
2013-00003614,2013-01-27,01:28,2013-01-27,01:28,Forgery and Counterfeiting,CHAMPIONS Columbia MO 65201,University of Missouri-Columbia
2013-00003619,2013-01-27,02:49,2013-01-27,02:49,Driving Under The Influence,126 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2013-00003619,2013-01-27,02:49,2013-01-27,02:49,Not Counted For UCR,126 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2013-00003619,2013-01-27,02:49,2013-01-27,02:49,Not Counted For UCR,126 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2013-00003619,2013-01-27,02:49,2013-01-27,02:49,Not Counted For UCR,126 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2013-00003620,2013-01-27,02:52,2013-01-27,02:52,Driving Under The Influence,KENTUCKY Columbia MO 65201,University of Missouri-Columbia
2013-00003620,2013-01-27,02:52,2013-01-27,02:52,Not Counted For UCR,KENTUCKY Columbia MO 65201,University of Missouri-Columbia
2013-00003699,2013-01-27,16:51,2013-01-26,06:15,Theft Non-Motor Vehicle,1000  ELM Columbia MO 65201,University of Missouri-Columbia
2013-00003699,2013-01-27,16:51,2013-01-26,06:15,Theft Non-Motor Vehicle,1000  ELM Columbia MO 65201,University of Missouri-Columbia
2013-00003699,2013-01-27,16:51,2013-01-26,06:15,Theft Non-Motor Vehicle,1000  ELM Columbia MO 65201,University of Missouri-Columbia
2013-00003706,2013-01-27,17:51,2013-01-27,17:00,Theft Non-Motor Vehicle,1000  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2013-00003706,2013-01-27,17:51,2013-01-27,17:00,Theft Non-Motor Vehicle,1000  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2013-00003757,2013-01-28,00:11,2013-01-28,00:11,Driving Under The Influence,900  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2013-00003757,2013-01-28,00:11,2013-01-28,00:11,Not Counted For UCR,900  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2013-00003758,2013-01-28,00:28,2013-01-28,00:28,Driving Under The Influence,ELM Columbia MO 65201,University of Missouri-Columbia
2013-00003758,2013-01-28,00:28,2013-01-28,00:28,Not Counted For UCR,ELM Columbia MO 65201,University of Missouri-Columbia
2013-00003758,2013-01-28,00:28,2013-01-28,00:28,"Possession Marijuana, Hashish, etc.",ELM Columbia MO 65201,University of Missouri-Columbia
2013-00003776,2013-01-28,09:14,2013-01-25,15:00,All Other Offenses (Except Traffic),801  CONLEY Columbia MO 65201,University of Missouri-Columbia
2013-00003776,2013-01-28,09:14,2013-01-25,15:00,All Other Offenses (Except Traffic),801  CONLEY Columbia MO 65201,University of Missouri-Columbia
2013-00003801,2013-01-28,11:23,2013-01-25,12:30,Theft Non-Motor Vehicle,500  KENTUCKY Columbia MO 65201,University of Missouri-Columbia
2013-00003801,2013-01-28,11:23,2013-01-25,12:30,Theft Non-Motor Vehicle,500  KENTUCKY Columbia MO 65201,University of Missouri-Columbia
2013-00003801,2013-01-28,11:23,2013-01-25,12:30,Theft Non-Motor Vehicle,500  KENTUCKY Columbia MO 65201,University of Missouri-Columbia
2013-00003806,2013-01-28,12:11,2012-12-21,12:00,Theft Non-Motor Vehicle,902  CONLEY Columbia MO 65201,University of Missouri-Columbia
2013-00003806,2013-01-28,12:11,2012-12-21,12:00,Theft Non-Motor Vehicle,902  CONLEY Columbia MO 65201,University of Missouri-Columbia
2013-00003835,2013-01-28,15:54,2013-01-25,16:00,Theft Non-Motor Vehicle,701  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2013-00003835,2013-01-28,15:54,2013-01-25,16:00,Theft Non-Motor Vehicle,701  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2013-00003835,2013-01-28,15:54,2013-01-25,16:00,Theft Non-Motor Vehicle,701  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2013-00003885,2013-01-28,23:44,2013-01-28,23:44,"Possession Marijuana, Hashish, etc.",WILSON/COLLEGE Columbia MO,University of Missouri-Columbia
2013-00003895,2013-01-29,01:24,2013-01-29,01:24,Driving Under The Influence,S ROCK QUARRY Columbia MO 65201,University of Missouri-Columbia
2013-00003895,2013-01-29,01:24,2013-01-29,01:24,Not Counted For UCR,S ROCK QUARRY Columbia MO 65201,University of Missouri-Columbia
2013-00003989,2013-01-29,18:54,2013-01-29,15:15,Theft Non-Motor Vehicle,701 S 5TH Columbia MO 65201,University of Missouri-Columbia
2013-00003989,2013-01-29,18:54,2013-01-29,15:15,Theft Non-Motor Vehicle,701 S 5TH Columbia MO 65201,University of Missouri-Columbia
2013-00003989,2013-01-29,18:54,2013-01-29,15:15,Theft Non-Motor Vehicle,701 S 5TH Columbia MO 65201,University of Missouri-Columbia
2013-00004102,2013-01-30,10:41,2013-01-30,10:35,"Possession Marijuana, Hashish, etc.",3  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2013-00004204,2013-01-30,22:32,2013-01-30,22:32,Not Counted For UCR,900  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2013-00004204,2013-01-30,22:32,2013-01-30,22:32,Not Counted For UCR,900  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2013-00004216,2013-01-30,22:46,2013-01-30,16:30,Theft Non-Motor Vehicle,1601 OLD HIGHWAY 63 Columbia MO,University of Missouri-Columbia
2013-00004216,2013-01-30,22:46,2013-01-30,16:30,Theft Non-Motor Vehicle,1601 OLD HIGHWAY 63 Columbia MO,University of Missouri-Columbia
2013-00004216,2013-01-30,22:46,2013-01-30,16:30,Theft Non-Motor Vehicle,1601 OLD HIGHWAY 63 Columbia MO,University of Missouri-Columbia
2013-00004218,2013-01-31,00:17,2013-01-31,00:17,Liquor Laws,402  KENTUCKY Columbia MO 65201,University of Missouri-Columbia
2013-00004218,2013-01-31,00:17,2013-01-31,00:17,"Possession Marijuana, Hashish, etc.",402  KENTUCKY Columbia MO 65201,University of Missouri-Columbia
2013-00004218,2013-01-31,00:17,2013-01-31,00:17,"Possession Marijuana, Hashish, etc.",402  KENTUCKY Columbia MO 65201,University of Missouri-Columbia
2013-00004261,2013-01-31,09:50,2013-01-30,14:00,Theft Non-Motor Vehicle,301  CAMPUSVIEW Columbia MO 65201,University of Missouri-Columbia
2013-00004261,2013-01-31,09:50,2013-01-30,14:00,Theft Non-Motor Vehicle,301  CAMPUSVIEW Columbia MO 65201,University of Missouri-Columbia
2013-00004261,2013-01-31,09:50,2013-01-30,14:00,Theft Non-Motor Vehicle,301  CAMPUSVIEW Columbia MO 65201,University of Missouri-Columbia
2013-00004266,2013-01-31,10:18,2013-01-31,10:18,Not Counted For UCR,S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2013-00004309,2013-01-31,15:51,2013-01-31,13:15,Vandalism,400  KENTUCKY Columbia MO 65201,University of Missouri-Columbia
2013-00004309,2013-01-31,15:51,2013-01-31,13:15,Vandalism,400  KENTUCKY Columbia MO 65201,University of Missouri-Columbia
2013-00004309,2013-01-31,15:51,2013-01-31,13:15,Vandalism,400  KENTUCKY Columbia MO 65201,University of Missouri-Columbia
2013-00004329,2013-01-31,17:17,2013-01-31,15:00,Theft Non-Motor Vehicle,1000  ELM Columbia MO 65201,University of Missouri-Columbia
2013-00004329,2013-01-31,17:17,2013-01-31,15:00,Theft Non-Motor Vehicle,1000  ELM Columbia MO 65201,University of Missouri-Columbia
2013-00004329,2013-01-31,17:17,2013-01-31,15:00,Theft Non-Motor Vehicle,1000  ELM Columbia MO 65201,University of Missouri-Columbia
2013-00004331,2013-01-31,17:24,2013-01-31,09:30,Theft Non-Motor Vehicle,ANHEUSER-BUSCH NATURAL RESOURC Columbia MO,University of Missouri-Columbia
2013-00004331,2013-01-31,17:24,2013-01-31,09:30,Theft Non-Motor Vehicle,ANHEUSER-BUSCH NATURAL RESOURC Columbia MO,University of Missouri-Columbia
2013-00004331,2013-01-31,17:24,2013-01-31,09:30,Theft Non-Motor Vehicle,ANHEUSER-BUSCH NATURAL RESOURC Columbia MO,University of Missouri-Columbia
2013-00004360,2013-01-31,20:45,2013-01-31,20:45,All Other Offenses (Except Traffic),HITT STREET/STUDENT REC CENTER Columbia MO,University of Missouri-Columbia
2013-00004360,2013-01-31,20:45,2013-01-31,20:45,Not Counted For UCR,HITT STREET/STUDENT REC CENTER Columbia MO,University of Missouri-Columbia
2013-00004481,2013-02-01,15:26,2013-02-01,15:00,Theft Non-Motor Vehicle,900  UNIVERSITY Columbia MO 65201,University of Missouri-Columbia
2013-00004481,2013-02-01,15:26,2013-02-01,15:00,Theft Non-Motor Vehicle,900  UNIVERSITY Columbia MO 65201,University of Missouri-Columbia
2013-00004481,2013-02-01,15:26,2013-02-01,15:00,Theft Non-Motor Vehicle,900  UNIVERSITY Columbia MO 65201,University of Missouri-Columbia
2013-00004533,2013-02-01,22:15,2013-02-01,22:10,Liquor Laws,ROLLINS Columbia MO 65201,University of Missouri-Columbia
2013-00004538,2013-02-01,22:29,2013-02-01,22:29,Liquor Laws,RICHMOND Columbia MO 65201,University of Missouri-Columbia
2013-00004540,2013-02-01,22:49,2013-02-01,22:49,All Other Offenses (Except Traffic),502  KENTUCKY Columbia MO 65201,University of Missouri-Columbia
2013-00004540,2013-02-01,22:49,2013-02-01,22:49,Liquor Laws,502  KENTUCKY Columbia MO 65201,University of Missouri-Columbia
2013-00004549,2013-02-02,00:20,2013-02-02,00:20,All Other Offenses (Except Traffic),800  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2013-00004549,2013-02-02,00:20,2013-02-02,00:20,Liquor Laws,800  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2013-00004549,2013-02-02,00:20,2013-02-02,00:20,Liquor Laws,800  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2013-00004552,2013-02-02,00:40,2013-02-02,00:40,All Other Offenses (Except Traffic),801  CONLEY Columbia MO 65201,University of Missouri-Columbia
2013-00004552,2013-02-02,00:40,2013-02-02,00:40,All Other Offenses (Except Traffic),801  CONLEY Columbia MO 65201,University of Missouri-Columbia
2013-00004560,2013-02-02,01:46,2013-02-02,01:46,All Other Offenses (Except Traffic),ROLLINS / TIGER Columbia MO,University of Missouri-Columbia
2013-00004560,2013-02-02,01:46,2013-02-02,01:46,Driving Under The Influence,ROLLINS / TIGER Columbia MO,University of Missouri-Columbia
2013-00004560,2013-02-02,01:46,2013-02-02,01:46,Not Counted For UCR,ROLLINS / TIGER Columbia MO,University of Missouri-Columbia
2013-00004560,2013-02-02,01:46,2013-02-02,01:46,Not Counted For UCR,ROLLINS / TIGER Columbia MO,University of Missouri-Columbia
2013-00004562,2013-02-02,02:19,2013-02-02,02:19,Not Counted For UCR,TIGER AVE / TURNER AVE Columbia MO,University of Missouri-Columbia
2013-00004562,2013-02-02,02:19,2013-02-02,02:19,"Possession Marijuana, Hashish, etc.",TIGER AVE / TURNER AVE Columbia MO,University of Missouri-Columbia
2013-00004562,2013-02-02,02:19,2013-02-02,02:19,"Possession Marijuana, Hashish, etc.",TIGER AVE / TURNER AVE Columbia MO,University of Missouri-Columbia
2013-00004603,2013-02-02,16:04,2013-02-02,16:04,Not Counted For UCR,S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2013-00004603,2013-02-02,16:04,2013-02-02,16:04,Not Counted For UCR,S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2013-00004610,2013-02-02,16:36,2013-02-02,16:36,"Possession Marijuana, Hashish, etc.",ROLLINS/HITT Columbia MO,University of Missouri-Columbia
2013-00004610,2013-02-02,16:36,2013-02-02,16:36,"Possession Marijuana, Hashish, etc.",ROLLINS/HITT Columbia MO,University of Missouri-Columbia
2013-00004621,2013-02-02,20:12,2013-02-02,20:12,All Other Offenses (Except Traffic),404 N KEENE Columbia MO 65201,University of Missouri-Columbia
2013-00004621,2013-02-02,20:12,2013-02-02,20:12,All Other Offenses (Except Traffic),404 N KEENE Columbia MO 65201,University of Missouri-Columbia
2013-00004638,2013-02-02,22:30,2013-02-02,22:30,Driving Under The Influence,UNIVERSITY Columbia MO 65201,University of Missouri-Columbia
2013-00004638,2013-02-02,22:30,2013-02-02,22:30,Not Counted For UCR,UNIVERSITY Columbia MO 65201,University of Missouri-Columbia
2013-00004659,2013-02-03,00:21,2013-02-03,00:21,Liquor Laws,916  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2013-00004660,2013-02-03,00:22,2013-02-03,00:22,Vandalism,STADIUM BLVD/PROVIDENCE RD Columbia MO,University of Missouri-Columbia
2013-00004660,2013-02-03,00:22,2013-02-03,00:22,Vandalism,STADIUM BLVD/PROVIDENCE RD Columbia MO,University of Missouri-Columbia
2013-00004660,2013-02-03,00:22,2013-02-03,00:22,Vandalism,STADIUM BLVD/PROVIDENCE RD Columbia MO,University of Missouri-Columbia
2013-00004667,2013-02-03,00:53,2013-02-03,00:53,All Other Offenses (Except Traffic),1003  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2013-00004667,2013-02-03,00:53,2013-02-03,00:53,All Other Offenses (Except Traffic),1003  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2013-00004667,2013-02-03,00:53,2013-02-03,00:53,All Other Offenses (Except Traffic),1003  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2013-00004671,2013-02-03,01:14,2013-02-03,01:14,Liquor Laws,PROVIDENCE RD/ROLLINS ST Columbia MO,University of Missouri-Columbia
2013-00004673,2013-02-03,01:36,2013-02-03,01:36,All Other Offenses (Except Traffic),HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2013-00004778,2013-02-03,22:46,2013-02-03,22:46,Driving Under The Influence,3200 S OLD HIGHWAY 63 Columbia MO,University of Missouri-Columbia
2013-00004787,2013-02-04,00:05,2013-02-04,00:05,Driving Under The Influence,ROCK QUARRY / GRINDSTONE Columbia MO,University of Missouri-Columbia
2013-00004787,2013-02-04,00:05,2013-02-04,00:05,Not Counted For UCR,ROCK QUARRY / GRINDSTONE Columbia MO,University of Missouri-Columbia
2013-00004788,2013-02-04,00:44,2013-02-04,00:44,Driving Under The Influence,KENTUCKY Columbia MO 65201,University of Missouri-Columbia
2013-00004788,2013-02-04,00:44,2013-02-04,00:44,Not Counted For UCR,KENTUCKY Columbia MO 65201,University of Missouri-Columbia
2013-00004824,2013-02-04,08:49,2013-02-01,17:00,All Other Offenses (Except Traffic),801  CONLEY Columbia MO 65201,University of Missouri-Columbia
2013-00004824,2013-02-04,08:49,2013-02-01,17:00,All Other Offenses (Except Traffic),801  CONLEY Columbia MO 65201,University of Missouri-Columbia
2013-00004824,2013-02-04,08:49,2013-02-01,17:00,All Other Offenses (Except Traffic),801  CONLEY Columbia MO 65201,University of Missouri-Columbia
2013-00004824,2013-02-04,08:49,2013-02-01,17:00,Vandalism,801  CONLEY Columbia MO 65201,University of Missouri-Columbia
2013-00004824,2013-02-04,08:49,2013-02-01,17:00,Vandalism,801  CONLEY Columbia MO 65201,University of Missouri-Columbia
2013-00004824,2013-02-04,08:49,2013-02-01,17:00,Vandalism,801  CONLEY Columbia MO 65201,University of Missouri-Columbia
2013-00004848,2013-02-04,14:12,2013-02-04,07:10,All Other Offenses (Except Traffic),1026  ASHLAND Columbia MO 0,University of Missouri-Columbia
2013-00004848,2013-02-04,14:12,2013-02-04,07:10,All Other Offenses (Except Traffic),1026  ASHLAND Columbia MO 0,University of Missouri-Columbia
2013-00004848,2013-02-04,14:12,2013-02-04,07:10,All Other Offenses (Except Traffic),1026  ASHLAND Columbia MO 0,University of Missouri-Columbia
2013-00004850,2013-02-04,10:01,2013-02-04,09:52,All Other Offenses (Except Traffic),ROLLINS STREET Columbia MO,University of Missouri-Columbia
2013-00004850,2013-02-04,10:01,2013-02-04,09:52,All Other Offenses (Except Traffic),ROLLINS STREET Columbia MO,University of Missouri-Columbia
2013-00004850,2013-02-04,10:01,2013-02-04,09:52,Not Counted For UCR,ROLLINS STREET Columbia MO,University of Missouri-Columbia
2013-00004850,2013-02-04,10:01,2013-02-04,09:52,Not Counted For UCR,ROLLINS STREET Columbia MO,University of Missouri-Columbia
2013-00004862,2013-02-04,16:20,2013-02-03,20:30,Vandalism,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2013-00004862,2013-02-04,16:20,2013-02-03,20:30,Vandalism,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2013-00005003,2013-02-05,09:12,2013-02-01,14:00,Theft Non-Motor Vehicle,900  UNIVERSITY Columbia MO 65201,University of Missouri-Columbia
2013-00005003,2013-02-05,09:12,2013-02-01,14:00,Theft Non-Motor Vehicle,900  UNIVERSITY Columbia MO 65201,University of Missouri-Columbia
2013-00005009,2013-02-05,10:10,2013-02-05,10:10,Not Counted For UCR,E STADIUM Columbia MO 65201,University of Missouri-Columbia
2013-00005009,2013-02-05,10:10,2013-02-05,10:10,Not Counted For UCR,E STADIUM Columbia MO 65201,University of Missouri-Columbia
2013-00005009,2013-02-05,10:10,2013-02-05,10:10,Not Counted For UCR,E STADIUM Columbia MO 65201,University of Missouri-Columbia
2013-00005057,2013-02-05,16:46,2013-02-05,16:46,Not Counted For UCR,900 E CAMPUS Columbia MO 65201,University of Missouri-Columbia
2013-00005057,2013-02-05,16:46,2013-02-05,16:46,Not Counted For UCR,900 E CAMPUS Columbia MO 65201,University of Missouri-Columbia
2013-00005123,2013-02-05,23:15,2013-02-05,16:15,Theft Non-Motor Vehicle,1000  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2013-00005123,2013-02-05,23:15,2013-02-05,16:15,Theft Non-Motor Vehicle,1000  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2013-00005123,2013-02-05,23:15,2013-02-05,16:15,Theft Non-Motor Vehicle,1000  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2013-00005182,2013-02-06,04:05,2013-02-06,04:05,All Other Offenses (Except Traffic),301 S 6TH Columbia MO 65201,University of Missouri-Columbia
2013-00005218,2013-02-06,09:46,2013-02-05,16:00,Theft Non-Motor Vehicle,522  HITT Columbia MO 65201,University of Missouri-Columbia
2013-00005218,2013-02-06,09:46,2013-02-05,16:00,Theft Non-Motor Vehicle,522  HITT Columbia MO 65201,University of Missouri-Columbia
2013-00005218,2013-02-06,09:46,2013-02-05,16:00,Theft Non-Motor Vehicle,522  HITT Columbia MO 65201,University of Missouri-Columbia
2013-00005260,2013-02-06,13:28,2013-02-05,23:49,Theft Non-Motor Vehicle,518  HITT Columbia MO 65201,University of Missouri-Columbia
2013-00005260,2013-02-06,13:28,2013-02-05,23:49,Theft Non-Motor Vehicle,518  HITT Columbia MO 65201,University of Missouri-Columbia
2013-00005260,2013-02-06,13:28,2013-02-05,23:49,Theft Non-Motor Vehicle,518  HITT Columbia MO 65201,University of Missouri-Columbia
2013-00005266,2013-02-06,14:13,2013-02-06,14:00,All Other Offenses (Except Traffic),1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2013-00005266,2013-02-06,14:13,2013-02-06,14:00,All Other Offenses (Except Traffic),1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2013-00005266,2013-02-06,14:13,2013-02-06,14:00,"Poss/Non-Narcotic/Barbituates, etc.",1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2013-00005266,2013-02-06,14:13,2013-02-06,14:00,"Poss/Non-Narcotic/Barbituates, etc.",1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
