Master ID	Date/Time Reported	Day of Week	Date/Time Occurred	MPD Case #	Nature of Calls	Address/Location	Comments	Disposition	Clery Geography	Clery Offense	Clery Count	Clery	Not on Campus	Name Log	Number Cited	Misc Information	Added to Clery Wall Map	Greek Row	Alcohol/Drug Transport	Residence Life	IR # from DOS	DOS ID	Clery Case #	Referral Count	AC ID	Confirmed with MPD	Double Checked/Complete	Question for MPD	Clery Reportable/Not in Advocate
183	02/08/19	Friday	Same	N/A	Alcohol Offense	Theophilus Tower; 213	RA's only - NO MPD // 4 residents under 21 drinking		OC OCH	Alcohol - Referral	4	YES					No				00068-2019	7	R00006-2019	4	0				
184	02/11/19 @09:59	Monday	Same	19-M01168	Other Calls	Moscow	Answered questions regarding facebook argument	CLO				NO										0			0				
185	02/11/19 @10:20	Monday	Same	19-M01171	Accident; Non-Injury	Sweet Ave; Lot 60-South	State accident report	ACT				NO										0			0				
186	02/11/19 @16:26	Monday	Same	19-M01185	Welfare Check	901 Paradise Creek St; LLC	Child was fine	CLO				NO										0			0				
187	02/11/19 @18:47	Monday	Same	19-M01189	Alarm; Elevator	832 Ash St; Elevator; Student Health	Accidental activation	CLO				NO										0			0				
188	02/09/19	Saturday	Same	N/A	Alcohol Offense	LLC; Upham; Bldg 4	RA's only - No MPD - 5 students referred for Alcohol Consumption		OC OCH	Alcohol - Referral	5	YES					No				00069-2019	8	R00007-2019	5					
189	02/12/19 @07:59	Tuesday	Same	19-M01202	Vin Inspection	875 Perimeter DR	Vin inspection	CLO				NO										0			0				
190	02/12/19 @12:04	Tuesday	Same	19-M01211	Theft; Other	975 S Line St; UI Commons	"Stolen iPhone 8, recovered from suspect,"	CLO				NO										0			14				
191	02/12/19 @13:19	Tuesday	Same	19-M01213	Malicious Mischief	600 University Ave; Phi Gamma	Warned members of FIJI about throwing snowballs at people	CLO				NO										0			0				
192	02/12/19 @14:47	Tuesday	Same	19-M01217	Alarm; Fire	1355 W 6th St; James Martin	Alarm caused by vehicle exhaust	CLO				NO										0			0				
193	02/12/19 @17:43	Tuesday	Same	19-M01225	Lost Property	1001 University Ave; Mem Gym	Lost car keys	CLO				NO										0			0				
194	02/12/19 @21:05	Tuesday	Same	19-M01230	Alarm; Fire	1355 W 6th ST; Ag Engineer	False alarm	CLO				NO										0			0				
195	02/13/19 @06:53	Wednesday	Same	19-M01237	Alarm; Elevator	921 Campus Dr; 133; Education	Accidental activation	CLO				NO										0			0				
196	02/13/19 @07:46	Wednesday	Same	19-M01238	Accident; Non-Injury	Sweet Ave & Blake Ave	State accident report	ACT				NO										0			0				
197	02/13/19 @08:34	Wednesday	Same	19-M01241	Juvenile Problem	1006 Railroad ST; Bus Station	"Brothers and friend ""play fighting"" in transit center, warned"	ACT				NO										0			0				
198	02/13/19 @10:27	Wednesday	Same	19-M01245	Accident; Non-Injury	Sweet Ave & Blake Ave	Vehilce vs tree	ACT				NO										0			0				
199	02/13/19 @14:54	Wednesday	Same	19-M01250	Gun Check	861 Perimeter DR; UI Security	Gun check	CLO				NO										0			0				
200	02/13/19 @16:52	Wednesday	Same	19-M01254	Agency Assist	1001 Paradise Creek ST; 21	Citizen assist	CLO				NO										0			0				
201	02/14/19 @14:18	Thursday	Same	19-M01285	Public Program	711 Rayburn St; Law School	Domestic violence presentation	CLO				NO										0			0				
202	02/14/19 @15:48	Thursday	Same	19-M01279	Parking Problem	200 Taylor Ave	Car ticketed	CLO				NO										0			0				
203	02/14/19 @16:16	Thursday	Same	19-M01280	Traumatic Injury	625 Stadium Dr; Hartung Theat	"Student cut fingers with a saw, transported to GMC"	CLO				NO										0			0				
204	02/14/19 @18:55	Thursday	Same	19-M01291	Alarm; Fire	727 Elm ST; Beta Theta Pi	"Unknown cause, but appears to be false alarm"	CLO				NO										0			0				
205	02/15/19 @09:34	Friday	Same	19-M01297	Accident; Non-Injury	1006 Railroad St; Intermodel	State accident report	ACT				NO										0			0				
206	02/15/19 @09:56	Friday	Same	19-M01301	Traffic Hazard	Perimeter DR & W Pullman Rd	"Complaint about traffic lights, officer said they were working fine"	CLO				NO										0			0				
207	02/15/19 @10:26	Friday	Same	19-M01303	Public Program	1080 W 6th ST; Wallace Complex	Drug education for office of student invovlement	CLO				NO										0			0				
208	02/15/19 @11:49	Friday	Same	19-M01307	Alarm; Elevator	901 Paradise Creek ST; LLC	Accidental activation	CLO				NO										0			0				
209	02/15/19 @14:03	Friday	Same	19-M01310	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
210	02/15/19 @20:09	Friday	Same	19-M01325	Traffic Offense	Blake Ave & Nez Perce Dr	"Report of erratic driver, officers unable to make contact"	CLO				NO										0			0				
211	02/15/19 @23:20	Friday	Same	19-M01331	Alcohol Offense	King Rd & Taylor Ave	"1 - 19 YOM, cited for alcohol"	ACT	PP	Alcohol - Arrest	1	YES			1		No				00096-2019	9	R00008-2019		15				
212	02/15/19 @23:38	Friday	Same	19-M01332	Alarm; Elevator	901 Paradise Creek St; LLC	Accidental activation	CLO				NO										0			0				
213	02/16/19 @15:53	Saturday	Same	19-M01348	Alarm; Elevator	901 Paradise Creek St; LLC	Accidental activation	CLO				NO										0			0				
214	02/17/19 @08:01	Sunday	Same	19-M01362	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
215	02/17/19 @08:06	Sunday	Same	19-M01363	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
216	02/17/19 @08:17	Sunday	Same	19-M01364	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
217	02/17/19 @11:05	Sunday	same	19-M01368	Suicidal Person	1080 W 6th St; Wallace	Reported suicidal student he was code 4	CLO				NO										0			0				
218	02/17/19 @11:28	Sunday	Same	19-M01370	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
219	02/17/19 @11:38	Sunday	Same	19-M01372	Gun Check	861 Perimeter r; UI Security	Gun check	CLO				NO										0			0				
220	02/17/19 @11:42	Sunday	Same	19-M01371	Gun Check	861 Perimeter DR; UI Security	Gun check	CLO				NO										0			0				
221	02/18/19 @02:41	Monday	Same	19-M01391	DWLS	W 6th ST & Rayburn ST	"1 - 19 YOM,  cited for DWP and insurnace"	ACT				NO										0			16				
222	02/18/19 @13:07	Monday	Same	19-M01404	Alarm; Elevator	1001 Paradise Creek St; Theophulis Tower	Accidental activation	CLO				NO										0			0				
223	02/18/19 @15:01	Monday	Same	19-M01410	Theft; Other	1000 Paradise Creek St; SRC	Jacket and keys stolen from women's locker room at SRC	ACT				NO										0			0				
224	02/18/19 @17:46	Monday	Same	19-M01414	Other Calls	Moscow	Question regarding handicap parking	CLO				NO										0			0				
225	02/18/19 @18:58	Monday	Same	19-M01415	Animal; Stray	Moscow	Impounded dogs	CLO				NO										0			0				
226	02/18/19 @20:14	Monday	Same	19-M01418	Harassment	Moscow	On-line dating break up	CLO				NO										0			0				
227	02/19/19 @00:27	Tuesday	Same	19-M01422	Alarm; Fire	901 Paradise Creek ST; UI	False alarm	CLO				NO										0			0				
228	02/19/19 @01:49	Tuesday	Same	19-M01424	Alarm; Fire	901 Paradise Creek St; UI	False alarm	CLO				NO										0			0				
229	02/19/19 @18:19	Tuesday	Same	19-M01448	Disabled Vehicle	Deakin Ave & W 6th St;	Vehicle was GOA	CLO				NO										0			0				
230	02/19/19 @19:08	Tuesday	Same	19-M01449	Citizen Assist	Moscow	Gave citizen a ride	CLO				NO										0			0				
231	02/20/19 @08:43	Wednesday	Same	19-M01461	Alarm; Fire	901 Paradise Creek St; UI	Food from microwave cause alarm	CLO				NO										0			0				
232	02/20/19 @09:02	Wednesday	Same	19-0M01462	Disabled Vehicle	Blake Ave & Nez Perce Dr	Vehicle was GOA	CLO				NO										0			0				
233	02/20/19 @10:42	Wednesday	Same	19-M01464	Vin Inspection	875 Perimeter Dr; Behind	Vin inspection	CLO				NO										0			0				
234	02/20/19 @10:42	Wednesday	Same	19-M01463	Alarm; Elevator	901 Paradise Creek St; Elev	Accidental activation	CLO				NO										0			0				
235	02/20/19 @13:33	Wednesday	Same	19-M01468	Alarm; Fire	901 Paradise Creek St; UI	False alarm	CLO				NO										0			0				
236	02/20/19 @16:06	Wednesday	Same	19-M01476	Threatening	421 W Sweet Ave; Bus Stop	Middle school kids causing problems	CLO				NO										0			0				
237	02/21/2019	Thursday	Same	19-M01502	Suspicious	Moscow	Unfounded	CLO				NO										0			0				
238	02/22/19 @10:35	Friday	Same	19-M01519	Disorderly	966 University Ave; TLC	Professor was upset about his rooming being used for Jazz Fest	ACT				NO										0			0				
239	02/22/19 @11:08	Friday	Same	19-M01521	Found Property	975 S Line St; UI Commons	Found property	CLO				NO										0			0				
240	02/22/19 @11:09	Friday	Same	19-M01522	Found Property	975 S Line St; UI Commons	Found property	CLO				NO										0			0				
241	02/22/19 @11:09	Friday	Same	19-M01523	Found Property	975 S Line St; UI Commons	Found property	CLO				NO										0			0				
242	02/22/19 @11:10	Friday	Same	19-M01524	Found Property	975 S Line ST; UI Commons	Found property	CLO				NO										0			0				
243	02/22/19 @11:11	Friday	Same	19-M01525	Found Property	975 S Line St; UI commons	Found property	CLO				NO										0			0				
244	02/22/19 @11:12	Friday	Same	19-M01526	Found Property	975 S Line St; UI Commons	Found property	CLO				NO										0			0				
245	02/22/19 @11:13	Friday	Same	19-M01527	Found Property	975 S Line St; UI Commons	Found property	CLO				NO										0			0				
246	02/22/19 @11:14	Friday	Same	19-M01528	Found Property	975 S Line ST; UI Commons	Found property	CLO				NO										0			0				
247	02/22/19 @13:03	Friday	Same	19-M01532	Alarm; Elevator	921 Campus Dr; 133	Accidental activation	CLO				NO										0			0				
248	02/22/19 @13:14	Friday	Same	19-M01533	Alarm; Elevator	875 S Line St; Elev S.W.	Accidental activation	CLO				NO										0			0				
249	02/22/19 @13:18	Friday	Same	19-M01534	Alarm; Elevator	921 Campus DR; Building of	Accidental activation	CLO				NO										0			0				
250	02/22/19 @13:25	Friday	Same	19-M01535	Accident; Non-Injury	W 6th ST & Perimeter Dr; UI	Bus vs unoccupied jeep	ACT				NO										0			0				
251	02/22/19 @14:56	Friday	Same	19-M01541	Alarm; Elevator	921 Campus Dr; Education	False alarm	CLO				NO										0			0				
252	02/22/19 @21:09	Friday	Same	19-M01552	Drugs	1001 Paradise Creek St; Theophilus Tower	"1 - 19 yOM, cited for marijuana"	ACT	OC OCH	Drug - Arrest	1	YES			1		No				00101-2019	10	R00009-2019		17				
253	02/23/19 @00:36	Saturday	Same	19-M01557	Alarm; Fire	1080 W 6th ST; UI Wallace	False alarm	CLO				NO										0			0				
254	02/23/19 @12:52	Saturday	Same	19-M01564	Suspicious	1001 Paradise Creek ST; T-Tower	Report of an older male taking pictures of the LLC	CLO				NO										0			0				
255	02/23/19 @12:55	Saturday	Same	19-M01565	Alarm; Elevator	901 Paradise Creek St; LLC	Accidental activation	CLO				NO										0			0				
256	02/23/19 @13:04	Saturday	Same	19-M01566	Alarm; Elevator	921 Campus Dr; 133; Education	Accidental activation	CLO				NO										0			0				
257	02/23/19 @16:43	Saturday	Same	19-M01575	Alarm; Elevator	966 University Ave; TLC	Accidental activation	CLO				NO										0			0				
258	02/24/19 @00:39	Sunday	Same	19-M01589	Alarm; Elevator	901 Paradise Creek St; LLC	Accidental activation	CLO				NO										0			0				
259	02/24/19 @02:00	Sunday	Same	19-M01591	Alarm; Fire	620 Idaho Ave; Phi Kappa Tau	False alarm	CLO				NO										0			0				
260	02/24/19 @07:56	Sunday	Same	19-M01598	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
261	02/24/19 @08:04	Sunday	Same	19-M01599	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
262	02/24/19 @08:07	Sunday	Same	19-M01600	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
263	02/24/19 @10:32	Sunday	Same	19-M01601	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
264	02/24/19 @11:14	Sunday	Same	19-M01604	Fraud	901 Paradise Creek St;Sag	Female was almost the vicim of online scam	CLO				NO										0			0				
265	02/24/19 @17:21	Sunday	Same	19-M01614	Accident; Injury	Perimeter Dr & Nez Perce Dr	Two vehicle crash	ACT				NO										0			0				
266	02/24/19 @17:26	Sunday	Same	19-M01615	Accident; Non-Injury	Sweet Ave & Blake Ave	Two vehicle crash	ACT				NO										0			0				
267	02/24/19 @17:31	Sunday	Same	19-M01618	Accident; Non-Injury	Sweet Ave & Deakin Ave	Two vehicle crash	ACT				NO										0			0				
268	02/25/19 @05:18	Monday	Same	19-M01627	Parking Problem	Perimeter DR & Nez Perce DR	Parking problem	CLO				NO										0			0				
269	02/25/19 @12:46	Monday	Same	19-M01636	Fraud	Moscow	Not on campus or related	CLO				NO	x									0			0				
270	02/25/19 @12:50	Monday	Same	19-M01639	Harassment	628 Deakin Ave; St Augustines	Warned 1 for calling and making lewd comments	CLO				NO										0			18				
271	02/25/19 @13:08	Monday	Same	19-M01637	Agency Assist	Moscow	Error	CLO				NO										0			0				
272	02/25/19 @13:22	Monday	Same	19-M01638	Animal; Stray	950 Farm Rd; UI Sheep Center	Pug without a collar	CLO				NO										0			0				
273	02/25/19 @14:21	Monday	Same	19-M01642	Found Property	975 S Line ST; UI Commons	Book and wallet of Jazz Fest student found	CLO				NO										0			0				
274	02/25/19 @17:06	Monday	Same	19-M01646	Accident; Non-Injury	W 6th ST & Elm ST	Two vehicle crash	CLO				NO										0			0				
275	02/25/19 @17:56	Monday	Same	19-M01650	Accident; Non-Injury	Sweet Ave & S Main ST	Two vehicle crash	ACT				NO										0			0				
276	02/25/19 @17:57	Monday	Same	19-M01649	Accident; Unk Injury	Deakin Ave &  W 6th St	Two vehicle crash	ACT				NO										0			0				
277	02/25/19 @19:08	Monday	Same	19-M01655	Accident; Non-Injury	Blake Ave & Nez Perce DR	Two vehicle crash	CLO				NO										0			0				
278	02/23/19 @09:52	Saturday	Same	N/A	Alcohol Offense	Wallace; Stevenson; 110	NO MPD - RA's Only - 8 referred for Alcohol		OC OCH	Alcohol - Referral	8	YES					No				00104-2019	11	R00010-2019	8	0				
279	02/26/19 @14:20	Tuesday	Same	19-M01673	Alarm; Elevator	975 W 6th ST; Elev 1	Accidental activation	CLO				NO										0			0				
280	02/26/19 @16:26	Tuesday	Same	19-M01678	Drugs	354 Taylor Ave; 5	Unfounded	CLO				NO										0			0				
281	02/26/19 @16:41	Tuesday	Same	19-M01679	Lost Property	875 S Line ST	He found his keys	CLO				NO										0			0				
282	02/27/19 @00:22	Wednesday	Same	19-M01685	Drugs	901 Paradise Creek St; LLC	"1 - 19 YOM, warned for alcohol"	CLO	OC OCH	Alcohol - Referral	1	YES									00111-2019	14	R00012-2019		19				
283	02/27/19 @09:35	Wednesday	Same	19-M01694	Threatening	421 Sweet Ave; Bus Stop	"Juvenile problem, kids were trespassed"	ACT				NO										0			0				
284	02/27/19 @14:21	Wednesday	Same	19-M01702	Civil	975 S Line St; UI Commons	"Civil issue over money, off campus"	CLO				NO										0			0				
285	02/27/19 @14:47	Wednesday	Same	19-M01703	Theft; Other	851 Campus Dr; UI Administration	Theft of $350 from cash box at Martin Inst. No suspects	ACT				NEED MORE										0			0				
286	02/27/19 @20:10	Wednesday	Same	19-M01715	Suicidal Person	1080 W 6th ST; Wallace	Welfare check on depressed student he was Code 4	CLO	OC			NO									00115-2019	0			0				
287	02/27/19 @21:13	Wednesday	Same	19-M01719	Alarm; Elevator	901 Paradise Creek St; Elev	Accidental activation	CLO				NO										0			0				
288	02/28/19 @10:03	Thursday	Same	19-M01731	Accident; Non-Injury	Perimeter Dr & W PullmanR D	Two vehicle crash	CLO				NO										0			0				
289	02/28/19 @18:33	Thursday	Same	19-M01755	Theft; Other	606 Rayburn St; College of	Stolen bicycle	CLO				NO										0			0				
290	02/28/19 @20;19	Thursday	Same	19-M01761	Suspicious	Farm Rd; Back by the Sheep	"Unfounded, two people talking in a car"	CLO				NO										0			0				
291	03/02/19 @23:15	Saturday	Same	N/A	Alcohol Offense	LLC; CNR; Bldg 5; Room 301	NO MPD - RA's Only - 3 warned for Alcohol		OC OCH	Alcohol - Referral	3	YES									00121-2019	12	R00011-2019	3	0				
292	03/01/19 @13:04	Friday	Same	19-M01783	Accident; Hit Run	W 6th ST & Rayburn ST;	"Hit and run, no suspects"	ACT				NO										0			0				
293	03/01/19 @19:28	Friday	Same	19-M01800	Drugs	1080 W 6th ST; Wallace;	UTL odor of marijuana	UTL				NO									00119-2019	0			0				
294	03/01/19 @22:36	Friday	Same	19-M01811	Alarm; Elevator	901 Paradise Creek St; LLC	Accidental activation	CLO				NO										0			0				
295	03/01/19 @22:49	Friday	Same	19-M01812	Drugs	1080 W 6th ST; Wallace;	1 - warned for marijuana	WRN	OC OCH	Drug - Referral	1	YES									00118-2019	15	R00013-2019	1	20				
296	03/02/19 @00:41	Saturday	Same	19-M01813	Suicidal Person	1080 W 6th ST; Wallace	1 female was taken to GMC on mental hold	CLO				NO										0			21				
297	03/02/19 @05:44	Saturday	Same	19-M01816	Malicious Mischief	380 Taylor Ave; University	Unfounded	CLO				NO										0			0				
298	03/02/19 @23:00	Saturday	Same	19-M01843	Alarm; Elevator	1080 W 6th ST; Wallac;e Willy	Accidental activation	CLO				NO										0			0				
299	03/02/19 @23:13	Saturday	Same	19-M01844	Accident; Fatal	Perimeter Dr & Nez Perce Dr	"Fatal, 1 vehicle car crash"	ACT				NO										0			0				
300	03/03/19 @02:06	Sunday	Same	19-M01848	Breathing	918 Blake Ave; Kappa Sigma	Subject with breathing difficulty transported to GMC	CLO				NO										0			0				
301	03/03/19 @07:28	Sunday	Same	19-M01852	Agency Assist	Perimeter DR & Nez Perce Dr	Assist ISP at fatal crash site	CLO				NO										0			0				
302	03/03/19 @07;53	Sunday	Same	19-M01853	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
303	03/03/19 @08:13	Sunday	Same	19-M01854	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
304	03/03/19 @11:45	Sunday	Same	19-M01855	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
305	03/03/19 @12:21	Sunday	Same	19-M01857	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
306	03/03/19 @13:12	Sunday	Same	19-M01858	Accident; Non-Injury	Perimeter DR & Nez Perce DR	"One vehicle, driver lost control because he wasn't paying attentino"	ACT				NO										0			0				
307	03/03/19 @15:39	Sunday	Same	19-M01861	Seizures	1080 W 6th ST; Wallace; Wiley	Someone had a seizure	CLO				NO										0			0				
308	03/04/19 @10:12	Monday	Same	19-M01875	Alarm; Fire	709 Deakin Ave; UI Student	False fire alarm at Pitman Center	CLO				NO										0			0				
309	03/04/19 @14:19	Monday	Same	19-M01883	Lost Property	606 Rayburn St; UI Ag Science	Report of a lost wallet on UI Campus	CLO				NO										0			0				
310	03/04/19 @19:57	Monday	Same	19-M01899	Battery	Moscow	"Report of a person ""jumped"" on North side of town - Victim refused to cooperate"	ACT				NO	x									0			0				
311	03/05/19 @08:20	Tuesday	Same	19-M01906	Extra Patrol	875 Perimeter Dr; Along Per	Request for extra patrol on Perimeter for speeders	CLO				NO										0			0				
312	03/05/19 @10:05	Tuesday	Same	19-M01911	Lost Property	Moscow	Lost passport somewhere near UI Bookstore	CLO				NO										0			0				
313	03/05/19 @10:35	Tuesday	Same	19-M01914	Disabled Vehicle	Taylor Ave & S Main ST	Report of a disabled vehicle at Taylor/Main - GOA	UTL				NO										0			0				
314	03/05/19 @13:51	Tuesday	Same	19-M01926	Found Property	Moscow	Found property returned to owner	CLO				NO										0			0				
315	03/05/19 @20:45	Tuesday	Same	19-M01935	Welfare Check	W Palouse River Dr	UTL on a person on foot near 913 WPRD	UTL				NO										0			0				
