"Thursday, January 21, 2021"	0.569571759													
Master ID	Date/Time Reported	Day of Week	Date/Time Occurred	MPD Case #	Nature of Calls	Address/Location	Comments	Disposition	Clery Geography	Clery Offense	Clery Count	Clery	Not on Campus	Name Log
188	02/04/18 @02:27	Sunday	Same	18-M01010	Extra Patrol	UI Campus	Extra foot and vehicle patrols on campus	CLO				NO		
189	02/04/18 @10:30	Sunday	Same	18-M01012	Agency Assist	Moscow	"Theft of vehicle in Lewiston, asked us to keep eye out"	CLO				NO	x	
190	02/04/18 @20:56	Sunday	Same	18-M01020	Communications	315 Sweet Ave; 7	Accidental 911 by three year old	CLO				NO		
191	02/04/18 @22:04	Sunday	Same	18-M01023	Alarm; Elevator	901 Paradise Creek ST;	Accidental Activation	CLO				NO		
192	02/05/18 @03:45	Monday	Same	18-M01025	Extra Patrol	1080 W 6th ST; Wallace Complex	Extra foot / vehicle patrols on campus	CLO				NO		
193	02/05/18 @08:45	Monday	Same	18-M01029	Alarm; Elevator	1080 W 6th St; Wallace; Wiley	Accidental activation	CLO				NO		
194	02/04/18 @00:49	Sunday	Same	N/A	Sickness	727 Nez Perce Dr; AGD	NO MPD - Female transported to Gritman for Alcohol Overdose. Occurred at Phi Tau - 620 Idaho Ave	CLO	OC OCH	Alcohol - Referral	1	YES		
195	02/05/18 @13:34	Monday	Same	18-M01035	Accident; Non-Injury	Taylor Ave & S Main ST;	"Two vehicle, reportable crash"	CAC				NO		
196	02/05/18 @16:43	Monday	Same	18-M01042	Accident; Hit Run	514 Sweet Ave;	"Hit and run, no suspect"	CLO				NO		
197	02/05/18 @17:44	Monday	Same	18-M01045	Traffic Offense	Sweet Ave & Deakin Ave	"Someone driving too fast, no citations"	CLO				NO		
198	02/05/18 @18:19	Monday	Same	18-M01047	Alarm; Elevator	901 Paradise Creek ST;	Accidental activation	CLO				NO		
199	02/06/18 @08:47	Tuesday	Same	18-M01057	Other Calls	Moscow	RP loaned a car to a friend who has yet to return it	CLO				NO		
200	02/06/18 @13:39	Tuesday	Same	18-M01064	Threatening	401 W 6th ST; Taco Time	Male upset that female was fired and was challenging manager to come outside - off campus	CLO				NO	x	
201	02/06/18 @15:23	Tuesday	Same	18-M01066	Accident; Hit Run	1000 Stadium Dr; Kibbie Dome	Damage to wheel and gas door	CLO				NO		
202	02/06/18 @16:57	Tuesday	Same	18-M01070	Welfare Check	Moscow	Dimitiri Springs	CLO				NO		
203	02/06/18 @21:40	Tuesday	Same	18-M01074	Extra Patrol	1080 W 6th ST; Wallace	Extra patrol at wallace complex	CLO				NO		
204	02/07/18 @01:36	Wednesday	Same	18-M01077	Found Property	Sweet Ave & S Main ST	"Found marijuana candies, booked to be destroyed, no cites"	CLO				NO		
205	01/19/18 @23:15	Friday	Same	No MPD	Alcohol Offense	Wallace; Ballard; 416	No MPD - Referral Only from Advocate		OC OCH	Alcohol - Referral	4	YES		
206	02/07/18 @12:31	Wednesday	Same	18-M01087	Medical	1000 Paradise Creek St; SRC	Guy re-aggravated old back injury while lifting weights	CLO				NO		
207	02/07/18 @16:17	Wednesday	Same	18-M01097	Alarm; Elevator	1001 Paradise Creek ST;	Accidental activation	CLO				NO		
208	02/07/18 @18:48	Wednesday	Same	18-M01105	Accident; Non-Injury	876 W 6th ST; Parking Lot	State accident form completed	CLO				NO		
209	02/07/18 @19:21	Wednesday	Same	18-M01107	Seizures	1080 W 6th ST; The Hub	Female had a seizure	CLO				NO		
210	02/07/18 @19:38	Wednesday	Same	18-M01109	Other Calls	Moscow	"Gentleman called because UI security called him, not sure exactly what the issue was, but it's apparently a non-event"	CLO				NO		
211	02/07/18 @20:54	Wednesday	Same	18-M01111	Drugs	901 Paradise Creek ST; LLC	Odor of marijuana i	CLO				NO		
212	02/07/18 @21:30	Wednesday	Same	18-M01112	Welfare Check	1001 Paradise Creek ST;	"Individual having family problems in Boise and was going to drive down to take care of it, was given direction about counseling"	CLO				NO		
213	02/07/18 @21:59	Wednesday	Same	18-M01113	Alarm; Burglary	709 Deakin Ave; UI SUB	Accidental activation	EE				NO		
214	02/07/18 @22:52	Wednesday	Same	18-M01114	Drugs	901 Paradise Creek ST; LLC; 4; 304	Marijuana smell - No citations	CLO	OC OCH	Drug - Referral	1	YES		
215	02/08/18 @00:33	Thursday	Same	18-M01115	Extra Patrol	Greek Row	Extra foot / vehicle patrols on campus	CLO				NO		
216	02/08/18 @12:11	Thursday	Same	18-M01129	Accident; Non-Injury	Stadium Dr & W 6th ST;	Non-injury crash	CLO				NO		
217	02/08/18 @13:02	Thursday	Same	18-M01131	Heart Problem	861 Perimeter Dr; In front Lobby	Male lost conscinousness and was transported from OPSS to Gritman	CLO				NO		
218	02/08/18 @14:40	Thursday	Same	18-M01135	Sex Offense	709 Deakin Ave; SUB	"? - Confirm - This is simple battery, teenage female from CDA reported a teenage male from her high school groped her breast outside the clothing"	CLO				NO		
219	02/08/18 @16:41	Thursday	Same	18-M01141	Public Program	711 Rayburn St; Law Building	Domestic violence talk	CLO				NO		
220	02/08/18 @19:18	Thursday	Same	18-M01146	Alarm; Elevator	1080 W 6th ST; Elev North	Accidental activation	CLO				NO		
221	02/08/18 @19:41	Thursday	Same	18-M01147	Extra Patrol	851 Campus Dr; Administration Bldg	Extra foot / vehicle patrols on campus	CLO				NO		
222	02/08/18 @20:49	Thursday	Same	18-M01151	Drugs	1080 W 6th ST; LLC; 5 CNR; 401D	"Odor of marijuana nothing found, LLC 5 room 401 D"	CLO	OC OCH	Drug - Referral	1	YES		
223	02/08/18 @21:53	Thursday	Same	18-M01153	Alcohol Offense	901 Paradise Creek ST; LLC	1 - was warned for noise	CLO				NO		
224	02/08/18 @22:24	Thursday	Same	18-M01154	Extra Patrol	1001 Paradise Creek St; T-Tower	Extra patrol at theophilus	CLO				NO		
225	02/09/18 @01:53	Friday	Same	18-M01158	Welfare Check	507 Idaho Ave; Pi Beta Phi	Accidental 911	CLO				NO		
226	02/09/18 @12:49	Friday	Same	18-M01179	Traffic Offense	Perimeter Dr & W Pullman RD	"Texting and driving, UTL"	CLO				NO		
227	02/09/18 @13:15	Friday	Same	18-M01180	Theft; Other	350 Taylor Ave; 11	"Unfounded, guitar delivered to wrong house and was found."	UNF				NO		
228	02/09/18 @18:53	Friday	Same	18-M01195	Accident; Hit Run	625 Stadium Dr; Hartung  Theater	"Not a hit and run, info exchanged"	CLO				NO		
229	02/09/18 @21:37	Friday	Same	18-M01199	Alarm; Fire	502 Taylor Ave; UI Sha	Accidental activation	CLO				NO		
230	02/10/18 @07:33	Saturday	Same	18-M01210	Found Property	Moscow	Found wallet near perch	CLO				NO		
231	02/10/18 @10:57	Saturday	Same	18-M01217	Suspicious	770 University Ave; UI Life	"Male appeared to be casing cars, he was waiting for GF"	CLO				NO		
232	02/10/18 @11:24	Saturday	Same	18-M01218	Alarm; Fire	727 Elm ST; Beta Theta Pi	False alarm	CLO				NO		
233	02/10/18 @12:21	Saturday	Same	18-M01220	Alarm; Elevator	1080 W 6th St; Gooding	Accidental activation	CLO				NO		
234	02/10/18 @19:20	Saturday	Same	18-M01235	Alarm; Elevator	901 Paradise Creek St; Upham	Accidental activation	CLO				NO		
235	02/10/18 @19:53	Saturday	Same	18-M01236	Reckless Endangerment	Sweet Ave & S Main ST	"Male claims he was riding his bike and two men in the bushes yelled at him which scared him, he said the two men ""were threats to other bicyclists"" UTL"	CLO				NO		
236	02/10/18 @21:53	Saturday	Same	18-M01243	Extra Patrol	UI Campus	Extra foot / vehicle patrols on campus	CLO				NO		
237	02/11/18 @01:32	Sunday	Same	18-M01249	Malicious Mischief	1101 Blake Ave; IN front Of	"Drunk male kicked a car, no damage, no report"	CLO				NO		
238	02/11/18 @02:26	Sunday	Same	18-M01250	Sickness	1080 W 6th ST; LLC Gald; 40	"Possible alcohol overdose, EMTs on scene before ofc and he discontinued du to DUI call"	CLO				NO		
239	02/11/18 @02:33	Sunday	Same	18-M01251	DUI	Sweet Ave & S Main ST	"DUI not on campus, suspect, ran over street sign near GMC"	CAA				NO	X	
240	02/11/18 @05:27	Sunday	Same	18-M01253	Alarm; Fire	920 Deakin Ave; SAE	Accidental activation	CLO				NO		
241	02/11/18 @13:#4	Sunday	Same	18-M01265	Drugs	Moscow	"Off campus, laborer smelled odor of marijuana in vacant apt"	CLO				NO	X	
242	02/11/18 @14:19	Sunday	Same	18-M01268	Gun Check	861 Perimeter Dr; UI Security	gun check	CLO				NO		
243	02/11/18 @17:32	Sunday	Same	18-M01271	Accident; Hit Run	415 College Ave; PL	"Hit and run, no suspect"	CLO				NO		
244	02/11/18 @22:02	Sunday	Same	18-M01276	Gunshot Sounds	727 Nez Perce Dr; Alpha Gamma	"RP said she heard a shotgun blast outside, UTL"	CLO				NO		
245	02/12/18 @00:37	Monday	Same	18-M01280	Alarm; Fire	1001 Paradise Creek St; UI	International student pulled fire alarm because he wanted to see what it was for.	CLO				NO		
246	02/12/18 @01:44	Monday	Same	18-M01281	Extra Patrol	1080 W 6th ST; Wallace Complex	Extra foot patrols	CLO				NO		
247	02/12/18 @12:17	Monday	Same	18-M01289	Public Program	711 Rayburn St; Menard Law	Domestic violence programing	CLO				NO		
248	02/12/18 @17:03	Monday	Same	18-M01302	Alarm; Burglary	503 University Ave; Delta	Accidental activation	CLO				NO		
249	02/12/18 @17:07	Monday	Same	18-M01304	Public Program	600 University Ave; Phi Gamma	Alcohol safety talk	CLO				NO		
250	02/12/18 @17:12	Monday	Same	18-M01305	Wanted Person	Moscow	Not on campus or related	CLO				NO	x	
251	02/12/18 @20:10	Monday	Same	18-M01311	Missing Person	UI Campus	Person was in jail for possession of drugs	CLO				NO		
252	02/12/18 @23:57	Monday	Same	18-M01314	Alarm; Fire	727 Elm St; Beta Theta Pi	False alarm	CLO				NO		
253	02/13/18 @01:44	Tuesday	Same	18-M01316	Alarm; Other	1001 Paradise Creek ST;	"Car alarm, RO turned it off"	CLO				NO		
254	02/13/18 @08:46	Tuesday	Same	18-M01319	Unconsciousness	380 Taylor Ave; 4	"Bleeding after surgery, transported to GMC"	CLO				NO		
255	02/13/18 @11:09	Tuesday	Same	18-M01325	Other Calls	Moscow	Not on campus or related	CLO				NO	x	
256	02/13/18 @12:11	Tuesday	Same	18-M01327	Accident; Non-Injury	401 W 6th ST; Taco Time	Non-reportable 	CLO				NO		
257	02/13/18 @13:42	Tuesday	Same	18-M01334	Alarm; Burglary	851 Campus Dr; UI Admin	"Panic alarm, 1 female arrested for battery - Not aggravated Battery - Grabbed shoulders only"	CAA	OC			NO		
258	02/13/18 @21:48	Tuesday	Same	18-M01350	Drugs	1020 W 6th ST; 219; McConnell	"1 - 20 YOM, cited for marijuana"	CAC	OC OCH	Drug - Arrest	1	YES		
259	02/14/18 @09:32	Wednesday	Same	18-M01360	Accident; Non-Injury	Perimeter DR & W Pullman Rd	State accident report	CLO				NO		
260	02/14/18 @10:38	Wednesday	Same	18-M01365	Accident; Non-Injury	Taylor Ave & S Main sT	State accident report	CLO				NO		
261	02/14/18 @16:17	Wednesday	Same	18-M01398	Other Calls	Moscow	Created in error	ACT				NO	x	
262	02/14/18 @16:17	Wednesday	Same	18-M01374	Accident; Non-Injury	620 Idaho Ave; Blake House	Info exhange	CLO				NO		
263	02/14/18 @17:34	Wednesday	Same	18-M01378	Extra Patrol	1 UI Campus; University of Idaho	Extra foot patrols	CLO				NO		
264	02/14/18 @17:45	Wednesday	Same	18-M01380	Alarm; Elevator	1080 W 6th St; Elev South	Accidental activation	CLO				NO		
265	02/14/18 @17:48	Wednesday	Same	18-M01381	Accident; Non-Injury	Rayburn St; Pay to Park	State accident report	CLO				NO		
266	02/14/18 @20:12	Wednesday	Same	18-M01384	Alarm; Elevator	1080 W 6th St; Elev South	Broken elevator	CLO				NO		
267	02/15/18 @10:30	Thursday	Same	18-M01399	Suspicious	Moscow	Not on campus or related	CLO				NO	x	
268	02/15/18 @13:06	Thursday	Same	18-M01404	Alarm; Elevator	1080 W 6th St; Elev South	Accidental activation	CLO				NO		
269	02/15/18 @17:19	Thursday	Same	No MPD/Active 911: 116023974	Alarm; Fire	507 Idaho Ave; Pi Beta Phi	Accidental activation	CLO				NO		
270	02/15/18 @17:52	Thursday	Same	18-M01414	Theft; Other	627 Elm St; 205	Stolen bicycle	CLO				NO		
271	02/15/18 @21:04	Thursday	Same	18-M01418	Drugs	1080 W 6th ST; Wallace Complex	"Strong odor of marijauna on 4th floor, but UTL the room"	UTL				NO		
272	02/15/18 @21:42	Thursday	Same	18-M01419	Extra Patrol	1080 W 6th St; Wallace;	Extra foot patrols	CLO				NO		
273	02/15/18 @22:32	Thursday	Same	18-M01420	Extra Patrol	Greek Row	Extra foot patrols	CLO				NO		
274	02/16/18 @02:28	Friday	Same	18-M01425	DUI	Deakin Ave & W 6th ST	"Female arrested for DUI, not a student,"	CAA				NO		
275	02/16/18 @09:40	Friday	same	18-M01430	Abandoned Vehicle	701 Nez Perce Dr; AKL	RO said she would move car	ACT				NO		
276	02/16/18 @11:58	Friday	Same	18-M01435	Suspicious	1001 Paradise Creek St; T-Tower	Pieces of fabric under a coffee table ??????????	CLO				NO		
277	02/16/18 @13:53	Friday	Same	18-M01445	Gun Check	861 Perimeter Dr; Security	gun check	CLO				NO		
278	02/16/18 @14:47	Friday	Same	18-M01448	Information	1080 W 6TH ST; Gooding 408	FYI from NROTC that a student was being released from the program	CLO				NO		
279	02/16/18 @16:23	Friday	Same	18-M01454	Injured Person	1000 PARADISE CREEK ST; SR	Dude fell from SRC climbing wall and disclocated shoulder	CLO				NO		
280	02/16/18 @18:46	Friday	Same	18-M01458	DWLS	"Deakin Ave & College Ave,"	"1 -  26 YOM, arrested for DWP"	CAA				NO		
281	02/16/18 @20:44	Thursday	Same	18-M01461	Welfare Check	"MOSCOW, MOSCOW, ID"	Not on campus or related	CLO				NO	x	
282	02/18/18 @00:16	Sunday	Same	18-M01486	Suspicious	1000 PARADISE CREEK ST; SR	Male walking on campus and singing loudly	CLO				NO		
283	02/18/18 @00:31	Sunday	Same	18-M01487	Extra Patrol	1001 UNIVERSITY AVE; UI Me	Extra foot patrols	CLO				NO		
284	02/18/18 @13:13	Sunday	Same	18-M01497	Alarm; Elevator	1080 W 6TH ST; Wallace; Wi	Accidental activation	CLO				NO		
285	02/18/18 @20:58	Sunday	Same	18-M01507	Found Person	Perimeter Dr & Idaho Ave;	"Suicidal person from Pullman, found and returned to Pullman"	CLO				NO		
286	02/19/18 @00:27	Monday	Same	18-M01509	Extra Patrol	1080 W 6TH ST; WALLACE COM	Extra foot / vehicle patrols on campus	CLO				NO		
287	02/19/18 @16:27	Monday	Same	18-M01522	Animal; Problem	"MOSCOW, MOSCOW, ID"	Not on campus or related	CLO				NO	x	
288	02/13/18 @11:08	Wednesday	Same	No MPD	Alcohol Offense	Wallace; Willey; 424	2 Warned for Alcohol Via RA's No MPD - Referral Only from Advcoate		OC OCH	Alcohol - Referral	2	YES		
289	02/20/18 @10:22	Tuesday	Same	18-M01538	Suicidal Person	1210 Blake Ave; CTC	Depressed male student at CTC transported to GMC	CLO				NO		
290	02/20/18 @13:28	Tuesday	Same	18-M01547	Found Property	875 Perimeter DR; UI Facilities	Abandon bicycle	INA				NO		
291	02/20/18 @19:35	Tuesday	Same	18-M01557	Alarm; Elevator	1080 W 6th St; Elev; Wallace	Accidental activation	CLO				NO		
292	02/21/18 @04:14	Wednesday	Same	18-M01563	Citizen Assist	Moscow	Helped an elderly gentleman find his car in parking lot	CLO				NO		
293	02/21/18 @09:38	Wednesday	Same	Active911# 116672819	Back Pain	1000 Paradise Creek St; SRC	No MPD Case number genterated					NO		
294	02/22/18 @16:57	Thursday	Same	18-M01614	Suspicious	851 Campus Dr; UI Admin	"Female wrote the UI Pres a letter, it was in spanish and was non-threatening"	CLO				NO		
295	02/22/18 @22:02	Thursday	Same	18-M01624	Disorderly	1001 Perimeter DR; LLC 3	"Both of Age - People drinking in LLC and wouldn't ID themselves to RA, by time MPD arrived, they'd ID'd themselves and were gone, have to get info from housing"	CLO				NO		
296	02/23/18 @09:29	Friday	Same	18-M01626	Accident; Hit Run	319 Sweet Ave; 4	Unfounded	CLO				NO		
297	02/23/18 @12:46	Friday	Same	18-M01633	Transport	1210 Balke Ave; Mary Forney Hall	Transported male student from CTC to GMC	CLO				NO		
298	02/24/18 @04:16	Saturday	Same	18-M01668	Welfare Check	1080 W 6th ST; Wallace	"Female fell asleep on couch in common area of Ballard, she was escorted to her room"	CLO				NO		
299	02/24/18 @09:57	Saturday	Same	18-M01672	Fall	Rayburn St & University Ave	"17 YOM fell on ice, EMTs on scene so officer cleared w/o contact"	CLO				NO		
300	02/24/18 @11:15	Saturday	Same	18-M01674	Alarm; Burglary	709 Deakin Ave; UI Sub	Emploee error	EE				NO		
301	02/24/18 @18:20	Saturday	Same	18-M01689	Suspicious	W Palouse River Dr; AT The???	"Citizen report of a male running away from area where MPD officers were, officers confirmed he wasn't running from them"	CLO				NO		
302	02/24/18 @22:53	Saturday	Same	18-M01695	Parking Problem	1000 Stadium Dr; Kibbie Dome	GOA	CLO				NO		
303	02/25/18 @15:12	Sunday	Same	18-M01715	Alarm; Elevator	1080 W 6th ST; Elev North	"People actually stuck in elevator, proper notifications sent"	CLO				NO		
304	02/25/18 @22:12	Sunday	Same	18-M01724	Accident; Hit Run	728 Elm ST;	"1 - 19 YOM, cited for hit and run"	CAC				NO		
305	02/26/18 @02:32	Monday	Same	18-M01727	Other Calls	Moscow	Unfounded	CLO				NO		
306	02/26/18 @09:12	Monday	Same	18-M01734	Communications	851 Campus Dr; Admin Bldg	Accidental 911	CLO				NO		
307	02/26/18 @15:08	Monday	Same	18-M01747	Accident; Non-Injury	850 Rayburn St; UI Library	"No report, information exchange"	CLO				NO		
308	02/26/18 @15:25	Monday	Same	18-M01748	Public Program	711 Rayburn ST; Mendard Law	Domestic Violence panel	CLO				NO		
309	02/27/18 @14:02	Tuesday	Same	Active 911 #117258164	Unconsciousness	UI Pitkin Nursery; State Highway 8	"Subject fainted, EMTS arrived, No transport "					NO		
310	02/27/18 @15:51	Wednesday	Same	18-M01789	Alarm; Burglary	851 Campus Dr; UI Administration	Employee error	EE				NO		
311	02/27/18 @17:58	Wednesday	Same	18-M01796	Alarm; Elevator	921 Campus Dr; College of	Accidental activation	CLO				NO		
312	02/27/18 @18:43	Wednesday	Same	18-M01798	Background Check	Moscow	Background check	CLO				NO		
313	02/27/18 @19:11	Wednesday	Same	18-M01800	Accident; Non-Injury	1000 Paradise Creek St; SRC	State accident report	CLO				NO		
314	02/28/18 @08:52	Wednesday	Same	18-M01813	Alarm; Fire	901 Paradise Creek ST; LLC	"Water alarm, not fire alarm Code 4"	CLO				NO		
315	02/28/18 @12:21	Wednesday	Same	Active911# 117353118	Alarm; Fire	901 Paradise Creek ST; LLC 2	Burned bacon					NEED MORE		
316	02/28/18 @17:40	Wednesday	Same	18-M01831	Alarm; Elevator	1001 Paradise Creek ST;	Accidental activation	CLO				NO		
317	02/28/18 @18:07	Wednesday	Same	18-M01832	Suspicious	Stadium Dr; Across	"UTL on ""Dirty looking guy"" looking for his dog and swearing a lot"	CLO				NO		
318	01/12/18 @21:58	Friday	Same	No MPD	Alcohol Offense	Wallace; Ballard Wing; 303	4 - subjects referred by RA's for Alcohol Violations - No MPD		OC OCH	Alcohol - Referral	4	YES		
319	03/01/18 @11:53	Thursday	Same	18-M01849	Vin Inspection	Stadium Dr &  W 6th ST	VIN	CLO				NO		
320	03/01/18 @12:54	Thursday	Same	18-M01854	Threatening	514 Taylor Ave; 3	"Subject was threatened over the phone by subject in NY, nothing further"	CLO				NO		
321	03/01/18 @14:27	Thursday	Same	18-M01858	Alarm; Fire	801 S Line St; Brink & Phiney	"Light ballast burned up, no structural damage"	CLO				NEED MORE		
322	03/01/18 @17:04	Thursday	Same	18-M01866	Harassment	Moscow	Not on campus or related	CLO				NO	x	
323	03/02/18 @20:55	Friday	Same	18-M01913	Found Property	1020 W 6th St; McConnell Hall	Student found a $100 bill	CLO				NO		
324	03/02/18 @21:53	Friday	Same	18-M01914	Animal; Stray	720 Idaho Ave; DTD	Dog transported to humane society	CLO				NO		
325	03/02/18 @23:14	Friday	Same	18-M01916	Domestic Dispute	Sweet Ave & Railroad ST	"Duplicate, created in error"	CLO				NO		
326	03/03/18 @01:23	Saturday	Same	18-M01923	Citizen Dispute	718 Elm ST; Sigma Nu	UTL anyone arguing or fighting	UTL				NO		
327	03/03/18 @08:34	Saturday	Same	18-M01928	Drugs	403 College Ave	Empty soda can used to smoke MJ	CLO				NEED MORE		
328	03/03/18 @09:05	Saturday	Same	18-M01930	Traffic Offense	S Line ST & W 3rd ST; WB	Subject counseled about erratic driving pattern	CLO				NO		
329	03/03/18 @11:32	Saturday	Same	18-M01933	Drugs	1020 W 6th ST; McConnell Hall	"Report odor of MJ, officer searched room, unfounded"	CLO				NO		
330	03/03/18 @11:45	Saturday	Same	18-M01934	Accident; Non-Injury	Perimeter Dr & W Pullman Rd	"Non-inury, non-reportable"	CLO				NO		
331	03/03/18 @18:30	Saturday	Same	18-M01950	Accident; Hit Run	1000 Paradise Creek St; UI	"Hit and run, no suspect"	CLO				NO		
332	03/03/18 @23:49	Saturday	Same	18-M01955	Intoxication	1080 W 6th ST; Wallace; Wiley; 524	"1- 19 YOM, cited for MIC"	CAC	OC OCH	Alcohol - Arrest	1	YES		
333	03/04/18 @04:41	Sunday	Same	18-M01963	Alarm; Elevator	901 Paradise Creek St; LLC	"Elevator stuck w/people inside, they got out before our arrival"	CLO				NO		
334	03/04/18 @11:29	Sunday	Same	18-M01970	Breathing	1030 Rayburn St; UI Swim Center	"15 YOF, panic attack, having trouble breathing, CODE 4"	CLO				NO		
335	03/04/18 @14:35	Sunday	Same	18-M01973	Alarm; Elevator	901 Paradise Creek St; Ele	Accidental activation	CLO				NO		
336	03/04/18 @18:05	Sunday	Same	18-M01977	Drugs	1080 W 6th ST; Wallace; Wiley; 322	"1 - 22 YOF, cited for marijuana"	CAC	OC OCH	Drug - Arrest	1	YES		
337	03/04/18 @21:23	Sunday	Same	18-M01989	Drugs	1080 W 6th ST; LLC 2; 201	"1 - 19 YOF, cited for marijuana"	CAC	OC OCH	Drug - Arrest	1	YES		
