month,year,university,sexual_assault,alcohol_offense,drug_offense,theft,robbery_burglary,alcohol_offense_strict,noise_offense,closure_1,closure_1_end,closure_2,closure_2_end,university_enacted_1,university_enacted_2,reason1,reason2,unit_id,graduation_rate_total_cohort_,total_number_of_undergraduates_financial_aid_cohort_,state_abbreviation,fips_state_code,sector_of_institution,level_of_institution,control_of_institution,degree_granting_status,postsecondary_and_title_iv_institution_indicator,institutional_category,institution_size_category,longitude,latitude,x91,total_students_all,total_black_all,total_asian_all,total_women_all,total_men_all,total_undergrad_men,total_undergrad_women,total_undergrad_black,total_undergrad_asian,total_undergrad_hispanic,total_undergrad_white_men,total_undergrad_white_women,total_white_all,ftime_total_undergrad,ftime_total_undergrad_men,ftime_total_undergrad_women,total_students_undergrad,date,closure_1_rounded,closure_2_rounded,closure_1_end_rounded,closure_2_end_rounded,treatment_1,treatment_2,treatment_plus_1,treatment_plus_2,treatment_plus_3,treatment_plus_4,treatment_plus_5,treatment_plus_6,treatment_minus_1,treatment_minus_2,treatment_minus_3,treatment_minus_4,treatment_minus_5,treatment_minus_6
4,2018,Arkansas State University-Main Campus,0,19,5,1,0,19,3,2017-02-21T00:00:00Z,2017-04-01,NA,NA,1,NA,sexual assault,NA,106458,48,9350,AR,5,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-90.679988,35.842388,NA,13709,1737,126,8534,5175,3739,5611,1152,88,302,2768,4300,10281,6789,2887,3902,9350,2018-04-01,2017-02-01T00:00:00Z,NA,2017-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
5,2018,Arkansas State University-Main Campus,1,2,5,5,2,2,0,2017-02-21T00:00:00Z,2017-04-01,NA,NA,1,NA,sexual assault,NA,106458,48,9350,AR,5,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-90.679988,35.842388,NA,13709,1737,126,8534,5175,3739,5611,1152,88,302,2768,4300,10281,6789,2887,3902,9350,2018-05-01,2017-02-01T00:00:00Z,NA,2017-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
6,2018,Arkansas State University-Main Campus,0,7,2,3,0,7,0,2017-02-21T00:00:00Z,2017-04-01,NA,NA,1,NA,sexual assault,NA,106458,48,9350,AR,5,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-90.679988,35.842388,NA,13709,1737,126,8534,5175,3739,5611,1152,88,302,2768,4300,10281,6789,2887,3902,9350,2018-06-01,2017-02-01T00:00:00Z,NA,2017-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
7,2018,Arkansas State University-Main Campus,1,7,5,0,0,7,0,2017-02-21T00:00:00Z,2017-04-01,NA,NA,1,NA,sexual assault,NA,106458,48,9350,AR,5,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-90.679988,35.842388,NA,13709,1737,126,8534,5175,3739,5611,1152,88,302,2768,4300,10281,6789,2887,3902,9350,2018-07-01,2017-02-01T00:00:00Z,NA,2017-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
8,2018,Arkansas State University-Main Campus,1,13,14,4,0,13,0,2017-02-21T00:00:00Z,2017-04-01,NA,NA,1,NA,sexual assault,NA,106458,48,9350,AR,5,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-90.679988,35.842388,NA,13709,1737,126,8534,5175,3739,5611,1152,88,302,2768,4300,10281,6789,2887,3902,9350,2018-08-01,2017-02-01T00:00:00Z,NA,2017-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
9,2018,Arkansas State University-Main Campus,2,27,12,18,1,27,0,2017-02-21T00:00:00Z,2017-04-01,NA,NA,1,NA,sexual assault,NA,106458,48,9350,AR,5,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-90.679988,35.842388,NA,13709,1737,126,8534,5175,3739,5611,1152,88,302,2768,4300,10281,6789,2887,3902,9350,2018-09-01,2017-02-01T00:00:00Z,NA,2017-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
10,2018,Arkansas State University-Main Campus,6,22,12,12,0,22,0,2017-02-21T00:00:00Z,2017-04-01,NA,NA,1,NA,sexual assault,NA,106458,48,9350,AR,5,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-90.679988,35.842388,NA,13709,1737,126,8534,5175,3739,5611,1152,88,302,2768,4300,10281,6789,2887,3902,9350,2018-10-01,2017-02-01T00:00:00Z,NA,2017-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
11,2018,Arkansas State University-Main Campus,1,22,18,14,3,22,1,2017-02-21T00:00:00Z,2017-04-01,NA,NA,1,NA,sexual assault,NA,106458,48,9350,AR,5,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-90.679988,35.842388,NA,13709,1737,126,8534,5175,3739,5611,1152,88,302,2768,4300,10281,6789,2887,3902,9350,2018-11-01,2017-02-01T00:00:00Z,NA,2017-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
12,2018,Arkansas State University-Main Campus,2,11,10,4,0,11,0,2017-02-21T00:00:00Z,2017-04-01,NA,NA,1,NA,sexual assault,NA,106458,48,9350,AR,5,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-90.679988,35.842388,NA,13709,1737,126,8534,5175,3739,5611,1152,88,302,2768,4300,10281,6789,2887,3902,9350,2018-12-01,2017-02-01T00:00:00Z,NA,2017-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
1,2019,Arkansas State University-Main Campus,2,9,5,7,1,9,0,2017-02-21T00:00:00Z,2017-04-01,NA,NA,1,NA,sexual assault,NA,106458,53,NA,AR,5,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-90.679988,35.842388,NA,13356,1725,117,8328,5028,3586,5342,1127,78,344,2635,4013,9956,6439,2739,3700,8928,2019-01-01,2017-02-01T00:00:00Z,NA,2017-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
2,2019,Arkansas State University-Main Campus,2,18,15,5,0,18,1,2017-02-21T00:00:00Z,2017-04-01,NA,NA,1,NA,sexual assault,NA,106458,53,NA,AR,5,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-90.679988,35.842388,NA,13356,1725,117,8328,5028,3586,5342,1127,78,344,2635,4013,9956,6439,2739,3700,8928,2019-02-01,2017-02-01T00:00:00Z,NA,2017-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
3,2019,Arkansas State University-Main Campus,0,20,11,2,0,20,0,2017-02-21T00:00:00Z,2017-04-01,NA,NA,1,NA,sexual assault,NA,106458,53,NA,AR,5,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-90.679988,35.842388,NA,13356,1725,117,8328,5028,3586,5342,1127,78,344,2635,4013,9956,6439,2739,3700,8928,2019-03-01,2017-02-01T00:00:00Z,NA,2017-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
4,2019,Arkansas State University-Main Campus,0,26,12,8,1,26,1,2017-02-21T00:00:00Z,2017-04-01,NA,NA,1,NA,sexual assault,NA,106458,53,NA,AR,5,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-90.679988,35.842388,NA,13356,1725,117,8328,5028,3586,5342,1127,78,344,2635,4013,9956,6439,2739,3700,8928,2019-04-01,2017-02-01T00:00:00Z,NA,2017-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
5,2019,Arkansas State University-Main Campus,0,10,7,2,1,10,0,2017-02-21T00:00:00Z,2017-04-01,NA,NA,1,NA,sexual assault,NA,106458,53,NA,AR,5,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-90.679988,35.842388,NA,13356,1725,117,8328,5028,3586,5342,1127,78,344,2635,4013,9956,6439,2739,3700,8928,2019-05-01,2017-02-01T00:00:00Z,NA,2017-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
6,2019,Arkansas State University-Main Campus,0,5,7,3,1,5,0,2017-02-21T00:00:00Z,2017-04-01,NA,NA,1,NA,sexual assault,NA,106458,53,NA,AR,5,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-90.679988,35.842388,NA,13356,1725,117,8328,5028,3586,5342,1127,78,344,2635,4013,9956,6439,2739,3700,8928,2019-06-01,2017-02-01T00:00:00Z,NA,2017-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
7,2019,Arkansas State University-Main Campus,0,7,4,2,0,7,1,2017-02-21T00:00:00Z,2017-04-01,NA,NA,1,NA,sexual assault,NA,106458,53,NA,AR,5,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-90.679988,35.842388,NA,13356,1725,117,8328,5028,3586,5342,1127,78,344,2635,4013,9956,6439,2739,3700,8928,2019-07-01,2017-02-01T00:00:00Z,NA,2017-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
8,2019,Arkansas State University-Main Campus,0,21,8,9,2,21,1,2017-02-21T00:00:00Z,2017-04-01,NA,NA,1,NA,sexual assault,NA,106458,53,NA,AR,5,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-90.679988,35.842388,NA,13356,1725,117,8328,5028,3586,5342,1127,78,344,2635,4013,9956,6439,2739,3700,8928,2019-08-01,2017-02-01T00:00:00Z,NA,2017-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
9,2019,Arkansas State University-Main Campus,0,22,9,5,0,22,0,2017-02-21T00:00:00Z,2017-04-01,NA,NA,1,NA,sexual assault,NA,106458,53,NA,AR,5,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-90.679988,35.842388,NA,13356,1725,117,8328,5028,3586,5342,1127,78,344,2635,4013,9956,6439,2739,3700,8928,2019-09-01,2017-02-01T00:00:00Z,NA,2017-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
10,2019,Arkansas State University-Main Campus,3,15,8,3,0,15,1,2017-02-21T00:00:00Z,2017-04-01,NA,NA,1,NA,sexual assault,NA,106458,53,NA,AR,5,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-90.679988,35.842388,NA,13356,1725,117,8328,5028,3586,5342,1127,78,344,2635,4013,9956,6439,2739,3700,8928,2019-10-01,2017-02-01T00:00:00Z,NA,2017-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
11,2019,Arkansas State University-Main Campus,1,18,11,7,2,18,1,2017-02-21T00:00:00Z,2017-04-01,NA,NA,1,NA,sexual assault,NA,106458,53,NA,AR,5,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-90.679988,35.842388,NA,13356,1725,117,8328,5028,3586,5342,1127,78,344,2635,4013,9956,6439,2739,3700,8928,2019-11-01,2017-02-01T00:00:00Z,NA,2017-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
12,2019,Arkansas State University-Main Campus,1,6,9,2,2,6,1,2017-02-21T00:00:00Z,2017-04-01,NA,NA,1,NA,sexual assault,NA,106458,53,NA,AR,5,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-90.679988,35.842388,NA,13356,1725,117,8328,5028,3586,5342,1127,78,344,2635,4013,9956,6439,2739,3700,8928,2019-12-01,2017-02-01T00:00:00Z,NA,2017-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
1,2014,Ball State University,0,15,8,9,0,15,1,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,59,16415,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.408863,40.198942,NA,20655,1378,215,12538,8117,6821,9594,1193,169,620,5456,7755,16267,15018,6262,8756,16415,2014-01-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
2,2014,Ball State University,1,9,3,13,3,9,0,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,59,16415,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.408863,40.198942,NA,20655,1378,215,12538,8117,6821,9594,1193,169,620,5456,7755,16267,15018,6262,8756,16415,2014-02-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
3,2014,Ball State University,3,16,3,15,2,16,7,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,59,16415,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.408863,40.198942,NA,20655,1378,215,12538,8117,6821,9594,1193,169,620,5456,7755,16267,15018,6262,8756,16415,2014-03-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
4,2014,Ball State University,0,18,2,13,2,18,0,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,59,16415,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.408863,40.198942,NA,20655,1378,215,12538,8117,6821,9594,1193,169,620,5456,7755,16267,15018,6262,8756,16415,2014-04-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
5,2014,Ball State University,0,2,0,13,1,2,1,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,59,16415,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.408863,40.198942,NA,20655,1378,215,12538,8117,6821,9594,1193,169,620,5456,7755,16267,15018,6262,8756,16415,2014-05-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
6,2014,Ball State University,0,9,3,3,6,9,0,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,59,16415,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.408863,40.198942,NA,20655,1378,215,12538,8117,6821,9594,1193,169,620,5456,7755,16267,15018,6262,8756,16415,2014-06-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
7,2014,Ball State University,0,2,0,24,3,2,0,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,59,16415,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.408863,40.198942,NA,20655,1378,215,12538,8117,6821,9594,1193,169,620,5456,7755,16267,15018,6262,8756,16415,2014-07-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
8,2014,Ball State University,1,20,0,30,1,20,2,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,59,16415,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.408863,40.198942,NA,20655,1378,215,12538,8117,6821,9594,1193,169,620,5456,7755,16267,15018,6262,8756,16415,2014-08-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
9,2014,Ball State University,4,32,1,32,8,32,2,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,59,16415,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.408863,40.198942,NA,20655,1378,215,12538,8117,6821,9594,1193,169,620,5456,7755,16267,15018,6262,8756,16415,2014-09-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
10,2014,Ball State University,3,14,2,28,2,14,0,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,59,16415,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.408863,40.198942,NA,20655,1378,215,12538,8117,6821,9594,1193,169,620,5456,7755,16267,15018,6262,8756,16415,2014-10-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
11,2014,Ball State University,1,20,3,20,5,20,2,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,59,16415,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.408863,40.198942,NA,20655,1378,215,12538,8117,6821,9594,1193,169,620,5456,7755,16267,15018,6262,8756,16415,2014-11-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
12,2014,Ball State University,0,5,6,14,8,5,0,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,59,16415,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.408863,40.198942,NA,20655,1378,215,12538,8117,6821,9594,1193,169,620,5456,7755,16267,15018,6262,8756,16415,2014-12-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
1,2015,Ball State University,1,11,11,14,1,11,1,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,60,16602,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.408863,40.198942,NA,21196,1464,281,13100,8096,6784,9818,1245,195,696,5379,7814,16670,14716,6026,8690,16602,2015-01-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
2,2015,Ball State University,0,6,6,6,6,6,0,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,60,16602,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.408863,40.198942,NA,21196,1464,281,13100,8096,6784,9818,1245,195,696,5379,7814,16670,14716,6026,8690,16602,2015-02-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
3,2015,Ball State University,2,9,5,13,2,9,0,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,60,16602,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.408863,40.198942,NA,21196,1464,281,13100,8096,6784,9818,1245,195,696,5379,7814,16670,14716,6026,8690,16602,2015-03-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
4,2015,Ball State University,2,10,14,36,10,10,0,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,60,16602,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.408863,40.198942,NA,21196,1464,281,13100,8096,6784,9818,1245,195,696,5379,7814,16670,14716,6026,8690,16602,2015-04-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
5,2015,Ball State University,0,7,0,18,11,7,0,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,60,16602,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.408863,40.198942,NA,21196,1464,281,13100,8096,6784,9818,1245,195,696,5379,7814,16670,14716,6026,8690,16602,2015-05-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
6,2015,Ball State University,0,1,1,13,6,1,0,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,60,16602,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.408863,40.198942,NA,21196,1464,281,13100,8096,6784,9818,1245,195,696,5379,7814,16670,14716,6026,8690,16602,2015-06-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
7,2015,Ball State University,2,1,0,5,1,1,0,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,60,16602,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.408863,40.198942,NA,21196,1464,281,13100,8096,6784,9818,1245,195,696,5379,7814,16670,14716,6026,8690,16602,2015-07-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
8,2015,Ball State University,5,14,8,19,4,14,0,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,60,16602,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.408863,40.198942,NA,21196,1464,281,13100,8096,6784,9818,1245,195,696,5379,7814,16670,14716,6026,8690,16602,2015-08-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
9,2015,Ball State University,3,8,8,37,1,8,0,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,60,16602,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.408863,40.198942,NA,21196,1464,281,13100,8096,6784,9818,1245,195,696,5379,7814,16670,14716,6026,8690,16602,2015-09-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
10,2015,Ball State University,2,13,20,28,0,13,0,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,60,16602,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.408863,40.198942,NA,21196,1464,281,13100,8096,6784,9818,1245,195,696,5379,7814,16670,14716,6026,8690,16602,2015-10-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
11,2015,Ball State University,0,14,20,25,2,14,0,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,60,16602,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.408863,40.198942,NA,21196,1464,281,13100,8096,6784,9818,1245,195,696,5379,7814,16670,14716,6026,8690,16602,2015-11-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
12,2015,Ball State University,0,9,22,16,5,9,1,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,60,16602,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.408863,40.198942,NA,21196,1464,281,13100,8096,6784,9818,1245,195,696,5379,7814,16670,14716,6026,8690,16602,2015-12-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
1,2016,Ball State University,2,11,34,15,1,11,0,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,58,17011,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,21998,1567,312,13742,8256,6885,10126,1299,201,749,5420,7984,17240,15110,6170,8940,17011,2016-01-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
2,2016,Ball State University,1,17,24,8,3,17,2,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,58,17011,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,21998,1567,312,13742,8256,6885,10126,1299,201,749,5420,7984,17240,15110,6170,8940,17011,2016-02-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
3,2016,Ball State University,2,19,11,12,2,19,0,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,58,17011,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,21998,1567,312,13742,8256,6885,10126,1299,201,749,5420,7984,17240,15110,6170,8940,17011,2016-03-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
4,2016,Ball State University,2,18,17,19,0,18,0,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,58,17011,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,21998,1567,312,13742,8256,6885,10126,1299,201,749,5420,7984,17240,15110,6170,8940,17011,2016-04-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
5,2016,Ball State University,0,9,2,17,3,9,0,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,58,17011,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,21998,1567,312,13742,8256,6885,10126,1299,201,749,5420,7984,17240,15110,6170,8940,17011,2016-05-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
6,2016,Ball State University,0,5,0,18,1,5,0,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,58,17011,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,21998,1567,312,13742,8256,6885,10126,1299,201,749,5420,7984,17240,15110,6170,8940,17011,2016-06-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
7,2016,Ball State University,0,5,0,12,2,5,0,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,58,17011,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,21998,1567,312,13742,8256,6885,10126,1299,201,749,5420,7984,17240,15110,6170,8940,17011,2016-07-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
8,2016,Ball State University,3,22,8,35,5,22,0,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,58,17011,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,21998,1567,312,13742,8256,6885,10126,1299,201,749,5420,7984,17240,15110,6170,8940,17011,2016-08-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
9,2016,Ball State University,3,17,10,37,11,17,1,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,58,17011,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,21998,1567,312,13742,8256,6885,10126,1299,201,749,5420,7984,17240,15110,6170,8940,17011,2016-09-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
10,2016,Ball State University,6,23,30,25,3,23,1,2017-10-24T00:00:00Z,2018-01-31,NA,NA,1,NA,not following rules,NA,150136,58,17011,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-85.409043,40.203431,NA,21998,1567,312,13742,8256,6885,10126,1299,201,749,5420,7984,17240,15110,6170,8940,17011,2016-10-01,2017-10-01T00:00:00Z,NA,2018-02-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
