year,university,sexual_assault,alcohol_offense,drug_offense,theft,robbery_burglary,alcohol_offense_strict,noise_offense,treatment,rape,unit_id,control_of_institution,level_of_institution,total_price_oncampus_oos,total_price_oncampus_is,total_price_oncampus_id,total_price_offcampus_id,total_price_offcampus_is,total_price_offcampus_oos,total_price_offcampus_id_wfam,total_price_offcampus_is_wfam,total_price_offcampus_oos_wfam,frac_admitted_total,fulltime_retention_rate,undergraduate_enrollment,fulltime_undergraduate_enrollment,frac_total_black,frac_total_hispanic_latino,frac_total_asian,frac_total_white,frac_undergrad_asian,frac_undergrad_white,frac_undergrad_hispanic_latino,frac_undergrad_black,frac_ftime_undergrad_instate,frac_ftime_undergrad_outofstate,frac_ftime_undergrad_foreign_countries,total_enrollment,fulltime_enrollment,graduation_rate_total_cohort,frac_ftime_undergrad_award_any_financial_aid,frac_ftime_undergrad_award_student_loans,frac_core_revenues_tuition_fees,frac_core_revenues_state_apro,frac_core_revenues_local_apro,frac_core_revenues_gov_contracts,frac_core_revenues_priv_gifts_grants,frac_core_revenues_invest_return,frac_core_revenues_other,endowment_assests,state_abbreviation,degreegranting_status,longitude,latitude,calendar_system,sat_math_25,sat_math_75,sat_reading_75,sat_reading_25,student_to_faculty_ratio
2014,University of California-Riverside,5,67,39,271,39,67,0,0,1,110671,Public,4-year,55517,32639,32639,28641,28641,51519,24765,24765,47643,0.58,90,18790,18445,0.04,0.33,0.33,0.17,0.36,0.14,0.36,0.05,0.96,0.01,0.02,21498,21020,69,0.91,0.53,0.32,0.25,0,0.18,0.02,0.01,0.22,6516,CA,1,-117.331098,33.97588,Quarter,520,650,600,490,19
2015,University of California-Riverside,5,63,35,275,41,63,0,0,3,110671,Public,4-year,58193,33485,33485,29160,29160,53868,25261,25261,49969,0.56,91,18607,18279,0.04,0.33,0.33,0.16,0.37,0.13,0.36,0.04,0.98,0.01,0.02,21385,20921,73,0.85,0.53,0.34,0.27,0,0.16,0.05,0.02,0.16,6620,CA,1,-117.331098,33.97588,Quarter,490,610,600,490,22
2016,University of California-Riverside,2,42,36,262,57,42,0,0,2,110671,Public,4-year,61073,34391,34391,29622,29622,56304,25541,25541,52223,0.66,91,19799,19544,0.04,0.36,0.31,0.15,0.35,0.12,0.4,0.04,0.98,0.01,0.01,22715,22285,73,0.87,0.53,0.36,0.31,0,0.17,0.05,0.03,0.08,6145,CA,1,-117.331098,33.97588,Quarter,480,610,580,460,22
2017,University of California-Riverside,4,29,72,249,50,29,0,0,3,110671,Public,4-year,62677,34663,34663,30033,30033,58047,26116,26116,54130,0.56,89,20073,19719,0.04,0.36,0.31,0.15,0.34,0.12,0.4,0.04,0.97,0.01,0.02,23279,22733,75,0.87,0.51,0.34,0.31,0,0.17,0.05,0.02,0.11,7030,CA,1,-117.32741,33.97246,Quarter,540,660,640,550,22
2018,University of California-Riverside,14,19,11,232,28,19,0,0,6,110671,Public,4-year,64234,35242,35242,30600,30600,59592,26483,26483,55475,0.51,89,20581,20210,0.04,0.37,0.31,0.14,0.34,0.11,0.41,0.04,0.97,0.01,0.02,23922,23302,75,0.85,0.47,0.31,0.28,0,0.16,0.05,0.02,0.17,7507,CA,1,-117.32741,33.97246,Quarter,550,680,650,560,21
2019,University of California-Riverside,9,16,22,250,45,16,0,0,4,110671,Public,4-year,65141,35387,35387,31067,31067,60821,26801,26801,56555,0.57,90,22055,21652,0.04,0.38,0.31,0.14,0.34,0.11,0.41,0.04,0.97,0.01,0.03,25547,24879,76,NA,NA,0.34,0.31,0,0.18,0.06,0.03,0.09,7409,NA,NA,-117.32741,33.97246,Quarter,560,680,650,570,22
2014,University of California-Santa Barbara,5,680,74,209,23,680,85,0,4,110705,Public,4-year,57631,34753,34753,30071,30071,52949,26119,26119,48997,0.36,92,20238,19914,0.02,0.23,0.18,0.38,0.19,0.37,0.25,0.02,0.88,0.05,0.07,23051,22533,81,0.71,0.43,0.35,0.19,0,0.24,0.05,0.01,0.17,6242,CA,1,-119.848031,34.415402,Quarter,570,710,660,530,17
2015,University of California-Santa Barbara,9,849,92,187,17,849,81,0,5,110705,Public,4-year,59911,35203,35203,30511,30511,55219,26534,26534,51242,0.33,93,20607,20243,0.02,0.24,0.18,0.36,0.19,0.35,0.26,0.02,0.86,0.06,0.07,23497,22976,81,0.7,0.41,0.37,0.21,0,0.18,0.1,0.01,0.13,7055,CA,1,-119.846404,34.416281,Quarter,560,700,660,530,17
2016,University of California-Santa Barbara,11,599,84,261,24,599,58,0,0,110705,Public,4-year,61854,35172,35172,31464,31464,58146,27269,27269,53951,0.36,93,21574,21199,0.02,0.24,0.17,0.35,0.18,0.33,0.26,0.02,0.85,0.04,0.11,24346,23803,82,0.64,0.37,0.35,0.21,0,0.17,0.1,0.02,0.15,6718,CA,1,-119.846426,34.416297,Quarter,570,730,660,550,18
2017,University of California-Santa Barbara,47,372,86,211,25,372,42,0,26,110705,Public,4-year,64125,36111,36111,33125,33125,61139,28044,28044,56058,0.33,93,22186,21777,0.02,0.25,0.17,0.33,0.18,0.32,0.27,0.02,0.83,0.06,0.12,25057,24465,81,0.63,0.37,0.35,0.21,0,0.15,0.1,0.01,0.18,7874,CA,1,-119.846426,34.416297,Quarter,590,720,680,600,18
2018,University of California-Santa Barbara,NA,NA,NA,NA,NA,NA,NA,0,NA,110705,Public,4-year,65651,36659,36659,33726,33726,62718,28355,28355,57347,0.32,92,23070,22601,0.02,0.24,0.17,0.32,0.18,0.31,0.26,0.02,0.79,0.07,0.14,25976,25320,82,0.63,0.36,0.39,0.22,0,0.18,0.11,0.02,0.07,8391,CA,1,-119.846426,34.416297,Quarter,610,760,700,620,22
2019,University of California-Santa Barbara,NA,NA,NA,NA,NA,NA,NA,0,NA,110705,Public,4-year,66519,36765,36765,34438,34438,64192,28851,28851,58605,0.3,92,23349,22846,0.02,0.23,0.17,0.31,0.17,0.3,0.25,0.02,0.75,0.07,0.18,26314,25633,83,NA,NA,0.41,0.21,0,0.16,0.15,0.02,0.05,9524,NA,NA,-119.846426,34.416297,Quarter,610,770,710,620,18
2014,University of Central Florida,13,204,131,393,74,204,0,0,0,132903,Public,4-year,36989,20890,20890,20890,20890,36989,11590,11590,27689,0.5,88,52671,36477,0.11,0.22,0.06,0.55,0.06,0.55,0.23,0.11,0.9,0.06,0.03,60767,40307,70,0.87,0.42,0.31,0.32,0,0.27,0.02,0.03,0.05,2981,FL,1,-81.198805,28.60106,Semester,550,640,640,540,31
2015,University of Central Florida,19,322,105,306,84,322,0,0,0,132903,Public,4-year,38321,22222,22222,22222,22222,38321,12458,12458,28557,0.49,89,54662,37661,0.11,0.22,0.06,0.53,0.06,0.53,0.24,0.11,0.88,0.08,0.04,62953,41505,70,0.87,0.41,0.32,0.34,0,0.27,0.02,0.01,0.04,2878,FL,1,-81.198805,28.60106,Semester,540,640,630,540,30
2016,University of Central Florida,18,386,110,285,98,386,0,0,0,132903,Public,4-year,38353,22254,22254,22254,22254,38353,12490,12490,28589,0.5,89,55723,38508,0.11,0.24,0.06,0.51,0.06,0.51,0.25,0.11,0.89,0.08,0.04,64088,42467,69,0.87,0.39,0.32,0.34,0,0.26,0.03,0.02,0.04,2720,FL,1,-81.198805,28.60106,Semester,540,640,630,540,30
2017,University of Central Florida,31,248,158,291,104,248,0,0,0,132903,Public,4-year,38353,22254,22254,22254,22254,38353,12490,12490,28589,0.5,90,56853,39962,0.11,0.25,0.06,0.49,0.06,0.49,0.26,0.11,0.91,0.08,0,66059,44563,70,0.9,0.34,0.3,0.35,0,0.23,0.03,0.01,0.07,2834,FL,1,-81.200889,28.602159,Semester,570,660,660,580,30
2018,University of Central Florida,38,138,134,226,39,138,0,0.15342465753424658,0,132903,Public,4-year,38647,22548,22548,22548,22548,38647,12538,12538,28637,0.43,90,58821,41852,0.11,0.26,0.06,0.48,0.06,0.47,0.27,0.11,0.92,0.07,0,68475,46575,73,0.92,0.28,0.29,0.35,0,0.28,0.04,0.01,0.03,2844,FL,1,-81.200889,28.602159,Semester,570,670,670,590,30
2019,University of Central Florida,56,127,123,269,71,127,0,0,0,132903,Public,4-year,38647,22548,22548,22548,22548,38647,12538,12538,28637,0.44,91,59371,42468,0.11,0.27,0.06,0.47,0.06,0.46,0.28,0.11,0.92,0.07,0,69402,47255,72,NA,NA,0.25,0.31,0,0.28,0.04,0.03,0.1,2743,NA,NA,-81.200889,28.602159,Semester,580,670,670,590,30
2014,University of Delaware,6,658,133,161,22,658,4,0,1,130943,Public,4-year,44550,26200,26200,26200,26200,44550,14642,14642,32992,0.68,91,18951,17467,0.05,0.06,0.04,0.71,0.05,0.75,0.07,0.06,0.36,0.62,0.02,22680,20389,79,0.83,0.53,NA,NA,NA,NA,NA,NA,NA,NA,DE,1,-75.7536,39.679791,Four-one-four plan,550,660,640,530,15
2015,University of Delaware,6,406,122,106,13,406,1,0,1,130943,Public,4-year,45550,26650,26650,26650,26650,45550,14820,14820,33720,0.67,92,19100,17556,0.06,0.07,0.05,0.7,0.05,0.74,0.07,0.06,0.37,0.61,0.03,22852,20562,79,0.84,0.52,NA,NA,NA,NA,NA,NA,NA,NA,DE,1,-75.752917,39.679574,Four-one-four plan,550,660,640,540,16
2016,University of Delaware,3,385,121,129,5,385,1,0,0,130943,Public,4-year,46618,27198,27198,27198,27198,46618,15130,15130,34550,0.7,91,19215,17761,0.06,0.07,0.05,0.69,0.05,0.72,0.08,0.06,0.38,0.58,0.04,23009,20760,81,0.81,0.51,NA,NA,NA,NA,NA,NA,NA,NA,DE,1,-75.752822,39.679577,Four-one-four plan,530,640,640,530,15
2017,University of Delaware,6,325,124,161,13,325,22,0,1,130943,Public,4-year,47782,27792,27792,27792,27792,47782,15460,15460,35450,0.63,91,19750,18195,0.06,0.07,0.05,0.68,0.05,0.71,0.08,0.06,0.38,0.57,0.05,23774,21384,82,0.84,0.53,NA,NA,NA,NA,NA,NA,NA,NA,DE,1,-75.752822,39.679577,Four-one-four plan,560,670,660,570,15
2018,University of Delaware,8,251,131,128,6,251,9,0,3,130943,Public,4-year,49972,29342,29342,29342,29342,49972,16480,16480,37110,0.66,90,19956,18355,0.06,0.08,0.05,0.67,0.05,0.7,0.08,0.06,0.39,0.57,0.03,24120,21698,81,0.88,0.54,NA,NA,NA,NA,NA,NA,NA,NA,DE,1,-75.752822,39.679577,Four-one-four plan,570,680,670,590,15
2019,University of Delaware,8,292,118,189,11,292,6,0,2,130943,Public,4-year,51718,30288,30288,30288,30288,51718,17080,17080,38510,0.71,91,19678,18378,0.06,0.08,0.05,0.65,0.05,0.67,0.09,0.06,NA,NA,NA,23808,21641,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.752822,39.679577,Four-one-four plan,580,680,670,580,15
2014,University of Idaho,0,1,5,0,0,1,23,0,0,142285,Public,4-year,33160,19630,19630,19630,19630,33160,11630,11630,25160,0.67,77,9283,7718,0.01,0.08,0.01,0.76,0.01,0.76,0.09,0.01,0.69,0.26,0.02,11702,9114,58,0.9,0.55,0.23,0.33,0,0.25,0.07,0.01,0.1,23442,ID,1,-117.024296,46.726894,Semester,460,590,580,450,17
2015,University of Idaho,0,10,0,3,1,10,0,0,0,142285,Public,4-year,34298,20294,20294,20442,20442,34446,12114,12114,26118,0.72,80,9116,7400,0.01,0.09,0.01,0.73,0.01,0.73,0.1,0.01,0.71,0.23,0.03,11372,8691,57,0.97,0.67,0.25,0.35,0,0.25,0.07,0.01,0.07,23490,ID,1,-117.024296,46.726894,Semester,470,580,590,470,16
2016,University of Idaho,1,7,1,1,0,7,2,0,0,142285,Public,4-year,35448,20640,20640,20640,20640,35448,12182,12182,26990,0.76,78,9586,7269,0.01,0.09,0.02,0.72,0.02,0.72,0.1,0.01,0.72,0.24,0.02,11780,8580,56,0.97,0.66,0.24,0.35,0,0.24,0.07,0.02,0.09,24032,ID,1,-117.024296,46.726894,Semester,460,580,590,470,16
2017,University of Idaho,8,27,59,37,17,27,17,0.0547945205479452,2,142285,Public,4-year,37624,21300,21300,21300,21300,37624,12102,12102,28426,0.73,82,9885,7166,0.01,0.1,0.02,0.7,0.02,0.7,0.11,0.01,0.74,0.21,0.03,12072,8508,55,0.95,0.52,0.23,0.37,0,0.24,0.07,0,0.09,26932,ID,1,-117.014167,46.727406,Semester,500,610,620,510,14
2018,University of Idaho,18,57,77,56,21,57,32,0.19452054794520549,2,142285,Public,4-year,38986,21350,21350,21350,21350,38986,12450,12450,30086,0.77,81,9568,6984,0.01,0.1,0.02,0.7,0.01,0.71,0.1,0.01,0.7,0.26,0.02,11841,8436,59,0.96,0.53,0.25,0.38,0,0.23,0.07,0,0.08,28504,ID,1,-117.014167,46.727406,Semester,500,600,620,510,15
2019,University of Idaho,9,45,58,75,27,45,25,0,0,142285,Public,4-year,41056,21820,21820,21820,21820,41056,12784,12784,32020,0.78,77,9392,6749,0.01,0.09,0.02,0.71,0.02,0.72,0.1,0.01,0.71,0.26,0.02,11926,8446,56,NA,NA,0.25,0.38,0,0.22,0.06,0.01,0.07,29975,NA,NA,-117.014167,46.727406,Semester,500,610,630,510,16
2014,University of Illinois at Urbana-Champaign,NA,NA,NA,NA,NA,NA,NA,0,NA,145637,Public,4-year,44194,29568,29568,NA,NA,NA,NA,NA,NA,0.59,93,32959,31742,0.05,0.07,0.14,0.48,0.16,0.5,0.09,0.05,0.71,0.12,0.15,45140,41414,84,0.63,0.39,0.29,0.11,0,0.23,0.1,0.01,0.27,26025,IL,1,-88.230309,40.108864,Semester,700,790,690,590,19
2015,University of Illinois at Urbana-Champaign,51,575,226,645,196,575,25,0,0,145637,Public,4-year,44924,29764,29764,NA,NA,NA,NA,NA,NA,0.66,93,33368,31989,0.05,0.08,0.14,0.46,0.17,0.48,0.09,0.05,0.73,0.11,0.15,45842,41756,85,0.63,0.39,0.3,0.11,0,0.22,0.1,0.01,0.26,26190,IL,1,-88.230309,40.108864,Semester,700,790,680,570,19
2016,University of Illinois at Urbana-Champaign,105,475,278,567,147,475,10,0,0,145637,Public,4-year,45686,30064,30064,NA,NA,NA,NA,NA,NA,0.6,94,33932,32540,0.05,0.09,0.15,0.45,0.18,0.46,0.1,0.06,0.74,0.11,0.14,46951,42453,85,0.64,0.42,0.33,0.03,0,0.22,0.09,0.01,0.32,25274,IL,1,-88.230309,40.108864,Semester,705,790,690,580,20
2017,University of Illinois at Urbana-Champaign,241,394,213,542,248,394,9,0,108,145637,Public,4-year,46202,30082,30082,NA,NA,NA,NA,NA,NA,0.62,92,33955,32613,0.05,0.09,0.15,0.43,0.18,0.45,0.11,0.06,0.73,0.11,0.15,48216,42850,85,0.62,0.4,0.3,0.06,0,0.21,0.09,0.01,0.33,29384,IL,1,-88.229114,40.104718,Semester,710,790,710,630,20
2018,University of Illinois at Urbana-Champaign,163,312,113,484,138,312,18,0,91,145637,Public,4-year,46672,30102,30102,NA,NA,NA,NA,NA,NA,0.62,93,33915,32757,0.05,0.1,0.15,0.42,0.19,0.44,0.12,0.06,0.76,0.1,0.12,49702,43313,84,0.64,0.36,0.27,0.13,0,0.2,0.08,0.01,0.3,30641,IL,1,-88.229114,40.104718,Semester,600,770,690,600,20
2019,University of Illinois at Urbana-Champaign,131,305,56,484,143,305,17,0,68,145637,Public,4-year,47444,30302,30302,NA,NA,NA,NA,NA,NA,0.59,93,34120,32854,0.05,0.1,0.16,0.41,0.19,0.43,0.13,0.06,0.74,0.12,0.13,51605,44022,85,NA,NA,0.31,0.1,0,0.23,0.09,0.02,0.24,33365,NA,NA,-88.229114,40.104718,Semester,610,770,700,600,20
2014,University of Iowa,12,535,207,199,16,535,0,0,0,153658,Public,4-year,40191,20861,20861,20519,20519,39849,11855,11855,31185,0.81,86,22354,19546,0.03,0.06,0.04,0.67,0.03,0.68,0.06,0.03,0.47,0.41,0.12,29970,24424,70,0.86,0.47,0.26,0.16,0,0.22,0.09,0.09,0.17,44819,IA,1,-91.535698,41.660695,Semester,540,700,620,460,16
2015,University of Iowa,16,410,164,250,37,410,0,0,0,153658,Public,4-year,40796,21010,21010,21124,21124,40910,12194,12194,31980,0.81,85,23357,19911,0.03,0.06,0.04,0.67,0.04,0.67,0.07,0.03,0.47,0.41,0.12,30844,24620,72,0.88,0.46,0.28,0.18,0,0.23,0.09,0.01,0.21,45206,IA,1,-91.535698,41.660695,Semester,540,690,630,460,15
2016,University of Iowa,48,486,168,242,33,486,0,0,0,153658,Public,4-year,42113,21875,21875,21533,21533,41771,12375,12375,32613,0.84,87,24476,20868,0.03,0.07,0.04,0.68,0.04,0.69,0.07,0.03,0.5,0.42,0.08,32011,25624,72,0.9,0.48,0.28,0.18,0,0.22,0.1,0.03,0.19,44255,IA,1,-91.536425,41.661935,Semester,540,680,640,480,15
2017,University of Iowa,26,393,136,313,34,393,0,0.6712328767123288,0,153658,Public,4-year,44251,22607,22607,21923,21923,43567,12765,12765,34409,0.86,86,24503,21222,0.03,0.07,0.05,0.69,0.04,0.71,0.07,0.03,0.58,0.38,0.03,32166,25972,74,0.92,0.47,0.28,0.16,0,0.22,0.11,0.08,0.14,46879,IA,1,-91.536425,41.661935,Semester,570,690,680,570,16
2018,University of Iowa,32,435,117,278,21,435,0,1,0,153658,Public,4-year,46205,24239,24239,22947,22947,44913,13523,13523,35489,0.83,86,23989,21690,0.03,0.07,0.05,0.71,0.04,0.72,0.08,0.03,0.58,0.38,0.04,31656,26432,73,0.85,0.46,0.24,0.12,0,0.17,0.08,0.04,0.36,49895,IA,1,-91.536425,41.661935,Semester,560,670,660,560,16
2019,University of Iowa,36,439,83,211,21,439,0,0.6520547945205479,0,153658,Public,4-year,46769,24806,24806,23286,23286,45249,13862,13862,35825,0.83,86,23482,21212,0.03,0.07,0.05,0.72,0.04,0.74,0.08,0.03,0.56,0.42,0.02,31240,26664,72,NA,NA,0.3,0.15,0,0.25,0.07,0.08,0.14,52065,NA,NA,-91.536425,41.661935,Semester,570,680,660,560,16
2014,University of Kansas,5,52,81,176,44,52,0,0,0,155317,Public,4-year,39405,24122,24122,24122,24122,39405,14984,14984,30267,0.91,80,19343,17335,0.04,0.06,0.04,0.7,0.04,0.72,0.07,0.05,0.62,0.34,0.04,27180,23183,60,0.83,0.49,0.27,0.24,0.01,0.22,0.1,0.02,0.14,59750,KS,1,-95.24587,38.957351,Semester,NA,NA,NA,NA,17
2015,University of Kansas,1,43,90,139,37,43,0,0,0,155317,Public,4-year,39951,24117,24117,24117,24117,39951,14941,14941,30775,0.93,80,19245,17191,0.04,0.06,0.04,0.7,0.04,0.71,0.07,0.04,0.58,0.35,0.07,27259,23046,61,0.82,0.47,0.26,0.22,0.01,0.19,0.12,0,0.19,60777,KS,1,-95.247618,38.958551,Semester,NA,NA,NA,NA,16
2016,University of Kansas,1,32,66,167,40,32,0,0,0,155317,Public,4-year,41999,25215,25215,25215,25215,41999,15605,15605,32389,0.93,81,19262,17141,0.04,0.06,0.04,0.7,0.05,0.71,0.08,0.04,0.57,0.38,0.05,27565,23006,63,0.86,0.5,0.28,0.21,0.01,0.19,0.12,0,0.18,58220,KS,1,-95.247567,38.958549,Semester,NA,NA,NA,NA,17
2017,University of Kansas,1,29,67,108,49,29,0,0,0,155317,Public,4-year,41074,25306,25306,25306,25306,41074,15030,15030,30798,0.93,83,19338,17151,0.04,0.07,0.05,0.7,0.05,0.71,0.08,0.04,0.58,0.38,0.04,27625,22888,63,0.86,0.47,0.27,0.21,0.01,0.18,0.09,0.01,0.22,63482,KS,1,-95.247567,38.958549,Semester,NA,NA,NA,NA,17
2018,University of Kansas,14,74,48,112,34,74,0,0.01643835616438356,4,155317,Public,4-year,42776,26566,26566,25042,25042,41252,15304,15304,31514,0.92,84,19596,17333,0.04,0.07,0.05,0.69,0.05,0.7,0.08,0.04,0.58,0.37,0.04,27690,23027,65,0.85,0.45,0.27,0.2,0.01,0.18,0.12,0.01,0.2,68590,KS,1,-95.247567,38.958549,Semester,NA,NA,NA,NA,17
2019,University of Kansas,7,65,48,86,19,65,0,0,6,155317,Public,4-year,43698,26830,26830,25202,25202,42070,15512,15512,32380,0.93,86,19667,17257,0.04,0.08,0.05,0.69,0.05,0.7,0.09,0.04,0.58,0.39,0.04,27552,22877,67,NA,NA,0.28,0.21,0.01,0.21,0.1,0.01,0.17,71438,NA,NA,-95.247567,38.958549,Semester,NA,NA,NA,NA,17
2014,University of Kentucky,30,684,195,490,34,684,0,0,0,157085,Public,4-year,37602,25330,25330,25330,25330,37602,14824,14824,27096,0.72,82,22223,20690,0.07,0.04,0.03,0.75,0.03,0.76,0.04,0.08,0.61,0.37,0.03,29203,26469,61,0.94,0.49,0.19,0.19,0.01,0.23,0.05,0.1,0.22,46319,KY,1,-84.509177,38.032393,Semester,510,640,620,490,18
2015,University of Kentucky,36,665,217,537,20,665,0,0,0,157085,Public,4-year,40032,26700,26700,26700,26700,40032,15258,15258,28590,0.89,83,22705,21199,0.07,0.04,0.03,0.74,0.02,0.76,0.04,0.07,0.6,0.38,0.02,29727,26944,63,0.93,0.49,0.21,0.19,0.02,0.26,0.06,0.03,0.24,45495,KY,1,-84.505653,38.035818,Semester,510,630,620,500,17
2016,University of Kentucky,79,451,240,595,33,451,0,0,0,157085,Public,4-year,42778,27928,27928,27928,27928,42778,15690,15690,30540,0.91,82,22621,20833,0.07,0.04,0.03,0.74,0.03,0.75,0.04,0.08,0.61,0.37,0.01,29781,26682,64,0.94,0.5,0.2,0.18,0.01,0.24,0.07,0,0.3,44748,KY,1,-84.504747,38.038911,Semester,500,630,620,500,17
2017,University of Kentucky,65,496,294,649,35,496,0,0,0,157085,Public,4-year,45634,29530,29530,29530,29530,45634,16672,16672,32776,0.96,83,22425,20657,0.07,0.04,0.03,0.74,0.03,0.75,0.05,0.08,0.63,0.35,0.02,29465,26396,65,0.95,0.49,0.21,0.16,0.02,0.24,0.06,0.07,0.24,46841,KY,1,-84.504747,38.038911,Semester,530,670,660,550,17
2018,University of Kentucky,56,439,398,573,21,439,0,0,0,157085,Public,4-year,46955,30101,30101,30101,30101,46955,17293,17293,34147,0.94,85,22136,20484,0.07,0.05,0.03,0.74,0.03,0.75,0.05,0.07,0.63,0.35,0.01,29182,26158,66,0.94,0.46,0.21,0.16,0.02,0.25,0.06,0.06,0.24,49725,KY,1,-84.504747,38.038911,Semester,530,650,650,550,16
2019,University of Kentucky,62,461,377,525,23,461,0,0,0,157085,Public,4-year,49248,30928,30928,30928,30928,49248,17778,17778,36098,0.96,85,22236,20622,0.07,0.05,0.03,0.73,0.03,0.75,0.05,0.07,0.62,0.37,0.01,29402,26301,66,NA,NA,0.2,0.15,0.02,0.25,0.06,0.06,0.26,52317,NA,NA,-84.504747,38.038911,Semester,530,670,650,540,16
2014,University of Louisiana at Lafayette,1,10,8,133,58,10,1,0,1,160658,Public,4-year,32302,19902,19902,22782,22782,35182,12009,12009,24409,0.56,76,15574,12498,0.2,0.03,0.02,0.68,0.02,0.69,0.03,0.21,0.92,0.07,0.01,17195,13453,48,0.95,0.37,0.37,0.22,0,0.19,0.1,0.05,0.07,9518,LA,1,-92.01941,30.215283,Semester,490,590,590,470,23
2015,University of Louisiana at Lafayette,4,6,10,124,45,6,0,0,3,160658,Public,4-year,35490,21762,21762,22468,22468,36196,13395,13395,27123,0.55,76,15870,12867,0.2,0.04,0.02,0.67,0.02,0.68,0.04,0.21,0.94,0.05,0.01,17508,13854,45,0.96,0.42,0.44,0.2,0,0.18,0.09,0,0.08,9550,LA,1,-92.01941,30.215283,Semester,470,590,590,460,23
2016,University of Louisiana at Lafayette,6,5,21,169,58,5,0,0,4,160658,Public,4-year,37730,24002,24002,23662,23662,37390,14589,14589,28317,0.51,75,15998,12876,0.19,0.05,0.02,0.63,0.02,0.64,0.05,0.2,0.95,0.04,0.01,17519,13809,45,0.96,0.54,0.48,0.18,0,0.17,0.07,0,0.09,8836,LA,1,-92.01941,30.215283,Semester,470,600,580,470,22
2017,University of Louisiana at Lafayette,9,2,19,152,64,2,1,0,4,160658,Public,4-year,38503,24775,24775,24812,24812,38540,15066,15066,28794,0.51,75,15666,12767,0.19,0.05,0.02,0.65,0.02,0.66,0.06,0.2,0.95,0.04,0.01,17297,13691,44,0.96,0.49,0.48,0.16,0,0.17,0.09,0.03,0.07,9825,LA,1,-92.020165,30.212191,Semester,510,600,580,310,24
2018,University of Louisiana at Lafayette,2,0,17,138,36,0,0,0,0,160658,Public,4-year,39650,25922,25922,26165,26165,39893,16054,16054,29782,0.56,75,15073,12423,0.19,0.05,0.03,0.65,0.02,0.66,0.06,0.2,0.94,0.04,0.01,17123,13484,48,0.96,0.51,0.46,0.15,0,0.17,0.1,0.03,0.09,10133,LA,1,-92.020165,30.212191,Semester,510,620,630,520,19
2019,University of Louisiana at Lafayette,4,1,24,91,18,1,1,0,1,160658,Public,4-year,40348,26620,26620,27802,27802,41530,16812,16812,30540,0.68,76,14603,11929,0.19,0.05,0.03,0.64,0.03,0.64,0.06,0.2,0.95,0.04,0.01,16933,13066,51,NA,NA,0.49,0.16,0,0.19,0.09,0.02,0.05,9082,NA,NA,-92.020165,30.212191,Semester,510,650,618,510,20
2014,University of Michigan-Ann Arbor,12,387,212,737,32,387,0,0,0,170976,Public,4-year,55404,26984,26984,26984,26984,55404,18940,18940,47360,0.32,97,28395,27395,0.04,0.04,0.11,0.57,0.13,0.62,0.04,0.04,0.55,0.41,0.04,43625,41101,91,0.61,0.29,0.21,0.06,0,0.19,0.07,0.36,0.1,215426,MI,1,-83.74313,42.276172,Trimester,660,760,720,620,12
2015,University of Michigan-Ann Arbor,22,377,231,619,16,377,52,0,0,170976,Public,4-year,57432,27812,27812,27812,27812,57432,19442,19442,49062,0.26,97,28312,27258,0.04,0.05,0.11,0.56,0.13,0.61,0.05,0.04,0.58,0.38,0.04,43651,41114,90,0.64,0.29,0.31,0.09,0,0.27,0.11,0.11,0.1,220027,MI,1,-83.743121,42.276061,Trimester,660,770,730,630,12
2016,University of Michigan-Ann Arbor,22,450,295,606,14,450,41,0,0,170976,Public,4-year,59784,28776,28776,28776,28776,59784,20124,20124,51132,0.29,97,28983,27969,0.04,0.05,0.12,0.55,0.14,0.61,0.05,0.04,0.51,0.44,0.05,44718,42361,91,0.65,0.29,0.36,0.11,0,0.33,0.13,-0.05,0.11,215614,MI,1,-83.742769,42.275921,Trimester,670,770,730,640,12
2017,University of Michigan-Ann Arbor,28,436,346,611,34,436,38,0.14520547945205478,0,170976,Public,4-year,62176,29526,29526,29526,29526,62176,20688,20688,53338,0.27,97,29821,28702,0.04,0.06,0.12,0.55,0.14,0.6,0.06,0.04,0.52,0.44,0.04,46002,43517,92,0.63,0.32,0.24,0.07,0,0.22,0.09,0.31,0.07,235328,MI,1,-83.742769,42.275921,Trimester,670,770,730,660,11
2018,University of Michigan-Ann Arbor,59,359,358,745,23,359,8,0.005479452054794521,0,170976,Public,4-year,64386,30298,30298,30298,30298,64386,23578,23578,57666,0.23,97,30318,29245,0.04,0.06,0.13,0.53,0.15,0.58,0.06,0.04,0.53,0.43,0.04,46716,44340,92,0.65,0.3,0.26,0.07,0,0.22,0.09,0.28,0.08,249867,MI,1,-83.742769,42.275921,Trimester,670,780,730,660,11
2019,University of Michigan-Ann Arbor,25,255,224,679,12,255,0,0,0,170976,Public,4-year,66698,31056,31056,31056,31056,66698,24218,24218,59860,0.23,97,31266,30204,0.04,0.07,0.13,0.52,0.16,0.56,0.07,0.04,NA,NA,NA,48090,45510,93,NA,NA,0.29,0.08,0,0.25,0.1,0.19,0.09,256920,NA,NA,-83.742769,42.275921,Trimester,680,790,740,660,11
